,address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
287,1 Ham Yard,,,True,1,+44 20 3642 2000,4.20,115,London
288,1 Leicester Square,,,False,4,+44 20 3953 4200,4.20,560,London
289,1 Seething Lane,,,True,4,+44 20 7702 2020,4.20,4928,London
290,1 Suffolk Place,,,True,1,+44 20 7470 4000,4.20,720,London
291,1 Waterview Drive,,,True,2,+44 20 8463 6868,4.20,3456,London
292,1-13 Kings Hall Mews,,,False,4,+44 871 527 9480,4.20,1044,London
293,"1-15, Templeton Place",,,True,4,+44 20 7598 8700,4.20,4608,London
294,1-2 Dorset Rise,,,False,2,+44 871 527 9362,4.20,1218,London
295,"1-2, Serjeant's Inn",,,True,1,+44 20 3004 4141,4.20,880,London
296,10 Berners Street,,,True,4,+44 20 7781 0000,4.20,6720,London
297,10 Godliman Street,,,True,2,+44 20 7074 1000,4.20,210,London
298,10 Harrington Road,,,True,2,+44 20 7589 5895,4.20,350,London
299,1 Seething Lane,2019-03-07,2019-03-12,True,1,+44 20 7702 2020,4.20,620,London
300,1 Logan Square,,,True,1,+1 215-963-1500,4.40,3915,Philadelphia
301,1001 Intrepid Avenue,,,True,1,+1 215-644-9200,4.50,432,Philadelphia
302,101 North Broad Street,,,True,1,+1 215-607-2020,4.40,3240,Philadelphia
303,1100 Arch Street,,,True,1,+1 215-923-0100,4.00,3465,Philadelphia
304,120 South 17th Street,,,True,1,+1 215-569-8300,4.50,608,Philadelphia
305,1200 Arch Street,,,True,1,+1 215-627-1850,4.30,960,Philadelphia
306,1301 Race Street,,,True,1,+1 215-665-9100,4.20,2016,Philadelphia
307,1305 Walnut Street,,,True,1,+1 215-735-9300,4.10,936,Philadelphia
308,1421 Arch Street,,,True,1,+1 215-422-8200,4.30,1408,Philadelphia
309,1800 Market Street,,,True,1,+1 800-766-3782,4.30,5280,Philadelphia
310,1 Logan Square,2019-03-05,2019-03-12,True,1,+1 215-963-1500,4.40,3220,Philadelphia
311,1020 South Figueroa Street,,,True,5,+1 213-748-1291,4.20,360,Los Angeles
312,10320 West Olympic Boulevard,,,True,3,+1 310-556-2777,4.20,270,Los Angeles
313,10740 Wilshire Boulevard,,,True,5,+1 310-475-8711,4.40,2800,Los Angeles
314,"111 South Gaffey Street, San Pedro, California 90731, United States",,,True,3,+1 310-514-1414,4.20,2304,Los Angeles
315,1133 Vine Street,,,True,1,+1 323-952-6900,4.30,324,Los Angeles
316,"11350 Burbank Boulevard, North Hollywood, CA 91601, USA",,,True,4,+1 818-821-8031,4.40,2240,Los Angeles
317,115 South Fairfax Avenue,,,True,4,+1 323-937-3930,4.40,1932,Los Angeles
318,1150 South Beverly Drive,,,True,2,+1 310-553-6561,4.20,1368,Los Angeles
319,1177 South Beverly Drive,,,True,5,+1 310-228-4100,4.30,4485,Los Angeles
320,1224 Beverwil Drive,,,True,4,+1 310-277-2800,4.40,912,Los Angeles
321,10740 Wilshire Boulevard,2019-03-01,2019-03-12,True,1,+1 310-475-8711,4.40,1496,Los Angeles
322,"1 Place de la Sorbonne, 75005",,,True,2,+33 1 46 34 14 80,4.50,2480,Paris
323,"1 Rue Daunou, 75002",,,True,1,+33 1 42 61 70 41,4.20,504,Paris
324,"1 Rue de Libourne, 75012",,,True,3,+33 1 44 67 34 00,4.40,3168,Paris
325,"1 Rue de Lourmel, 75015",,,False,1,+33 1 45 78 17 12,3.70,525,Paris
326,"1-5 Passage Ruelle, 75018",,,True,1,+33 1 42 05 20 00,4.10,828,Paris
327,"1-7 Rue Jean Richepin, 75016",,,False,2,+33 1 44 30 10 00,4.10,2600,Paris
328,"10 Place Charles Dullin, 75018",,,True,3,+33 1 42 57 14 55,4.10,4212,Paris
329,"10 Place de Mexico, 75116",,,True,3,+33 1 56 90 40 04,4.30,720,Paris
330,"10 Rue Bernard Buffet, 75017",,,True,2,+33 1 40 25 20 20,3.60,504,Paris
331,"10 Rue Gager-Gabillot, 75015",,,False,5,+33 1 44 19 29 29,3.40,1500,Paris
332,"1 Place de la Sorbonne, 75005",2019-03-02,2019-03-12,True,1,+33 1 46 34 14 80,4.50,2480,Paris
333,"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,True,3,+61 2 9634 9634,3.90,624,Sydney
334,"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,True,1,+61 2 8277 8277,3.90,840,Sydney
335,"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,True,2,+61 2 9680 3800,3.90,1404,Sydney
336,"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,True,3,+61 2 8425 0400,3.90,4992,Sydney
337,10 Byfield St Macquarie Park,,,True,2,+61 2 9428 9500,3.90,1512,Sydney
338,"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,True,1,+61 2 8353 8988,3.90,1144,Sydney
339,"106 Hassall Street, Rosehill New South Wales 2142, Australia",,,True,2,+61 2 8836 1000,3.90,1240,Sydney
340,11 Hickson Road Walsh Bay,,,True,3,+61 2 8298 9999,3.90,4032,Sydney
341,11 Jamison Street,,,True,4,+61 2 9696 2500,3.90,4400,Sydney
342,11 Olympic Boulevard,,,True,3,+61 2 8762 1111,3.90,3168,Sydney
343,"1 Kensington Street, Chippendale New South Wales 2008, Australia",2019-03-02,2019-03-11,True,1,+61 2 8277 8277,3.90,7425,Sydney
344,"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,True,1,+61 2 8277 8277,4.10,840,Sydney
345,"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,True,2,+61 2 9680 3800,4.10,1404,Sydney
346,"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,True,3,+61 2 8425 0400,4.10,4992,Sydney
347,10 Byfield St Macquarie Park,,,True,2,+61 2 9428 9500,4.10,1512,Sydney
348,"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,True,1,+61 2 8353 8988,4.10,1144,Sydney
349,11 Hickson Road Walsh Bay,,,True,3,+61 2 8298 9999,4.10,4032,Sydney
350,11 Jamison Street,,,True,4,+61 2 9696 2500,4.10,4400,Sydney
351,11 Olympic Boulevard,,,True,3,+61 2 8762 1111,4.10,3168,Sydney
352,"11 Rawson Place Corner of Pitt St and, Rawson Place",,,True,2,+61 2 9218 9000,4.10,1960,Sydney
353,1118 North State Street,,,True,3,+1 888-712-2712,4.70,1620,Chicago
354,228 East Ontario Street,,,True,2,+1 312-915-0000,4.70,256,Chicago
355,800 North Michigan Avenue,,,True,2,+1 312-335-1234,4.70,1240,Chicago
356,1118 North State Street,2019-03-08,2019-03-12,True,1,+1 888-712-2712,4.70,1620,Chicago
357,108 Chestnut Street,,,True,4,+1 416-977-5000,4.20,2784,Toronto
358,111 Carlton Street,,,True,5,+1 800-780-7234,3.00,1260,Toronto
359,111 Lombard Street,,,True,5,+1 416-367-5555,3.90,2175,Toronto
360,118 Yorkville Avenue,,,True,3,+1 416-963-6300,4.70,285,Toronto
361,15 Charles Street East,,,True,4,+1 416-924-1222,4.60,1140,Toronto
362,15 Richmond Street East,,,True,4,+1 800-463-1990,4.10,304,Toronto
363,1684 Queen Street East,,,False,4,+1 647-693-6842,3.40,2016,Toronto
364,181 Wellington Street West,,,True,2,+1 416-585-2500,4.60,2640,Toronto
365,195 Spadina Avenue,,,False,2,+1 416-593-0885,4.30,720,Toronto
366,220 Bloor Street West,,,False,1,+1 416-960-5200,4.40,104,Toronto
367,108 Chestnut Street,,,True,1,+1 416-977-5000,4.20,2784,Toronto
368,111 Carlton Street,,,True,1,+1 800-780-7234,3.00,1260,Toronto
369,111 Lombard Street,,,True,1,+1 416-367-5555,3.90,2175,Toronto
370,118 Yorkville Avenue,,,True,1,+1 416-963-6300,4.70,285,Toronto
371,15 Charles Street East,,,True,1,+1 416-924-1222,4.60,1140,Toronto
372,15 Richmond Street East,,,True,1,+1 800-463-1990,4.10,304,Toronto
373,1684 Queen Street East,,,False,1,+1 647-693-6842,3.40,2016,Toronto
374,181 Wellington Street West,,,True,1,+1 416-585-2500,4.60,2640,Toronto
375,195 Spadina Avenue,,,False,1,+1 416-593-0885,4.30,720,Toronto
376,75 Bremner Boulevard,,,False,3,+1 888-940-7575,4.70,8640,Toronto
377,118 Yorkville Avenue,2019-03-01,2019-03-06,True,3,+1 416-963-6300,4.70,3875,Toronto
378,"1 Place de la Sorbonne, 75005",,,True,3,+33 1 46 34 14 80,4.20,4200,Paris
379,"1 Rue de Libourne, 75012",,,True,1,+33 1 44 67 34 00,4.20,80,Paris
380,"10 Place de Mexico, 75116",,,True,4,+33 1 56 90 40 04,4.20,2560,Paris
381,"10 Rue de Passy, 75016",,,True,5,+33 1 45 25 55 66,4.20,4095,Paris
382,"10 Rue du Champ de Mars, 75007",,,True,3,+33 1 40 62 67 00,4.20,2376,Paris
383,"102 Boulevard de Grenelle, 75015",,,True,5,+33 1 40 59 90 90,4.20,4340,Paris
384,"109 Rue de Bagnolet, 75020",,,True,3,+33 1 43 48 48 48,4.20,156,Paris
385,"1 Rue de Libourne, 75012",2019-03-01,2019-03-10,True,3,+33 1 44 67 34 00,4.20,2268,Paris
386,"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,True,4,+1 202-872-1680,4.30,4992,Washington D.C.
387,"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,True,1,+1 202-898-1200,4.40,630,Washington D.C.
388,"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",,,True,1,+1 202-337-0900,4.30,1040,Washington D.C.
389,"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,True,5,+1 202-695-1100,4.20,6800,Washington D.C.
390,"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,True,5,+1 202-298-7800,4.30,870,Washington D.C.
391,"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,True,3,+1 202-347-3000,4.40,900,Washington D.C.
392,"1201 13th Street Northwest, Washington, District of Columbia 20005, United States",,,False,1,+1 202-682-5300,4.00,240,Washington D.C.
393,"1201 K Street Northwest, Washington, District of Columbia 20005, United States",,,False,3,+1 202-289-7600,4.60,234,Washington D.C.
394,"1225 First Street Northeast, Washington, District of Columbia 20002, United States",,,True,4,+1 202-408-4870,4.20,408,Washington D.C.
395,"1250 22nd Street Northwest, Washington, District of Columbia 20037, United States",,,True,2,+1 202-449-3100,4.40,1632,Washington D.C.
396,"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,True,1,+1 202-872-1680,4.00,4992,Washington D.C.
397,"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,True,1,+1 202-898-1200,4.00,630,Washington D.C.
398,"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",,,True,1,+1 202-337-0900,4.00,1040,Washington D.C.
399,"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,True,1,+1 202-695-1100,4.00,6800,Washington D.C.
400,"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,True,1,+1 202-298-7800,4.00,870,Washington D.C.
401,"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,True,1,+1 202-347-3000,4.00,900,Washington D.C.
402,"1201 K Street Northwest, Washington, District of Columbia 20005, United States",,,False,1,+1 202-289-7600,4.00,234,Washington D.C.
403,"1225 First Street Northeast, Washington, District of Columbia 20002, United States",,,True,1,+1 202-408-4870,4.00,408,Washington D.C.
404,"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,True,1,+1 202-872-1680,3.30,4992,Washington D.C.
405,"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,True,1,+1 202-898-1200,3.30,630,Washington D.C.
406,"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",,,True,1,+1 202-337-0900,3.30,1040,Washington D.C.
407,"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,True,1,+1 202-695-1100,3.30,6800,Washington D.C.
408,"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,True,1,+1 202-298-7800,3.30,870,Washington D.C.
409,"1127 Connecticut Avenue Northwest, Washington, District of Columbia 20036, United States",,,True,1,+1 202-347-3000,3.30,900,Washington D.C.
410,"1201 13th Street Northwest, Washington, District of Columbia 20005, United States",,,False,1,+1 202-682-5300,3.30,240,Washington D.C.
411,"1201 K Street Northwest, Washington, District of Columbia 20005, United States",,,False,1,+1 202-289-7600,3.30,234,Washington D.C.
412,"1075 Thomas Jefferson Street Northwest, Washington, District of Columbia 20007, United States",2019-03-01,2019-03-11,True,1,+1 202-337-0900,3.30,1040,Washington D.C.
413,100 Greenwich Street,,,True,2,+1 917-409-0800,4.40,648,New York
414,"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,True,2,+1 718-512-0248,4.20,264,New York
415,102 West 57th Street,,,True,2,+1 212-379-0103,4.50,3888,New York
416,"102-05 Ditmars Boulevard, East Elmhurst",,,True,2,+1 718-565-8900,3.90,1863,New York
417,1033 6th Avenue,,,True,2,+1 212-768-0007,4.20,1386,New York
418,"104-04 Ditmars Boulevard, East Elmhurst",,,True,2,+1 877-270-1412,4.00,5280,New York
419,108 West 24th Street,,,True,2,+1 212-414-1000,4.20,3600,New York
420,11 East 31st Street,,,True,2,+1 212-806-7000,4.40,2080,New York
421,11 Howard Street,,,True,2,+1 212-235-1111,4.30,2160,New York
422,102 West 57th Street,2019-03-07,2019-03-11,True,2,+1 212-379-0103,4.50,1008,New York
423,"1 Place de la Sorbonne, 75005",,,True,3,+33 1 46 34 14 80,4.50,3312,Paris
424,"1 Rue Daunou, 75002",,,True,3,+33 1 42 61 70 41,4.20,4500,Paris
425,"1 Rue de Lourmel, 75015",,,False,3,+33 1 45 78 17 12,3.70,4875,Paris
426,"1-5 Passage Ruelle, 75018",,,True,3,+33 1 42 05 20 00,4.10,1080,Paris
427,"1-7 Rue Jean Richepin, 75016",,,False,3,+33 1 44 30 10 00,4.10,4950,Paris
428,"10 Rue Bernard Buffet, 75017",,,True,3,+33 1 40 25 20 20,3.60,3675,Paris
429,"10 Rue Gager-Gabillot, 75015",,,False,3,+33 1 44 19 29 29,3.40,1500,Paris
430,"1 Rue Daunou, 75002",,,True,2,+33 1 42 61 70 41,4.20,4500,Paris
431,"1 Rue de Libourne, 75012",,,True,2,+33 1 44 67 34 00,4.40,3168,Paris
432,"1 Rue de Lourmel, 75015",,,False,2,+33 1 45 78 17 12,3.70,4875,Paris
433,"1-5 Passage Ruelle, 75018",,,True,2,+33 1 42 05 20 00,4.10,540,Paris
434,"10 Place Charles Dullin, 75018",,,True,2,+33 1 42 57 14 55,4.10,4212,Paris
435,"10 Place de Mexico, 75116",,,True,2,+33 1 56 90 40 04,4.30,720,Paris
436,"10 Rue Gager-Gabillot, 75015",,,False,2,+33 1 44 19 29 29,3.40,1500,Paris
437,"1 Rue de Libourne, 75012",2019-03-06,2019-03-14,True,2,+33 1 44 67 34 00,4.40,3168,Paris
438,100 Greenwich Street,2019-03-03,2019-03-04,True,1,+1 917-409-0800,4.40,93,New York
439,1 South Franklin Street,,,False,3,+1 312-558-1020,4.40,2925,Chicago
440,1 West Wacker Drive,,,True,4,+1 800-468-3571,4.50,1856,Chicago
441,10 East Grand Avenue,,,True,2,+1 312-595-0000,4.20,1620,Chicago
442,100 West Monroe Street,,,True,4,+1 312-236-1234,4.40,3168,Chicago
443,10000 West O'Hare Avenue,,,True,5,+1 773-686-8000,3.90,1680,Chicago
444,105 East Delaware Place,,,True,2,+1 800-948-4255,4.10,1904,Chicago
445,11 West 26th Street,,,False,4,+1 312-225-7000,4.00,4752,Chicago
446,1100 South Michigan Avenue,,,False,3,+1 312-922-2900,3.90,882,Chicago
447,111 West Adams Street,,,True,5,+1 312-214-6400,4.00,5760,Chicago
448,111 West Huron Street,,,True,3,+1 877-848-4040,3.80,2520,Chicago
449,1 South Franklin Street,2019-03-02,2019-03-12,False,2,+1 312-558-1020,4.40,1140,Chicago
450,1 South Franklin Street,,,False,2,+1 312-558-1020,4.40,1254,Chicago
451,1 West Wacker Drive,,,True,4,+1 800-468-3571,4.50,3472,Chicago
452,10 East Grand Avenue,,,True,3,+1 312-595-0000,4.20,576,Chicago
453,100 West Monroe Street,,,True,3,+1 312-236-1234,4.40,2856,Chicago
454,10000 West O'Hare Avenue,,,True,5,+1 773-686-8000,3.90,4400,Chicago
455,105 East Delaware Place,,,True,3,+1 800-948-4255,4.10,1584,Chicago
456,11 West 26th Street,,,False,3,+1 312-225-7000,4.00,3366,Chicago
457,1100 South Michigan Avenue,,,False,3,+1 312-922-2900,3.90,2340,Chicago
458,111 West Adams Street,,,True,1,+1 312-214-6400,4.00,840,Chicago
459,111 West Huron Street,,,True,1,+1 877-848-4040,3.80,300,Chicago
460,1 South Franklin Street,2019-03-02,2019-03-13,False,2,+1 312-558-1020,4.40,1254,Chicago
461,"1 Place de la Sorbonne, 75005",,,True,4,+33 1 46 34 14 80,4.40,896,Paris
462,"11 Rue des Gravilliers, 75003",,,True,4,+33 1 44 54 13 13,4.40,4620,Paris
463,"12 Rue de Marignan, 75008",,,True,4,+33 1 40 76 34 56,4.40,725,Paris
464,"14 Rue Beaujon, 75008",,,True,4,+33 1 53 89 50 50,4.40,475,Paris
465,"15 Rue Boissy d'Anglas, 75008",,,True,4,+33 1 44 94 14 14,4.40,2080,Paris
466,"15 Rue Edouard Manet, 75013",,,True,4,+33 1 45 86 35 99,4.40,3500,Paris
467,"18 Rue du Cirque, 75008",,,True,4,+33 1 43 87 10 10,4.40,5760,Paris
468,"18-22 Rue de Berri, 75008",,,True,4,+33 1 76 53 77 70,4.40,5775,Paris
469,"2 Rue de Parme, 75009",,,True,4,+33 1 53 16 33 33,4.40,3264,Paris
470,"28 Rue Saint-Roch, 75001",,,True,4,+33 1 70 83 00 00,4.40,5175,Paris
471,"11 Rue des Gravilliers, 75003",2019-03-04,2019-03-11,True,4,+33 1 44 54 13 13,4.40,2940,Paris
472,1 Seething Lane,2019-03-01,2019-03-12,True,3,+44 20 7702 2020,4.20,4928,London
473,1 Addington Street,,,True,1,+44 333 400 6116,4.10,2772,London
474,1 Ham Yard,,,True,1,+44 20 3642 2000,4.10,115,London
475,1 Leicester Square,,,False,1,+44 20 3953 4200,4.10,560,London
476,1 Seething Lane,,,True,1,+44 20 7702 2020,4.10,4928,London
477,1 Suffolk Place,,,True,1,+44 20 7470 4000,4.10,720,London
478,1 Waterview Drive,,,True,1,+44 20 8463 6868,4.10,3456,London
479,1-13 Kings Hall Mews,,,False,1,+44 871 527 9480,4.10,1044,London
480,1 Addington Street,2019-03-02,2019-03-14,True,1,+44 333 400 6116,4.10,2016,London
481,102 West 57th Street,2019-03-01,2019-03-13,True,1,+1 212-379-0103,4.30,3888,New York
482,100 Greenwich Street,,,True,4,+1 917-409-0800,4.40,648,New York
483,"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,True,4,+1 718-512-0248,4.20,264,New York
484,102 West 57th Street,,,True,4,+1 212-379-0103,4.50,1620,New York
485,"102-05 Ditmars Boulevard, East Elmhurst",,,True,4,+1 718-565-8900,3.90,5265,New York
486,"102-40 Ditmars Boulevard, East Elmhurst",,,True,4,+1 718-672-6600,4.10,396,New York
487,103 Waverly Place,,,False,4,+1 800-222-0418,4.40,2640,New York
488,1033 6th Avenue,,,True,4,+1 212-768-0007,4.20,3300,New York
489,"104-04 Ditmars Boulevard, East Elmhurst",,,True,4,+1 877-270-1412,4.00,5280,New York
490,100 Greenwich Street,,,True,4,+1 917-409-0800,3.50,648,New York
491,"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,True,4,+1 718-512-0248,3.50,264,New York
492,102 West 57th Street,,,True,4,+1 212-379-0103,3.50,1620,New York
493,"102-05 Ditmars Boulevard, East Elmhurst",,,True,4,+1 718-565-8900,3.50,5265,New York
494,"102-40 Ditmars Boulevard, East Elmhurst",,,True,4,+1 718-672-6600,3.50,396,New York
495,1033 6th Avenue,,,True,4,+1 212-768-0007,3.50,3300,New York
496,"104-04 Ditmars Boulevard, East Elmhurst",,,True,4,+1 877-270-1412,3.50,5280,New York
497,108 West 24th Street,,,True,4,+1 212-414-1000,3.50,3600,New York
498,11 East 31st Street,,,True,4,+1 212-806-7000,3.50,2080,New York
499,11 Howard Street,,,True,4,+1 212-235-1111,3.50,3960,New York
500,100 Greenwich Street,,,True,4,+1 917-409-0800,4.00,648,New York
501,"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,True,4,+1 718-512-0248,4.00,264,New York
502,102 West 57th Street,,,True,4,+1 212-379-0103,4.00,1620,New York
503,"102-40 Ditmars Boulevard, East Elmhurst",,,True,4,+1 718-672-6600,4.00,396,New York
504,1033 6th Avenue,,,True,4,+1 212-768-0007,4.00,3300,New York
505,108 West 24th Street,,,True,4,+1 212-414-1000,4.00,3600,New York
506,11 East 31st Street,,,True,4,+1 212-806-7000,4.00,2080,New York
507,11 Howard Street,,,True,4,+1 212-235-1111,4.00,3960,New York
508,"11-01 43rd Avenue, Long Island City",,,True,4,+1 212-319-7000,4.00,3640,New York
509,102 West 57th Street,2019-03-07,2019-03-11,True,4,+1 212-379-0103,4.00,1620,New York
510,"1, Jalan 2/142a, Taman Len Seng, 56000 Kuala Lumpur, Wilayah Persekutuan",,,True,3,+60 3-9100 1133,3.80,132,Kuala Lumpur
511,"10, Jalan Binjai, Kuala Lumpur, 50450",,,True,4,+60 3-7490 3333,4.30,5824,Kuala Lumpur
512,"10, Jalan Tun Sambanthan, Brickfields, 50470",,,True,5,+60 3-2273 1222,3.80,4290,Kuala Lumpur
513,"10, Lorong P Ramlee, Kuala Lumpur, 50250",,,True,3,+60 3-2726 6788,4.30,2916,Kuala Lumpur
514,"12, Jalan Raja Laut, Chow Kit, 50350",,,True,3,+60 3-2614 8000,3.60,1860,Kuala Lumpur
515,"120, Jalan Pudu, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan",,,True,5,+60 3-2143 5000,3.70,990,Kuala Lumpur
516,"120, Jalan Raja Abdullah, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan",,,True,4,+60 3-2603 1999,4.30,3456,Kuala Lumpur
517,"1, Jalan 2/142a, Taman Len Seng, 56000 Kuala Lumpur, Wilayah Persekutuan",2019-03-03,2019-03-04,True,2,+60 3-9100 1133,3.80,132,Kuala Lumpur
518,1101 4th Avenue,2019-03-03,2019-03-12,True,3,+1 206-621-1770,4.50,6300,Seattle
519,1753 Orchid Avenue,,,False,5,+1 323-874-9678,4.40,3600,Los Angeles
520,1800 Argyle Avenue,,,True,2,+1 213-279-3532,4.40,2400,Los Angeles
521,2151 Avenue of the Stars,,,True,1,+1 310-284-6500,4.40,1352,Los Angeles
522,300 Doheny Drive,,,True,5,+1 310-273-2222,4.40,1900,Los Angeles
523,330 Charles E Young Drive East,,,True,5,+1 310-825-2923,4.40,2205,Los Angeles
524,425 Westwood Plaza,,,True,3,+1 310-206-8585,4.40,2400,Los Angeles
525,465 La Cienega Boulevard,,,True,1,+1 310-247-0400,4.40,2080,Los Angeles
526,5933 West Century Boulevard,,,True,2,+1 310-568-7700,4.40,2040,Los Angeles
527,6151 West Century Boulevard,,,False,4,+1 310-215-3300,4.40,3888,Los Angeles
528,8555 Beverly Boulevard,,,True,4,+1 310-278-5444,4.40,1728,Los Angeles
529,1800 Argyle Avenue,2019-03-02,2019-03-14,True,2,+1 213-279-3532,4.40,2400,Los Angeles
530,100 Greenwich Street,,,True,4,+1 917-409-0800,2.90,312,New York
531,102 West 57th Street,,,True,4,+1 212-379-0103,2.90,2016,New York
532,"102-05 Ditmars Boulevard, East Elmhurst",,,True,4,+1 718-565-8900,2.90,3645,New York
533,"102-40 Ditmars Boulevard, East Elmhurst",,,True,4,+1 718-672-6600,2.90,1344,New York
534,103 Waverly Place,,,False,4,+1 800-222-0418,2.90,1260,New York
535,1033 6th Avenue,,,True,4,+1 212-768-0007,2.90,1380,New York
536,"104-04 Ditmars Boulevard, East Elmhurst",,,True,4,+1 877-270-1412,2.90,1560,New York
537,108 West 24th Street,,,True,4,+1 212-414-1000,2.90,2376,New York
538,"1080 Broadway, Brooklyn",,,False,4,+1 718-715-4850,2.90,2250,New York
539,109 West 45th Street,,,False,4,+1 212-730-9444,2.90,3060,New York
