,car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
285,Ford Fusion,Standard,2019-03-08,,2019-03-06,Indira Gandhi International Airport,17:00,62
286,Chevrolet Cruze,Standard,2019-03-06,Long Beach,2019-03-02,LGB Airport,18:00,140
287,Ford Fusion,Standard,2019-03-06,Long Beach,2019-03-02,Downtown Station,18:00,124
288,Honda Accord,Standard,2019-03-06,Long Beach,2019-03-02,LGB Airport,18:00,144
289,Toyota Corolla,Standard,2019-03-06,Long Beach,2019-03-02,LGB Airport,18:00,108
290,Toyota Prius,Standard,2019-03-06,Long Beach,2019-03-02,Downtown Station,18:00,120
291,Chevrolet Cruze,Standard,2019-03-06,,2019-03-02,LGB Airport,18:00,140
292,Chevrolet Cruze,Standard,2019-03-07,San Francisco,2019-03-05,SFO International Airport,12:30,72
293,Ford Fusion,Standard,2019-03-07,San Francisco,2019-03-05,SFO International Airport,12:30,62
294,Honda Civic,Standard,2019-03-07,San Francisco,2019-03-05,Salesforce Transit Center,12:30,70
295,Nissan Altima,Standard,2019-03-07,San Francisco,2019-03-05,SFO International Airport,12:30,76
296,Nissan Sentra,Standard,2019-03-07,San Francisco,2019-03-05,Salesforce Transit Center,12:30,58
297,Toyota Prius,Standard,2019-03-07,San Francisco,2019-03-05,SFO International Airport,12:30,70
298,Chevrolet Cruze,Standard,2019-03-07,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,60
299,Nissan Sentra,Standard,2019-03-07,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,64
300,Toyota Camry,Standard,2019-03-07,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,15:30,74
301,Nissan Sentra,Standard,2019-03-07,,2019-03-05,Hartsfield-Jackson International Airport,15:30,64
302,Honda CR-V,Full-size,2019-03-11,Nairobi,2019-03-09,Jomo Kenyatta International Airport,10:00,68
303,Jeep Cherokee,Full-size,2019-03-11,Nairobi,2019-03-09,Jomo Kenyatta International Airport,10:00,68
304,Honda CR-V,Full-size,2019-03-11,,2019-03-09,Jomo Kenyatta International Airport,10:00,68
305,Ford Fusion,Standard,2019-03-12,San Diego,2019-03-08,SAN International Airport,15:30,136
306,Honda Accord,Standard,2019-03-12,San Diego,2019-03-08,Santa Fe Depot,15:30,108
307,Honda Civic,Standard,2019-03-12,San Diego,2019-03-08,Santa Fe Depot,15:30,112
308,Hyundai Elantra,Standard,2019-03-12,San Diego,2019-03-08,SAN International Airport,15:30,168
309,Nissan Sentra,Standard,2019-03-12,San Diego,2019-03-08,Santa Fe Depot,15:30,108
310,Toyota Camry,Standard,2019-03-12,San Diego,2019-03-08,SAN International Airport,15:30,108
311,Ford Fusion,Standard,2019-03-12,,2019-03-08,SAN International Airport,15:30,136
312,Chevrolet Cruze,Standard,2019-03-06,Anaheim,2019-03-05,John Wayne Airport,13:30,29
313,Ford Fusion,Standard,2019-03-06,Anaheim,2019-03-05,John Wayne Airport,13:30,31
314,Honda Accord,Standard,2019-03-06,Anaheim,2019-03-05,John Wayne Airport,13:30,29
315,Hyundai Elantra,Standard,2019-03-06,Anaheim,2019-03-05,Anaheim Intermodal Center,13:30,33
316,Nissan Altima,Standard,2019-03-06,Anaheim,2019-03-05,John Wayne Airport,13:30,36
317,Toyota Camry,Standard,2019-03-06,Anaheim,2019-03-05,Anaheim Intermodal Center,13:30,34
318,Honda Accord,Standard,2019-03-06,,2019-03-05,John Wayne Airport,13:30,29
319,Chevrolet Cruze,Standard,2019-03-13,Fresno,2019-03-11,Fresno Station,17:00,56
320,Honda Accord,Standard,2019-03-13,Fresno,2019-03-11,Fresno Station,17:00,58
321,Nissan Altima,Standard,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,17:00,60
322,Nissan Sentra,Standard,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,17:00,64
323,Toyota Camry,Standard,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,17:00,66
324,Toyota Corolla,Standard,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,17:00,80
325,Chevrolet Bolt,Compact,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,13:30,54
326,Honda Fit,Compact,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,13:30,64
327,Kia Forte,Compact,2019-03-13,Fresno,2019-03-11,Fresno Yosemite International Airport,13:30,56
328,Mini Cooper,Compact,2019-03-13,Fresno,2019-03-11,Fresno Station,13:30,54
329,Chevrolet Bolt,Compact,2019-03-13,,2019-03-11,Fresno Yosemite International Airport,13:30,54
330,Honda Accord,Standard,2019-03-06,Washington,2019-03-01,Union Station,12:00,150
331,Toyota Camry,Standard,2019-03-06,Washington,2019-03-01,Dulles International Airport,12:00,170
332,Toyota Prius,Standard,2019-03-06,Washington,2019-03-01,Dulles International Airport,12:00,150
333,Ford Fusion,Standard,2019-03-13,Delhi,2019-03-11,Indira Gandhi International Airport,12:00,54
334,Honda Accord,Standard,2019-03-13,Delhi,2019-03-11,Indira Gandhi International Airport,12:00,54
335,Hyundai Elantra,Standard,2019-03-13,Delhi,2019-03-11,Indira Gandhi International Airport,12:00,72
336,Honda Accord,Standard,2019-03-10,Washington,2019-03-08,Union Station,15:00,64
337,Honda Civic,Standard,2019-03-10,Washington,2019-03-08,Union Station,15:00,66
338,Toyota Camry,Standard,2019-03-10,Washington,2019-03-08,Dulles International Airport,15:00,68
339,Toyota Prius,Standard,2019-03-10,Washington,2019-03-08,Dulles International Airport,15:00,64
340,Honda Accord,Standard,2019-03-10,,2019-03-08,Union Station,15:00,64
341,Honda Accord,Standard,2019-03-11,New York,2019-03-10,Grand Central Station,15:00,22
342,Honda Civic,Standard,2019-03-11,New York,2019-03-10,JFK International Airport,15:00,38
343,Hyundai Elantra,Standard,2019-03-11,New York,2019-03-10,Port Authority Station,15:00,35
344,Nissan Altima,Standard,2019-03-11,New York,2019-03-10,Port Authority Station,15:00,27
345,Toyota Camry,Standard,2019-03-11,New York,2019-03-10,JFK International Airport,15:00,34
346,Toyota Corolla,Standard,2019-03-11,New York,2019-03-10,Grand Central Station,15:00,29
347,Toyota Prius,Standard,2019-03-11,New York,2019-03-10,Port Authority Station,15:00,28
348,Chevrolet Equinox,Full-size,2019-03-11,New York,2019-03-05,Port Authority Station,15:00,282
349,Ford Escape,Full-size,2019-03-11,New York,2019-03-05,JFK International Airport,15:00,246
350,Hyundai Tucson,Full-size,2019-03-11,New York,2019-03-05,Port Authority Station,15:00,246
351,Jeep Cherokee,Full-size,2019-03-11,New York,2019-03-05,Grand Central Station,15:00,192
352,Subaru Forester,Full-size,2019-03-11,New York,2019-03-05,Grand Central Station,15:00,222
353,Chevrolet Equinox,Full-size,2019-03-11,,2019-03-05,Port Authority Station,15:00,282
354,Chevrolet Equinox,Full-size,2019-03-08,Sacramento,2019-03-03,SMF International Airport,14:00,230
355,Honda CR-V,Full-size,2019-03-08,Sacramento,2019-03-03,Sacramento Valley Station,14:00,245
356,Chevrolet Equinox,Full-size,2019-03-08,,2019-03-03,SMF International Airport,14:00,230
357,Chevrolet Cruze,Standard,2019-03-11,Portland,2019-03-06,PDX International Airport,15:00,140
358,Honda Accord,Standard,2019-03-11,Portland,2019-03-06,PDX International Airport,15:00,190
359,Honda Civic,Standard,2019-03-11,Portland,2019-03-06,PDX International Airport,15:00,155
360,Nissan Sentra,Standard,2019-03-11,Portland,2019-03-06,Portland Bus Station,15:00,150
361,Toyota Corolla,Standard,2019-03-11,Portland,2019-03-06,Union Station,15:00,140
362,Toyota Prius,Standard,2019-03-11,Portland,2019-03-06,PDX International Airport,15:00,165
363,Chevrolet Cruze,Standard,2019-03-11,,2019-03-06,PDX International Airport,15:00,140
364,Ford Fusion,Standard,2019-03-11,Chicago,2019-03-08,Chicago Union Station,13:00,84
365,Nissan Sentra,Standard,2019-03-11,Chicago,2019-03-08,Chicago Union Station,13:00,84
366,Honda Accord,Standard,2019-03-11,Chicago,2019-03-08,O'Hare International Airport,12:30,84
367,Nissan Altima,Standard,2019-03-11,Chicago,2019-03-08,O'Hare International Airport,12:30,108
368,Toyota Prius,Standard,2019-03-11,Chicago,2019-03-08,O'Hare International Airport,12:30,105
369,Nissan Sentra,Standard,2019-03-11,,2019-03-08,Chicago Union Station,13:00,84
370,Ford Fusion,Standard,2019-03-14,Philadelphia,2019-03-08,PHL International Airport,18:00,156
371,Nissan Altima,Standard,2019-03-14,Philadelphia,2019-03-08,Intercity Terminal,18:00,204
372,Chevrolet Cruze,Standard,2019-03-06,Mexico City,2019-03-04,Estacion Buenavista,16:30,40
373,Honda Civic,Standard,2019-03-06,Mexico City,2019-03-04,Estacion Buenavista,16:30,40
374,Nissan Sentra,Standard,2019-03-06,Mexico City,2019-03-04,Benito Juarez International Airport,16:30,44
375,Toyota Camry,Standard,2019-03-06,Mexico City,2019-03-04,Estacion Buenavista,16:30,44
376,Toyota Corolla,Standard,2019-03-06,Mexico City,2019-03-04,Benito Juarez International Airport,16:30,48
377,Toyota Prius,Standard,2019-03-06,Mexico City,2019-03-04,Benito Juarez International Airport,16:30,44
378,Chevrolet Cruze,Standard,2019-03-06,,2019-03-04,Estacion Buenavista,16:30,40
379,Toyota Camry,Standard,2019-03-10,Sacramento,2019-03-05,Sacramento Valley Station,11:00,160
380,Toyota Corolla,Standard,2019-03-10,Sacramento,2019-03-05,Sacramento Valley Station,11:00,180
381,Honda CR-V,Full-size,2019-03-10,Sacramento,2019-03-05,Sacramento Valley Station,11:00,195
382,Nissan Rogue,Full-size,2019-03-10,Sacramento,2019-03-05,Sacramento Valley Station,11:00,235
383,Honda CR-V,Full-size,2019-03-10,Sacramento,2019-03-09,Sacramento Valley Station,11:00,40
384,Nissan Rogue,Full-size,2019-03-10,Sacramento,2019-03-09,Sacramento Valley Station,11:00,47
385,Hyundai Elantra,Standard,2019-03-10,Philadelphia,2019-03-09,Intercity Terminal,19:30,29
386,Nissan Altima,Standard,2019-03-10,Philadelphia,2019-03-09,Intercity Terminal,19:30,34
387,Toyota Corolla,Standard,2019-03-10,Philadelphia,2019-03-09,Intercity Terminal,19:30,28
388,Toyota Prius,Standard,2019-03-10,Philadelphia,2019-03-09,Intercity Terminal,19:30,28
389,Nissan Altima,Standard,2019-03-10,,2019-03-09,Intercity Terminal,19:30,34
390,Chevrolet Cruze,Standard,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,17:00,144
391,Ford Fusion,Standard,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,17:00,132
392,Honda Civic,Standard,2019-03-12,Philadelphia,2019-03-08,PHL International Airport,17:00,128
393,Hyundai Elantra,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,17:00,116
394,Nissan Altima,Standard,2019-03-12,Philadelphia,2019-03-08,30th Street Station,17:00,120
395,Nissan Sentra,Standard,2019-03-12,Philadelphia,2019-03-08,30th Street Station,17:00,116
396,Toyota Corolla,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,17:00,124
397,Toyota Prius,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,17:00,132
398,Hyundai Elantra,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,09:00,116
399,Nissan Altima,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,09:00,128
400,Toyota Corolla,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,09:00,124
401,Toyota Prius,Standard,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,09:00,132
402,Hyundai Elantra,Standard,2019-03-12,,2019-03-08,Intercity Terminal,09:00,116
403,Chevrolet Cruze,Standard,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,17:00,124
404,Honda Accord,Standard,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,17:00,156
405,Nissan Sentra,Standard,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,17:00,136
406,Toyota Prius,Standard,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,17:00,132
407,Nissan Sentra,Standard,2019-03-09,,2019-03-05,Charles de Gaulle International Airport,17:00,136
408,Chevrolet Cruze,Standard,2019-03-13,San Francisco,2019-03-10,SFO International Airport,16:30,102
409,Ford Fusion,Standard,2019-03-13,San Francisco,2019-03-10,SFO International Airport,16:30,99
410,Honda Civic,Standard,2019-03-13,San Francisco,2019-03-10,Salesforce Transit Center,16:30,84
411,Nissan Altima,Standard,2019-03-13,San Francisco,2019-03-10,SFO International Airport,16:30,99
412,Nissan Sentra,Standard,2019-03-13,San Francisco,2019-03-10,Salesforce Transit Center,16:30,90
413,Toyota Prius,Standard,2019-03-13,San Francisco,2019-03-10,SFO International Airport,16:30,123
414,Chevrolet Bolt,Compact,2019-03-14,San Francisco,2019-03-10,Salesforce Transit Center,16:30,88
415,Kia Forte,Compact,2019-03-14,San Francisco,2019-03-10,SFO International Airport,16:30,120
416,Mini Cooper,Compact,2019-03-14,San Francisco,2019-03-10,SFO International Airport,16:30,88
417,Nissan Leaf,Compact,2019-03-14,San Francisco,2019-03-10,SFO International Airport,16:30,128
418,Volkswagen GTI,Compact,2019-03-14,San Francisco,2019-03-10,SFO International Airport,16:30,96
419,Chevrolet Bolt,Compact,2019-03-14,,2019-03-10,Salesforce Transit Center,16:30,88
420,Chevrolet Cruze,Standard,2019-03-10,London,2019-03-06,Heathrow International Airport,16:30,120
421,Honda Accord,Standard,2019-03-10,London,2019-03-06,Gatwick International Airport,16:30,156
422,Hyundai Elantra,Standard,2019-03-10,London,2019-03-06,Heathrow International Airport,16:30,132
423,Nissan Altima,Standard,2019-03-10,London,2019-03-06,Heathrow International Airport,16:30,136
424,Toyota Prius,Standard,2019-03-10,London,2019-03-06,Heathrow International Airport,16:30,116
425,Hyundai Elantra,Standard,2019-03-10,,2019-03-06,Heathrow International Airport,16:30,132
426,Chevrolet Bolt,Compact,2019-03-12,Chicago,2019-03-08,Chicago Union Station,15:00,108
427,Kia Forte,Compact,2019-03-12,Chicago,2019-03-08,O'Hare International Airport,15:00,108
428,Mini Cooper,Compact,2019-03-12,Chicago,2019-03-08,O'Hare International Airport,15:00,104
429,Nissan Leaf,Compact,2019-03-12,Chicago,2019-03-08,Chicago Union Station,15:00,108
430,Volkswagen Golf,Compact,2019-03-12,Chicago,2019-03-08,Chicago Union Station,15:00,100
431,Kia Forte,Compact,2019-03-12,,2019-03-08,O'Hare International Airport,15:00,108
432,Honda Accord,Standard,2019-03-12,Phoenix,2019-03-09,Sky Harbor International Airport,15:00,87
433,Toyota Camry,Standard,2019-03-12,Phoenix,2019-03-09,Sky Harbor International Airport,15:00,117
434,Toyota Prius,Standard,2019-03-12,Phoenix,2019-03-09,Sky Harbor International Airport,15:00,111
435,Honda Accord,Standard,2019-03-12,,2019-03-09,Sky Harbor International Airport,15:00,87
436,Chevrolet Bolt,Compact,2019-03-09,New York,2019-03-04,Port Authority Station,12:30,130
437,Honda Fit,Compact,2019-03-09,New York,2019-03-04,Grand Central Station,12:30,120
438,Kia Forte,Compact,2019-03-09,New York,2019-03-04,JFK International Airport,12:30,140
439,Mini Cooper,Compact,2019-03-09,New York,2019-03-04,JFK International Airport,12:30,150
440,Nissan Leaf,Compact,2019-03-09,New York,2019-03-04,Port Authority Station,12:30,140
441,Volkswagen Golf,Compact,2019-03-09,New York,2019-03-04,Port Authority Station,12:30,120
442,Chevrolet Cruze,Standard,2019-03-10,Philadelphia,2019-03-08,PHL International Airport,17:00,70
443,Ford Fusion,Standard,2019-03-10,Philadelphia,2019-03-08,PHL International Airport,17:00,72
444,Honda Civic,Standard,2019-03-10,Philadelphia,2019-03-08,PHL International Airport,17:00,62
445,Hyundai Elantra,Standard,2019-03-10,Philadelphia,2019-03-08,Intercity Terminal,17:00,62
446,Nissan Altima,Standard,2019-03-10,Philadelphia,2019-03-08,30th Street Station,17:00,60
447,Nissan Sentra,Standard,2019-03-10,Philadelphia,2019-03-08,30th Street Station,17:00,52
448,Toyota Corolla,Standard,2019-03-10,Philadelphia,2019-03-08,Intercity Terminal,17:00,78
449,Toyota Prius,Standard,2019-03-10,Philadelphia,2019-03-08,Intercity Terminal,17:00,62
450,Honda Accord,Standard,2019-03-07,Washington,2019-03-03,Union Station,16:30,124
451,Honda Civic,Standard,2019-03-07,Washington,2019-03-03,Union Station,16:30,140
452,Toyota Camry,Standard,2019-03-07,Washington,2019-03-03,Dulles International Airport,16:30,140
453,Toyota Prius,Standard,2019-03-07,Washington,2019-03-03,Dulles International Airport,16:30,120
454,Honda Accord,Standard,2019-03-07,,2019-03-03,Union Station,16:30,124
455,Honda Fit,Compact,2019-03-06,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,17
456,Kia Forte,Compact,2019-03-06,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,17
457,Mini Cooper,Compact,2019-03-06,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,20
458,Volkswagen Golf,Compact,2019-03-06,Mexico City,2019-03-05,Benito Juarez International Airport,17:00,19
459,Honda Fit,Compact,2019-03-06,,2019-03-05,Benito Juarez International Airport,17:00,17
460,Chevrolet Cruze,Standard,2019-03-14,Los Angeles,2019-03-11,Union Station,16:30,102
461,Ford Fusion,Standard,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,16:30,105
462,Honda Civic,Standard,2019-03-14,Los Angeles,2019-03-11,Union Station,16:30,99
463,Hyundai Elantra,Standard,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,16:30,114
464,Toyota Camry,Standard,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,16:30,99
465,Toyota Corolla,Standard,2019-03-14,Los Angeles,2019-03-11,LAX International Airport,16:30,93
466,Chevrolet Cruze,Standard,2019-03-12,Los Angeles,2019-03-11,Union Station,16:30,26
467,Ford Fusion,Standard,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,16:30,33
468,Honda Civic,Standard,2019-03-12,Los Angeles,2019-03-11,Union Station,16:30,30
469,Hyundai Elantra,Standard,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,16:30,32
470,Toyota Camry,Standard,2019-03-12,Los Angeles,2019-03-11,LAX International Airport,16:30,31
471,Chevrolet Cruze,Standard,2019-03-12,Portland,2019-03-11,PDX International Airport,16:30,27
472,Ford Fusion,Standard,2019-03-12,Portland,2019-03-11,Union Station,16:30,26
473,Honda Accord,Standard,2019-03-12,Portland,2019-03-11,PDX International Airport,16:30,35
474,Honda Civic,Standard,2019-03-12,Portland,2019-03-11,PDX International Airport,16:30,37
475,Nissan Sentra,Standard,2019-03-12,Portland,2019-03-11,Portland Bus Station,16:30,30
476,Toyota Camry,Standard,2019-03-12,Portland,2019-03-11,Portland Bus Station,16:30,24
477,Chevrolet Cruze,Standard,2019-03-14,Vancouver,2019-03-12,Pacific Central Station,14:00,60
478,Honda Accord,Standard,2019-03-14,Vancouver,2019-03-12,YVR International Airport,14:00,70
479,Hyundai Elantra,Standard,2019-03-14,Vancouver,2019-03-12,YVR International Airport,14:00,76
480,Nissan Altima,Standard,2019-03-14,Vancouver,2019-03-12,YVR International Airport,14:00,64
481,Nissan Sentra,Standard,2019-03-14,Vancouver,2019-03-12,Pacific Central Station,14:00,58
482,Toyota Corolla,Standard,2019-03-14,Vancouver,2019-03-12,YVR International Airport,14:00,70
483,Toyota Prius,Standard,2019-03-14,Vancouver,2019-03-12,Pacific Central Station,14:00,62
484,Chevrolet Cruze,Standard,2019-03-13,Atlanta,2019-03-07,Hartsfield-Jackson International Airport,16:30,210
485,Nissan Sentra,Standard,2019-03-13,Atlanta,2019-03-07,Peachtree Station,16:30,180
486,Chevrolet Cruze,Standard,2019-03-13,,2019-03-07,Hartsfield-Jackson International Airport,16:30,210
487,Chevrolet Cruze,Standard,2019-03-09,Portland,2019-03-04,PDX International Airport,15:00,190
