,car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
308,Accord,2019-03-11,Phoenix,2019-03-08,Sky Harbor International Airport,18:30,99,Standard
309,Camry,2019-03-11,Phoenix,2019-03-08,Sky Harbor International Airport,18:30,90,Standard
310,Prius,2019-03-11,Phoenix,2019-03-08,Sky Harbor International Airport,18:30,87,Standard
311,Prius,2019-03-11,,2019-03-08,Sky Harbor International Airport,18:30,87,Standard
312,Accord,2019-03-08,New York,2019-03-04,Grand Central Station,11:00,116,Standard
313,Altima,2019-03-08,New York,2019-03-04,Port Authority Station,11:00,120,Standard
314,Camry,2019-03-08,New York,2019-03-04,JFK International Airport,11:00,140,Standard
315,Civic,2019-03-08,New York,2019-03-04,JFK International Airport,11:00,116,Standard
316,Corolla,2019-03-08,New York,2019-03-04,Grand Central Station,11:00,120,Standard
317,Elantra,2019-03-08,New York,2019-03-04,Port Authority Station,11:00,116,Standard
318,Prius,2019-03-08,New York,2019-03-04,Port Authority Station,11:00,112,Standard
319,Accord,2019-03-08,,2019-03-04,Grand Central Station,11:00,116,Standard
320,Accord,2019-03-13,New York,2019-03-11,Grand Central Station,14:00,56,Standard
321,Altima,2019-03-13,New York,2019-03-11,Port Authority Station,14:00,60,Standard
322,Camry,2019-03-13,New York,2019-03-11,JFK International Airport,14:00,66,Standard
323,Civic,2019-03-13,New York,2019-03-11,JFK International Airport,14:00,62,Standard
324,Corolla,2019-03-13,New York,2019-03-11,Grand Central Station,14:00,64,Standard
325,Elantra,2019-03-13,New York,2019-03-11,Port Authority Station,14:00,54,Standard
326,Prius,2019-03-13,New York,2019-03-11,Port Authority Station,14:00,58,Standard
327,Accord,2019-03-13,,2019-03-11,Grand Central Station,14:00,56,Standard
328,Cooper,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,16:30,90,Compact
329,Fit,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,16:30,81,Compact
330,Forte,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,16:30,87,Compact
331,GTI,2019-03-08,Toronto,2019-03-05,Toronto Pearson International Airport,16:30,87,Compact
332,Forte,2019-03-08,,2019-03-05,Toronto Pearson International Airport,16:30,87,Compact
333,Accord,2019-03-06,Vancouver,2019-03-05,YVR International Airport,15:00,31,Standard
334,Altima,2019-03-06,Vancouver,2019-03-05,YVR International Airport,15:00,31,Standard
335,Corolla,2019-03-06,Vancouver,2019-03-05,YVR International Airport,15:00,37,Standard
336,Cruze,2019-03-06,Vancouver,2019-03-05,Pacific Central Station,15:00,30,Standard
337,Elantra,2019-03-06,Vancouver,2019-03-05,YVR International Airport,15:00,35,Standard
338,Prius,2019-03-06,Vancouver,2019-03-05,Pacific Central Station,15:00,32,Standard
339,Sentra,2019-03-06,Vancouver,2019-03-05,Pacific Central Station,15:00,32,Standard
340,Accord,2019-03-07,Vancouver,2019-03-05,YVR International Airport,15:00,66,Standard
341,Altima,2019-03-07,Vancouver,2019-03-05,YVR International Airport,15:00,56,Standard
342,Corolla,2019-03-07,Vancouver,2019-03-05,YVR International Airport,15:00,62,Standard
343,Cruze,2019-03-07,Vancouver,2019-03-05,Pacific Central Station,15:00,66,Standard
344,Elantra,2019-03-07,Vancouver,2019-03-05,YVR International Airport,15:00,64,Standard
345,Prius,2019-03-07,Vancouver,2019-03-05,Pacific Central Station,15:00,66,Standard
346,Altima,2019-03-07,,2019-03-05,YVR International Airport,15:00,56,Standard
347,Forte,2019-03-10,Portland,2019-03-09,Portland Bus Station,19:30,23,Compact
348,Golf,2019-03-10,Portland,2019-03-09,Portland Bus Station,19:30,27,Compact
349,Leaf,2019-03-10,Portland,2019-03-09,Portland Bus Station,19:30,27,Compact
350,Golf,2019-03-10,,2019-03-09,Portland Bus Station,19:30,27,Compact
351,Cooper,2019-03-07,Kuala Lumpur,2019-03-05,KLIA International Airport,12:00,34,Compact
352,Fit,2019-03-07,Kuala Lumpur,2019-03-05,KLIA International Airport,12:00,28,Compact
353,Golf,2019-03-07,Kuala Lumpur,2019-03-05,KLIA International Airport,12:00,30,Compact
354,Cooper,2019-03-07,,2019-03-05,KLIA International Airport,12:00,34,Compact
355,Accord,2019-03-07,Washington,2019-03-05,Union Station,16:30,70,Standard
356,Camry,2019-03-07,Washington,2019-03-05,Dulles International Airport,16:30,64,Standard
357,Civic,2019-03-07,Washington,2019-03-05,Union Station,16:30,68,Standard
358,Prius,2019-03-07,Washington,2019-03-05,Dulles International Airport,16:30,84,Standard
359,Camry,2019-03-07,,2019-03-05,Dulles International Airport,16:30,64,Standard
360,Civic,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,13:30,190,Standard
361,Prius,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,13:30,180,Standard
362,Sentra,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,13:30,170,Standard
363,Civic,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,15:00,190,Standard
364,Prius,2019-03-08,Las Vegas,2019-03-03,McCarran International Airport,15:00,180,Standard
365,Prius,2019-03-08,,2019-03-03,McCarran International Airport,15:00,180,Standard
366,Camry,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,14:00,30,Standard
367,Cruze,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,14:00,34,Standard
368,Prius,2019-03-11,Atlanta,2019-03-10,Peachtree Station,14:00,31,Standard
369,Sentra,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,14:00,33,Standard
370,Accord,2019-03-13,Kuala Lumpur,2019-03-12,KLIA International Airport,12:30,20,Standard
371,Camry,2019-03-13,Kuala Lumpur,2019-03-12,KLIA International Airport,12:30,22,Standard
372,Civic,2019-03-13,Kuala Lumpur,2019-03-12,KLIA International Airport,12:30,21,Standard
373,Elantra,2019-03-13,Kuala Lumpur,2019-03-12,KLIA International Airport,12:30,22,Standard
374,Camry,2019-03-13,San Diego,2019-03-08,SAN International Airport,12:30,170,Standard
375,Elantra,2019-03-13,San Diego,2019-03-08,SAN International Airport,12:30,180,Standard
376,Fusion,2019-03-13,San Diego,2019-03-08,SAN International Airport,12:30,170,Standard
377,Accord,2019-03-13,San Diego,2019-03-08,Santa Fe Depot,13:00,145,Standard
378,Civic,2019-03-13,San Diego,2019-03-08,Santa Fe Depot,13:00,135,Standard
379,Sentra,2019-03-13,San Diego,2019-03-08,Santa Fe Depot,13:00,140,Standard
380,Camry,2019-03-13,,2019-03-08,SAN International Airport,12:30,170,Standard
381,Accord,2019-03-08,Long Beach,2019-03-05,LGB Airport,15:30,96,Standard
382,Corolla,2019-03-08,Long Beach,2019-03-05,LGB Airport,15:30,99,Standard
383,Cruze,2019-03-08,Long Beach,2019-03-05,LGB Airport,15:30,96,Standard
384,Fusion,2019-03-08,Long Beach,2019-03-05,Downtown Station,15:30,96,Standard
385,Prius,2019-03-08,Long Beach,2019-03-05,Downtown Station,15:30,81,Standard
386,Accord,2019-03-08,,2019-03-05,LGB Airport,15:30,96,Standard
387,Altima,2019-03-14,Philadelphia,2019-03-12,30th Street Station,15:30,52,Standard
388,Civic,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,64,Standard
389,Corolla,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,54,Standard
390,Cruze,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,60,Standard
391,Elantra,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,60,Standard
392,Fusion,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,62,Standard
393,Prius,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,60,Standard
394,Sentra,2019-03-14,Philadelphia,2019-03-12,30th Street Station,15:30,66,Standard
395,Cooper,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,40,Compact
396,Fit,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,15:30,60,Compact
397,Forte,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,64,Compact
398,GTI,2019-03-14,Philadelphia,2019-03-12,PHL International Airport,15:30,54,Compact
399,Golf,2019-03-14,Philadelphia,2019-03-12,30th Street Station,15:30,52,Compact
400,Leaf,2019-03-14,Philadelphia,2019-03-12,30th Street Station,15:30,54,Compact
401,Cooper,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,19:30,40,Compact
402,Fit,2019-03-14,Philadelphia,2019-03-12,Intercity Terminal,19:30,60,Compact
403,Fit,2019-03-14,,2019-03-12,Intercity Terminal,19:30,60,Compact
404,Accord,2019-03-12,Delhi,2019-03-07,Indira Gandhi International Airport,10:30,175,Standard
405,Elantra,2019-03-12,Delhi,2019-03-07,Indira Gandhi International Airport,10:30,165,Standard
406,Fusion,2019-03-12,Delhi,2019-03-07,Indira Gandhi International Airport,10:30,175,Standard
407,Prius,2019-03-14,London,2019-03-07,Heathrow International Airport,10:30,273,Standard
408,Prius,2019-03-14,,2019-03-07,Heathrow International Airport,10:30,273,Standard
409,Camry,2019-03-14,Sacramento,2019-03-07,Sacramento Valley Station,17:00,217,Standard
410,Prius,2019-03-14,Paris,2019-03-07,Charles de Gaulle International Airport,17:00,245,Standard
411,Prius,2019-03-14,,2019-03-07,Charles de Gaulle International Airport,17:00,245,Standard
412,Prius,2019-03-08,London,2019-03-03,Heathrow International Airport,12:00,170,Standard
413,Fit,2019-03-08,London,2019-03-03,Heathrow International Airport,12:00,150,Compact
414,Forte,2019-03-08,London,2019-03-03,Heathrow International Airport,12:00,130,Compact
415,Fit,2019-03-08,,2019-03-03,Heathrow International Airport,12:00,150,Compact
416,Camry,2019-03-04,Mexico City,2019-03-03,Estacion Buenavista,12:30,25,Standard
417,Civic,2019-03-04,Mexico City,2019-03-03,Estacion Buenavista,12:30,19,Standard
418,Corolla,2019-03-04,Mexico City,2019-03-03,Benito Juarez International Airport,12:30,24,Standard
419,Cruze,2019-03-04,Mexico City,2019-03-03,Estacion Buenavista,12:30,19,Standard
420,Prius,2019-03-04,Mexico City,2019-03-03,Benito Juarez International Airport,12:30,25,Standard
421,Sentra,2019-03-04,Mexico City,2019-03-03,Benito Juarez International Airport,12:30,24,Standard
422,Altima,2019-03-14,San Francisco,2019-03-12,SFO International Airport,16:30,62,Standard
423,Civic,2019-03-14,San Francisco,2019-03-12,Salesforce Transit Center,16:30,56,Standard
424,Cruze,2019-03-14,San Francisco,2019-03-12,SFO International Airport,16:30,78,Standard
425,Fusion,2019-03-14,San Francisco,2019-03-12,SFO International Airport,16:30,56,Standard
426,Prius,2019-03-14,San Francisco,2019-03-12,SFO International Airport,16:30,70,Standard
427,Sentra,2019-03-14,San Francisco,2019-03-12,Salesforce Transit Center,16:30,62,Standard
428,Altima,2019-03-14,,2019-03-12,SFO International Airport,16:30,62,Standard
429,Accord,2019-03-04,Delhi,2019-03-01,Indira Gandhi International Airport,15:00,93,Standard
430,Elantra,2019-03-04,Delhi,2019-03-01,Indira Gandhi International Airport,15:00,99,Standard
431,Fusion,2019-03-04,Delhi,2019-03-01,Indira Gandhi International Airport,15:00,102,Standard
432,Accord,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,56,Standard
433,Bolt,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,54,Compact
434,Elantra,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,78,Standard
435,Escape,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,84,Full-size
436,Fit,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,44,Compact
437,Forester,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,90,Full-size
438,Fusion,2019-03-04,Delhi,2019-03-02,Indira Gandhi International Airport,15:00,70,Standard
439,Bolt,2019-03-04,,2019-03-02,Indira Gandhi International Airport,15:00,54,Compact
440,Civic,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,99,Standard
441,Elantra,2019-03-13,Seattle,2019-03-10,King Street Station,14:00,93,Standard
442,Fusion,2019-03-13,Seattle,2019-03-10,King Street Station,14:00,105,Standard
443,Prius,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,102,Standard
444,Sentra,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,105,Standard
445,Bolt,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,78,Compact
446,Fit,2019-03-13,Seattle,2019-03-10,King Street Station,14:00,60,Compact
447,Forester,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,126,Full-size
448,Forte,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,96,Compact
449,GTI,2019-03-13,Seattle,2019-03-10,Seattle-Tacoma International Airport,14:00,81,Compact
450,Bolt,2019-03-13,,2019-03-10,Seattle-Tacoma International Airport,14:00,78,Compact
451,Civic,2019-03-09,Seattle,2019-03-04,King Street Station,09:00,165,Standard
452,Elantra,2019-03-09,Seattle,2019-03-04,King Street Station,09:00,165,Standard
453,Prius,2019-03-09,Seattle,2019-03-04,King Street Station,09:00,125,Standard
454,Civic,2019-03-09,Seattle,2019-03-08,King Street Station,09:00,32,Standard
455,Elantra,2019-03-09,Seattle,2019-03-08,King Street Station,09:00,31,Standard
456,Fusion,2019-03-09,Seattle,2019-03-08,King Street Station,09:00,32,Standard
457,Civic,2019-03-06,Las Vegas,2019-03-01,Union Plaza,18:00,175,Standard
458,Prius,2019-03-06,Las Vegas,2019-03-01,Union Plaza,18:00,150,Standard
459,Fit,2019-03-06,Las Vegas,2019-03-01,Union Plaza,18:00,115,Compact
460,GTI,2019-03-06,Las Vegas,2019-03-01,Union Plaza,18:00,130,Compact
461,Fit,2019-03-06,,2019-03-01,Union Plaza,18:00,115,Compact
462,Cherokee,2019-03-13,Fresno,2019-03-07,Fresno Station,18:00,234,Full-size
463,Rogue,2019-03-13,Fresno,2019-03-07,Fresno Station,18:00,258,Full-size
464,Cherokee,2019-03-08,Fresno,2019-03-07,Fresno Yosemite International Airport,11:00,45,Full-size
465,Rogue,2019-03-08,,2019-03-07,Fresno Yosemite International Airport,11:00,42,Full-size
466,Accord,2019-03-06,Paris,2019-03-01,Charles de Gaulle International Airport,12:30,175,Standard
467,Cruze,2019-03-06,Paris,2019-03-01,Charles de Gaulle International Airport,12:30,155,Standard
468,Prius,2019-03-06,Paris,2019-03-01,Charles de Gaulle International Airport,12:30,170,Standard
469,Sentra,2019-03-06,Paris,2019-03-01,Charles de Gaulle International Airport,12:30,190,Standard
470,Forte,2019-03-06,Chicago,2019-03-01,Chicago Union Station,13:00,125,Compact
471,Golf,2019-03-06,Chicago,2019-03-01,Chicago Union Station,13:00,130,Compact
472,Cooper,2019-03-06,Chicago,2019-03-01,O'Hare International Airport,12:30,140,Compact
473,Golf,2019-03-06,,2019-03-01,Chicago Union Station,13:00,130,Compact
474,Camry,2019-03-08,Toronto,2019-03-07,Toronto Pearson International Airport,10:30,38,Standard
475,Cruze,2019-03-08,Toronto,2019-03-07,Toronto Pearson International Airport,10:30,32,Standard
476,Cruze,2019-03-08,,2019-03-07,Toronto Pearson International Airport,10:30,32,Standard
477,Accord,2019-03-07,Washington,2019-03-06,Union Station,11:00,24,Standard
478,Camry,2019-03-07,Washington,2019-03-06,Dulles International Airport,11:00,26,Standard
479,Civic,2019-03-07,Washington,2019-03-06,Union Station,11:00,29,Standard
480,Prius,2019-03-07,Washington,2019-03-06,Dulles International Airport,11:00,31,Standard
481,Forester,2019-03-07,Washington,2019-03-06,Dulles International Airport,11:00,46,Full-size
482,Rogue,2019-03-07,Washington,2019-03-06,Union Station,11:00,42,Full-size
483,Forester,2019-03-07,,2019-03-06,Dulles International Airport,11:00,46,Full-size
484,Accord,2019-03-14,Long Beach,2019-03-13,LGB Airport,14:00,35,Standard
485,Corolla,2019-03-14,Long Beach,2019-03-13,LGB Airport,14:00,34,Standard
486,Cruze,2019-03-14,Long Beach,2019-03-13,LGB Airport,14:00,34,Standard
487,Fusion,2019-03-14,Long Beach,2019-03-13,Downtown Station,14:00,33,Standard
488,Prius,2019-03-14,Long Beach,2019-03-13,Downtown Station,14:00,38,Standard
489,Accord,2019-03-14,,2019-03-13,LGB Airport,14:00,35,Standard
490,Bolt,2019-03-08,Anaheim,2019-03-04,John Wayne Airport,19:30,100,Compact
491,GTI,2019-03-08,Anaheim,2019-03-04,John Wayne Airport,19:30,100,Compact
492,Golf,2019-03-08,Anaheim,2019-03-04,John Wayne Airport,19:30,100,Compact
493,GTI,2019-03-08,,2019-03-04,John Wayne Airport,19:30,100,Compact
494,Camry,2019-03-11,Toronto,2019-03-09,Toronto Pearson International Airport,15:00,74,Standard
495,Cruze,2019-03-11,Toronto,2019-03-09,Toronto Pearson International Airport,15:00,64,Standard
496,Cruze,2019-03-11,,2019-03-09,Toronto Pearson International Airport,15:00,64,Standard
497,Bolt,2019-03-12,New York,2019-03-08,Port Authority Station,12:00,104,Compact
498,Cooper,2019-03-12,New York,2019-03-08,JFK International Airport,12:00,100,Compact
499,Fit,2019-03-12,New York,2019-03-08,Grand Central Station,12:00,120,Compact
500,Forte,2019-03-12,New York,2019-03-08,Port Authority Station,12:00,112,Compact
501,Golf,2019-03-12,New York,2019-03-08,Port Authority Station,12:00,88,Compact
502,Leaf,2019-03-12,New York,2019-03-08,Port Authority Station,12:00,124,Compact
503,Bolt,2019-03-12,Las Vegas,2019-03-10,McCarran International Airport,12:00,58,Compact
504,Cooper,2019-03-12,Las Vegas,2019-03-10,McCarran International Airport,12:00,60,Compact
505,Fit,2019-03-12,Las Vegas,2019-03-10,Union Plaza,12:00,48,Compact
506,GTI,2019-03-12,Las Vegas,2019-03-10,Union Plaza,12:00,48,Compact
507,Golf,2019-03-12,Las Vegas,2019-03-10,McCarran International Airport,12:00,56,Compact
508,Accord,2019-03-08,Long Beach,2019-03-04,LGB Airport,17:00,152,Standard
509,Corolla,2019-03-08,Long Beach,2019-03-04,LGB Airport,17:00,152,Standard
510,Cruze,2019-03-08,Long Beach,2019-03-04,LGB Airport,17:00,136,Standard
511,Fusion,2019-03-08,Long Beach,2019-03-04,Downtown Station,17:00,124,Standard
512,Prius,2019-03-08,Long Beach,2019-03-04,Downtown Station,17:00,96,Standard
513,Altima,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:00,68,Standard
514,Civic,2019-03-10,San Francisco,2019-03-08,Salesforce Transit Center,18:00,70,Standard
515,Cruze,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:00,66,Standard
516,Fusion,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:00,72,Standard
517,Prius,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:00,50,Standard
518,Sentra,2019-03-10,San Francisco,2019-03-08,Salesforce Transit Center,18:00,54,Standard
519,Altima,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,68,Standard
520,Cooper,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,56,Compact
521,Cruze,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,66,Standard
522,Escape,2019-03-10,San Francisco,2019-03-08,SFO International Airport,18:30,96,Full-size
