,address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
247,455 Hartz Avenue,Italian,2019-03-10,True,True,Danville,2,925-820-2349,pricey,4.40,Incontro Ristorante,19:00
248,850 Broadway,Asian,,False,True,Oakland,,510-839-8815,moderate,4.50,Battambang Restaurant,
249,3437 Lakeshore Avenue,Asian,,False,True,Oakland,,510-835-8322,moderate,4.50,Lin Jia Asian Kitchen,
250,388 9th Street #288,Asian,,False,False,Oakland,,510-286-8866,moderate,4.10,Peony Seafood Restaurant,
251,5498 College Avenue,Asian,,False,True,Oakland,,510-420-8600,moderate,4.40,Sukho Thai,
252,296 Hegenberger Road,Asian,,False,True,Oakland,,510-430-2552,moderate,3.90,Yoshino Sushi,
253,298 Gough Street,Asian,,False,True,San Francisco,,415-863-9335,moderate,3.70,Bai Thong Thai,
254,(between 2nd & 3rd Ave),Asian,,False,False,San Francisco,,415-474-5569,moderate,4.40,Burmese Kitchen,
255,33 The Embarcadero,Asian,,False,True,San Francisco,,415-864-8999,moderate,4.00,Butterfly Restaurant,
256,320 3rd Street,Asian,,False,True,San Francisco,,415-979-9946,moderate,4.10,Chaat Corner,
257,1030 Irving Street,Asian,,False,True,San Francisco,,415-731-8110,moderate,4.00,Chang's Kitchen Restaurant,
258,1426 Fillmore Street,Asian,,False,True,San Francisco,,415-563-8882,moderate,4.20,King Lee's Chinese Restaurant,
259,149 2nd Street,Asian,,False,True,San Francisco,,415-278-9991,moderate,4.10,Lao Table,
260,730 Larkin Street,Asian,,False,True,San Francisco,,415-923-8978,moderate,4.30,Lers Ros,
261,1247 Polk Street,Asian,,False,True,San Francisco,,415-922-8424,moderate,4.00,Modern Thai,
262,2033 Union Street,Asian,,False,True,San Francisco,,415-567-8964,moderate,3.80,Osha Thai Restaurant,
263,869 4th Street,Nepalese,,False,False,San Rafael,,415-459-3315,moderate,4.50,Napoli Pizza-taste Of The Himalayas,
264,869 4th Street,Nepalese,2019-03-01,False,False,San Rafael,3,415-459-3315,moderate,4.50,Napoli Pizza-taste Of The Himalayas,18:00
265,2075 South El Camino Real,Japanese,,False,True,San Mateo,,650-522-9698,moderate,3.90,Daiki Sushi,
266,204 2nd Avenue A,Japanese,,False,False,San Mateo,,650-340-1508,moderate,4.40,Dash Japanese Tapas And Sushi,
267,2942 South Norfolk Street,Japanese,,False,False,San Mateo,,650-212-1272,moderate,4.30,Inshou Japanese Cuisine,
268,123 West 25th Avenue,Japanese,,False,True,San Mateo,,650-212-1828,moderate,4.30,Kaori Sushi And Sake Bar,
269,243 South B Street,Japanese,,False,True,San Mateo,,650-389-2482,moderate,4.20,Pacific Catch,
270,34 East 4th Avenue,Japanese,,False,False,San Mateo,,650-570-6609,moderate,4.30,Tokie's,
271,104 South El Camino Real,Japanese,,False,False,San Mateo,,650-558-8239,moderate,4.40,Yu Raku,
272,2075 South El Camino Real,Japanese,2019-03-01,False,True,San Mateo,2,650-522-9698,moderate,3.90,Daiki Sushi,17:30
273,341 Castro Street,Turkish,,True,True,Mountain View,,650-969-3835,moderate,4.30,Cafe Baklava,
274,341 Castro Street,Turkish,2019-03-01,True,True,Mountain View,2,650-969-3835,moderate,4.30,Cafe Baklava,17:30
275,71 North San Pedro Street,American,,True,True,San Jose,,408-971-8523,moderate,4.00,71 Saint Peter,
276,2400 Forest Avenue,American,,False,True,San Jose,,408-261-5787,moderate,4.20,Bazille,
277,99 South 1st Street,American,,False,False,San Jose,,408-292-4300,moderate,3.70,Billy Berk's,
278,511 Coleman Avenue,American,,True,True,San Jose,,408-343-7230,moderate,3.90,Bj's Restaurant & Brewhouse,
279,1202 Lincoln Avenue,American,,True,False,San Jose,,408-816-7251,pricey,4.40,Black Sheep Brasserie,
280,2445 Fontaine Road,American,,False,True,San Jose,,408-238-9110,moderate,4.20,Chuck E. Cheese's,
281,61 Curtner Avenue,American,,False,False,San Jose,,408-292-7444,moderate,4.10,Famous Dave's Bar-b-que,
282,69 North San Pedro Street,American,,True,False,San Jose,,408-287-6969,moderate,4.30,Firehouse No.1 Gastropub,
283,230 Jackson Street,American,,False,False,San Jose,,408-279-4888,moderate,4.30,Hukilau,
284,1238 Lincoln Avenue,American,,True,True,San Jose,,408-998-1440,moderate,4.40,John's Of Willow Glen,
285,99 South 1st Street,American,2019-03-13,False,False,San Jose,2,408-292-4300,moderate,3.70,Billy Berk's,12:00
286,1419 Moraga Way,Italian,,False,True,Moraga,,925-376-4444,moderate,4.40,La Finestra Ristorante,
287,360 Park Street,Italian,,False,False,Moraga,,925-377-7662,moderate,4.20,Ristorante Amoroma,
288,360 Park Street,Italian,2019-03-01,False,False,Moraga,2,925-377-7662,moderate,4.20,Ristorante Amoroma,13:00
289,523 4th Street,American,,True,False,Santa Rosa,,707-526-5787,moderate,4.40,Belly Left Coast Kitchen & Taproom,
290,170 Railroad Street,American,,True,False,Santa Rosa,,707-636-7388,moderate,3.50,Brasserie Restaurant & Lounge,
291,1226 4th Street,American,,True,False,Santa Rosa,,707-569-8222,moderate,4.60,Bruno's On Fourth,
292,5755 Mountain Hawk Drive,American,,False,True,Santa Rosa,,707-230-2610,moderate,4.60,Earth's Bounty Kitchen & Wine Bar,
293,1229 North Dutton Avenue,American,,True,True,Santa Rosa,,707-526-1229,moderate,4.40,Franchettis',
294,115 4th Street,American,,False,False,Santa Rosa,,707-526-4347,moderate,4.20,Jack & Tony's,
295,2642 Santa Rosa Avenue,American,,False,True,Santa Rosa,,707-569-9222,cheap,3.40,Mcdonald's,
296,90 Old Courthouse Square,American,,False,True,Santa Rosa,,707-541-6896,moderate,4.40,Perch + Plow,
297,401 South A Street,American,,False,True,Santa Rosa,,707-528-7100,pricey,4.50,The Spinster Sisters,
298,39839 Mowry School Road,American,,False,True,Newark,,510-445-0660,moderate,3.80,Chuck E. Cheese's,
299,39839 Mowry School Road,American,2019-03-12,False,True,Newark,1,510-445-0660,moderate,3.80,Chuck E. Cheese's,11:30
300,338 South Main Street,Mexican,,False,True,Milpitas,,408-263-9455,moderate,4.30,Baja Cactus,
301,20 North Abel Street,Mexican,,True,False,Milpitas,,408-946-0466,moderate,4.30,Casa Azteca Restaurant,
302,477 East Calaveras Boulevard,Mexican,,True,False,Milpitas,,408-946-8012,moderate,4.00,El Torito,
303,107 North Milpitas Boulevard,Mexican,,False,True,Milpitas,,408-945-6540,moderate,4.40,La Milpa,
304,260 Ranch Drive,Mexican,,False,False,Milpitas,,408-935-6070,moderate,3.90,On The Border,
305,338 South Main Street,Mexican,2019-03-12,False,True,Milpitas,2,408-263-9455,moderate,4.30,Baja Cactus,11:30
306,100 Grand Avenue #111,Seafood,,True,False,Oakland,,510-907-7555,moderate,4.30,Alamar Kitchen & Bar,
307,3314 Piedmont Avenue,Seafood,,True,True,Oakland,,510-645-1912,moderate,4.50,Judoku Sushi,
308,1520 Lakeside Drive,Seafood,,True,True,Oakland,,510-208-5253,moderate,4.10,Lake Chalet,
309,1437 Franklin Street,Seafood,,False,True,Oakland,,510-251-9688,cheap,0.00,Le Tasty Chinese Restaurant,
310,1951 Embarcadero,Seafood,,True,False,Oakland,,510-536-2050,moderate,4.20,Quinn's Lighthouse,
311,4209 Park Boulevard,Seafood,,False,False,Oakland,,510-336-2388,moderate,4.40,Sushi Park | Japanese Restaurant,
312,1414 Jefferson Street,Seafood,,False,True,Oakland,,510-663-8262,moderate,4.20,Tambo Peruvian Restaurant,
313,1520 Lakeside Drive,Seafood,2019-03-09,True,True,Oakland,3,510-208-5253,moderate,4.10,Lake Chalet,12:00
314,23 Orinda Way,Asian,,False,True,Orinda,,925-253-1975,moderate,4.40,Siam Orchid,
315,23 Orinda Way,Asian,2019-03-03,False,True,Orinda,2,925-253-1975,moderate,4.40,Siam Orchid,18:30
316,425 Main Street,Bistro,,True,True,Pleasanton,,925-600-0411,moderate,4.40,Nonni's Bistro,
317,425 Main Street,Bistro,2019-03-01,True,True,Pleasanton,2,925-600-0411,moderate,4.40,Nonni's Bistro,12:30
318,1581 Webster Street,Sushi,2019-03-12,False,False,San Francisco,1,415-776-5822,moderate,3.10,Juban Yakiniku House Japanese,12:00
319,1581 Webster Street,Sushi,2019-03-13,False,False,San Francisco,2,415-776-5822,moderate,3.10,Juban Yakiniku House Japanese,12:00
320,4288 Dublin Boulevard #110,Japanese,,False,False,Dublin,,925-833-9833,moderate,4.10,Halu Shabu Shabu,
321,6599 Dublin Boulevard,Japanese,,False,False,Dublin,,925-556-9573,moderate,4.20,Yanagi Sushi & Grill Dublin,
322,4288 Dublin Boulevard #110,Japanese,2019-03-01,False,False,Dublin,2,925-833-9833,moderate,4.10,Halu Shabu Shabu,18:30
323,1919 Davis Street,Coffeehouse,,False,False,San Leandro,,510-430-9417,cheap,2.90,Mcdonald's,
324,604 MacArthur Boulevard,Coffeehouse,,False,False,San Leandro,,510-562-2828,cheap,3.80,Oriental Tea House,
325,1919 Davis Street,Coffeehouse,2019-03-01,False,False,San Leandro,1,510-430-9417,cheap,2.90,Mcdonald's,19:00
326,101 Parrott Street,English,,True,False,San Leandro,,510-357-3571,moderate,4.00,The Englander Sports Pub & Restaurant,
327,101 Parrott Street,English,2019-03-02,True,False,San Leandro,2,510-357-3571,moderate,4.00,The Englander Sports Pub & Restaurant,11:00
328,351 West Washington Avenue,Halal,,False,True,Sunnyvale,,408-245-4350,moderate,4.30,Kabul Afghan Cuisine,
329,351 West Washington Avenue,Halal,2019-03-01,False,True,Sunnyvale,2,408-245-4350,moderate,4.30,Kabul Afghan Cuisine,11:30
330,127 North McDowell Boulevard,Chinese,,False,True,Petaluma,,707-763-3083,moderate,4.40,City Chopsticks,
331,3100 Lakeville Highway H,Chinese,,False,True,Petaluma,,707-782-1170,moderate,4.50,Lily Kai Chinese Cuisine,
332,127 North McDowell Boulevard,Chinese,2019-03-01,False,True,Petaluma,1,707-763-3083,moderate,4.40,City Chopsticks,19:30
333,244 Jackson Street,Steakhouse,,False,True,San Francisco,,415-989-2539,pricey,4.30,5a5 Steak Lounge,
334,1450 Lombard Street,Steakhouse,,False,False,San Francisco,,415-441-8880,pricey,4.20,Bobo's,
335,1686 Market Street,Steakhouse,,False,False,San Francisco,,415-552-8792,pricey,4.50,Espetus Churrascaria - San Francisco,
336,2100 Van Ness Avenue,Steakhouse,,False,False,San Francisco,,415-673-8817,pricey,4.60,Harris',
337,3345 Steiner Street,Steakhouse,,False,False,San Francisco,,415-563-0487,pricey,4.30,Izzy's,
338,845 Market Street #402,Steakhouse,,False,False,San Francisco,,415-593-4100,pricey,4.00,Lark Creek Steak,
339,244 Jackson Street,Steakhouse,2019-03-01,False,True,San Francisco,2,415-989-2539,pricey,4.30,5a5 Steak Lounge,11:00
340,140 North Civic Drive,Indian,,False,True,Walnut Creek,,925-937-2700,moderate,4.00,Sargam Indian Cuisine,
341,140 North Civic Drive,Indian,2019-03-01,False,True,Walnut Creek,3,925-937-2700,moderate,4.00,Sargam Indian Cuisine,11:30
342,17500 Depot Street #180,Mediterranean,,True,False,Morgan Hill,,408-782-5151,pricey,4.40,Odeum,
343,17500 Depot Street #180,Mediterranean,2019-03-04,True,False,Morgan Hill,3,408-782-5151,pricey,4.40,Odeum,11:30
344,1041 Middlefield Road,Italian,,True,False,Redwood City,,650-701-1000,pricey,4.30,Donato Enoteca,
345,Portobello Grill,Italian,,True,False,Redwood City,,650-299-9918,moderate,4.30,Portobello Grill,
346,2030 Broadway,Italian,,True,False,Redwood City,,650-780-0793,moderate,4.30,Vino Santo Bistro,
347,1041 Middlefield Road,Italian,2019-03-01,True,False,Redwood City,2,650-701-1000,pricey,4.30,Donato Enoteca,17:00
348,35192 Newark Boulevard,Coffeehouse,,False,False,Newark,,510-791-1389,cheap,3.20,Mcdonald's,
349,35192 Newark Boulevard,Coffeehouse,2019-03-06,False,False,Newark,2,510-791-1389,cheap,3.20,Mcdonald's,11:30
350,2053 Broadway,Mediterranean,,False,False,Redwood City,,650-299-9551,cheap,4.30,Rocknwraps And Kabobs,
351,2053 Broadway,Mediterranean,2019-03-13,False,False,Redwood City,2,650-299-9551,cheap,4.30,Rocknwraps And Kabobs,11:00
352,462 Santa Clara Avenue,Vegetarian,,False,True,Oakland,,510-444-1800,moderate,4.60,Cafe Romanat,
353,550 2nd Street,Vegetarian,,False,True,Oakland,,510-832-9463,moderate,4.50,Encuentro,
354,5179 Telegraph Aveneue,Vegetarian,,False,True,Oakland,,510-652-7350,moderate,4.00,Juhu Beach Club,
355,5912 College Avenue,Vegetarian,,True,True,Oakland,,510-735-9459,pricey,4.60,Millennium,
356,462 Santa Clara Avenue,Vegetarian,2019-03-01,False,True,Oakland,1,510-444-1800,moderate,4.60,Cafe Romanat,12:30
357,1501 Tara Hills Drive,Chinese,,False,True,Pinole,,510-964-1882,cheap,4.10,China Delights,
358,1971 San Pablo Avenue,Chinese,,False,True,Pinole,,510-741-8788,moderate,3.60,China House Restaurant,
359,795 Fernandez Avenue,Chinese,,False,True,Pinole,,510-724-1668,moderate,4.10,King Valley,
360,1971 San Pablo Avenue,Chinese,2019-03-11,False,True,Pinole,2,510-741-8788,moderate,3.60,China House Restaurant,13:00
361,4115 El Camino Real,Take-out,,True,True,Palo Alto,,650-424-9400,moderate,4.30,Pizz'a Chicago,
362,4115 El Camino Real,Take-out,2019-03-11,True,True,Palo Alto,4,650-424-9400,moderate,4.30,Pizz'a Chicago,17:00
363,2033 Camden Avenue # F3,Chinese,,False,True,San Jose,,408-377-8310,moderate,4.30,Chef Li,
364,5813 Cottle Road,Chinese,,False,True,San Jose,,408-226-3666,moderate,4.40,China Delight,
365,80 Senter Road,Chinese,,False,True,San Jose,,408-225-9101,moderate,4.10,China Station Restaurant,
366,9 North Market Street,Chinese,,False,True,San Jose,,408-280-6688,moderate,3.90,China Wok Restaurant,
367,3082 Landess Avenue,Chinese,,False,False,San Jose,,408-945-1380,moderate,4.10,Golden Garlic,
368,7108 Santa Teresa Boulevard,Chinese,,False,True,San Jose,,408-225-8001,cheap,4.60,Golden House Restaurant,
369,5152 Moorpark Avenue #30,Chinese,,False,False,San Jose,,408-873-9982,moderate,4.40,Hunan Impression,
370,3095 McKee Road,Chinese,,False,False,San Jose,,408-251-7693,cheap,3.40,K K Chinese,
371,1882 Curtner Avenue,Chinese,,False,False,San Jose,,408-371-2968,cheap,3.90,Little Hunan,
372,1715 Lundy Avenue,Chinese,,False,True,San Jose,,408-437-2499,moderate,4.10,Ma's Restaurant,
373,5813 Cottle Road,Chinese,2019-03-11,False,True,San Jose,1,408-226-3666,moderate,4.40,China Delight,13:30
374,1754 Polk Street,French,,False,False,San Francisco,,415-292-6916,moderate,4.50,Amelie San Francisco,
375,175 Sutter Street,French,,False,False,San Francisco,,415-402-5290,moderate,4.20,Aquitaine Wine Bar & Bistro,
376,3127 Fillmore Street,French,,False,False,San Francisco,,415-440-0460,ultra high-end,4.70,Atelier Crenn,
377,3340 Steiner Street,French,,False,False,San Francisco,,415-202-0100,pricey,4.50,Bistro Aix,
378,560 Central Avenue,French,,True,False,San Francisco,,415-931-7272,pricey,4.40,Bistro Central Parc,
379,22 Belden Place,French,,True,False,San Francisco,,415-986-5673,moderate,4.40,Cafe Bastille,
380,1454 Grant Avenue,French,,False,False,San Francisco,,415-981-5565,pricey,4.50,Cafe Jacqueline,
381,2015 Chestnut Street,French,,False,False,San Francisco,,415-440-4290,moderate,4.30,Castagna,
382,126 Clement Street,French,,False,False,San Francisco,,415-387-0408,pricey,4.70,Chapeau!,
383,2223 Union Street,French,,False,True,San Francisco,,415-771-7771,cheap,5.00,Chez Maman,
384,1401 18th Street,French,,False,False,San Francisco,,415-824-8205,moderate,4.00,Chez Papa Bistrot,
385,2500 Washington Street,French,,True,False,San Francisco,,415-359-0075,moderate,4.30,Chouquet's,
386,715 Bush Street,French,,False,False,San Francisco,,415-421-3154,moderate,4.50,"Closed For Renovation - Reopening April 23rd, 2019)",
387,2223 Union Street,French,,True,False,San Francisco,,415-771-7771,moderate,4.60,Gamine,
388,465 Davis Street,French,,False,True,San Francisco,,415-981-7824,moderate,4.10,L'olivier French Restaurant,
389,175 Sutter Street,French,2019-03-01,False,False,San Francisco,2,415-402-5290,moderate,4.20,Aquitaine Wine Bar & Bistro,17:00
390,1599 Sanchez Street,Chinese,,False,True,San Francisco,,415-282-8999,cheap,4.30,Alice's,
391,1441 Polk Street,Chinese,,False,True,San Francisco,,415-775-3679,cheap,3.60,Bamboo Restaurant,
392,2218 Irving Street,Chinese,,False,False,San Francisco,,415-661-8385,cheap,4.40,Bei Fang Style,
393,1801 Alemany Boulevard,Chinese,,False,False,San Francisco,,415-333-8182,moderate,4.10,Beijing Restaurant,
394,726 Clement Street,Chinese,,False,False,San Francisco,,415-387-2658,moderate,4.30,Chili House Sf,
395,2205 Lombard Street,Chinese,,False,False,San Francisco,,415-655-3335,moderate,4.50,Chubby Noodle Marina,
396,2257 San Jose Avenue,Chinese,,False,True,San Francisco,,415-337-1888,cheap,3.40,Crazy Pepper,
397,2550 Van Ness Avenue,Chinese,,False,False,San Francisco,,415-529-2615,cheap,4.10,Dim Sum Club,
398,5700 Geary Boulevard,Chinese,,False,False,San Francisco,,415-333-8899,moderate,4.40,Dragon Beaux,
399,5045 Geary Boulevard,Chinese,,False,True,San Francisco,,415-387-8512,cheap,4.40,Dragon River Restaurant,
400,1599 Sanchez Street,Chinese,2019-03-01,False,True,San Francisco,2,415-282-8999,cheap,4.30,Alice's,13:00
401,15099-A Hesperian Boulevard,Mexican,,False,True,San Leandro,,510-856-0301,cheap,3.20,Taco Bell,
402,15099-A Hesperian Boulevard,Mexican,2019-03-01,False,True,San Leandro,1,510-856-0301,cheap,3.20,Taco Bell,19:30
403,1599 Sanchez Street,Chinese,2019-03-11,False,True,San Francisco,2,415-282-8999,cheap,4.30,Alice's,13:00
404,300 El Camino Real,Chinese,,False,True,Millbrae,,650-697-7888,moderate,3.70,Tai Wu Restaurant,
405,300 El Camino Real,Chinese,2019-03-01,False,True,Millbrae,2,650-697-7888,moderate,3.70,Tai Wu Restaurant,19:30
406,1027 Oliver Road,American,,False,True,Fairfield,,707-426-4500,moderate,4.10,Chuck E. Cheese's,
407,1525 Travis Boulevard,American,,False,True,Fairfield,,707-421-8292,moderate,4.10,Red Lobster,
408,3333 North Texas Street,American,,False,False,Fairfield,,707-422-7623,moderate,4.40,Texas Roadhouse,
409,1027 Oliver Road,American,2019-03-01,False,True,Fairfield,2,707-426-4500,moderate,4.10,Chuck E. Cheese's,12:30
410,754 The Alameda #10,Japanese,2019-03-01,False,False,San Jose,2,408-931-6875,moderate,4.30,Bluefin,11:30
411,4580 Dublin Boulevard,Chinese,,False,True,Dublin,,925-556-9988,moderate,4.40,China Paradise Restaurant,
412,7745 Amador Valley Boulevard,Chinese,,False,False,Dublin,,925-828-2028,moderate,4.00,Golden Sand Harbor,
413,3720 Fallon Road,Chinese,,False,False,Dublin,,925-999-8627,moderate,4.20,Gum Kuo,
414,4288 Dublin Boulevard #213,Chinese,,False,True,Dublin,,925-833-9090,moderate,4.00,Koi Palace - Dublin,
415,3870 Fallon Road,Chinese,,False,False,Dublin,,925-829-8895,moderate,4.30,Little Dipper Shabu Shabu,
416,4068 Grafton Street,Chinese,,False,False,Dublin,,925-361-8682,moderate,4.40,"Little Sheep Mongolian Hot Pot, Dublin",
417,6513 Regional Street,Chinese,,False,True,Dublin,,925-828-9111,moderate,4.20,Ocean Garden,
418,4580 Dublin Boulevard,Chinese,2019-03-05,False,True,Dublin,3,925-556-9988,moderate,4.40,China Paradise Restaurant,12:00
419,16 Mint Plaza,Italian,2019-03-04,True,True,San Francisco,3,415-543-5100,moderate,4.40,54 Mint Ristorante Italiano,12:00
420,1830 Fourth Street,Japanese,,True,True,Berkeley,,510-845-8100,pricey,4.50,Iyasare,
421,2441 Dwight Way,Japanese,,True,True,Berkeley,,510-848-5260,moderate,4.00,Joshu-ya Brasserie,
422,1400 Shattuck Avenue,Japanese,,False,False,Berkeley,,510-540-5000,moderate,4.40,Kamado Sushi,
423,1695 Solano Avenue,Japanese,,False,True,Berkeley,,510-524-1286,cheap,3.80,Miyuki Japanese Restaurant,
424,1830 Fourth Street,Japanese,2019-03-01,True,True,Berkeley,2,510-845-8100,pricey,4.50,Iyasare,12:00
425,"1480 First St Napa, Ca 94559",Greek,,True,True,Napa,,707-255-5599,moderate,4.50,Tarla Mediterranean Bar + Grill Napa Valley Restaurant,
426,"1480 First St Napa, Ca 94559",Greek,2019-03-01,True,True,Napa,2,707-255-5599,moderate,4.50,Tarla Mediterranean Bar + Grill Napa Valley Restaurant,12:00
427,1420 Market Street,Jamaican,,False,False,San Francisco,,415-590-2585,moderate,4.30,Kaya Restaurant,
428,1420 Market Street,Jamaican,2019-03-02,False,False,San Francisco,3,415-590-2585,moderate,4.30,Kaya Restaurant,19:00
