,address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
240,2891 University Avenue,Music,San Diego,2019-03-14,The Observatory North Park,Local Natives,Rock,20:30,
241,5500 Campanile Drive,Music,San Diego,2019-03-03,Cal Coast Credit Union Amphitheater,Prettymuch,Pop,19:30,
242,5500 Campanile Drive,,San Diego,2019-03-05,Cal Coast Credit Union Amphitheater,Bastille,,20:30,3
243,3800 Montlake Boulevard Northeast,,Seattle,2019-03-05,Husky Stadium,Huskies Vs Cougars,,20:00,2
244,2901 East Hastings Street,Music,Vancouver,2019-03-03,PNE Amphitheatre,Billy Idol,Rock,18:30,
245,2901 East Hastings Street,Music,Vancouver,2019-03-08,PNE Amphitheatre,Colin James,Blues,19:30,
246,319 Main Street,Music,Vancouver,2019-03-09,Imperial Vancouver,Last Dinosaurs,Electronica,18:00,
247,2901 East Hastings Street,Music,Vancouver,2019-03-13,PNE Amphitheatre,Smokey Robinson,Blues,18:30,
248,2901 East Hastings Street,Music,Vancouver,2019-03-02,PNE Amphitheatre,Styx,Rock,18:30,
249,2901 East Hastings Street,Music,Vancouver,2019-03-10,PNE Amphitheatre,Zz Top,Blues,20:00,
250,2901 East Hastings Street,,Vancouver,2019-03-08,PNE Amphitheatre,Colin James,,19:30,3
251,3800 Montlake Boulevard Northeast,Sports,Seattle,2019-03-04,Husky Stadium,Huskies Vs Warriors,Basketball,20:30,
252,1250 1st Avenue South,Sports,Seattle,2019-03-04,T-Mobile Park,Mariners Vs Tigers,Baseball,18:30,
253,1250 1st Avenue South,Sports,Seattle,2019-03-04,T-Mobile Park,Seattle Vs La Angels,Baseball,20:00,
254,3870 Montlake Boulevard Northeast,Sports,Seattle,2019-03-04,Alaska Airlines Arena,Seattle Vs Minnesota,Basketball,20:30,
255,800 Occidental Avenue South,Sports,Seattle,2019-03-04,CenturyLink Field,Sounders Vs Revolution,Football,19:00,
256,800 Occidental Avenue South,Sports,Seattle,2019-03-04,CenturyLink Field,Sounders Vs United,Football,18:30,
257,3800 Montlake Boulevard Northeast,,Seattle,2019-03-04,Husky Stadium,Huskies Vs Warriors,,20:30,1
258,100 Park Boulevard,,San Diego,2019-03-02,Petco Park,Padres Vs Brewers,,20:30,4
259,24 Willie Mays Plaza,Sports,San Francisco,2019-03-08,Oracle Park,Giants Vs Brewers,Baseball,20:00,
260,24 Willie Mays Plaza,Sports,San Francisco,2019-03-08,Oracle Park,Giants Vs Cardinals,Baseball,18:30,
261,24 Willie Mays Plaza,Sports,San Francisco,2019-03-08,Oracle Park,Giants Vs Diamondbacks,Baseball,19:30,
262,24 Willie Mays Plaza,Sports,San Francisco,2019-03-08,Oracle Park,Giants Vs Nationals,Baseball,20:00,
263,24 Willie Mays Plaza,,San Francisco,2019-03-08,Oracle Park,Giants Vs Diamondbacks,,19:30,2
264,123-01 Roosevelt Avenue,,New York,2019-03-13,Citi Field,Mets Vs Braves,,18:00,4
265,401 West Van Buren Street,Music,Phoenix,2019-03-10,The Van Buren,Anberlin,Rock,19:30,
266,401 West Van Buren Street,Music,Phoenix,2019-03-06,The Van Buren,Dodie,Pop,18:30,
267,401 West Van Buren Street,Music,Phoenix,2019-03-14,The Van Buren,Greensky Bluegrass,Blues,19:00,
268,401 West Van Buren Street,Music,Phoenix,2019-03-03,The Van Buren,Johnnyswim,Blues,18:30,
269,401 West Van Buren Street,Music,Phoenix,2019-03-09,The Van Buren,Tash Sultana,Rock,19:00,
270,401 West Van Buren Street,Music,Phoenix,2019-03-06,The Van Buren,The Band Camino,Pop,19:30,
271,130 North Central Avenue,Music,Phoenix,2019-03-02,Valley Bar,The Chats,Rock,20:00,
272,401 West Van Buren Street,Music,Phoenix,2019-03-11,The Van Buren,The Drums,Pop,18:00,
273,401 West Van Buren Street,,Phoenix,2019-03-10,The Van Buren,Anberlin,,19:30,1
274,625 Nelson Road,Sports,Stanford,2019-03-03,Stanford Stadium,Cardinal Vs Ducks,American Football,18:30,
275,625 Nelson Road,Sports,Stanford,2019-03-08,Stanford Stadium,Cardinal Vs Fighting Irish,American Football,18:00,
276,625 Nelson Road,Sports,Stanford,2019-03-08,Stanford Stadium,Cardinal Vs Wildcats,American Football,18:00,
277,625 Nelson Road,,Stanford,2019-03-03,Stanford Stadium,Cardinal Vs Ducks,,18:30,4
278,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Braves,Baseball,18:30,
279,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Diamondbacks,Baseball,19:30,
280,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Dodgers,Baseball,18:30,
281,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Indians,Baseball,18:30,
282,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Padres,Baseball,19:30,
283,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Phillies,Baseball,19:00,
284,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Pirates,Baseball,20:00,
285,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Rockies,Baseball,19:00,
286,123-01 Roosevelt Avenue,Sports,New York,2019-03-05,Citi Field,Mets Vs Yankees,Baseball,19:30,
287,1 East 161 Street,Sports,New York,2019-03-05,Yankee Stadium,Nycfc Vs Dynamo,Baseball,19:30,
288,123-01 Roosevelt Avenue,,New York,2019-03-05,Citi Field,Mets Vs Braves,,18:30,2
289,29 East Allen Street,Music,Philadelphia,2019-03-13,The Fillmore Philadelphia,Blueface,Hip Hop,18:00,
290,29 East Allen Street,Music,Philadelphia,2019-03-01,The Fillmore Philadelphia,Conan Gray,Pop,20:30,
291,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-07,The Foundry,Don Broco,Rock,18:00,
292,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-03,The Foundry,Girl In Red,Pop,19:00,
293,1200 Callowhill Street,Music,Philadelphia,2019-03-02,Underground Arts,Hot Water Music,Rock,19:00,
294,29 East Allen Street,Music,Philadelphia,2019-03-06,The Fillmore Philadelphia,Lauv,Jazz,18:30,
295,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-10,The Foundry,Lights,Electronica,18:00,
296,29 East Allen Street,Music,Philadelphia,2019-03-03,The Fillmore Philadelphia,Nav With Killy,Hip Hop,19:30,
297,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-13,The Foundry,Northlane,Rock,18:00,
298,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-11,The Foundry,The Lemonheads,Rock,19:30,
299,858 North Broad Street,Music,Philadelphia,2019-03-14,The Met Philadelphia,Toto,Pop,18:30,
300,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-02,The Foundry,Tuxedo,Pop,20:30,
301,29 East Allen Street,,Philadelphia,2019-03-01,The Fillmore Philadelphia,Conan Gray,,20:30,2
302,5500 Campanile Drive,,San Diego,2019-03-06,Cal Coast Credit Union Amphitheater,Alejandro Sanz,,18:30,4
303,1280 Peachtree Street Northeast,Music,Atlanta,2019-03-14,Atlanta Symphony Orchestra,Emmylou Harris,Country,20:30,
304,1280 Peachtree Street Northeast,Music,Atlanta,2019-03-14,Atlanta Symphony Orchestra,Kirk Franklin,Christian,20:30,
305,50 Upper Alabama Street,Music,Atlanta,2019-03-14,Kenny's Alley,Taking Back Sunday,Rock,18:30,
306,1280 Peachtree Street Northeast,,Atlanta,2019-03-14,Atlanta Symphony Orchestra,Emmylou Harris,,20:30,2
307,235 West 46th Street,,New York,2019-03-05,Sony Hall,Lyfe Jennings,,20:00,3
308,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-04,Lincoln Financial Field,Eagles Vs Cowboys,American Football,20:30,
309,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-04,Lincoln Financial Field,Owls Vs Tigers,American Football,18:30,
310,1 Citizens Bank Way,Sports,Philadelphia,2019-03-04,Citizens Bank Park,Phillies Vs Diamondbacks,Baseball,19:00,
311,1 Citizens Bank Way,Sports,Philadelphia,2019-03-04,Citizens Bank Park,Phillies Vs Pirates,Baseball,18:00,
312,1 Citizens Bank Way,Sports,Philadelphia,2019-03-04,Citizens Bank Park,Phillies Vs White Sox,Baseball,20:30,
313,1 Lincoln Financial Field Way,,Philadelphia,2019-03-04,Lincoln Financial Field,Owls Vs Terrapins,,19:30,3
314,777 Pacific Boulevard,Sports,Vancouver,2019-03-12,BC Place,Whitecaps Vs Kansas City,Football,18:00,
315,777 Pacific Boulevard,,Vancouver,2019-03-12,BC Place,Whitecaps Vs Kansas City,,18:00,1
316,1844 Southwest Morrison Street,Sports,Portland,2019-03-14,Providence Park,Timbers Vs Earthquakes,Football,19:30,
317,1844 Southwest Morrison Street,Sports,Portland,2019-03-14,Providence Park,Timbers Vs Rsl,Football,18:30,
318,123-01 Roosevelt Avenue,Sports,New York,2019-03-14,Citi Field,Mets Vs Cubs,Baseball,19:00,
319,123-01 Roosevelt Avenue,Sports,New York,2019-03-14,Citi Field,Mets Vs Phillies,Baseball,20:30,
320,123-01 Roosevelt Avenue,Sports,New York,2019-03-14,Citi Field,Mets Vs Yankees,Baseball,20:00,
321,1 East 161 Street,Sports,New York,2019-03-14,Yankee Stadium,Nycfc Vs Dynamo,Baseball,20:30,
322,1 East 161 Street,Sports,New York,2019-03-14,Yankee Stadium,Nycfc Vs Red Bulls,Baseball,20:00,
323,1 East 161 Street,Sports,New York,2019-03-14,Yankee Stadium,Nycfc Vs Sporting Kc,Baseball,20:00,
324,1 East 161 Street,Sports,New York,2019-03-14,Yankee Stadium,Nycfc Vs Timbers,Baseball,20:30,
325,1 East 161 Street,Sports,New York,2019-03-14,Yankee Stadium,Revolution Vs Nycfc,Baseball,20:00,
326,1 East 161 Street,Sports,New York,2019-03-14,Yankee Stadium,Yankees Vs Angels,Baseball,20:00,
327,123-01 Roosevelt Avenue,,New York,2019-03-14,Citi Field,Mets Vs Cubs,,19:00,2
328,29 East Allen Street,Music,Philadelphia,2019-03-02,The Fillmore Philadelphia,Blueface,Hip Hop,19:00,
329,29 East Allen Street,Music,Philadelphia,2019-03-02,The Fillmore Philadelphia,Lauv,Jazz,19:30,
330,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-02,The Foundry,Lights,Electronica,20:00,
331,29 East Allen Street,Music,Philadelphia,2019-03-02,The Fillmore Philadelphia,Nav With Killy,Hip Hop,18:00,
332,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-02,The Foundry,The Lemonheads,Rock,20:00,
333,29 East Allen Street 2nd Floor,,Philadelphia,2019-03-02,The Foundry,The Lemonheads,,20:00,4
334,24 Willie Mays Plaza,Sports,San Francisco,2019-03-06,Oracle Park,Giants Vs Brewers,Baseball,19:00,
335,24 Willie Mays Plaza,Sports,San Francisco,2019-03-06,Oracle Park,Giants Vs Diamondbacks,Baseball,18:00,
336,24 Willie Mays Plaza,Sports,San Francisco,2019-03-06,Oracle Park,Giants Vs Dodgers,Baseball,18:00,
337,24 Willie Mays Plaza,Sports,San Francisco,2019-03-06,Oracle Park,Giants Vs Marlins,Baseball,18:00,
338,24 Willie Mays Plaza,,San Francisco,2019-03-06,Oracle Park,Giants Vs Diamondbacks,,18:00,2
339,"261 Driggs Avenue, Brooklyn",,New York,2019-03-14,Warsaw,Amber Run Brooklyn,,18:00,1
340,123-01 Roosevelt Avenue,Sports,New York,2019-03-03,Citi Field,Mets Vs Padres,Baseball,18:00,
341,123-01 Roosevelt Avenue,Sports,New York,2019-03-03,Citi Field,Mets Vs Pirates,Baseball,18:30,
342,123-01 Roosevelt Avenue,Sports,New York,2019-03-03,Citi Field,Mets Vs Yankees,Baseball,20:30,
343,1 East 161 Street,Sports,New York,2019-03-03,Yankee Stadium,Nycfc Vs Red Bulls,Baseball,18:00,
344,1 East 161 Street,Sports,New York,2019-03-03,Yankee Stadium,Nycfc Vs Timbers,Baseball,19:00,
345,1 East 161 Street,Sports,New York,2019-03-03,Yankee Stadium,Nycfc Vs Union,Baseball,19:30,
346,1 East 161 Street,Sports,New York,2019-03-03,Yankee Stadium,Nycfc Vs United,Baseball,19:00,
347,1 East 161 Street,Sports,New York,2019-03-03,Yankee Stadium,Yankees Vs Diamondbacks,Baseball,18:00,
348,1 East 161 Street,Sports,New York,2019-03-03,Yankee Stadium,Yankees Vs Indians,Baseball,18:00,
349,123-01 Roosevelt Avenue,,New York,2019-03-03,Citi Field,Mets Vs Dodgers,,19:00,2
350,1 Blue Jays Way,Sports,Toronto,2019-03-06,Rogers Centre,Blue Jays Vs Astros,Baseball,20:30,
351,1 Blue Jays Way,Sports,Toronto,2019-03-06,Rogers Centre,Blue Jays Vs Orioles,Baseball,18:30,
352,1 Blue Jays Way,,Toronto,2019-03-06,Rogers Centre,Blue Jays Vs Orioles,,18:30,4
353,1200 Callowhill Street,Music,Philadelphia,2019-03-07,Underground Arts,Hot Water Music,Rock,20:00,
354,29 East Allen Street,Music,Philadelphia,2019-03-07,The Fillmore Philadelphia,Lauv,Jazz,20:30,
355,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-07,The Foundry,Lights,Electronica,18:30,
356,29 East Allen Street 2nd Floor,Music,Philadelphia,2019-03-07,The Foundry,Northlane,Rock,20:00,
357,1200 Callowhill Street,Music,Philadelphia,2019-03-07,Underground Arts,The Melvins,Rock,18:30,
358,858 North Broad Street,Music,Philadelphia,2019-03-07,The Met Philadelphia,Toto,Pop,18:00,
359,29 East Allen Street 2nd Floor,,Philadelphia,2019-03-07,The Foundry,Don Broco,,18:00,1
360,"1 Tennis Place, Forest Hills",Music,New York,2019-03-08,Forest Hills Stadium,Jojo Siwa,Pop,19:30,
361,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",Music,New York,2019-03-09,BAM Howard Gilman Opera House,Madonna,Pop,20:30,
362,2891 University Avenue,Music,San Diego,2019-03-08,The Observatory North Park,Aly And Aj,Pop,20:00,
363,5500 Campanile Drive,Music,San Diego,2019-03-08,Cal Coast Credit Union Amphitheater,Bastille,Pop,19:30,
364,2891 University Avenue,,San Diego,2019-03-08,The Observatory North Park,Aly And Aj,,20:00,2
365,"64 North 9th Street, Brooklyn",,New York,2019-03-06,Rough Trade NYC,Crooked Colours,,18:30,3
366,100 Potomac Avenue Southwest,,Washington D.C.,2019-03-02,Audi Field,Dc United Vs Revolution,,20:30,1
367,2891 University Avenue,Music,San Diego,2019-03-01,The Observatory North Park,Psychedelic Furs,Rock,20:30,
368,3090 Polk Avenue,Music,San Diego,2019-03-02,The Irenic,Pup,Rock,19:00,
369,2891 University Avenue,Music,San Diego,2019-03-12,The Observatory North Park,The Hives,Rock,20:00,
370,2891 University Avenue,Music,San Diego,2019-03-02,The Observatory North Park,The Struts,Rock,20:00,
371,2891 University Avenue,,San Diego,2019-03-01,The Observatory North Park,Fidlar,,19:30,3
372,235 West 46th Street,,New York,2019-03-05,Sony Hall,Jamey Johnson,,18:30,2
373,"1 Tennis Place, Forest Hills",,New York,2019-03-08,Forest Hills Stadium,Jojo Siwa,,19:30,4
374,3421 Cleveland Avenue,Music,Santa Rosa,2019-03-14,The Sandman Hotel,Huichica Music Festival,Pop,20:00,
375,3421 Cleveland Avenue,,Santa Rosa,2019-03-14,The Sandman Hotel,Huichica Music Festival,,20:00,3
376,2901 East Hastings Street,Music,Vancouver,2019-03-07,PNE Amphitheatre,Billy Idol,Rock,20:00,
377,2901 East Hastings Street,Music,Vancouver,2019-03-07,PNE Amphitheatre,Styx,Rock,18:30,
378,2901 East Hastings Street,,Vancouver,2019-03-07,PNE Amphitheatre,Billy Idol,,20:00,3
379,235 West 46th Street,,New York,2019-03-01,Sony Hall,Buddy Guy,,19:30,1
380,24 Willie Mays Plaza,,San Francisco,2019-03-05,Oracle Park,Giants Vs Brewers,,19:00,4
381,2000 East Gene Autry Way,Sports,Anaheim,2019-03-05,Angel Stadium of Anaheim,Angels Vs Astros,Baseball,20:30,
382,2000 East Gene Autry Way,Sports,Anaheim,2019-03-05,Angel Stadium of Anaheim,Angels Vs Mariners,Baseball,18:00,
383,2000 East Gene Autry Way,Sports,Anaheim,2019-03-05,Angel Stadium of Anaheim,Angels Vs Tigers,Baseball,20:00,
384,2000 East Gene Autry Way,Sports,Anaheim,2019-03-05,Angel Stadium of Anaheim,Angels Vs White Sox,Baseball,19:00,
385,2000 East Gene Autry Way,Sports,Anaheim,2019-03-05,Angel Stadium of Anaheim,La Angels Vs Houston,Baseball,19:30,
386,2000 East Gene Autry Way,,Anaheim,2019-03-05,Angel Stadium of Anaheim,Angels Vs Astros,,20:30,4
387,123-01 Roosevelt Avenue,,New York,2019-03-05,Citi Field,Mets Vs Dodgers,,18:30,3
388,1 AMB Drive Northwest,Sports,Atlanta,2019-03-12,Mercedes-Benz Stadium,United Vs Red Bulls,Football,18:30,
389,1 AMB Drive Northwest,Sports,Atlanta,2019-03-12,Mercedes-Benz Stadium,United Vs United,Football,20:00,
390,1 AMB Drive Northwest,,Atlanta,2019-03-08,Mercedes-Benz Stadium,United Vs Revolution,,18:00,2
391,178 Junction Road,,London,2019-03-01,Boston Music Room,Beyond The Black,,19:30,2
392,1695 Queen Street East,Music,Toronto,2019-03-09,Woodbine Park,Mac Demarco,Blues,19:30,
393,1695 Queen Street East,,Toronto,2019-03-09,Woodbine Park,Mac Demarco,,19:30,1
394,24 Willie Mays Plaza,,San Francisco,2019-03-03,Oracle Park,Giants Vs Diamondbacks,,20:30,2
395,100 Potomac Avenue Southwest,Sports,Washington D.C.,2019-03-03,Audi Field,Dc United Vs Revolution,Football,18:00,
396,2400 East Capitol Street Southeast,Sports,Washington D.C.,2019-03-03,RFK Stadium,El Salvador Vs Haiti,Football,19:30,
397,1100 Oak Drive SE,Sports,Washington D.C.,2019-03-03,Entertainment & Sports Arena,Mystics Vs Sun,Basketball,19:00,
398,1500 South Capitol Street Southeast,Sports,Washington D.C.,2019-03-03,Nationals Park,Nationals Vs Reds,Baseball,19:30,
399,1100 Oak Drive SE,,Washington D.C.,2019-03-03,Entertainment & Sports Arena,Mystics Vs Sun,,19:00,2
400,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-02,Lincoln Financial Field,Owls Vs Knights,American Football,20:30,
401,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-02,Lincoln Financial Field,Owls Vs Terrapins,American Football,20:30,
402,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-02,Lincoln Financial Field,Owls Vs Tigers,American Football,20:00,
403,1 Lincoln Financial Field Way,Sports,Philadelphia,2019-03-02,Lincoln Financial Field,Owls Vs Yellow Jackets,American Football,20:00,
404,1 Citizens Bank Way,Sports,Philadelphia,2019-03-02,Citizens Bank Park,Phillies Vs Pirates,Baseball,18:00,
405,1 Citizens Bank Way,,Philadelphia,2019-03-02,Citizens Bank Park,Phillies Vs Pirates,,18:00,4
406,1234 West 7th Street,Music,Los Angeles,2019-03-08,The Teragram Ballroom,Murder City Devils,Rock,18:30,
407,5970 Santa Monica Boulevard,Music,Los Angeles,2019-03-08,Masonic Lodge at Hollywood Forever,Toe,Rock,19:00,
408,1234 West 7th Street,,Los Angeles,2019-03-08,The Teragram Ballroom,Guided By Voices,,18:00,3
409,1016-1098 North Center Court Street,Music,Portland,2019-03-06,Theater Of The Clouds,Bryan Adams,Pop,18:30,
410,1111 Southwest Broadway,Music,Portland,2019-03-06,Newmark Theatre,Erica Fernandez,Pop,20:30,
411,1111 Southwest Broadway,Music,Portland,2019-03-06,Newmark Theatre,Friends,Pop,20:00,
412,1422 Southwest 11th Avenue,Music,Portland,2019-03-06,The Old Church Concert Hall,Kishi Bashi,Electronica,18:30,
413,1234 West 7th Street,Music,Los Angeles,2019-03-06,The Teragram Ballroom,Girl In Red,Pop,20:30,
414,1720 East 16th Street,Music,Los Angeles,2019-03-06,1720(tm),Gloryhammer,Rock,20:00,
415,5970 Santa Monica Boulevard,Music,Los Angeles,2019-03-06,Masonic Lodge at Hollywood Forever,Kishi Bashi,Electronica,20:30,
416,1234 West 7th Street,Music,Los Angeles,2019-03-06,The Teragram Ballroom,Lights,Electronica,18:00,
417,1720 East 16th Street,Music,Los Angeles,2019-03-06,1720(tm),Spose,Hip Hop,20:30,
418,1234 West 7th Street,,Los Angeles,2019-03-06,The Teragram Ballroom,Girl In Red,,20:30,2
419,401 West Van Buren Street,,Phoenix,2019-03-06,The Van Buren,Dodie,,18:30,1
420,1060 West Addison Street,Sports,Chicago,2019-03-06,Wrigley Field,Cubs Vs Brewers,Baseball,18:30,
421,1060 West Addison Street,Sports,Chicago,2019-03-04,Wrigley Field,Cubs Vs Giants,Baseball,20:30,
422,1060 West Addison Street,Sports,Chicago,2019-03-09,Wrigley Field,Cubs Vs Mariners,Baseball,20:00,
423,1060 West Addison Street,Sports,Chicago,2019-03-14,Wrigley Field,Cubs Vs Padres,Baseball,20:30,
424,333 West 35th Street,Sports,Chicago,2019-03-04,Guaranteed Rate Field,White Sox Vs Angels,Baseball,20:00,
425,333 West 35th Street,Sports,Chicago,2019-03-05,Guaranteed Rate Field,White Sox Vs Astros,Baseball,20:00,
426,333 West 35th Street,Sports,Chicago,2019-03-08,Guaranteed Rate Field,White Sox Vs Indians,Baseball,20:00,
427,333 West 35th Street,Sports,Chicago,2019-03-07,Guaranteed Rate Field,White Sox Vs Rangers,Baseball,20:30,
428,333 West 35th Street,Sports,Chicago,2019-03-11,Guaranteed Rate Field,White Sox Vs Tigers,Baseball,20:30,
429,333 West 35th Street,Sports,Chicago,2019-03-13,Guaranteed Rate Field,White Sox Vs Twins,Baseball,18:00,
430,1060 West Addison Street,,Chicago,2019-03-06,Wrigley Field,Cubs Vs Brewers,,18:30,4
431,777 Pacific Boulevard,Sports,Vancouver,2019-03-08,BC Place,Whitecaps Vs Colorado Rapids,Football,19:30,
432,777 Pacific Boulevard,Sports,Vancouver,2019-03-14,BC Place,Whitecaps Vs Earthquakes,Football,18:30,
433,777 Pacific Boulevard,Sports,Vancouver,2019-03-07,BC Place,Whitecaps Vs Kansas City,Football,20:30,
434,777 Pacific Boulevard,,Vancouver,2019-03-08,BC Place,Whitecaps Vs Colorado Rapids,,19:30,3
435,100 Park Boulevard,,San Diego,2019-03-02,Petco Park,Padres Vs Brewers,,20:30,3
436,1030 Main Street,Music,Napa,2019-03-08,Blue Note Napa,Roy Ayers,Jazz,18:00,
437,1030 Main Street,,Napa,2019-03-08,Blue Note Napa,Roy Ayers,,18:00,2
438,1000 Vin Scully Ave,Sports,Los Angeles,2019-03-12,Dodger Stadium,Dodgers Vs Cubs,Baseball,20:30,
439,1000 Vin Scully Ave,Sports,Los Angeles,2019-03-12,Dodger Stadium,Dodgers Vs Diamondbacks,Baseball,19:00,
440,1000 Vin Scully Ave,Sports,Los Angeles,2019-03-02,Dodger Stadium,Dodgers Vs Giants,Baseball,19:30,
441,1000 Vin Scully Ave,Sports,Los Angeles,2019-03-08,Dodger Stadium,Dodgers Vs Marlins,Baseball,19:30,
