,airlines,departure_date,destination_airport,is_nonstop,number_of_tickets,origin_airport,outbound_arrival_time,outbound_departure_time,price,seating_class,inbound_arrival_time,inbound_departure_time,return_date
1052,American Airlines,2019-03-02,Paris,False,3,Los Angeles,13:48,15:30,521,Economy,17:15,07:15,2019-03-14
1053,United Airlines,2019-03-02,Paris,False,3,Los Angeles,18:18,20:00,513,Economy,17:15,06:05,2019-03-14
1054,United Airlines,2019-03-04,San Francisco,False,3,Atlanta,00:11,21:45,421,Economy,20:46,09:20,2019-03-10
1055,American Airlines,2019-03-03,San Francisco,False,1,London,01:05,12:45,564,Economy,02:59,04:00,2019-03-08
1056,Delta Airlines,2019-03-01,San Francisco,True,3,Los Angeles,22:30,21:05,136,Economy,11:10,09:45,2019-03-10
1057,American Airlines,2019-03-10,Phoenix,False,1,San Francisco,16:03,12:50,282,Economy,09:10,04:35,2019-03-14
1058,Delta Airlines,2019-03-10,Phoenix,True,1,San Francisco,22:57,20:50,195,Economy,20:22,18:15,2019-03-14
1059,Southwest Airlines,2019-03-10,Phoenix,True,1,San Francisco,22:47,20:40,192,Economy,01:22,23:15,2019-03-14
1060,United Airlines,2019-03-10,Phoenix,True,1,San Francisco,00:37,22:30,189,Economy,15:32,13:25,2019-03-14
1061,American Airlines,2019-03-01,Seattle,True,1,Chicago,21:30,19:00,283,Economy,11:30,05:00,2019-03-06
1062,Delta Airlines,2019-03-01,Seattle,False,1,Chicago,08:20,05:50,382,Economy,14:46,04:25,2019-03-06
1063,Southwest Airlines,2019-03-01,Seattle,True,1,Chicago,09:10,06:40,263,Economy,21:40,15:10,2019-03-06
1064,United Airlines,2019-03-01,Seattle,True,1,Chicago,14:00,11:30,264,Economy,12:35,06:05,2019-03-06
1065,American Airlines,2019-03-01,Chicago,False,1,London,03:32,12:45,627,Economy,07:49,13:25,2019-03-03
1066,United Airlines,2019-03-01,Chicago,False,1,London,17:09,12:40,481,Economy,07:49,11:35,2019-03-03
1067,American Airlines,2019-03-03,Atlanta,True,1,Los Angeles,23:04,15:05,298,Economy,09:24,07:25,2019-03-10
1068,Delta Airlines,2019-03-03,Atlanta,False,1,Los Angeles,14:04,06:05,350,Economy,11:10,05:50,2019-03-10
1069,Southwest Airlines,2019-03-03,Atlanta,False,1,Los Angeles,03:11,15:25,319,Economy,19:09,17:10,2019-03-10
1070,United Airlines,2019-03-03,Atlanta,False,1,Los Angeles,23:47,11:00,435,Economy,13:50,09:30,2019-03-10
1071,American Airlines,2019-03-06,Atlanta,False,1,San Francisco,18:42,04:55,379,Economy,18:11,15:45,2019-03-09
1072,Delta Airlines,2019-03-06,Atlanta,False,1,San Francisco,20:24,09:45,327,Economy,08:16,05:50,2019-03-09
1073,Southwest Airlines,2019-03-06,Atlanta,True,1,San Francisco,03:11,18:45,255,Economy,12:46,10:20,2019-03-09
1074,United Airlines,2019-03-06,Atlanta,True,1,San Francisco,05:26,21:00,286,Economy,11:56,09:30,2019-03-09
1075,Alaska Airlines,2019-03-01,Seattle,True,3,San Francisco,00:41,22:30,193,Economy,17:46,15:35,2019-03-13
1076,American Airlines,2019-03-01,Seattle,True,3,San Francisco,22:11,20:00,164,Economy,18:26,16:15,2019-03-13
1077,Delta Airlines,2019-03-01,Seattle,True,3,San Francisco,12:16,10:05,170,Economy,06:21,04:10,2019-03-13
1078,Southwest Airlines,2019-03-01,Seattle,True,3,San Francisco,12:01,09:50,200,Economy,15:46,13:35,2019-03-13
1079,United Airlines,2019-03-01,Seattle,False,3,San Francisco,17:26,15:15,225,Economy,10:33,06:05,2019-03-13
1080,Delta Airlines,2019-03-09,New York,True,1,London,14:02,09:40,360,Economy,09:12,20:50,2019-03-11
1081,United Airlines,2019-03-09,New York,False,1,London,20:12,09:15,449,Economy,06:47,18:25,2019-03-11
1082,United Airlines,2019-03-04,Delhi,False,1,Philadelphia,20:59,21:35,545,Economy,21:01,13:20,2019-03-10
1083,Delta Airlines,2019-03-04,San Diego,False,1,Seattle,10:00,04:10,358,Economy,23:31,18:15,2019-03-06
1084,Southwest Airlines,2019-03-04,San Diego,False,1,Seattle,14:30,10:15,322,Economy,17:47,13:55,2019-03-06
1085,United Airlines,2019-03-04,San Diego,False,1,Seattle,20:39,16:55,334,Economy,23:31,19:35,2019-03-06
1086,American Airlines,2019-03-06,Phoenix,False,1,Mexico City,10:37,03:05,403,Economy,17:49,05:40,2019-03-08
1087,Delta Airlines,2019-03-06,Phoenix,False,1,Mexico City,22:47,15:10,406,Economy,21:05,09:15,2019-03-08
1088,American Airlines,2019-03-08,Philadelphia,False,1,Chicago,09:26,05:05,238,Economy,18:56,17:45,2019-03-11
1089,Delta Airlines,2019-03-08,Philadelphia,True,1,Chicago,16:11,13:00,199,Economy,17:26,16:15,2019-03-11
1090,Southwest Airlines,2019-03-08,Philadelphia,True,1,Chicago,16:21,13:10,204,Economy,08:26,07:15,2019-03-11
1091,Delta Airlines,2019-03-03,Seattle,False,3,Sydney,07:27,10:55,495,Economy,10:16,04:10,2019-03-13
1092,American Airlines,2019-03-02,New York,False,1,Chicago,08:24,05:05,223,Economy,17:26,13:35,2019-03-08
1093,Delta Airlines,2019-03-02,New York,True,1,Chicago,11:19,08:00,212,Economy,10:24,09:05,2019-03-08
1094,Southwest Airlines,2019-03-02,New York,True,1,Chicago,20:24,17:05,298,Premium Economy,13:04,11:45,2019-03-08
1095,United Airlines,2019-03-02,New York,False,1,Chicago,17:52,11:35,266,Economy,01:04,23:45,2019-03-08
1096,Southwest Airlines,2019-03-05,Los Angeles,True,3,Chicago,21:52,19:20,266,Economy,18:32,12:00,2019-03-08
1097,American Airlines,2019-03-05,San Francisco,True,2,Atlanta,18:11,15:45,291,Economy,05:46,21:20,2019-03-11
1098,Delta Airlines,2019-03-05,San Francisco,False,2,Atlanta,08:16,05:50,362,Economy,20:24,09:45,2019-03-11
1099,Southwest Airlines,2019-03-05,San Francisco,True,2,Atlanta,12:46,10:20,257,Economy,03:11,18:45,2019-03-11
1100,United Airlines,2019-03-05,San Francisco,True,2,Atlanta,11:56,09:30,298,Economy,05:26,21:00,2019-03-11
1101,Delta Airlines,2019-03-08,Los Angeles,False,1,Sydney,00:22,10:55,368,Economy,10:16,05:15,2019-03-13
1102,Alaska Airlines,2019-03-01,San Francisco,True,1,Seattle,01:21,23:10,178,Economy,08:06,05:55,2019-03-09
1103,American Airlines,2019-03-01,San Francisco,True,1,Seattle,18:26,16:15,188,Economy,22:11,20:00,2019-03-09
1104,Southwest Airlines,2019-03-01,San Francisco,True,1,Seattle,15:46,13:35,187,Economy,20:06,17:55,2019-03-09
1105,United Airlines,2019-03-01,San Francisco,True,1,Seattle,00:16,22:05,198,Economy,23:31,21:20,2019-03-09
1106,American Airlines,2019-03-02,Cape Town,False,1,New York,19:57,06:20,328,Economy,11:56,14:05,2019-03-13
1107,American Airlines,2019-03-12,Berlin,False,1,Atlanta,18:30,15:45,626,Economy,14:36,02:55,2019-03-14
1108,United Airlines,2019-03-12,Berlin,False,1,Atlanta,14:06,13:45,596,Economy,20:24,04:05,2019-03-14
1109,Delta Airlines,2019-03-04,Las Vegas,False,1,Mexico City,19:20,15:10,369,Economy,01:08,16:55,2019-03-09
1110,Alaska Airlines,2019-03-04,Los Angeles,True,1,San Diego,13:59,13:05,172,Premium Economy,13:09,12:15,2019-03-13
1111,Delta Airlines,2019-03-01,San Francisco,False,1,Washington,23:25,18:50,444,Economy,21:43,10:50,2019-03-13
1112,Southwest Airlines,2019-03-01,San Francisco,False,1,Washington,16:50,12:30,436,Economy,23:05,11:30,2019-03-13
1113,United Airlines,2019-03-01,San Francisco,False,1,Washington,16:12,11:45,422,Economy,16:03,06:15,2019-03-13
1114,Alaska Airlines,2019-03-05,Los Angeles,False,1,Portland,19:40,17:10,272,Economy,09:28,04:40,2019-03-10
1115,American Airlines,2019-03-05,Los Angeles,True,1,Portland,12:05,09:35,195,Economy,21:45,19:15,2019-03-10
1116,Delta Airlines,2019-03-05,Los Angeles,False,1,Portland,21:45,19:15,261,Economy,09:28,05:15,2019-03-10
1117,Southwest Airlines,2019-03-05,Los Angeles,False,1,Portland,23:15,18:25,338,Economy,22:35,17:15,2019-03-10
1118,United Airlines,2019-03-05,Los Angeles,True,1,Portland,20:50,18:20,214,Economy,01:25,22:55,2019-03-10
1119,American Airlines,2019-03-02,Atlanta,False,1,Chicago,16:26,13:25,272,Economy,20:08,17:00,2019-03-06
1120,American Airlines,2019-03-04,Seattle,False,1,Atlanta,16:22,13:50,383,Economy,20:24,08:50,2019-03-12
1121,Delta Airlines,2019-03-04,Seattle,True,1,Atlanta,14:37,12:05,272,Economy,21:12,12:40,2019-03-12
1122,Southwest Airlines,2019-03-04,Seattle,False,1,Atlanta,13:37,11:05,377,Economy,00:26,13:35,2019-03-12
1123,United Airlines,2019-03-04,Seattle,False,1,Atlanta,15:06,09:30,374,Economy,19:07,10:35,2019-03-12
1124,Delta Airlines,2019-03-04,Los Angeles,False,4,Berlin,22:50,15:40,458,Economy,05:11,06:35,2019-03-09
1125,United Airlines,2019-03-04,Los Angeles,False,4,Berlin,08:41,04:05,481,Economy,19:40,15:00,2019-03-09
1126,Delta Airlines,2019-03-03,Berlin,False,1,Los Angeles,05:11,06:35,468,Economy,22:50,15:40,2019-03-13
1127,United Airlines,2019-03-03,Berlin,False,1,Los Angeles,09:56,07:05,522,Economy,08:41,04:05,2019-03-13
1128,United Airlines,2019-03-04,Portland,False,1,New York,00:53,18:35,493,Economy,21:51,08:40,2019-03-06
1129,Alaska Airlines,2019-03-04,San Diego,False,1,San Francisco,14:05,12:25,204,Economy,16:25,13:05,2019-03-14
1130,Delta Airlines,2019-03-04,San Diego,False,1,San Francisco,13:09,09:45,188,Economy,19:55,18:15,2019-03-14
1131,Southwest Airlines,2019-03-04,San Diego,True,1,San Francisco,20:30,18:50,156,Economy,13:50,12:10,2019-03-14
1132,United Airlines,2019-03-04,San Diego,True,1,San Francisco,10:00,08:20,177,Economy,21:15,19:35,2019-03-14
1133,American Airlines,2019-03-02,Chicago,False,1,New York,15:06,11:20,250,Economy,17:19,14:00,2019-03-14
1134,Delta Airlines,2019-03-02,Chicago,True,1,New York,10:14,08:55,209,Economy,11:19,08:00,2019-03-14
1135,Southwest Airlines,2019-03-02,Chicago,True,1,New York,13:04,11:45,185,Economy,20:24,17:05,2019-03-14
1136,United Airlines,2019-03-02,Chicago,False,1,New York,01:04,23:45,289,Economy,17:52,11:35,2019-03-14
1137,Delta Airlines,2019-03-02,Los Angeles,False,1,London,15:27,03:55,591,Economy,07:49,06:05,2019-03-14
1138,United Airlines,2019-03-02,Los Angeles,False,1,London,21:52,12:40,640,Economy,09:12,11:00,2019-03-14
1139,American Airlines,2019-03-08,San Francisco,False,1,London,01:05,12:45,658,Economy,06:47,04:55,2019-03-12
1140,United Airlines,2019-03-08,San Francisco,False,1,London,22:37,12:40,639,Economy,06:47,08:20,2019-03-12
1141,American Airlines,2019-03-06,New York,False,1,Cape Town,11:56,14:05,297,Economy,19:57,06:20,2019-03-12
1142,Delta Airlines,2019-03-04,Phoenix,False,2,Chicago,22:47,16:10,439,Economy,03:57,18:15,2019-03-08
1143,American Airlines,2019-03-06,San Francisco,False,4,Atlanta,18:11,15:45,354,Economy,14:04,04:00,2019-03-13
1144,Southwest Airlines,2019-03-06,San Francisco,True,4,Atlanta,12:46,10:20,292,Economy,03:11,18:45,2019-03-13
1145,United Airlines,2019-03-06,San Francisco,False,4,Atlanta,00:11,21:45,422,Economy,20:46,09:20,2019-03-13
1146,Alaska Airlines,2019-03-08,Seattle,False,1,Los Angeles,17:26,11:55,264,Economy,09:52,07:05,2019-03-12
1147,American Airlines,2019-03-08,Seattle,True,1,Los Angeles,01:47,23:00,218,Economy,21:02,18:15,2019-03-12
1148,Delta Airlines,2019-03-08,Seattle,False,1,Los Angeles,13:53,10:20,269,Economy,22:07,19:20,2019-03-12
1149,Southwest Airlines,2019-03-08,Seattle,True,1,Los Angeles,17:47,15:00,211,Economy,13:57,11:10,2019-03-12
1150,United Airlines,2019-03-08,Seattle,False,1,Los Angeles,02:17,23:30,282,Economy,23:15,18:00,2019-03-12
1151,American Airlines,2019-03-01,Los Angeles,True,1,Chicago,12:52,10:20,263,Economy,11:47,05:15,2019-03-14
1152,Delta Airlines,2019-03-01,Los Angeles,True,1,Chicago,15:27,12:55,288,Economy,14:52,08:20,2019-03-14
1153,Southwest Airlines,2019-03-01,Los Angeles,True,1,Chicago,21:52,19:20,258,Economy,18:32,12:00,2019-03-14
1154,United Airlines,2019-03-01,Los Angeles,False,1,Chicago,20:12,17:40,329,Economy,17:57,09:25,2019-03-14
1155,United Airlines,2019-03-05,London,False,4,Los Angeles,09:12,11:00,575,Economy,21:57,12:40,2019-03-08
1156,American Airlines,2019-03-01,New York,False,1,Cape Town,02:11,04:20,309,Economy,19:57,06:20,2019-03-11
1157,American Airlines,2019-03-01,Kuala Lumpur,False,1,San Francisco,16:07,04:00,593,Economy,16:25,10:30,2019-03-04
1158,American Airlines,2019-03-05,New York,False,1,Vancouver,01:56,11:20,498,Economy,22:44,13:40,2019-03-10
1159,Delta Airlines,2019-03-05,New York,False,1,Vancouver,20:56,06:35,505,Economy,21:56,16:20,2019-03-10
1160,United Airlines,2019-03-05,New York,False,1,Vancouver,03:30,09:25,522,Economy,22:44,11:50,2019-03-10
1161,Delta Airlines,2019-03-08,New York,True,1,San Francisco,00:21,14:55,286,Economy,01:01,21:35,2019-03-11
1162,American Airlines,2019-03-01,San Francisco,False,3,Atlanta,18:11,15:45,329,Economy,14:04,04:00,2019-03-13
1163,Southwest Airlines,2019-03-01,San Francisco,True,3,Atlanta,12:46,10:20,273,Economy,03:11,18:45,2019-03-13
1164,United Airlines,2019-03-01,San Francisco,False,3,Atlanta,00:11,21:45,387,Economy,20:46,09:20,2019-03-13
1165,American Airlines,2019-03-03,London,True,1,Atlanta,22:54,08:50,368,Economy,02:09,20:05,2019-03-10
1166,Delta Airlines,2019-03-03,London,False,1,Atlanta,08:54,18:50,451,Economy,16:26,03:55,2019-03-10
1167,United Airlines,2019-03-03,London,True,1,Atlanta,07:49,17:45,415,Economy,15:19,09:15,2019-03-10
1168,American Airlines,2019-03-01,Kuala Lumpur,False,1,San Francisco,16:07,04:00,599,Economy,16:25,10:30,2019-03-07
1169,American Airlines,2019-03-12,London,False,2,Chicago,07:49,13:25,582,Economy,17:52,02:15,2019-03-14
1170,American Airlines,2019-03-07,New York,True,1,Berlin,05:06,01:35,544,Premium Economy,08:16,16:45,2019-03-09
1171,United Airlines,2019-03-07,New York,True,1,Berlin,19:56,16:25,593,Premium Economy,09:01,17:30,2019-03-09
1172,American Airlines,2019-03-07,London,False,1,Washington,08:54,16:30,628,Economy,04:55,12:45,2019-03-13
1173,Delta Airlines,2019-03-07,London,False,1,Washington,06:47,12:55,513,Economy,19:06,09:30,2019-03-13
1174,United Airlines,2019-03-07,London,False,1,Washington,06:47,16:35,517,Economy,00:53,12:40,2019-03-13
1175,American Airlines,2019-03-01,Paris,False,1,Seattle,20:23,16:15,626,Economy,02:17,14:35,2019-03-13
1176,United Airlines,2019-03-01,Paris,False,1,Seattle,20:23,18:00,562,Economy,23:31,15:00,2019-03-13
1177,American Airlines,2019-03-01,Philadelphia,True,1,New York,09:26,08:35,112,Economy,16:11,15:20,2019-03-04
1178,Southwest Airlines,2019-03-01,Philadelphia,True,1,New York,11:41,10:50,90,Economy,15:36,14:45,2019-03-04
1179,United Airlines,2019-03-01,Philadelphia,True,1,New York,06:26,05:35,87,Economy,12:21,11:30,2019-03-04
1180,American Airlines,2019-03-03,London,False,1,Chicago,07:49,13:25,630,Economy,03:32,12:45,2019-03-12
1181,Alaska Airlines,2019-03-01,San Francisco,True,1,Los Angeles,13:20,11:55,148,Economy,13:50,12:25,2019-03-06
1182,American Airlines,2019-03-01,San Francisco,True,1,Los Angeles,10:55,09:30,152,Economy,20:35,19:10,2019-03-06
1183,Delta Airlines,2019-03-01,San Francisco,True,1,Los Angeles,22:30,21:05,140,Economy,11:10,09:45,2019-03-06
1184,Southwest Airlines,2019-03-01,San Francisco,True,1,Los Angeles,23:25,22:00,159,Economy,15:50,14:25,2019-03-06
1185,United Airlines,2019-03-01,San Francisco,True,1,Los Angeles,16:25,15:00,133,Economy,23:15,21:50,2019-03-06
1186,American Airlines,2019-03-02,London,True,3,Atlanta,22:54,08:50,360,Economy,02:09,20:05,2019-03-10
1187,Delta Airlines,2019-03-02,London,False,3,Atlanta,08:54,18:50,447,Economy,16:26,03:55,2019-03-10
1188,United Airlines,2019-03-02,London,True,3,Atlanta,07:49,17:45,401,Economy,15:19,09:15,2019-03-10
1189,American Airlines,2019-03-10,Kuala Lumpur,False,2,San Francisco,16:07,04:00,625,Economy,16:25,05:30,2019-03-12
1190,American Airlines,2019-03-05,Los Angeles,True,3,Chicago,12:52,10:20,430,Premium Economy,11:47,05:15,2019-03-12
1191,Delta Airlines,2019-03-05,Los Angeles,True,3,Chicago,15:27,12:55,281,Economy,14:52,08:20,2019-03-12
1192,Southwest Airlines,2019-03-05,Los Angeles,True,3,Chicago,21:52,19:20,262,Economy,18:32,12:00,2019-03-12
1193,United Airlines,2019-03-05,Los Angeles,True,3,Chicago,20:12,17:40,257,Economy,23:57,17:25,2019-03-12
1194,Delta Airlines,2019-03-10,Sydney,False,4,Phoenix,20:51,18:15,463,Economy,11:38,15:10,2019-03-12
1195,United Airlines,2019-03-10,Sydney,False,4,Phoenix,20:51,13:25,447,Economy,11:38,16:55,2019-03-12
1196,United Airlines,2019-03-10,Sydney,False,4,Phoenix,20:51,13:25,443,Economy,11:38,16:55,2019-03-13
1197,American Airlines,2019-03-03,London,False,1,Chicago,07:49,13:25,598,Economy,03:32,12:45,2019-03-13
1198,American Airlines,2019-03-01,San Diego,True,1,San Francisco,11:00,09:20,153,Economy,23:45,22:05,2019-03-06
1199,Delta Airlines,2019-03-01,San Diego,False,1,San Francisco,13:09,09:45,198,Economy,18:50,17:10,2019-03-06
1200,Southwest Airlines,2019-03-01,San Diego,True,1,San Francisco,20:30,18:50,160,Economy,13:50,12:10,2019-03-06
1201,United Airlines,2019-03-01,San Diego,True,1,San Francisco,10:00,08:20,162,Economy,21:15,19:35,2019-03-06
1202,United Airlines,2019-03-03,Sydney,False,1,Las Vegas,10:16,04:30,697,Premium Economy,09:20,16:55,2019-03-12
1203,Alaska Airlines,2019-03-06,San Diego,False,1,San Francisco,14:05,12:25,194,Economy,16:25,13:05,2019-03-10
1204,American Airlines,2019-03-06,San Diego,True,1,San Francisco,11:00,09:20,160,Economy,23:45,22:05,2019-03-10
1205,Delta Airlines,2019-03-06,San Diego,False,1,San Francisco,13:09,09:45,193,Economy,18:50,17:10,2019-03-10
1206,Southwest Airlines,2019-03-06,San Diego,True,1,San Francisco,20:30,18:50,167,Economy,13:50,12:10,2019-03-10
1207,Alaska Airlines,2019-03-06,San Diego,False,4,San Francisco,14:05,12:25,194,Economy,16:25,13:05,2019-03-10
1208,American Airlines,2019-03-06,San Diego,True,4,San Francisco,11:00,09:20,160,Economy,23:45,22:05,2019-03-10
1209,Delta Airlines,2019-03-06,San Diego,False,4,San Francisco,13:09,09:45,193,Economy,18:50,17:10,2019-03-10
1210,Southwest Airlines,2019-03-06,San Diego,True,4,San Francisco,20:30,18:50,167,Economy,13:50,12:10,2019-03-10
1211,American Airlines,2019-03-05,London,False,1,Washington,07:49,14:55,596,Economy,04:55,12:45,2019-03-13
1212,Delta Airlines,2019-03-05,London,False,1,Washington,06:47,12:55,514,Economy,19:06,09:30,2019-03-13
1213,United Airlines,2019-03-05,London,False,1,Washington,21:09,05:20,520,Economy,00:53,12:40,2019-03-13
1214,American Airlines,2019-03-01,London,False,1,Philadelphia,08:22,13:20,425,Economy,18:56,12:35,2019-03-11
1215,Delta Airlines,2019-03-01,London,False,1,Philadelphia,08:22,15:00,409,Economy,18:56,09:40,2019-03-11
1216,Alaska Airlines,2019-03-01,Los Angeles,True,1,San Francisco,13:50,12:25,145,Economy,13:20,11:55,2019-03-14
1217,American Airlines,2019-03-01,Los Angeles,True,1,San Francisco,20:35,19:10,135,Economy,10:55,09:30,2019-03-14
1218,Delta Airlines,2019-03-01,Los Angeles,True,1,San Francisco,11:10,09:45,152,Economy,22:30,21:05,2019-03-14
1219,Southwest Airlines,2019-03-01,Los Angeles,True,1,San Francisco,15:50,14:25,148,Economy,14:30,13:05,2019-03-14
1220,United Airlines,2019-03-01,Los Angeles,True,1,San Francisco,23:15,21:50,149,Economy,16:25,15:00,2019-03-14
1221,American Airlines,2019-03-07,London,False,1,San Francisco,06:47,04:55,918,Premium Economy,01:05,12:45,2019-03-10
1222,United Airlines,2019-03-07,London,False,1,San Francisco,06:47,08:20,1045,Premium Economy,18:11,09:15,2019-03-10
1223,Delta Airlines,2019-03-06,Sydney,False,1,Las Vegas,20:51,16:55,434,Economy,05:25,10:55,2019-03-13
1224,United Airlines,2019-03-06,Sydney,False,1,Las Vegas,10:16,04:30,434,Economy,07:35,16:55,2019-03-13
1225,American Airlines,2019-03-08,Paris,False,1,Los Angeles,13:48,15:30,541,Economy,17:15,07:15,2019-03-14
1226,United Airlines,2019-03-08,Paris,False,1,Los Angeles,20:23,15:00,480,Economy,19:03,14:45,2019-03-14
1227,United Airlines,2019-03-04,Los Angeles,False,1,Mexico City,11:10,07:10,285,Economy,22:50,17:30,2019-03-14
1228,American Airlines,2019-03-04,Los Angeles,True,2,Mexico City,09:40,08:20,374,Premium Economy,02:55,21:35,2019-03-14
1229,American Airlines,2019-03-08,New York,True,1,Los Angeles,21:15,12:05,278,Economy,16:50,13:40,2019-03-12
1230,Southwest Airlines,2019-03-08,New York,True,1,Los Angeles,07:15,22:05,292,Economy,21:30,18:20,2019-03-12
1231,United Airlines,2019-03-08,New York,True,1,Los Angeles,20:10,11:00,253,Economy,15:00,11:50,2019-03-12
1232,American Airlines,2019-03-05,London,False,1,Philadelphia,21:12,07:25,448,Economy,18:56,12:35,2019-03-10
1233,Delta Airlines,2019-03-05,London,False,1,Philadelphia,06:47,15:00,512,Economy,16:11,03:55,2019-03-10
1234,United Airlines,2019-03-05,London,False,1,Philadelphia,21:12,07:35,471,Economy,21:01,12:40,2019-03-10
1235,American Airlines,2019-03-03,Chicago,False,1,Cape Town,12:43,12:50,404,Economy,03:56,14:00,2019-03-11
1236,American Airlines,2019-03-07,Philadelphia,False,4,Berlin,08:01,01:35,683,Premium Economy,09:56,15:20,2019-03-09
1237,United Airlines,2019-03-07,Philadelphia,False,4,Berlin,23:01,16:25,701,Premium Economy,09:01,11:30,2019-03-09
1238,American Airlines,2019-03-02,London,False,1,Washington,08:54,16:30,590,Economy,04:55,12:45,2019-03-12
1239,Delta Airlines,2019-03-01,Nairobi,False,1,Chicago,12:17,08:00,685,Economy,19:14,05:45,2019-03-12
1240,Delta Airlines,2019-03-02,London,True,1,New York,09:12,20:50,354,Economy,14:02,09:40,2019-03-09
1241,American Airlines,2019-03-05,London,False,4,Chicago,21:12,05:05,622,Economy,03:32,12:45,2019-03-10
1242,United Airlines,2019-03-05,London,True,4,Chicago,21:09,06:40,354,Economy,17:09,12:40,2019-03-10
1243,Alaska Airlines,2019-03-01,San Francisco,True,1,Los Angeles,01:05,23:40,146,Economy,22:05,20:40,2019-03-13
1244,American Airlines,2019-03-01,San Francisco,True,1,Los Angeles,10:55,09:30,155,Economy,20:35,19:10,2019-03-13
1245,Delta Airlines,2019-03-01,San Francisco,True,1,Los Angeles,22:30,21:05,148,Economy,11:10,09:45,2019-03-13
1246,Southwest Airlines,2019-03-01,San Francisco,True,1,Los Angeles,23:25,22:00,160,Economy,15:50,14:25,2019-03-13
1247,United Airlines,2019-03-01,San Francisco,True,1,Los Angeles,16:25,15:00,136,Economy,23:15,21:50,2019-03-13
1248,Delta Airlines,2019-03-06,San Diego,False,1,Atlanta,10:00,05:50,405,Economy,05:26,18:15,2019-03-14
1249,Southwest Airlines,2019-03-06,San Diego,False,1,Atlanta,14:30,10:20,414,Economy,23:04,12:20,2019-03-14
1250,United Airlines,2019-03-06,San Diego,False,1,Atlanta,14:05,09:30,429,Economy,05:46,19:35,2019-03-14
1251,Delta Airlines,2019-03-01,Vancouver,False,1,Seattle,16:11,04:25,484,Economy,13:01,06:35,2019-03-14
1252,American Airlines,2019-03-03,Philadelphia,True,1,New York,12:11,11:20,101,Economy,14:11,13:20,2019-03-11
1253,Delta Airlines,2019-03-03,Philadelphia,True,1,New York,13:11,12:20,97,Economy,09:31,08:40,2019-03-11
1254,Southwest Airlines,2019-03-03,Philadelphia,True,1,New York,11:41,10:50,96,Economy,15:36,14:45,2019-03-11
1255,United Airlines,2019-03-03,Philadelphia,True,1,New York,14:16,13:25,98,Economy,12:21,11:30,2019-03-11
1256,Southwest Airlines,2019-03-04,New York,True,1,Chicago,20:24,17:05,185,Economy,13:04,11:45,2019-03-08
1257,American Airlines,2019-03-02,Los Angeles,True,1,Chicago,15:22,12:50,265,Economy,11:47,05:15,2019-03-09
1258,American Airlines,2019-03-05,New York,True,1,San Francisco,14:21,04:55,354,Economy,15:56,12:30,2019-03-07
1259,Delta Airlines,2019-03-05,New York,True,1,San Francisco,19:16,09:50,321,Economy,01:01,21:35,2019-03-07
1260,Southwest Airlines,2019-03-05,New York,True,1,San Francisco,14:11,04:45,305,Economy,21:41,18:15,2019-03-07
1261,United Airlines,2019-03-05,New York,True,1,San Francisco,01:56,16:30,315,Economy,23:01,19:35,2019-03-07
1262,Delta Airlines,2019-03-01,Phoenix,False,1,New York,21:22,16:20,470,Economy,05:51,18:15,2019-03-09
1263,American Airlines,2019-03-04,London,False,1,Washington,07:49,14:55,588,Economy,04:55,12:45,2019-03-13
1264,Delta Airlines,2019-03-04,London,False,1,Washington,06:47,12:55,486,Economy,19:06,09:30,2019-03-13
1265,United Airlines,2019-03-04,London,False,1,Washington,07:49,10:00,527,Economy,00:53,12:40,2019-03-13
1266,American Airlines,2019-03-04,New York,True,1,Atlanta,00:52,22:30,211,Economy,12:07,09:45,2019-03-09
1267,Delta Airlines,2019-03-04,New York,True,1,Atlanta,08:27,06:05,196,Economy,18:42,16:20,2019-03-09
1268,Southwest Airlines,2019-03-04,New York,True,1,Atlanta,10:47,08:25,180,Economy,20:37,18:15,2019-03-09
1269,United Airlines,2019-03-04,New York,True,1,Atlanta,12:57,10:35,186,Economy,21:12,18:50,2019-03-09
1270,American Airlines,2019-03-02,New York,False,4,Seattle,04:16,16:15,462,Economy,19:57,13:40,2019-03-13
1271,American Airlines,2019-03-08,Kuala Lumpur,False,1,San Francisco,16:07,04:00,587,Economy,16:25,10:30,2019-03-10
1272,Delta Airlines,2019-03-02,Rio de Janeiro,False,1,Atlanta,09:50,17:50,452,Economy,08:42,22:25,2019-03-05
1273,American Airlines,2019-03-04,New York,False,1,Chicago,08:24,05:05,247,Economy,15:06,11:20,2019-03-13
1274,Delta Airlines,2019-03-04,New York,True,1,Chicago,11:19,08:00,220,Economy,10:14,08:55,2019-03-13
1275,Southwest Airlines,2019-03-04,New York,True,1,Chicago,20:24,17:05,192,Economy,13:04,11:45,2019-03-13
1276,United Airlines,2019-03-04,New York,False,1,Chicago,20:32,14:05,270,Economy,15:49,14:30,2019-03-13
1277,American Airlines,2019-03-04,New York,False,4,Chicago,08:24,05:05,247,Economy,15:06,11:20,2019-03-13
1278,Delta Airlines,2019-03-04,New York,True,4,Chicago,11:19,08:00,220,Economy,10:14,08:55,2019-03-13
1279,Southwest Airlines,2019-03-04,New York,True,4,Chicago,20:24,17:05,192,Economy,13:04,11:45,2019-03-13
1280,United Airlines,2019-03-04,New York,False,4,Chicago,20:32,14:05,270,Economy,15:49,14:30,2019-03-13
