,average_rating,city,doctor_name,phone_number,street_address,type,appointment_date,appointment_time
958,3.50,,Maggioncalda Michael D DO,707-206-3044,1100 Trancas Street #350,General Practitioner,2019-03-08,12:00
959,3.40,,Family Health Center of Benicia,707-745-0711,1440 Military West # 101,General Practitioner,2019-03-12,11:00
960,3.40,,Family Health Center of Benicia,707-745-0711,1440 Military West # 101,General Practitioner,2019-03-12,17:00
961,4.50,,"Dr. Ruth E. Hoddinott, MD",650-301-0500,795 El Camino Real,General Practitioner,2019-03-10,14:00
962,3.70,,Dr. Robert Greenberg,925-277-1300,3511 School Street,Dermatologist,2019-03-02,12:00
963,3.70,,"Attia Kadri, M.D.",510-204-5600,2500 Milvia Street,Gynecologist,2019-03-14,15:00
964,4.50,Antioch,"Andrew Ness, MD",925-293-8934,1200 Central Boulevard suite d,Dermatologist,,
965,4.70,Antioch,Delta Aesthetics,925-757-5311,320 Lennon Lane,Dermatologist,,
966,3.20,Antioch,Diablo Dermatology,925-754-6767,3807 Lone Tree Way,Dermatologist,,
967,4.50,,"Andrew Ness, MD",925-293-8934,1200 Central Boulevard suite d,Dermatologist,2019-03-07,17:00
968,5.00,,"Aesthetic Dermatology and Skin Cancer: Jeffrey H. Binstock, M.D.",415-383-5475,45 Castro Street,Dermatologist,2019-03-06,14:00
969,5.00,,"Aaron Tward, M.D.",415-353-2757,2380 Sutter Street,ENT Specialist,2019-03-06,14:00
970,3.80,San Mateo,Bay Family Medical Group: Paley Adam E MD,650-348-7923,801 Brewster Avenue #240,General Practitioner,,
971,5.00,San Mateo,"Dr. Brian T. Mitchell, DO",650-343-3122,50 South San Mateo Drive,General Practitioner,,
972,5.00,San Mateo,"Dr. Masayasu Kihira, MD",650-558-9364,60 North El Camino Real,General Practitioner,,
973,5.00,San Mateo,Hipolito Ernesto B MD,650-570-2273,1 Baywood Ave # 6,General Practitioner,,
974,3.70,San Mateo,Kawano David MD,650-579-4407,301 Industrial Road Level 3,General Practitioner,,
975,4.80,San Mateo,"Richard Young, MD",650-342-2974,100 South Ellsworth Avenue Ste 504,General Practitioner,,
976,3.80,,Bay Family Medical Group: Paley Adam E MD,650-348-7923,801 Brewster Avenue #240,General Practitioner,2019-03-14,14:30
977,3.70,,"Attia Kadri, M.D.",510-204-5600,2500 Milvia Street,Gynecologist,2019-03-09,14:30
978,5.00,,Bay Area Retina Associates,925-463-8200,2219 Buchanan Road #6,Ophthalmologist,2019-03-09,16:30
979,3.70,,Abazari Mina MD,949-916-9100,5050 West El Camino Real # 110,General Practitioner,2019-03-01,15:30
980,4.90,,Bay Area Obstetrics & Gynecology,650-238-6244,1850 Sullivan Avenue Suite 550,Gynecologist,2019-03-05,14:30
981,4.00,,Byrne Eileen MD,650-321-4121,550 Hamilton Avenue # 329,General Practitioner,2019-03-05,17:00
982,4.30,,Ferry James A MD,925-813-6500,5601 Deer Valley Road,Gynecologist,2019-03-11,16:00
983,5.00,San Carlos,"Jennifer C. Boldrick, M.D.",415-600-3451,55 2nd Street,Dermatologist,,
984,5.00,San Carlos,"Shaheen Khosla, DO",650-591-8501,1010 Laurel Street,Dermatologist,,
985,5.00,,"Shaheen Khosla, DO",650-591-8501,1010 Laurel Street,Dermatologist,2019-03-04,11:00
986,3.70,,John Muir Medical Group: Dr. Manisha Shingate,925-224-0722,5860 Owens Drive Suite 210,General Practitioner,2019-03-01,12:00
987,4.60,,"Cynthia S. Chiu, MD, FACS, Inc.",510-836-2122,491 30th Street #201,Ophthalmologist,2019-03-14,13:00
988,5.00,,"Audrey Koh, MD (Associates In Obstetrics and Gynecology)",415-923-3128,94109. parking entry on Hyde St 1199 Bush Street Suite 500 Suite 500,Gynecologist,2019-03-09,12:30
989,4.60,,"Alphaeus Wise, MD",925-935-3113,1181 Boulevard Way B,General Practitioner,2019-03-02,12:00
990,5.00,San Rafael,"Dr. Kathryn K. Najafi-Tagol, MD",415-444-0301,901 E Street,Ophthalmologist,,
991,5.00,,"Dr. Kathryn K. Najafi-Tagol, MD",415-444-0301,901 E Street,Ophthalmologist,2019-03-07,14:30
992,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-04,10:00
993,5.00,,"Dr. Christine P. Weigen, MD",800-230-7526,2636 Telegraph Avenue,General Practitioner,2019-03-13,14:00
994,5.00,,"Dr. Lloyd C Ford, MD - Contra Costa ENT a Division of BASS Medical Group",925-932-3112,365 Lennon Lane Suite 280,ENT Specialist,2019-03-11,13:30
995,4.00,,"Dr. Mehrnoosh Almassi, MD",925-674-2125,2485 High School Street #111,Gynecologist,2019-03-13,15:30
996,5.00,,Chen M Dwight MD,408-523-3900,360 Dardanelli Lane #2d,Gynecologist,2019-03-11,10:00
997,5.00,,"Dr. Debra Shapiro, MD",650-697-8808,1720 El Camino Real # 120,Gynecologist,2019-03-09,14:00
998,5.00,,"Cosmetic & Restorative Dermatology: Marek Lorenc, M.D.",707-578-1800,"2929, 2290 Sacramento Street",Dermatologist,2019-03-02,13:30
999,5.00,,"Avis E. Logan, M.D.",510-985-5020,3100 San Pablo Avenue Suite 310,General Practitioner,2019-03-08,10:00
1000,4.80,,"J. Timothy Murphy, M.D.",415-209-2609,468 Tehama Street A,General Practitioner,2019-03-11,12:00
1001,3.50,Pittsburg,"Dr. Sharon Y. de Edwards, MD FACOG NCMP",925-754-9961,2240 Gladstone Drive #1,Gynecologist,,
1002,3.50,,"Dr. Sharon Y. de Edwards, MD FACOG NCMP",925-754-9961,2240 Gladstone Drive #1,Gynecologist,2019-03-13,11:30
1003,5.00,St. Helena,"Francis Mueller, MD",707-259-2000,1103 Trancas Street B,General Practitioner,,
1004,5.00,,Family Birth Place,707-963-6505,10 Woodland Road,Gynecologist,2019-03-03,15:00
1005,5.00,,"Caroline Schreiber, MD",510-645-9900,3100 Telegraph Avenue # 2109,General Practitioner,2019-03-05,13:00
1006,4.00,,Access Health,408-729-7690,301 Old San Francisco Road Level 2,General Practitioner,2019-03-08,13:30
1007,3.60,,Andolsen Richard J MD,707-433-7013,300 Mason Street,General Practitioner,2019-03-07,12:00
1008,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-08,13:00
1009,5.00,,"Dr. Brian T. Mitchell, DO",650-343-3122,50 South San Mateo Drive,General Practitioner,2019-03-02,12:00
1010,3.50,,Maggioncalda Michael D DO,707-206-3044,1100 Trancas Street #350,General Practitioner,2019-03-02,10:00
1011,4.30,,Dermatology Associates of the Bay Area,510-741-7299,500 Alfred Nobel Drive #245,Dermatologist,2019-03-14,14:30
1012,3.40,,Advanced Laser & Skin Care Center,925-743-1488,101 Park Place,Dermatologist,2019-03-13,11:30
1013,5.00,,Alchemy John MD,707-576-7000,"Sonoma Ave, # 44, 1820 Doctors Park Drive",General Practitioner,2019-03-14,15:30
1014,5.00,,Contra-Costa Regional Med Center: Hubiak Melissa M MD,925-370-5110,2500 Alhambra Avenue,General Practitioner,2019-03-12,11:00
1015,5.00,,"Makela Women's Health: Sandra Makela, M.D.",408-335-7774,3425 South Bascom Avenue #235,Gynecologist,2019-03-09,17:00
1016,5.00,,"Albert Pisani, M.D.",650-934-7520,2490 Hospital Drive #111,Gynecologist,2019-03-10,16:00
1017,5.00,,"Donna J. Lee, MD",650-498-7949,301 Industrial Road,Ophthalmologist,2019-03-09,15:00
1018,4.20,,Dermatology and Laser Centre,925-820-3376,4680 Tassajara Road,Dermatologist,2019-03-11,15:30
1019,5.00,,Arthur H Coleman Medical Center: Dickey Jan V MD,415-467-1400,4340 Redwood Highway Suite A-22,General Practitioner,2019-03-10,13:00
1020,4.30,,Ferry James A MD,925-813-6500,5601 Deer Valley Road,Gynecologist,2019-03-09,15:30
1021,5.00,,"Dr. Fasih A. Hameed, MD",707-559-7510,1301 Southpoint Boulevard,General Practitioner,2019-03-02,11:00
1022,5.00,,"Anjali Tate, M.D.",510-845-8035,2400 Samaritan Drive #105,Gynecologist,2019-03-08,10:00
1023,3.50,,"Gul A. Zikria, M.D., FACOG",408-217-7781,1109 South Park Victoria Drive,Gynecologist,2019-03-01,14:30
1024,4.00,Sunnyvale,"Bernard Recht, Ph.D., M.D.",408-736-0441,603 South Knickerbocker Drive,Dermatologist,,
1025,5.00,Sunnyvale,"Jennifer Chan, M.D.",916-773-7979,5933 Coronado Lane,Dermatologist,,
1026,4.00,,"Bernard Recht, Ph.D., M.D.",408-736-0441,603 South Knickerbocker Drive,Dermatologist,2019-03-08,17:00
1027,4.60,,Babak Edraki MD,925-627-3440,1479 Ygnacio Valley Road,Gynecologist,2019-03-05,17:00
1028,5.00,,"Alex De Moraes, MD",707-257-1550,935 Trancas Street,General Practitioner,2019-03-03,16:30
1029,4.00,,MarinEyes,415-892-0111,2100 Webster Street #214,Ophthalmologist,2019-03-13,12:30
1030,5.00,,Arthur H Coleman Medical Center: Dickey Jan V MD,415-467-1400,4340 Redwood Highway Suite A-22,General Practitioner,2019-03-07,15:30
1031,4.90,,Bay Area Retina Associates,925-943-6800,122 La Casa Via,Ophthalmologist,2019-03-05,11:00
1032,5.00,,"Dr. Patricia W. Kulawiak, MD",707-431-1427,421 March Avenue D,General Practitioner,2019-03-01,15:00
1033,5.00,,"Dr. Chika Akera, MD",925-363-2000,2500 Alhambra Avenue,General Practitioner,2019-03-12,16:00
1034,5.00,,"Dr. Dan R. Lightfoot, MD",707-575-3800,3536 Mendocino Avenue #380,Ophthalmologist,2019-03-14,14:00
1035,5.00,,"Jennifer C. Boldrick, M.D.",415-600-3451,55 2nd Street,Dermatologist,2019-03-06,16:30
1036,5.00,,"Dr. Julianne G. O'callahan, MD",650-366-4633,2950 Whipple Avenue,Gynecologist,2019-03-02,13:30
1037,5.00,,"Dr. Faith R. Protsman, MD",408-846-6444,9360 North Name Uno,General Practitioner,2019-03-13,14:00
1038,4.20,,Benson Frederick P MD,408-224-6236,6950 Santa Teresa Boulevard,General Practitioner,2019-03-08,16:30
1039,5.00,,"Alan B. Scott, M.D.",415-923-3120,2100 Webster Street suite 214,Ophthalmologist,2019-03-01,11:00
1040,5.00,,Alchemy John MD,707-576-7000,"Sonoma Ave, # 44, 1820 Doctors Park Drive",General Practitioner,2019-03-01,11:30
1041,5.00,,"Dr. Fasih A. Hameed, MD",707-559-7510,1301 Southpoint Boulevard,General Practitioner,2019-03-12,14:00
1042,5.00,,Clear Skin Concierge,424-256-5699,2435 Webster Street #101,Dermatologist,2019-03-11,10:30
1043,5.00,,"Anjali Tate, M.D.",510-845-8035,2400 Samaritan Drive #105,Gynecologist,2019-03-11,12:30
1044,5.00,,Berkeley Family Practice Medical: Zaman Aysha MD,510-841-1647,3000 Colby Street #201,General Practitioner,2019-03-01,12:00
1045,5.00,,"Catherine Wang, MD",925-947-0417,2621 Shadelands Drive,General Practitioner,2019-03-06,13:30
1046,4.70,,Baldwin Medical Group: Baldwin Vincent MD,510-357-3790,1501 3rd Street,General Practitioner,2019-03-11,15:30
1047,5.00,,"David Quincy, M.D., MPH",408-241-3801,2734 East El Camino Real,General Practitioner,2019-03-08,11:30
1048,5.00,Morgan Hill,Dr. Becky Kroll,408-779-5546,777 Knowles Drive #8,General Practitioner,,
1049,3.70,Morgan Hill,"Dr. Robin E. Bennett, DO",408-776-8040,18181 Butterfield Boulevard #180,General Practitioner,,
1050,5.00,Morgan Hill,Perez Ricardo MD,408-779-0668,18181 Butterfield Boulevard #180,General Practitioner,,
1051,5.00,,Dr. Becky Kroll,408-779-5546,777 Knowles Drive #8,General Practitioner,2019-03-08,15:30
1052,5.00,,Berman Skin Institute,650-325-6000,321 Middlefield Road # 245,Dermatologist,2019-03-14,13:30
1053,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-12,10:30
1054,5.00,,"Beatrice Burke, MD",650-344-1114,136 North San Mateo Drive #101,Gynecologist,2019-03-01,15:30
1055,5.00,,Blossom Ridge Medical Group: Zimmer J Kirk MD,408-377-9180,555 Knowles Drive #203,General Practitioner,2019-03-07,12:00
1056,4.30,,Alta Eye Care,408-502-6188,1085 West El Camino Real Level 2,Ophthalmologist,2019-03-04,12:00
1057,4.80,,"Carla Stelling, MD",510-275-7492,3300 Webster Street #1200,Gynecologist,2019-03-12,12:30
1058,3.70,,Medicus: Carrillo Lornalyn J MD,650-994-0459,1800 Sullivan Avenue,General Practitioner,2019-03-06,12:30
1059,3.90,,"John Chiu, M.D.",408-863-0709,700 West Parr Avenue,General Practitioner,2019-03-02,10:00
1060,5.00,,"Jennifer C. Boldrick, M.D.",415-600-3451,55 2nd Street,Dermatologist,2019-03-13,16:00
1061,5.00,Livermore,"Mignonette (Mae) Willkom, MD",925-454-4280,1447 Cedarwood Lane # A,General Practitioner,,
1062,4.00,Livermore,"Sonal Aggarwal, MD",925-373-0337,87 Fenton Street Suite 210,General Practitioner,,
1063,5.00,,"Mignonette (Mae) Willkom, MD",925-454-4280,1447 Cedarwood Lane # A,General Practitioner,2019-03-12,10:30
1064,5.00,,"Dr. Kathryn K. Najafi-Tagol, MD",415-444-0301,901 E Street,Ophthalmologist,2019-03-01,11:30
1065,5.00,,"Neil Fruman, MD - Retired",925-296-7490,1450 Treat Boulevard Suite 120B,General Practitioner,2019-03-01,15:30
1066,5.00,,Darith Khay Inc,408-254-4100,3030 Alum Rock Avenue,General Practitioner,2019-03-13,13:30
1067,4.70,,"Jonathan Kurss, MD",707-303-1719,500 Doyle Park Drive #200,Gynecologist,2019-03-14,17:00
1068,5.00,,"Avis E. Logan, M.D.",510-985-5020,3100 San Pablo Avenue Suite 310,General Practitioner,2019-03-01,15:30
1069,5.00,,Napa Dermatology Associates,707-252-2931,1700 2nd Street #220,Dermatologist,2019-03-12,13:30
1070,5.00,,Arthur H Coleman Medical Center: Dickey Jan V MD,415-467-1400,4340 Redwood Highway Suite A-22,General Practitioner,2019-03-08,17:30
1071,3.90,,"Advanced Dermatology & Skin Surgery, George Hsieh, M.D.",408-217-1905,4155 Moorpark Avenue #3,Dermatologist,2019-03-04,11:00
1072,5.00,,Bay Area Retina Associates,707-552-9596,1460 North Camino Alto #109,Ophthalmologist,2019-03-11,12:00
1073,3.70,,"Bayspring Medical Group: Dr. Marilyn Milkman, MD",415-674-2600,1199 Bush Street,Gynecologist,2019-03-05,10:00
1074,3.60,,Cheney Tamara MD,510-248-1700,2287 Mowry Avenue suite c,General Practitioner,2019-03-01,14:30
1075,5.00,,"Benjamin Sadoff, MD",925-677-0500,2700 Grant Street Suite 200,General Practitioner,2019-03-09,12:30
1076,5.00,,"Alan B. Scott, M.D.",415-923-3120,2100 Webster Street suite 214,Ophthalmologist,2019-03-10,12:30
1077,5.00,,Contra-Costa Regional Med Center: Cominos Eve D MD,925-370-5000,2500 Alhambra Avenue,General Practitioner,2019-03-01,14:30
1078,5.00,,"Alan B. Scott, M.D.",415-923-3120,2100 Webster Street suite 214,Ophthalmologist,2019-03-10,17:30
1079,5.00,,"Alejandra de Alba, M.D.",415-353-2800,291 Geary Street #700,Ophthalmologist,2019-03-07,13:00
1080,5.00,,"Avis E. Logan, M.D.",510-985-5020,3100 San Pablo Avenue Suite 310,General Practitioner,2019-03-03,11:30
1081,4.30,,Alta Eye Care,408-502-6188,1085 West El Camino Real Level 2,Ophthalmologist,2019-03-04,14:30
1082,4.60,,"Alphaeus Wise, MD",925-935-3113,1181 Boulevard Way B,General Practitioner,2019-03-09,11:00
1083,4.60,,Babak Edraki MD,925-627-3440,1479 Ygnacio Valley Road,Gynecologist,2019-03-06,12:30
1084,5.00,Alameda,"Dr. April Fredian, MD",510-992-3104,450 Park Street #100b,General Practitioner,,
1085,5.00,Alameda,"William Sellman, MD",510-521-2300,2433 Central Avenue,General Practitioner,,
1086,4.80,,"Carla Stelling, MD",510-275-7492,3300 Webster Street #1200,Gynecologist,2019-03-12,14:00
1087,5.00,,"Albert Pisani, M.D.",650-934-7520,2490 Hospital Drive #111,Gynecologist,2019-03-01,17:30
