,city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
251,Portland,2019-03-04,Oregon Ballet Theatre,Theater,55,18:30,Newmark Theatre,1111 Southwest Broadway,
252,Portland,2019-03-01,Pdx Improv All Stars,Theater,50,17:00,Curious Comedy Annex,5229 Northeast Martin Luther King Junior Boulevard,
253,Portland,2019-03-05,Princess Ida,Theater,45,18:30,Alpenrose Opera House,6149 Southwest Shattuck Road,
254,Portland,2019-03-13,Red By John Logan,Theater,50,18:00,Shaking the Tree Theatre,823 Southeast Grant Street,
255,Portland,2019-03-10,Summer Improv Intensive,Theater,40,19:00,Curious Comedy Theater,5225 Northeast Martin Luther King Junior Boulevard,
256,Seattle,2019-03-10,Beatleconcert,Theater,50,17:00,12th Avenue Arts,1620 12th Avenue,
257,Seattle,2019-03-02,Blood Water Paint,Theater,30,18:00,12th Avenue Arts,1620 12th Avenue,
258,Seattle,2019-03-11,Comedysportz,Theater,20,18:00,CSz Seattle - Home of ComedySportz,3509 Fremont Avenue North,
259,Seattle,2019-03-04,Digi Boi The Musical,Theater,55,17:30,The Pocket Theater,8312 Greenwood Avenue North,
260,Seattle,2019-03-03,Improv Camp For Teens,Theater,20,17:00,Unexpected Productions Improv,1428 Post Alley,
261,Seattle,2019-03-02,Improv For Content Creators,Theater,40,16:00,The Atlas Theatre,3509 Fremont Avenue North,
262,Seattle,2019-03-04,Improv For Everyone,Theater,20,17:30,Theater Puget Sound,"Armory, 305 Harrison Street",
263,Seattle,2019-03-14,Improv Happy Hour,Theater,35,18:30,Unexpected Productions Improv,1428 Post Alley,
264,Seattle,2019-03-11,Improv Workshop,Theater,35,17:00,Queen Anne Branch - The Seattle Public Library,400 West Garfield Street,
265,Seattle,2019-03-07,Maritess Zurbano Hypnotist,Theater,35,18:30,Copious,2220 Northwest Market Street,
266,Chicago,2019-03-04,All That He Was,Theater,55,17:30,"The Buena, Pride Arts Center",4147 North Broadway,
267,Chicago,2019-03-04,Casa Valentina,Theater,20,16:30,PRIDE ARTS CENTER,4139 North Broadway,
268,Chicago,2019-03-04,Comedysportz,Theater,30,16:00,CSz Theater Chicago,929 West Belmont Avenue,
269,Chicago,2019-03-04,Countess Dracula,Theater,30,19:30,Otherworld Theatre Performance Venue and Bar,3914 North Clark Street,
270,Chicago,2019-03-04,Dinner Detective,Theater,25,19:30,Chicago Marriott Downtown Magnificent Mile,540 North Michigan Avenue,
271,Chicago,2019-03-04,Drunk Shakespeare,Theater,20,16:00,The Lion Theatre,182 North Wabash Avenue,
272,Chicago,2019-03-04,Emma,Theater,60,18:00,Lifeline Theatre,6912 North Glenwood Avenue,
273,Chicago,2019-03-04,Every Brilliant Thing,Theater,45,18:00,Windy City Playhouse,3014 West Irving Park Road,
274,Chicago,2019-03-04,Frankenstein,Theater,50,19:30,Lookingglass Theatre Company,821 North Michigan Avenue,
275,Chicago,2019-03-04,Helvetica,Theater,20,17:30,Nox Arca Theatre,4001 North Ravenswood Avenue #405,
276,Cape Town,2019-03-07,Fiddler On The Roof,Theater,20,19:30,The Playhouse Theatre Somerset West,"Swalle Street, Golden Acre",
277,Cape Town,2019-03-06,Klippies Van Die Grond,Theater,20,19:30,Theatre Arts Admin Collective,"26 Wesley Street, Observatory",
278,Atlanta,2019-03-03,Benjamin Francis Leftwich,Music,30,19:00,Vinyl,1374 West Peachtree Street Northwest,
279,Atlanta,2019-03-03,Chicago,Music,35,18:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
280,Atlanta,2019-03-03,Gipsy Kings,Music,30,19:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
281,Atlanta,2019-03-03,Indigo Girls,Music,50,19:00,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
282,Atlanta,2019-03-03,Kaskade,Music,55,16:30,Ravine,1021 Peachtree Street Northeast,
283,Atlanta,2019-03-03,Mark Knopfler,Music,25,17:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
284,Atlanta,2019-03-03,Maxwell,Music,20,19:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
285,Atlanta,2019-03-03,Ra Ra Riot,Music,30,19:00,The Loft,1374 West Peachtree Street Northwest,
286,Portland,2019-03-09,Annual School Performance,Theater,30,19:00,Newmark Theatre,1111 Southwest Broadway,
287,Portland,2019-03-09,Beirut By Alan Bowne,Theater,60,16:30,Shoe Box Theater,2110 Southeast 10th Avenue,
288,Portland,2019-03-09,Escaped Alone,Theater,30,17:30,Shaking the Tree Theatre,823 Southeast Grant Street,
289,Portland,2019-03-09,Mala By Melinda Lopez,Theater,30,18:30,CoHo Productions,2257 Northwest Raleigh Street,
290,Portland,2019-03-09,Pdx Improv All Stars,Theater,35,17:00,Curious Comedy Annex,5229 Northeast Martin Luther King Junior Boulevard,
291,Portland,2019-03-09,Princess Ida,Theater,50,17:30,Alpenrose Opera House,6149 Southwest Shattuck Road,
292,Portland,2019-03-09,Red By John Logan,Theater,30,18:00,Shaking the Tree Theatre,823 Southeast Grant Street,
293,Portland,2019-03-09,Troilus And Cressida,Theater,35,17:30,Shaking the Tree Theatre,823 Southeast Grant Street,
294,Portland,2019-03-09,West Side Story,Theater,30,19:30,Dolores Winningstad Theatre,1111 Southwest Broadway,
295,Portland,2019-03-03,Annual School Performance,Theater,40,16:00,Newmark Theatre,1111 Southwest Broadway,
296,Portland,2019-03-03,Beirut By Alan Bowne,Theater,50,17:30,Shoe Box Theater,2110 Southeast 10th Avenue,
297,Portland,2019-03-03,Escaped Alone,Theater,45,16:30,Shaking the Tree Theatre,823 Southeast Grant Street,
298,Portland,2019-03-03,Heathers The Musical,Theater,40,18:30,Funhouse Lounge,2432 Southeast 11th Avenue,
299,Portland,2019-03-03,Mala By Melinda Lopez,Theater,25,19:30,CoHo Productions,2257 Northwest Raleigh Street,
300,Portland,2019-03-03,Oregon Ballet Theatre,Theater,40,19:30,Newmark Theatre,1111 Southwest Broadway,
301,Portland,2019-03-03,Pdx Improv All Stars,Theater,50,16:30,Curious Comedy Annex,5229 Northeast Martin Luther King Junior Boulevard,
302,Portland,2019-03-03,Princess Ida,Theater,30,16:30,Alpenrose Opera House,6149 Southwest Shattuck Road,
303,Portland,2019-03-03,Red By John Logan,Theater,50,18:00,Shaking the Tree Theatre,823 Southeast Grant Street,
304,Portland,2019-03-03,Summer Improv Intensive,Theater,20,17:30,Curious Comedy Theater,5225 Northeast Martin Luther King Junior Boulevard,
305,New York,2019-03-13,Abbi Jacobson,Music,50,19:30,Kaufmann Concert Hall,1395 Lexington Avenue,
306,New York,2019-03-13,Alma Deutscher,Music,25,17:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
307,New York,2019-03-13,Ben Harper,Music,55,17:00,Pier 17,89 South Street,
308,New York,2019-03-13,Black Uhuru,Music,35,16:00,Sony Hall,235 West 46th Street,
309,New York,2019-03-13,Buddy Guy,Music,60,19:00,Sony Hall,235 West 46th Street,
310,New York,2019-03-13,Carbon Leaf,Music,30,16:30,Sony Hall,235 West 46th Street,
311,New York,2019-03-13,Crystal Method,Music,30,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",
312,New York,2019-03-13,Denis Matsuev,Music,55,17:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
313,San Rafael,2019-03-07,Cabaret Kids,Theater,20,16:30,Marin Center Showcase Theater,10 Avenue of the Flags,
314,San Rafael,2019-03-07,Circular By Laura Shamas,Theater,35,19:00,Altertheater Ensemble,1333 4th Street,
315,San Rafael,2019-03-07,Measure For Measure,Theater,35,18:30,Forest Meadows Amphitheatre,890 Belle Avenue,
316,San Rafael,2019-03-07,Spamalot,Theater,35,16:00,Forest Meadows Amphitheatre,890 Belle Avenue,
317,San Rafael,2019-03-07,Theatre Of Dreams,Theater,25,18:30,Marin Center Showcase Theater,10 Avenue of the Flags,
318,Portland,2019-03-10,Bastille,Music,20,17:30,Theater Of The Clouds,1016-1098 North Center Court Street,
319,Portland,2019-03-02,Benjamin Francis Leftwich,Music,55,19:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,
320,Portland,2019-03-13,Bryan Adams,Music,20,18:30,Theater Of The Clouds,1016-1098 North Center Court Street,
321,Portland,2019-03-04,Damien Jurado,Music,25,19:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,
322,Portland,2019-03-06,Dave Alvin Oregon,Music,35,18:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,
323,Portland,2019-03-14,Friends,Music,50,16:00,Newmark Theatre,1111 Southwest Broadway,
324,Portland,2019-03-11,Nick Kroll,Music,30,18:00,Newmark Theatre,1111 Southwest Broadway,
325,Portland,2019-03-05,The Priests,Music,40,19:30,Polaris Hall,635 North Killingsworth Court,
326,New York,2019-03-05,Abbi Jacobson,Music,40,17:00,Kaufmann Concert Hall,1395 Lexington Avenue,
327,New York,2019-03-05,Ben Harper,Music,40,19:30,Pier 17,89 South Street,
328,New York,2019-03-05,Black Uhuru,Music,60,17:30,Sony Hall,235 West 46th Street,
329,New York,2019-03-05,Blackbear,Music,40,17:00,Pier 17,89 South Street,
330,New York,2019-03-05,Boston Symphony Orchestra,Music,45,16:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
331,New York,2019-03-05,Buddy Guy,Music,35,17:00,Sony Hall,235 West 46th Street,
332,New York,2019-03-05,Carbon Leaf,Music,60,17:30,Sony Hall,235 West 46th Street,
333,New York,2019-03-05,Crooked Colours,Music,20,19:30,Rough Trade NYC,"64 North 9th Street, Brooklyn",
334,New York,2019-03-05,Denis Matsuev,Music,60,18:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
335,New York,2019-03-05,Dj Gravy,Music,30,17:30,Sony Hall,235 West 46th Street,
336,New York,2019-03-08,Alma Deutscher,Music,45,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
337,New York,2019-03-08,Black Uhuru,Music,25,17:00,Sony Hall,235 West 46th Street,
338,New York,2019-03-08,Blackbear,Music,45,16:30,Pier 17,89 South Street,
339,New York,2019-03-08,Boston Symphony Orchestra,Music,40,16:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
340,New York,2019-03-08,Buddy Guy,Music,25,18:30,Sony Hall,235 West 46th Street,
341,New York,2019-03-08,Denis Matsuev,Music,45,16:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
342,New York,2019-03-08,Emanuel Ax,Music,30,17:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
343,New York,2019-03-08,Finneas,Music,40,19:30,Warsaw,"261 Driggs Avenue, Brooklyn",
344,New York,2019-03-08,France Rocks Festival,Music,30,17:30,Bruno Walter Auditorium,111 Amsterdam Avenue,
345,New York,2019-03-08,Geto Boys,Music,60,18:00,Sony Hall,235 West 46th Street,
346,Portland,2019-03-02,Annual School Performance,,45,17:00,Newmark Theatre,1111 Southwest Broadway,1
347,Livermore,2019-03-06,Reo Speedwagon,Music,50,16:30,Concerts at Wente Vineyards,5050 Arroyo Road,
348,Livermore,2019-03-06,Reo Speedwagon,,50,16:30,Concerts at Wente Vineyards,5050 Arroyo Road,1
349,San Diego,2019-03-09,About Time,Theater,40,16:00,Talent to aMuse Theatre Co,3919 Normal Street,
350,San Diego,2019-03-09,American Idiot The Musical,Theater,45,17:30,OB Playhouse & Theatre Company,4944 Newport Avenue D,
351,San Diego,2019-03-03,Arsenic And Old Lace,Theater,25,17:30,Northminster Presbyterian Church,4324 Clairemont Mesa Boulevard,
352,San Diego,2019-03-09,Dance Nation,Theater,35,17:30,Moxie Theatre,6663 El Cajon Boulevard Ste N,
353,San Diego,2019-03-14,Foxfire,Theater,50,19:30,Scripps Ranch Theatre,9783 Avenue of Nations,
354,San Diego,2019-03-02,King Lear,Theater,45,18:30,Westminster Presbyterian Church,3598 Talbot Street,
355,San Diego,2019-03-05,Once Upon A Mattress,Theater,20,17:00,Mission Hills United Church of Christ,4070 Jackdaw Street,
356,San Diego,2019-03-14,She Kills Monsters,Theater,55,18:30,Saville Theatre,"14th St &, C Street",
357,San Diego,2019-03-11,Speed The Plow,Theater,60,16:00,Point Loma Playhouse,3035 Talbot Street,
358,San Diego,2019-03-07,The Fantasticks,Theater,45,16:00,Point Loma Playhouse,3035 Talbot Street,
359,San Diego,2019-03-09,About Time,,40,16:00,Talent to aMuse Theatre Co,3919 Normal Street,2
360,Los Angeles,2019-03-07,Adieu Monsieur Haffmann,,55,18:00,Theatre Raymond Kabbaz,10361 West Pico Boulevard,3
361,Los Angeles,2019-03-01,A Year In Dragonfly,,55,19:30,Studio C Artists,6448 California 2,2
362,San Diego,2019-03-12,Fidlar,Music,25,16:30,The Observatory North Park,2891 University Avenue,
363,San Diego,2019-03-12,Hozier,Music,35,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
364,San Diego,2019-03-12,Local Natives,Music,25,18:00,Music Box,1337 India Street,
365,San Diego,2019-03-12,Maribou State,Music,40,18:00,The Observatory North Park,2891 University Avenue,
366,San Diego,2019-03-12,Surf Curse,Music,25,18:30,The Observatory North Park,2891 University Avenue,
367,San Diego,2019-03-12,The Japanese House,Music,30,17:00,The Observatory North Park,2891 University Avenue,
368,San Diego,2019-03-12,The Waterboys,Music,55,17:30,The Observatory North Park,2891 University Avenue,
369,San Diego,2019-03-12,Through The Roots,Music,45,18:00,The Observatory North Park,2891 University Avenue,
370,San Diego,2019-03-12,Yungblud,Music,50,17:30,The Observatory North Park,2891 University Avenue,
371,San Diego,2019-03-12,Zz Top,Music,20,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
372,San Diego,2019-03-12,Fidlar,,25,16:30,The Observatory North Park,2891 University Avenue,3
373,Los Angeles,2019-03-01,Adieu Monsieur Haffmann,Theater,40,16:30,Theatre Raymond Kabbaz,10361 West Pico Boulevard,
374,Los Angeles,2019-03-01,Asssscat,Theater,35,18:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
375,Los Angeles,2019-03-01,At The Table,Theater,40,16:00,Lankershim Arts Center,5108 Lankershim Boulevard,
376,Los Angeles,2019-03-01,Benji Hughes,Theater,20,18:30,The Teragram Ballroom,1234 West 7th Street,
377,Los Angeles,2019-03-01,Characters Welcome,Theater,20,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
378,Los Angeles,2019-03-01,Good Mourning,Theater,55,19:00,The Hudson Theatres,6539 Santa Monica Boulevard,
379,Los Angeles,2019-03-01,Improv Nerds,Theater,50,17:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
380,Los Angeles,2019-03-01,Lavender Men,Theater,40,19:00,Skylight Theatre Company,1816 1/2 North Vermont Avenue,
381,Los Angeles,2019-03-01,Legitimate Goddamn Theatre,Theater,20,17:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
382,Los Angeles,2019-03-01,A Year In Dragonfly,,55,19:30,Studio C Artists,6448 California 2,1
383,New York,2019-03-04,Acting For Teens,,35,18:00,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,3
384,Los Angeles,2019-03-05,Aldous Harding,Music,30,17:00,Lodge Room,104 North Avenue 56 2nd Floor,
385,Los Angeles,2019-03-05,Angel Olsen,Music,30,16:30,Palace Theatre,630 South Broadway,
386,Los Angeles,2019-03-05,Emeli Sande,Music,30,17:30,The Theatre at Ace Hotel,929 South Broadway,
387,Los Angeles,2019-03-05,Foy Vance,Music,20,17:30,Palace Theatre,630 South Broadway,
388,Los Angeles,2019-03-05,Girl In Red,Music,50,16:30,The Teragram Ballroom,1234 West 7th Street,
389,Los Angeles,2019-03-05,Joanna Newsom,Music,20,17:30,Hollywood American Legion Post 43,2035 North Highland Avenue,
390,Los Angeles,2019-03-05,Jpegmafia,Music,40,17:00,The Teragram Ballroom,1234 West 7th Street,
391,Los Angeles,2019-03-05,Kamasi Washington,Music,55,18:30,The Theatre at Ace Hotel,929 South Broadway,
392,Los Angeles,2019-03-05,Lcs Summer Split,Music,45,18:00,LCS Studios,12312 West Olympic Boulevard,
393,Los Angeles,2019-03-05,Aldous Harding,,30,17:00,Lodge Room,104 North Avenue 56 2nd Floor,3
394,London,2019-03-14,A Right Royale Tea,,50,19:00,Amba Hotel Charing Cross,Strand,2
395,Los Angeles,2019-03-01,Ain Gordon,Music,40,19:30,Ralph Freud Playhouse,245 Charles E Young Drive East,
396,Los Angeles,2019-03-01,Aldous Harding,Music,50,18:00,Lodge Room,104 North Avenue 56 2nd Floor,
397,Los Angeles,2019-03-01,Altin Gun,Music,20,19:00,The Teragram Ballroom,1234 West 7th Street,
398,Los Angeles,2019-03-01,America,Music,35,18:00,The Theatre at Ace Hotel,929 South Broadway,
399,Los Angeles,2019-03-01,Billy Strings,Music,45,18:30,Lodge Room,104 North Avenue 56 2nd Floor,
400,Los Angeles,2019-03-01,Brittany Howard,Music,60,19:30,The Theatre at Ace Hotel,929 South Broadway,
401,Los Angeles,2019-03-01,Finneas,Music,30,16:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
402,Los Angeles,2019-03-01,Girl In Red,Music,50,16:00,The Teragram Ballroom,1234 West 7th Street,
403,Los Angeles,2019-03-01,Joanna Newsom,Music,45,16:00,Hollywood American Legion Post 43,2035 North Highland Avenue,
404,Los Angeles,2019-03-01,Kishi Bashi,Music,25,17:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
405,Los Angeles,2019-03-01,Ain Gordon,,40,19:30,Ralph Freud Playhouse,245 Charles E Young Drive East,1
406,New York,2019-03-05,Advanced Acting Scene Study,Theater,30,18:30,TGW Acting Studio,358 West 44th Street,
407,New York,2019-03-05,Blks,Theater,30,19:30,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
408,New York,2019-03-05,Broadway Buddy Mentorship Cabaret,Theater,20,18:00,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
409,New York,2019-03-05,Comedysportz,Theater,45,19:00,ComedySportz New York City,318 West 53rd Street,
410,New York,2019-03-05,Dead End Comedy Show,Theater,60,16:00,Erv's,"2122 Beekman Place, Brooklyn",
411,New York,2019-03-05,Dear Brutus,Theater,35,17:00,Shetler Studios & Theatres,244 West 54th Street,
412,New York,2019-03-05,Drama Group,Theater,40,19:30,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
413,New York,2019-03-05,Drunk Shakespeare,Theater,50,19:30,Drunk Shakespeare,711 7th Avenue Floor 2,
414,New York,2019-03-05,Advanced Acting Scene Study,,30,18:30,TGW Acting Studio,358 West 44th Street,1
415,London,2019-03-14,A Right Royale Tea,,50,19:00,Amba Hotel Charing Cross,Strand,4
416,New York,2019-03-10,Advanced Acting Scene Study,,20,16:30,TGW Acting Studio,358 West 44th Street,4
417,Belvedere,2019-03-08,Chanticleer Concert,Music,55,18:00,St. Stephen's Episcopal Church,3 Bayview Avenue,
418,Belvedere,2019-03-08,Chanticleer Concert,,55,18:00,St. Stephen's Episcopal Church,3 Bayview Avenue,2
419,Portland,2019-03-11,Bastille,Music,30,19:00,Theater Of The Clouds,1016-1098 North Center Court Street,
420,Portland,2019-03-11,Bryan Adams,Music,55,17:30,Theater Of The Clouds,1016-1098 North Center Court Street,
421,Portland,2019-03-11,Damien Jurado,Music,55,19:30,The Old Church Concert Hall,1422 Southwest 11th Avenue,
422,Portland,2019-03-11,Friends,Music,55,19:00,Newmark Theatre,1111 Southwest Broadway,
423,Portland,2019-03-11,Bastille,,30,19:00,Theater Of The Clouds,1016-1098 North Center Court Street,3
424,Vancouver,2019-03-13,Alice In Glitterland,,20,16:00,The Wise,1882 Adanac Street,3
425,Portland,2019-03-06,Bastille,Music,40,16:30,Theater Of The Clouds,1016-1098 North Center Court Street,
426,Portland,2019-03-06,Bryan Adams,Music,35,16:00,Theater Of The Clouds,1016-1098 North Center Court Street,
427,Portland,2019-03-06,Friends,Music,50,17:00,Newmark Theatre,1111 Southwest Broadway,
428,Portland,2019-03-06,Bastille,,40,16:30,Theater Of The Clouds,1016-1098 North Center Court Street,2
429,Toronto,2019-03-04,Funtcase,Music,40,18:30,NEST,423 College Street,
430,Toronto,2019-03-04,Mac Demarco,Music,30,19:30,Woodbine Park,1695 Queen Street East,
431,Toronto,2019-03-04,Mavis Staples,Music,55,16:00,Telus Centre for Performance and Learning,273 Bloor Street West,
432,Toronto,2019-03-04,Melanie Martinez,Music,25,17:00,Rebel,11 Polson Street,
433,Toronto,2019-03-04,Mike Epps,Music,45,19:00,Bluma Appel Theatre,"Centre for the Arts, 27 Front Street East",
434,Toronto,2019-03-04,Summer Walker,Music,20,19:00,Rebel,11 Polson Street,
435,Toronto,2019-03-04,The Interrupters,Music,40,18:30,Rebel,11 Polson Street,
436,Toronto,2019-03-04,Funtcase,,40,18:30,NEST,423 College Street,4
437,Palo Alto,2019-03-13,Belarus To Brooklyn,Theater,50,16:30,Albert & Janet Schultz Cultural Arts Hall,San Antonio Road,
438,Palo Alto,2019-03-13,Belarus To Brooklyn,,50,16:30,Albert & Janet Schultz Cultural Arts Hall,San Antonio Road,1
439,Toronto,2019-03-02,Anne Of Green Gables,Theater,60,19:00,Lower Ossington Theatre,100 Ossington Avenue,
