,average_rating,city,is_unisex,phone_number,street_address,stylist_name,appointment_date,appointment_time
1148,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-08,11:30
1149,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-01,11:30
1150,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-08,11:00
1151,4.20,,True,650-873-5887,1027 Airport Boulevard,Philgood Cuts,2019-03-13,18:00
1152,4.70,,True,650-808-9828,725 Camino Plaza,Salon Mia Bella,2019-03-04,15:30
1153,3.30,,True,925-681-2887,790 Oak Grove Road Ste B,Great Clips,2019-03-01,15:00
1154,3.90,,True,415-419-5260,"1802, 2001 Larkspur Landing Circle",Barber Lane Marin,2019-03-02,12:00
1155,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-14,18:00
1156,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-07,11:30
1157,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,14:00
1158,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-01,10:30
1159,4.70,,False,510-574-0881,5154 Mowry Avenue,3Sixty Salon And Boutique,2019-03-01,15:00
1160,4.70,,False,510-574-0881,5154 Mowry Avenue,3Sixty Salon And Boutique,2019-03-12,18:00
1161,5.00,,True,650-345-9882,2260 Palm Avenue,Elite Hair Design,2019-03-14,17:30
1162,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-11,14:30
1163,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,12:30
1164,3.70,,True,415-285-8852,5214B Diamond Heights Boulevard,Great Clips,2019-03-04,13:30
1165,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,17:30
1166,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-14,14:00
1167,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-14,11:30
1168,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-11,18:30
1169,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-11,17:30
1170,4.30,,True,925-297-5127,15 Fiesta Lane,18|8 Fine Men'S Salons - Lafayette,2019-03-07,14:00
1171,4.70,,True,408-605-6261,14531 Big Basin Way,D & H Hair Salon,2019-03-08,17:00
1172,4.30,,True,925-462-2695,4275 First Street,Cosmo'S Barber Shop,2019-03-04,15:00
1173,4.80,,True,650-328-4855,2307 Birch Street,Dipietro Todd Salon,2019-03-01,10:30
1174,4.50,,False,650-349-2414,939 Edgewater Boulevard E,Barberia Salon,2019-03-10,11:00
1175,4.80,,True,707-838-8536,9025 Old Redwood Highway D,The Gentlemen'S Barbershop,2019-03-11,14:30
1176,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-05,11:00
1177,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,14:30
1178,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-01,13:00
1179,4.40,,True,408-763-6990,7520 Eigleberry Street,Garlic City Barbers,2019-03-14,16:00
1180,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-10,18:00
1181,4.90,,True,707-266-1108,1637 Lincoln Avenue,Stags Barbershop,2019-03-02,13:30
1182,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-09,14:00
1183,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-04,16:00
1184,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-04,17:30
1185,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-11,14:00
1186,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-05,12:30
1187,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-10,17:30
1188,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-01,18:00
1189,5.00,,True,510-473-7869,1502 1/2 Webster St,Al'S Barber Shop,2019-03-06,15:30
1190,4.50,,False,510-477-4782,34624 Alvarado-Niles Road,Precision Cutz,2019-03-08,11:30
1191,5.00,,True,650-345-9882,2260 Palm Avenue,Elite Hair Design,2019-03-14,11:00
