,class,date_of_journey,from,from_station,journey_start_time,number_of_adults,to,to_station,total,trip_protection
268,Value,2019-03-11,San Diego,Santa Fe Depot,08:00,1,Los Angeles,Union Station,57,True
269,Value,2019-03-11,San Diego,Santa Fe Depot,08:10,1,Los Angeles,Union Station,56,True
270,Value,2019-03-11,San Diego,Santa Fe Depot,10:20,1,Los Angeles,Union Station,54,True
271,Value,2019-03-11,San Diego,Santa Fe Depot,11:00,1,Los Angeles,Union Station,49,True
272,Value,2019-03-11,San Diego,Santa Fe Depot,11:30,1,Los Angeles,Union Station,59,True
273,Value,2019-03-11,San Diego,Santa Fe Depot,16:00,1,Los Angeles,Union Station,59,True
274,Value,2019-03-11,San Diego,Santa Fe Depot,19:00,1,Los Angeles,Union Station,60,True
275,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,06:30,1,Phoenix,Phoenix Union Station,122,True
276,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,06:40,1,Phoenix,Phoenix Union Station,123,True
277,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,12:00,1,Phoenix,Phoenix Union Station,137,True
278,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,14:50,1,Phoenix,Phoenix Union Station,140,True
279,Flexible,2019-03-04,Portland,Union Station,07:40,1,Vancouver,Pacific Central Station,101,True
280,Flexible,2019-03-04,Portland,Union Station,08:50,1,Vancouver,Pacific Central Station,96,True
281,Flexible,2019-03-04,Portland,Union Station,09:30,1,Vancouver,Pacific Central Station,96,True
282,Flexible,2019-03-04,Portland,Union Station,11:00,1,Vancouver,Pacific Central Station,94,True
283,Flexible,2019-03-04,Portland,Union Station,15:40,1,Vancouver,Pacific Central Station,107,True
284,Flexible,2019-03-04,Portland,Union Station,17:30,1,Vancouver,Pacific Central Station,83,True
285,Flexible,2019-03-04,Portland,Union Station,19:00,1,Vancouver,Pacific Central Station,94,True
286,Value,2019-03-10,Portland,Union Station,09:10,2,Seattle,King Street Station,117,True
287,Value,2019-03-10,Portland,Union Station,10:10,2,Seattle,King Street Station,109,True
288,Value,2019-03-10,Portland,Union Station,12:30,2,Seattle,King Street Station,123,True
289,Value,2019-03-10,Portland,Union Station,13:40,2,Seattle,King Street Station,87,True
290,Value,2019-03-10,Portland,Union Station,14:00,2,Seattle,King Street Station,101,True
291,Value,2019-03-10,Portland,Union Station,15:00,2,Seattle,King Street Station,102,True
292,Value,2019-03-10,Portland,Union Station,16:00,2,Seattle,King Street Station,104,True
293,Value,2019-03-10,Portland,Union Station,17:00,2,Seattle,King Street Station,99,True
294,Value,2019-03-10,Portland,Union Station,17:30,2,Seattle,King Street Station,112,True
295,Business,2019-03-14,Anaheim,Anaheim Intermodal Center,06:30,1,San Diego,Santa Fe Depot,89,True
296,Business,2019-03-14,Anaheim,Anaheim Intermodal Center,12:00,1,San Diego,Santa Fe Depot,93,True
297,Business,2019-03-14,Anaheim,Anaheim Intermodal Center,13:00,1,San Diego,Santa Fe Depot,87,True
298,Business,2019-03-14,Anaheim,Anaheim Intermodal Center,14:50,1,San Diego,Santa Fe Depot,94,True
299,Business,2019-03-14,Anaheim,Anaheim Intermodal Center,16:40,1,San Diego,Santa Fe Depot,93,True
300,Business,2019-03-14,Anaheim,Anaheim Intermodal Center,17:40,1,San Diego,Santa Fe Depot,94,True
301,Business,2019-03-14,Anaheim,Anaheim Intermodal Center,19:20,1,San Diego,Santa Fe Depot,96,True
302,Value,2019-03-09,San Diego,Santa Fe Depot,06:10,1,Los Angeles,Union Station,59,True
303,Value,2019-03-09,San Diego,Santa Fe Depot,06:40,1,Los Angeles,Union Station,52,True
304,Value,2019-03-09,San Diego,Santa Fe Depot,07:30,1,Los Angeles,Union Station,53,True
305,Value,2019-03-09,San Diego,Santa Fe Depot,08:00,1,Los Angeles,Union Station,59,True
306,Value,2019-03-09,San Diego,Santa Fe Depot,08:10,1,Los Angeles,Union Station,57,True
307,Value,2019-03-09,San Diego,Santa Fe Depot,10:20,1,Los Angeles,Union Station,46,True
308,Value,2019-03-09,San Diego,Santa Fe Depot,11:00,1,Los Angeles,Union Station,59,True
309,Value,2019-03-09,San Diego,Santa Fe Depot,11:30,1,Los Angeles,Union Station,54,True
310,Value,2019-03-09,San Diego,Santa Fe Depot,16:00,1,Los Angeles,Union Station,62,True
311,Value,2019-03-09,San Diego,Santa Fe Depot,19:00,1,Los Angeles,Union Station,60,True
312,Value,2019-03-06,Washington,Union Station,09:40,1,Chicago,Chicago Union Station,109,True
313,Value,2019-03-06,Washington,Union Station,11:10,1,Chicago,Chicago Union Station,111,True
314,Value,2019-03-06,Washington,Union Station,12:40,1,Chicago,Chicago Union Station,96,True
315,Value,2019-03-06,Washington,Union Station,13:40,1,Chicago,Chicago Union Station,107,True
316,Value,2019-03-06,Washington,Union Station,14:30,1,Chicago,Chicago Union Station,108,True
317,Flexible,2019-03-06,Washington,Union Station,09:40,1,Chicago,Chicago Union Station,127,True
318,Value,2019-03-10,Los Angeles,Union Station,06:00,3,Anaheim,Anaheim Intermodal Center,74,True
319,Value,2019-03-10,Los Angeles,Union Station,06:10,3,Anaheim,Anaheim Intermodal Center,69,True
320,Value,2019-03-10,Los Angeles,Union Station,06:30,3,Anaheim,Anaheim Intermodal Center,76,True
321,Value,2019-03-10,Los Angeles,Union Station,06:40,3,Anaheim,Anaheim Intermodal Center,82,True
322,Value,2019-03-10,Los Angeles,Union Station,07:40,3,Anaheim,Anaheim Intermodal Center,80,True
323,Value,2019-03-10,Los Angeles,Union Station,12:20,3,Anaheim,Anaheim Intermodal Center,69,True
324,Value,2019-03-10,Los Angeles,Union Station,14:00,3,Anaheim,Anaheim Intermodal Center,77,True
325,Value,2019-03-10,Los Angeles,Union Station,17:20,3,Anaheim,Anaheim Intermodal Center,69,True
326,Value,2019-03-10,Los Angeles,Union Station,19:20,3,Anaheim,Anaheim Intermodal Center,67,True
327,Value,2019-03-10,Los Angeles,Union Station,19:50,3,Anaheim,Anaheim Intermodal Center,68,True
328,Value,2019-03-12,New York,Grand Central Station,07:20,1,Washington,Union Station,67,True
329,Value,2019-03-12,New York,Grand Central Station,08:20,1,Washington,Union Station,71,True
330,Value,2019-03-12,New York,Grand Central Station,11:30,1,Washington,Union Station,69,True
331,Value,2019-03-12,New York,Grand Central Station,13:00,1,Washington,Union Station,68,True
332,Value,2019-03-12,New York,Grand Central Station,13:40,1,Washington,Union Station,68,True
333,Value,2019-03-12,New York,Grand Central Station,13:50,1,Washington,Union Station,75,True
334,Value,2019-03-12,New York,Grand Central Station,14:40,1,Washington,Union Station,58,True
335,Value,2019-03-12,New York,Grand Central Station,14:50,1,Washington,Union Station,67,True
336,Value,2019-03-12,New York,Grand Central Station,15:00,1,Washington,Union Station,70,True
337,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,06:50,1,Sacramento,Sacramento Valley Station,132,True
338,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,07:10,1,Sacramento,Sacramento Valley Station,125,True
339,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,07:40,1,Sacramento,Sacramento Valley Station,144,True
340,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,08:10,1,Sacramento,Sacramento Valley Station,131,True
341,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,11:00,1,Sacramento,Sacramento Valley Station,154,True
342,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,12:30,1,Sacramento,Sacramento Valley Station,144,True
343,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,14:50,1,Sacramento,Sacramento Valley Station,146,True
344,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,17:00,1,Sacramento,Sacramento Valley Station,124,True
345,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,17:10,1,Sacramento,Sacramento Valley Station,109,True
346,Value,2019-03-13,Anaheim,Anaheim Intermodal Center,18:00,1,Sacramento,Sacramento Valley Station,120,True
347,Value,2019-03-13,San Francisco,Salesforce Transit Center,06:20,1,Los Angeles,Union Station,96,True
348,Value,2019-03-13,San Francisco,Salesforce Transit Center,08:40,1,Los Angeles,Union Station,90,True
349,Value,2019-03-13,San Francisco,Salesforce Transit Center,11:40,1,Los Angeles,Union Station,85,True
350,Value,2019-03-13,San Francisco,Salesforce Transit Center,14:00,1,Los Angeles,Union Station,86,True
351,Value,2019-03-13,San Francisco,Salesforce Transit Center,15:10,1,Los Angeles,Union Station,83,True
352,Value,2019-03-13,San Francisco,Salesforce Transit Center,15:20,1,Los Angeles,Union Station,89,True
353,Value,2019-03-13,San Francisco,Salesforce Transit Center,16:30,1,Los Angeles,Union Station,83,True
354,Value,2019-03-13,San Francisco,Salesforce Transit Center,17:20,1,Los Angeles,Union Station,87,True
355,Value,2019-03-13,San Francisco,Salesforce Transit Center,17:40,1,Los Angeles,Union Station,84,True
356,Value,2019-03-02,Seattle,King Street Station,06:20,1,Vancouver,Pacific Central Station,57,True
357,Value,2019-03-02,Seattle,King Street Station,09:00,1,Vancouver,Pacific Central Station,61,True
358,Value,2019-03-02,Seattle,King Street Station,09:30,1,Vancouver,Pacific Central Station,53,True
359,Value,2019-03-02,Seattle,King Street Station,10:00,1,Vancouver,Pacific Central Station,52,True
360,Value,2019-03-02,Seattle,King Street Station,10:10,1,Vancouver,Pacific Central Station,55,True
361,Value,2019-03-02,Seattle,King Street Station,11:20,1,Vancouver,Pacific Central Station,54,True
362,Value,2019-03-02,Seattle,King Street Station,12:10,1,Vancouver,Pacific Central Station,58,True
363,Value,2019-03-02,Seattle,King Street Station,12:40,1,Vancouver,Pacific Central Station,59,True
364,Value,2019-03-02,Seattle,King Street Station,19:10,1,Vancouver,Pacific Central Station,53,True
365,Value,2019-03-09,Vancouver,Pacific Central Station,06:20,1,Seattle,King Street Station,55,True
366,Value,2019-03-09,Vancouver,Pacific Central Station,06:40,1,Seattle,King Street Station,64,True
367,Value,2019-03-09,Vancouver,Pacific Central Station,07:10,1,Seattle,King Street Station,51,True
368,Value,2019-03-09,Vancouver,Pacific Central Station,14:40,1,Seattle,King Street Station,55,True
369,Value,2019-03-09,Vancouver,Pacific Central Station,15:10,1,Seattle,King Street Station,53,True
370,Value,2019-03-09,Vancouver,Pacific Central Station,15:50,1,Seattle,King Street Station,65,True
371,Value,2019-03-09,Vancouver,Pacific Central Station,17:40,1,Seattle,King Street Station,54,True
372,Value,2019-03-09,Vancouver,Pacific Central Station,18:10,1,Seattle,King Street Station,59,True
373,Value,2019-03-09,Vancouver,Pacific Central Station,18:30,1,Seattle,King Street Station,60,True
374,Value,2019-03-09,Vancouver,Pacific Central Station,06:20,2,Seattle,King Street Station,93,True
375,Value,2019-03-09,New York,Grand Central Station,06:00,3,Chicago,Chicago Union Station,305,True
376,Value,2019-03-09,New York,Grand Central Station,06:10,3,Chicago,Chicago Union Station,326,True
377,Value,2019-03-09,New York,Grand Central Station,07:50,3,Chicago,Chicago Union Station,329,True
378,Value,2019-03-09,New York,Grand Central Station,13:40,3,Chicago,Chicago Union Station,310,True
379,Business,2019-03-06,Vancouver,Pacific Central Station,06:50,1,Portland,Union Station,117,True
380,Business,2019-03-06,Vancouver,Pacific Central Station,08:10,1,Portland,Union Station,128,True
381,Business,2019-03-06,Vancouver,Pacific Central Station,08:20,1,Portland,Union Station,120,True
382,Business,2019-03-06,Vancouver,Pacific Central Station,08:40,1,Portland,Union Station,125,True
383,Business,2019-03-06,Vancouver,Pacific Central Station,12:00,1,Portland,Union Station,114,True
384,Business,2019-03-06,Vancouver,Pacific Central Station,14:10,1,Portland,Union Station,116,True
385,Business,2019-03-06,Vancouver,Pacific Central Station,16:10,1,Portland,Union Station,122,True
386,Business,2019-03-06,Vancouver,Pacific Central Station,16:20,1,Portland,Union Station,108,True
387,Value,2019-03-01,Sacramento,Sacramento Valley Station,08:00,1,Fresno,Fresno Station,65,True
388,Value,2019-03-01,Sacramento,Sacramento Valley Station,08:40,1,Fresno,Fresno Station,64,True
389,Value,2019-03-01,Sacramento,Sacramento Valley Station,10:10,1,Fresno,Fresno Station,57,True
390,Value,2019-03-01,Sacramento,Sacramento Valley Station,14:40,1,Fresno,Fresno Station,69,True
391,Value,2019-03-01,Sacramento,Sacramento Valley Station,15:20,1,Fresno,Fresno Station,68,True
392,Value,2019-03-01,Sacramento,Sacramento Valley Station,16:10,1,Fresno,Fresno Station,61,True
393,Value,2019-03-01,Sacramento,Sacramento Valley Station,17:40,1,Fresno,Fresno Station,69,True
394,Value,2019-03-07,San Diego,Santa Fe Depot,06:10,1,Los Angeles,Union Station,56,True
395,Value,2019-03-07,San Diego,Santa Fe Depot,06:40,1,Los Angeles,Union Station,52,True
396,Value,2019-03-07,San Diego,Santa Fe Depot,07:30,1,Los Angeles,Union Station,53,True
397,Value,2019-03-07,San Diego,Santa Fe Depot,08:00,1,Los Angeles,Union Station,54,True
398,Value,2019-03-07,San Diego,Santa Fe Depot,08:10,1,Los Angeles,Union Station,49,True
399,Value,2019-03-07,San Diego,Santa Fe Depot,10:20,1,Los Angeles,Union Station,59,True
400,Value,2019-03-07,San Diego,Santa Fe Depot,11:00,1,Los Angeles,Union Station,56,True
401,Value,2019-03-07,San Diego,Santa Fe Depot,11:30,1,Los Angeles,Union Station,62,True
402,Value,2019-03-07,San Diego,Santa Fe Depot,16:00,1,Los Angeles,Union Station,52,True
403,Value,2019-03-07,San Diego,Santa Fe Depot,19:00,1,Los Angeles,Union Station,57,True
404,Value,2019-03-04,Philadelphia,30th Street Station,08:30,1,Washington,Union Station,56,True
405,Value,2019-03-04,Philadelphia,30th Street Station,09:20,1,Washington,Union Station,59,True
406,Value,2019-03-04,Philadelphia,30th Street Station,09:30,1,Washington,Union Station,61,True
407,Value,2019-03-04,Philadelphia,30th Street Station,11:40,1,Washington,Union Station,63,True
408,Value,2019-03-04,Philadelphia,30th Street Station,12:20,1,Washington,Union Station,56,True
409,Value,2019-03-04,Philadelphia,30th Street Station,16:00,1,Washington,Union Station,56,True
410,Value,2019-03-04,Philadelphia,30th Street Station,16:10,1,Washington,Union Station,57,True
411,Value,2019-03-04,Philadelphia,30th Street Station,17:50,1,Washington,Union Station,59,True
412,Value,2019-03-10,Philadelphia,30th Street Station,10:40,1,New York,Grand Central Station,46,True
413,Value,2019-03-10,Philadelphia,30th Street Station,10:50,1,New York,Grand Central Station,49,True
414,Value,2019-03-10,Philadelphia,30th Street Station,12:20,1,New York,Grand Central Station,56,True
415,Value,2019-03-10,Philadelphia,30th Street Station,13:30,1,New York,Grand Central Station,50,True
416,Value,2019-03-10,Philadelphia,30th Street Station,13:40,1,New York,Grand Central Station,54,True
417,Value,2019-03-10,Philadelphia,30th Street Station,14:10,1,New York,Grand Central Station,50,True
418,Value,2019-03-10,Philadelphia,30th Street Station,15:40,1,New York,Grand Central Station,53,True
419,Value,2019-03-10,Philadelphia,30th Street Station,19:50,1,New York,Grand Central Station,48,True
420,Value,2019-03-10,Chicago,Chicago Union Station,07:30,1,New York,Grand Central Station,118,True
421,Value,2019-03-10,Chicago,Chicago Union Station,08:00,1,New York,Grand Central Station,122,True
422,Value,2019-03-10,Chicago,Chicago Union Station,08:10,1,New York,Grand Central Station,110,True
423,Value,2019-03-10,Chicago,Chicago Union Station,09:40,1,New York,Grand Central Station,121,True
424,Value,2019-03-10,Chicago,Chicago Union Station,10:50,1,New York,Grand Central Station,116,True
425,Value,2019-03-10,Chicago,Chicago Union Station,17:40,1,New York,Grand Central Station,102,True
426,Value,2019-03-10,Chicago,Chicago Union Station,18:00,1,New York,Grand Central Station,118,True
427,Value,2019-03-14,Portland,Union Station,09:10,1,Seattle,King Street Station,66,True
428,Value,2019-03-14,Portland,Union Station,10:10,1,Seattle,King Street Station,68,True
429,Value,2019-03-14,Portland,Union Station,12:30,1,Seattle,King Street Station,56,True
430,Value,2019-03-14,Portland,Union Station,13:40,1,Seattle,King Street Station,65,True
431,Value,2019-03-14,Portland,Union Station,14:00,1,Seattle,King Street Station,57,True
432,Value,2019-03-14,Portland,Union Station,15:00,1,Seattle,King Street Station,64,True
433,Value,2019-03-14,Portland,Union Station,16:00,1,Seattle,King Street Station,66,True
434,Value,2019-03-14,Portland,Union Station,17:00,1,Seattle,King Street Station,58,True
435,Value,2019-03-14,Portland,Union Station,17:30,1,Seattle,King Street Station,67,True
436,Value,2019-03-14,Vancouver,Pacific Central Station,06:20,1,Seattle,King Street Station,58,True
437,Value,2019-03-14,Vancouver,Pacific Central Station,06:40,1,Seattle,King Street Station,53,True
438,Value,2019-03-14,Vancouver,Pacific Central Station,07:10,1,Seattle,King Street Station,66,True
439,Value,2019-03-14,Vancouver,Pacific Central Station,14:40,1,Seattle,King Street Station,58,True
440,Value,2019-03-14,Vancouver,Pacific Central Station,15:10,1,Seattle,King Street Station,51,True
441,Value,2019-03-14,Vancouver,Pacific Central Station,15:50,1,Seattle,King Street Station,61,True
442,Value,2019-03-14,Vancouver,Pacific Central Station,17:40,1,Seattle,King Street Station,54,True
443,Value,2019-03-14,Vancouver,Pacific Central Station,18:10,1,Seattle,King Street Station,53,True
444,Value,2019-03-14,Vancouver,Pacific Central Station,18:30,1,Seattle,King Street Station,58,True
445,Value,2019-03-04,Vancouver,Pacific Central Station,06:50,1,Portland,Union Station,76,True
446,Value,2019-03-04,Vancouver,Pacific Central Station,08:10,1,Portland,Union Station,80,True
447,Value,2019-03-04,Vancouver,Pacific Central Station,08:20,1,Portland,Union Station,76,True
448,Value,2019-03-04,Vancouver,Pacific Central Station,08:40,1,Portland,Union Station,77,True
449,Value,2019-03-04,Vancouver,Pacific Central Station,12:00,1,Portland,Union Station,83,True
450,Value,2019-03-04,Vancouver,Pacific Central Station,14:10,1,Portland,Union Station,71,True
451,Value,2019-03-04,Vancouver,Pacific Central Station,16:10,1,Portland,Union Station,71,True
452,Value,2019-03-04,Vancouver,Pacific Central Station,16:20,1,Portland,Union Station,73,True
453,Flexible,2019-03-04,Vancouver,Pacific Central Station,06:50,1,Portland,Union Station,97,True
454,Value,2019-03-14,Los Angeles,Union Station,06:00,1,Anaheim,Anaheim Intermodal Center,35,True
455,Value,2019-03-14,Los Angeles,Union Station,06:10,1,Anaheim,Anaheim Intermodal Center,36,True
456,Value,2019-03-14,Los Angeles,Union Station,06:30,1,Anaheim,Anaheim Intermodal Center,31,True
457,Value,2019-03-14,Los Angeles,Union Station,06:40,1,Anaheim,Anaheim Intermodal Center,33,True
458,Value,2019-03-14,Los Angeles,Union Station,07:30,1,Anaheim,Anaheim Intermodal Center,34,True
459,Value,2019-03-14,Los Angeles,Union Station,07:40,1,Anaheim,Anaheim Intermodal Center,33,True
