,airlines,arrives_next_day,departure_date,destination_airport_name,destination_city,flight_class,number_checked_bags,number_stops,origin_airport_name,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,inbound_arrival_time,inbound_departure_time,return_date
186,United Airlines,False,2019-03-09,McCarran International Airport,Las Vegas,Economy,0,0,LAX International Airport,Los Angeles,18:15,17:05,1,83,,,
187,American Airlines,False,2019-03-09,McCarran International Airport,Las Vegas,Economy,0,0,LAX International Airport,Los Angeles,06:15,05:05,1,154,06:00,04:50,2019-03-11
188,American Airlines,False,2019-03-04,O'Hare International Airport,Chicago,Economy,0,0,Heathrow International Airport,London,06:54,02:25,1,261,,,
189,American Airlines,True,2019-03-04,O'Hare International Airport,Chicago,Economy,0,1,Heathrow International Airport,London,06:54,02:25,1,617,08:02,14:40,2019-03-06
190,American Airlines,True,2019-03-05,O'Hare International Airport,Chicago,Economy,0,1,Jomo Kenyatta International Airport,Nairobi,00:29,07:40,1,431,,,
191,Delta Airlines,True,2019-03-05,O'Hare International Airport,Chicago,Economy,0,1,Jomo Kenyatta International Airport,Nairobi,00:29,09:50,1,413,,,
192,American Airlines,True,2019-03-05,O'Hare International Airport,Chicago,Economy,0,1,Jomo Kenyatta International Airport,Nairobi,00:29,07:40,1,786,13:12,09:40,2019-03-07
193,American Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Heathrow International Airport,London,13:30,02:25,1,410,,,
194,Delta Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Heathrow International Airport,London,20:42,11:50,1,411,,,
195,United Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Heathrow International Airport,London,16:30,09:30,1,383,,,
196,Alaska Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,0,LAX International Airport,Los Angeles,11:02,08:15,1,153,,,
197,American Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,0,LAX International Airport,Los Angeles,20:42,17:55,1,149,,,
198,Delta Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,0,LAX International Airport,Los Angeles,20:32,17:45,1,128,,,
199,Alaska Airlines,False,2019-03-10,Seattle-Tacoma International Airport,Seattle,Economy,0,0,LAX International Airport,Los Angeles,16:32,13:45,2,249,13:57,11:10,2019-03-12
200,American Airlines,False,2019-03-01,SFO International Airport,San Francisco,Economy,0,0,JFK International Airport,New York,12:41,09:15,1,217,,,
201,Delta Airlines,False,2019-03-01,SFO International Airport,San Francisco,Economy,0,0,JFK International Airport,New York,22:06,18:40,1,174,,,
202,Southwest Airlines,False,2019-03-01,SFO International Airport,San Francisco,Economy,0,1,JFK International Airport,New York,21:31,15:45,1,342,,,
203,United Airlines,False,2019-03-01,SFO International Airport,San Francisco,Economy,0,1,JFK International Airport,New York,22:35,17:10,1,254,,,
204,United Airlines,False,2019-03-01,SFO International Airport,San Francisco,Premium Economy,0,0,JFK International Airport,New York,14:41,11:15,1,293,,,
205,United Airlines,True,2019-03-01,SFO International Airport,San Francisco,Premium Economy,0,0,JFK International Airport,New York,14:41,11:15,1,595,05:31,20:05,2019-03-03
206,Air Canada,False,2019-03-09,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,14:26,01:40,1,338,,,
207,American Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,22:17,05:15,1,295,,,
208,Delta Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,21:51,06:40,1,335,,,
209,United Airlines,True,2019-03-09,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,08:20,18:55,1,373,,,
210,Delta Airlines,True,2019-03-09,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,04:01,10:15,1,624,00:57,18:40,2019-03-11
211,Alaska Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,0,SFO International Airport,San Francisco,13:07,11:00,1,132,,,
212,American Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,0,SFO International Airport,San Francisco,22:27,20:20,1,121,,,
213,Delta Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,1,SFO International Airport,San Francisco,15:58,11:45,1,195,,,
214,Southwest Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,0,SFO International Airport,San Francisco,16:07,14:00,1,126,,,
215,United Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,0,SFO International Airport,San Francisco,18:17,16:10,1,128,,,
216,Delta Airlines,False,2019-03-11,Sky Harbor International Airport,Phoenix,Economy,0,1,SFO International Airport,San Francisco,15:58,11:45,1,300,22:02,19:55,2019-03-13
217,American Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,Indira Gandhi International Airport,Delhi,08:04,07:00,1,228,,,
218,United Airlines,True,2019-03-08,LAX International Airport,Los Angeles,Economy,0,1,Indira Gandhi International Airport,Delhi,01:50,21:15,1,482,,,
219,United Airlines,True,2019-03-08,LAX International Airport,Los Angeles,Economy,0,1,Indira Gandhi International Airport,Delhi,01:50,21:15,2,835,09:22,05:00,2019-03-12
220,American Airlines,False,2019-03-02,O'Hare International Airport,Chicago,Economy,0,0,Dulles International Airport,Washington,19:38,18:40,1,120,,,
221,Delta Airlines,False,2019-03-02,O'Hare International Airport,Chicago,Economy,0,0,Dulles International Airport,Washington,05:18,04:20,1,112,,,
222,Southwest Airlines,False,2019-03-02,O'Hare International Airport,Chicago,Economy,0,0,Dulles International Airport,Washington,19:08,18:10,1,102,,,
223,United Airlines,False,2019-03-02,O'Hare International Airport,Chicago,Economy,0,0,Dulles International Airport,Washington,21:08,20:10,1,100,,,
224,Delta Airlines,False,2019-03-02,O'Hare International Airport,Chicago,Economy,0,1,Dulles International Airport,Washington,05:18,04:20,1,299,14:40,09:35,2019-03-04
225,American Airlines,False,2019-03-11,JFK International Airport,New York,Premium Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,08:37,06:15,1,222,,,
226,Delta Airlines,False,2019-03-11,JFK International Airport,New York,Premium Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,22:17,19:55,1,197,,,
227,Southwest Airlines,False,2019-03-11,JFK International Airport,New York,Premium Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,16:02,13:40,1,215,,,
228,United Airlines,False,2019-03-11,JFK International Airport,New York,Premium Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,06:42,04:20,1,205,,,
229,Delta Airlines,False,2019-03-11,JFK International Airport,New York,Premium Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,22:17,19:55,1,372,15:47,13:25,2019-03-13
230,Southwest Airlines,False,2019-03-10,SAN International Airport,San Diego,Premium Economy,0,1,JFK International Airport,New York,12:00,06:25,1,502,,,
231,Southwest Airlines,True,2019-03-10,SAN International Airport,San Diego,Premium Economy,0,1,JFK International Airport,New York,12:00,06:25,2,836,06:20,19:10,2019-03-13
232,American Airlines,True,2019-03-01,Kingsford Smith International Airport,Sydney,Economy,0,1,Sky Harbor International Airport,Phoenix,12:11,09:30,1,345,,,
233,Delta Airlines,True,2019-03-01,Kingsford Smith International Airport,Sydney,Economy,0,1,Sky Harbor International Airport,Phoenix,23:31,19:55,1,337,,,
234,Southwest Airlines,True,2019-03-01,Kingsford Smith International Airport,Sydney,Economy,0,1,Sky Harbor International Airport,Phoenix,08:17,04:10,1,305,,,
235,United Airlines,True,2019-03-01,Kingsford Smith International Airport,Sydney,Economy,0,1,Sky Harbor International Airport,Phoenix,12:11,09:40,1,347,,,
236,Delta Airlines,True,2019-03-01,Kingsford Smith International Airport,Sydney,Economy,0,1,Sky Harbor International Airport,Phoenix,23:31,19:55,1,615,08:58,15:55,2019-03-03
237,American Airlines,False,2019-03-07,Sky Harbor International Airport,Phoenix,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,10:42,09:30,1,146,,,
238,Delta Airlines,False,2019-03-07,Sky Harbor International Airport,Phoenix,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,10:47,09:35,1,179,,,
239,Southwest Airlines,False,2019-03-07,Sky Harbor International Airport,Phoenix,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,23:48,18:35,1,265,,,
240,United Airlines,False,2019-03-07,Sky Harbor International Airport,Phoenix,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,11:27,10:15,1,129,,,
241,Southwest Airlines,False,2019-03-07,Sky Harbor International Airport,Phoenix,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,23:48,18:35,1,396,16:27,09:15,2019-03-09
242,Delta Airlines,False,2019-03-12,O'Hare International Airport,Chicago,Economy,0,1,Kingsford Smith International Airport,Sydney,16:37,15:55,1,405,,,
243,Delta Airlines,True,2019-03-12,O'Hare International Airport,Chicago,Economy,0,1,Kingsford Smith International Airport,Sydney,16:37,15:55,3,740,11:37,07:05,2019-03-14
244,Delta Airlines,False,2019-03-02,Dulles International Airport,Washington,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,19:46,17:55,3,107,,,
245,Delta Airlines,False,2019-03-02,Dulles International Airport,Washington,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,19:46,17:55,3,228,20:16,18:25,2019-03-04
246,American Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Sky Harbor International Airport,Phoenix,15:53,10:45,4,224,,,
247,Southwest Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Sky Harbor International Airport,Phoenix,18:16,13:35,4,257,,,
248,United Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Sky Harbor International Airport,Phoenix,22:11,17:05,4,241,,,
249,United Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,Sky Harbor International Airport,Phoenix,22:11,17:05,4,457,15:58,10:45,2019-03-04
250,Southwest Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,1,Sky Harbor International Airport,Phoenix,15:00,04:10,1,311,,,
251,United Airlines,True,2019-03-06,JFK International Airport,New York,Economy,0,1,Sky Harbor International Airport,Phoenix,06:20,18:10,1,305,,,
252,Southwest Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,1,Sky Harbor International Airport,Phoenix,15:00,04:10,1,609,13:07,06:25,2019-03-08
253,Alaska Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,0,LAX International Airport,Los Angeles,10:57,11:30,1,198,,,
254,American Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,0,LAX International Airport,Los Angeles,11:37,12:10,1,233,,,
255,Delta Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,1,LAX International Airport,Los Angeles,11:16,04:35,1,312,,,
256,Southwest Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,1,LAX International Airport,Los Angeles,11:16,07:10,1,310,,,
257,United Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,0,LAX International Airport,Los Angeles,08:17,08:50,1,185,,,
258,Alaska Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,0,LAX International Airport,Los Angeles,10:57,11:30,4,198,,,
259,American Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,0,LAX International Airport,Los Angeles,11:37,12:10,4,233,,,
260,Delta Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,1,LAX International Airport,Los Angeles,11:16,04:35,4,312,,,
261,Southwest Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,1,LAX International Airport,Los Angeles,11:16,07:10,4,310,,,
262,United Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,0,LAX International Airport,Los Angeles,08:17,08:50,4,185,,,
263,Delta Airlines,True,2019-03-11,Kingsford Smith International Airport,Sydney,Economy,0,1,LAX International Airport,Los Angeles,11:16,04:35,4,477,-8:17,02:50,2019-03-13
264,United Airlines,True,2019-03-04,O'Hare International Airport,Chicago,Economy,0,0,SFO International Airport,San Francisco,05:47,23:00,1,157,,,
265,United Airlines,True,2019-03-04,O'Hare International Airport,Chicago,Economy,0,1,SFO International Airport,San Francisco,05:47,23:00,1,426,13:46,07:45,2019-03-06
266,American Airlines,True,2019-03-06,Heathrow International Airport,London,Economy,0,1,SFO International Airport,San Francisco,16:14,18:00,1,373,,,
267,American Airlines,True,2019-03-06,Heathrow International Airport,London,Economy,0,1,SFO International Airport,San Francisco,16:14,18:00,1,742,12:41,02:00,2019-03-08
268,American Airlines,False,2019-03-12,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,08:46,07:55,1,64,,,
269,Delta Airlines,False,2019-03-12,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,64,,,
270,Southwest Airlines,False,2019-03-12,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:11,20:20,1,59,,,
271,United Airlines,False,2019-03-12,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:26,20:35,1,61,,,
272,American Airlines,False,2019-03-12,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,08:46,07:55,1,123,21:36,20:45,2019-03-14
273,American Airlines,False,2019-03-11,Toronto Pearson International Airport,Toronto,Economy,0,0,O'Hare International Airport,Chicago,18:28,15:50,1,93,,,
274,Delta Airlines,True,2019-03-11,Toronto Pearson International Airport,Toronto,Economy,0,0,O'Hare International Airport,Chicago,00:48,22:10,1,103,,,
275,Southwest Airlines,False,2019-03-11,Toronto Pearson International Airport,Toronto,Economy,0,0,O'Hare International Airport,Chicago,10:33,07:55,1,103,,,
276,American Airlines,False,2019-03-11,Toronto Pearson International Airport,Toronto,Economy,0,0,O'Hare International Airport,Chicago,18:28,15:50,1,185,11:23,10:45,2019-03-13
277,Delta Airlines,True,2019-03-03,Seattle-Tacoma International Airport,Seattle,Economy,0,1,JFK International Airport,New York,01:17,19:10,4,301,,,
278,Delta Airlines,True,2019-03-03,Seattle-Tacoma International Airport,Seattle,Economy,0,1,JFK International Airport,New York,01:17,19:10,4,564,17:59,08:05,2019-03-05
279,Alaska Airlines,True,2019-03-08,SFO International Airport,San Francisco,Economy,0,0,Seattle-Tacoma International Airport,Seattle,01:46,23:35,1,135,,,
280,American Airlines,False,2019-03-08,SFO International Airport,San Francisco,Economy,0,0,Seattle-Tacoma International Airport,Seattle,22:01,19:50,1,121,,,
281,Delta Airlines,False,2019-03-08,SFO International Airport,San Francisco,Economy,0,0,Seattle-Tacoma International Airport,Seattle,22:36,20:25,1,121,,,
282,Southwest Airlines,False,2019-03-08,SFO International Airport,San Francisco,Economy,0,0,Seattle-Tacoma International Airport,Seattle,22:51,20:40,1,121,,,
283,United Airlines,False,2019-03-08,SFO International Airport,San Francisco,Economy,0,0,Seattle-Tacoma International Airport,Seattle,09:06,06:55,1,128,,,
284,Delta Airlines,False,2019-03-08,SFO International Airport,San Francisco,Economy,0,0,Seattle-Tacoma International Airport,Seattle,22:36,20:25,1,241,16:41,14:30,2019-03-10
285,United Airlines,True,2019-03-05,JFK International Airport,New York,Economy,0,1,Sky Harbor International Airport,Phoenix,06:20,18:10,1,331,,,
286,United Airlines,True,2019-03-05,JFK International Airport,New York,Economy,0,1,Sky Harbor International Airport,Phoenix,06:20,18:10,1,560,10:42,05:15,2019-03-07
287,American Airlines,False,2019-03-10,LAX International Airport,Los Angeles,Economy,0,1,Indira Gandhi International Airport,Delhi,10:30,07:40,1,393,,,
288,American Airlines,True,2019-03-10,LAX International Airport,Los Angeles,Economy,0,1,Indira Gandhi International Airport,Delhi,10:30,07:40,1,797,20:54,11:35,2019-03-14
289,American Airlines,False,2019-03-06,O'Hare International Airport,Chicago,Economy,0,0,JFK International Airport,New York,10:09,08:50,1,129,,,
