,address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
284,874 Borregas Avenue,Sunnyvale,True,2,3,False,408-734-3166,Sands Studio Apartments,4350,
285,959 Stewart Drive,Sunnyvale,True,2,3,True,866-492-4478,Stewart Village Apartment Homes,5200,
286,1674 Hollenbeck Avenue,Sunnyvale,True,2,3,False,408-739-7190,Village Square Apartments,3550,
287,130 Crescent Avenue,,True,2,3,False,408-749-1060,Crescent Terrace Senior Apartments,4300,2019-03-14
288,4656 Quigg Drive,Santa Rosa,False,3,4,False,707-537-9866,Behringer Harvard,5200,
289,6401 Montecito Boulevard # 29,Santa Rosa,False,3,4,True,707-539-6148,Garden Court Apartments,5100,
290,2315 Lomitas Avenue # 103,Santa Rosa,False,3,4,False,707-528-9077,Marketplace Apartments,5000,
291,1421 Range Avenue,Santa Rosa,False,3,4,False,707-569-7488,Monte Vista Apartments,4950,
292,"Leasing Office, 6600 Montecito Boulevard",Santa Rosa,False,3,4,True,707-538-1516,Montecito Pines Apartments,4900,
293,1521 Range Avenue # 5,Santa Rosa,True,3,4,True,833-336-3062,Oaks Apartments,5150,
294,638 Cordelia Drive # 1,Santa Rosa,False,3,4,True,707-528-7971,Park Manor Apartments,4850,
295,2389 McBride Lane,Santa Rosa,True,3,4,False,707-579-5605,Park Villa Apartments,5050,
296,2111 Kawana Springs Road,Santa Rosa,False,3,4,False,707-595-2374,Renaissance Apartment Homes,4850,
297,1 Kashmir Drive,Santa Rosa,False,3,4,True,707-539-1109,Santa Rosa Garden Apartments,5200,
298,4656 Quigg Drive,,False,3,4,False,707-537-9866,Behringer Harvard,5200,2019-03-10
299,3329 Claremont Court,Santa Rosa,True,1,3,True,707-578-1313,Brookside East Apartments,4100,
300,3076 Marlow Road,Santa Rosa,True,1,3,True,707-579-5081,Marlow Apartments,4300,
301,1521 Range Avenue # 5,Santa Rosa,True,1,3,True,833-336-3062,Oaks Apartments,5150,
302,2002 Pinercrest Drive,Santa Rosa,True,1,3,True,707-579-3424,Orchard West Senior Apartments,4100,
303,2389 McBride Lane,Santa Rosa,True,1,3,False,707-579-5605,Park Villa Apartments,5050,
304,1024 Prospect Avenue # 122A,Santa Rosa,True,1,3,False,707-537-7834,Prospect Place Apartments,4400,
305,3589 Round Barn Boulevard,Santa Rosa,True,1,3,False,707-542-3258,The Meadows At Fountaingrove,4200,
306,3076 Marlow Road,,True,1,3,True,707-579-5081,Marlow Apartments,4300,2019-03-14
307,1290 San Tomas Aquino Road,San Jose,True,3,4,False,408-984-8888,Aegena,4900,
308,73 North Keeble Avenue,San Jose,False,3,4,False,408-998-7266,Alameda Gardens Apartments,4850,
309,2415 Rinconada Drive,San Jose,False,3,4,False,408-516-4212,Almaden House,4850,
310,5822 Charlotte Drive,San Jose,True,3,4,True,408-226-5822,Anton La Moraga Apartments,4850,
311,2760 McKee Road,San Jose,False,3,4,True,408-251-7570,Arbor Terraces,4900,
312,1058 South 5th Street,San Jose,False,3,4,True,877-259-1439,Art Ark Apartments,5250,
313,3801 Blackford Avenue #16,San Jose,True,3,4,False,408-876-3565,Blackford Apartments,4700,
314,260 North Capitol Avenue # 109,San Jose,True,3,4,True,408-259-1662,Capitol Avenue Apartments,4850,
315,220 North White Road,San Jose,False,3,4,True,408-259-0427,Casa Las Palmas,5100,
316,2036 Evans Lane,San Jose,True,3,4,False,408-264-0784,Catalonia Apartments,4800,
317,2415 Rinconada Drive,,False,3,4,False,408-516-4212,Almaden House,4800,2019-03-01
318,40001 Fremont Boulevard,Fremont,True,1,1,True,510-455-8815,Boulevard,2600,
319,38900 Blacow Road,Fremont,False,1,1,True,510-797-5980,Carrington Apartments,2750,
320,4101 Eggers Drive # 16,Fremont,False,2,1,True,510-796-4064,Case Verde Apartment,3200,
321,46703 Crawford Street # 2,Fremont,False,1,1,True,510-651-5292,Crawford Apartments,1600,
322,41277 Roberts Ave # 32,Fremont,False,1,1,True,510-656-2303,Felson Management Corporation,1700,
323,37811 Fremont Boulevard,Fremont,False,3,1,True,510-797-4520,Fremont Arms,5200,
324,41342 Roberts Avenue,Fremont,False,1,1,True,510-657-9766,Granada Apartments,1950,
325,4261 Stevenson Boulevard,Fremont,False,1,1,True,510-656-8200,Lincoln Glen,2650,
326,42010 Blacow Road,Fremont,False,3,1,True,510-657-2020,Minutetogo,4350,
327,1401 Red Hawk Circle,Fremont,False,1,1,True,510-494-9500,Mission Peaks,2300,
328,4101 Eggers Drive # 16,Fremont,False,1,1,True,510-796-4064,Case Verde Apartment,3200,
329,37811 Fremont Boulevard,Fremont,False,1,1,True,510-797-4520,Fremont Arms,5200,
330,4101 Eggers Drive # 16,,False,1,1,True,510-796-4064,Case Verde Apartment,3150,2019-03-08
331,1546 Maurice Lane,San Jose,False,1,1,False,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,2300,
332,1290 San Tomas Aquino Road,San Jose,True,3,1,False,408-984-8888,Aegena,4900,
333,73 North Keeble Avenue,San Jose,False,2,1,False,408-998-7266,Alameda Gardens Apartments,3600,
334,947 Branham Lane # C,San Jose,True,1,1,False,408-265-4808,Almaden Garden Apartments,1650,
335,2415 Rinconada Drive,San Jose,False,3,1,False,408-516-4212,Almaden House,4850,
336,978 Almaden Lake Drive,San Jose,False,2,1,False,408-323-8020,Almaden Lake Apartments,3250,
337,1543 Ambergrove Drive,San Jose,False,2,1,False,408-453-8011,Amberwood Apartments,3550,
338,1585 Marburg Way # 4,San Jose,False,3,1,True,408-926-3999,Ann Darling Apartments,3950,
339,5822 Charlotte Drive,San Jose,True,3,1,True,408-226-5822,Anton La Moraga Apartments,4850,
340,1582 Kooser Road,San Jose,False,3,1,False,408-448-1288,Arbor Apartments,4250,
341,3801 Blackford Avenue #16,San Jose,True,1,1,False,408-876-3565,Blackford Apartments,2300,
342,260 North Capitol Avenue # 109,San Jose,True,2,1,True,408-259-1662,Capitol Avenue Apartments,3100,
343,2036 Evans Lane,San Jose,True,3,1,False,408-264-0784,Catalonia Apartments,3900,
344,5255 Camden Avenue,San Jose,True,3,1,False,408-265-5605,Del Coronado Apartments,5200,
345,6184 Cottle Road,San Jose,True,1,1,False,408-225-8648,Foothill Apartments,1550,
346,1250 Foxdale Loop,San Jose,True,2,1,False,408-251-1142,Foxdale Village Apartments,3100,
347,360 Meridian Avenue,San Jose,True,2,1,False,408-995-0637,Parkview Family Apartments,4050,
348,947 Branham Lane # C,,True,1,1,False,408-265-4808,Almaden Garden Apartments,1650,2019-03-11
349,31755 Alvarado Boulevard,Union City,False,1,1,True,510-471-1272,Adrienne Village Apartments,2850,
350,33300 Mission Boulevard,Union City,False,3,1,True,510-489-0546,Dry Creek Apartments,4450,
351,1501 Decoto Road,Union City,False,2,1,True,510-487-2733,Parkside Apartments,2900,
352,34655 Skylark Drive,Union City,False,3,1,False,510-489-7431,Skylark Apartments,4000,
353,3900 Horner Street,Union City,False,3,1,False,510-489-2220,Summerhill Place Apartments,4450,
354,33 Union Square,Union City,False,1,1,True,510-475-7575,Verandas,1750,
355,31755 Alvarado Boulevard,,False,1,1,True,510-471-1272,Adrienne Village Apartments,2850,2019-03-08
356,1282 Mattox Road,Hayward,False,3,4,False,510-886-0385,Alpine Vista Apartments,4850,
357,26100 Gading Road,Hayward,False,3,4,True,510-785-3281,Amberwood Garden Apartments,5150,
358,31108 Brae Burn Avenue,Hayward,True,3,4,False,510-471-7075,Baywood Apartments,4700,
359,22800 Meridian Drive,Hayward,True,3,4,False,510-455-8869,City Centre,4900,
360,24955 Cypress Avenue,Hayward,False,3,4,False,510-732-9432,Cypress House Apartments,4950,
361,29596 Dixon Street # 60,Hayward,False,3,4,False,510-537-4705,Dixon Apartments,4800,
362,29200 Huntwood Avenue,Hayward,False,3,4,True,510-786-9375,Huntwood Terrace Apartment,4850,
363,1638 E Street # 106,Hayward,False,3,4,False,510-582-3155,Leisure Terrace,4750,
364,28500 Mission Boulevard,Hayward,True,3,4,True,877-794-9878,Mission Heights Apartments,4850,
365,25997 Gading Road,Hayward,False,3,4,False,510-782-8236,Morpark Apartments,5050,
366,1160 Meadow Lane,,False,3,4,True,855-289-4212,Pine Meadows Apartments,5000,2019-03-08
367,888 North San Mateo Drive,San Mateo,True,2,2,True,650-340-0098,888 San Mateo,2900,
368,1633 Marina Court,San Mateo,False,1,2,True,866-571-7179,Chesapeake Point Apartments,2550,
369,420 North Bayshore Boulevard # 1,San Mateo,False,2,2,False,650-342-5708,Country Club Apartments,4000,
370,1510 Marina Vista,San Mateo,False,1,2,False,650-341-3367,Edgewater Isle Senior Apartments,2350,
371,2717 South Norfolk Street,San Mateo,False,3,2,True,650-729-1461,Lakeshore Landing,4150,
372,25 McAker Court,San Mateo,False,2,2,False,650-286-9800,Pacific Gardens Townhouse,2750,
373,651 North El Camino Real,San Mateo,False,3,2,True,650-343-9038,Park Royal Apartments,4950,
374,2901 South El Camino Real,San Mateo,False,3,2,False,650-212-0935,Peninsula Station Apartments,3950,
375,24 East Santa Inez Avenue,San Mateo,False,3,2,True,650-347-2008,Santa Inez Apartments,4850,
376,3110 Casa De Campo,San Mateo,False,3,2,False,650-572-7180,Sares-Regis Group,5150,
377,1510 Marina Vista,San Mateo,False,2,2,False,650-341-3367,Edgewater Isle Senior Apartments,5250,
378,2717 South Norfolk Street,San Mateo,False,2,2,True,650-729-1461,Lakeshore Landing,4150,
379,651 North El Camino Real,San Mateo,False,2,2,True,650-343-9038,Park Royal Apartments,4950,
380,2901 South El Camino Real,San Mateo,False,2,2,False,650-212-0935,Peninsula Station Apartments,3950,
381,24 East Santa Inez Avenue,San Mateo,False,2,2,True,650-347-2008,Santa Inez Apartments,4850,
382,420 North Bayshore Boulevard # 1,,False,2,2,False,650-342-5708,Country Club Apartments,4000,2019-03-09
383,400 East Remington Drive,Sunnyvale,False,3,3,True,408-738-4862,Apricot Pit Apartments,4800,
384,555 East El Camino Real,Sunnyvale,True,3,3,False,408-738-0935,Arbor Terrace Apartments,4850,
385,1059 Reed Avenue,Sunnyvale,False,3,3,False,408-984-1060,Aster Park Apartments,4150,
386,151 South Bernardo Avenue,Sunnyvale,False,3,3,True,650-961-3333,Balboa Apartments,4050,
387,660 Gail Avenue,Sunnyvale,False,3,3,True,888-854-9884,Bonnie Terrace Apartments,4750,
388,1651 Belleville Way,Sunnyvale,False,3,3,False,669-257-9990,Brookside Oaks,5000,
389,874 East El Camino Real,Sunnyvale,False,3,3,False,866-730-1639,Cascades Apartments,5200,
390,678 Bellflower Avenue,Sunnyvale,False,3,3,True,408-735-9030,Charter Palm Town Homes,4700,
391,1234 Sunnyvale Saratoga Road # 9,Sunnyvale,False,3,3,False,408-737-2424,Chatelaine Apartments,5200,
392,130 Crescent Avenue,Sunnyvale,True,3,3,False,408-749-1060,Crescent Terrace Senior Apartments,4300,
393,955 Escalon Avenue,Sunnyvale,False,3,3,True,408-737-2777,Macara Gardens Apartments,5050,
394,825 Morse Avenue,Sunnyvale,False,3,3,True,408-734-9442,Morse Court Apartments,4400,
395,1229 Vicente Drive,Sunnyvale,False,3,3,True,650-961-0141,Olive West Apartments,4700,
396,1209 Ayala Drive,Sunnyvale,False,3,3,True,650-961-6696,Palm Villa Apartments,5150,
397,1070 Reed Avenue,Sunnyvale,False,3,3,True,408-457-8104,Reed Square,4300,
398,151 South Bernardo Avenue,,False,3,3,True,650-961-3333,Balboa Apartments,4050,2019-03-14
399,5643 Charlotte Way,Livermore,False,2,3,False,925-371-0905,Acacia Capital Cor-Ironwood Ap,3750,
400,3998 East Avenue,Livermore,False,2,3,False,925-606-6246,Arbol Verde Apartments,3600,
401,3819 East Avenue,Livermore,False,2,3,True,844-412-5121,Briarwood Apartments,3900,
402,2991 College Avenue,Livermore,True,2,3,False,925-373-8490,Chardonnay Garden Apts,5050,
403,5107 Norma Way # 23,Livermore,True,2,3,False,925-447-9140,Vineyard Apartments,4000,
404,5643 Charlotte Way,,False,2,3,False,925-371-0905,Acacia Capital Cor-Ironwood Ap,3750,2019-03-03
405,37057 Magnolia Street,Newark,False,3,4,False,510-791-8566,Alderwood Park,4850,
406,37171 Sycamore Street,Newark,False,3,4,False,800-441-0766,Sycamore Bay,5000,
407,37057 Magnolia Street,,False,3,4,False,510-791-8566,Alderwood Park,4850,2019-03-02
408,921 Fletcher Lane,Hayward,False,3,3,True,510-538-3658,Fletcher Gardens Apartments,4400,
409,27901 Huntwood Avenue # 126,Hayward,True,3,3,True,510-887-1543,Huntwood Commons,4300,
410,26100 Gading Road,,False,3,3,True,510-785-3281,Amberwood Garden Apartments,5150,2019-03-03
411,4656 Quigg Drive,Santa Rosa,False,3,1,False,707-537-9866,Behringer Harvard,5200,
412,6221 Montecito Boulevard,Santa Rosa,False,3,1,False,707-888-5505,Brush Creek Apartments,4150,
413,2001 Range Avenue,Santa Rosa,False,1,1,False,707-578-1150,Coddingtown Mall Apartments,2600,
414,825 Russell Avenue,,False,2,1,True,707-577-0262,Bicentennial Apartments,2800,2019-03-06
415,1546 Maurice Lane,San Jose,False,3,3,True,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,4450,
416,1290 San Tomas Aquino Road,San Jose,False,2,3,True,408-984-8888,Aegena,3500,
417,947 Branham Lane # C,San Jose,False,3,3,True,408-265-4808,Almaden Garden Apartments,5150,
418,978 Almaden Lake Drive,San Jose,False,3,3,True,408-323-8020,Almaden Lake Apartments,4050,
419,1585 Marburg Way # 4,San Jose,False,2,3,True,408-926-3999,Ann Darling Apartments,3550,
420,5822 Charlotte Drive,San Jose,False,2,3,True,408-226-5822,Anton La Moraga Apartments,3700,
421,1582 Kooser Road,San Jose,False,3,3,True,408-448-1288,Arbor Apartments,5000,
422,899 North King Road,San Jose,False,3,3,False,408-272-1588,Arbor Park,5250,
423,2760 McKee Road,San Jose,False,3,3,False,408-251-7570,Arbor Terraces,4950,
424,73 North Keeble Avenue,San Jose,True,1,3,False,408-998-7266,Alameda Gardens Apartments,4100,
425,750 North King Road,San Jose,True,1,3,False,408-844-4803,Avenel Apartments,4100,
426,1000 Blossom River Way,San Jose,True,1,3,False,408-979-9442,Blossom River Apartments,3550,
427,220 North White Road,San Jose,True,1,3,True,408-259-0427,Casa Las Palmas,3750,
428,3246 Cortese Circle,San Jose,True,1,3,True,408-729-5173,Country Club Villa Apartments,3550,
429,"2290, 303 Checkers Drive",San Jose,True,1,3,False,408-272-0356,El Rancho Verde Apartments,3700,
430,600 Epic Way,San Jose,True,1,3,False,669-888-1610,Epic,5150,
431,6184 Cottle Road,San Jose,True,1,3,True,408-225-8648,Foothill Apartments,3550,
432,632 North Jackson Avenue # 4,San Jose,True,1,3,True,408-251-6850,Las Casitas Associates,4250,
433,1800 Evans Lane,San Jose,True,1,3,False,408-265-9300,Las Ventanas Apartments,3950,
434,73 North Keeble Avenue,,True,1,3,False,408-998-7266,Alameda Gardens Apartments,4100,2019-03-11
435,201 Harrison Street,San Francisco,False,2,2,True,415-543-1135,Baycrest,2850,
436,1227 Hampshire Street,San Francisco,False,3,2,True,415-285-5966,Betel Apartments,3900,
437,1150 Webster Street,San Francisco,True,2,2,True,415-563-1885,Buchanan Park,4000,
438,530 Carter Street,San Francisco,False,1,2,True,415-584-4800,Carter Terrace,2350,
439,655 John Muir Drive,San Francisco,False,2,2,True,415-239-4745,Lakewood Access Line,3600,
440,835 Turk Street,San Francisco,False,3,2,True,415-922-0111,Vantaggio Suites,4800,
441,49 Gold Mine Drive,San Francisco,False,3,2,True,415-282-1634,Vista Del Monte Apartments,5250,
442,50 Turk Street #37,San Francisco,False,3,2,True,415-685-7045,Winston Arms Apartments,4050,
443,2760 McKee Road,San Jose,False,3,2,True,408-251-7570,Arbor Terraces,4900,
444,1058 South 5th Street,San Jose,False,3,2,True,877-259-1439,Art Ark Apartments,4250,
445,5480 Lean Avenue,San Jose,False,2,2,True,408-840-2195,Blossom Hill Apartments,2750,
446,1000 Blossom River Way,San Jose,False,3,2,True,408-979-9442,Blossom River Apartments,4400,
447,44 North Jackson Avenue # A5,San Jose,False,3,2,True,408-251-4540,Boxer'S Mayfair Village Senior Apartments,3900,
448,416 Boynton Avenue,San Jose,False,2,2,True,408-246-5509,Boynton Brooks Apartments,4000,
449,1405 Phelps Avenue,San Jose,False,2,2,True,408-866-6111,Campbell House Apartments,2800,
450,260 North Capitol Avenue # 109,San Jose,True,2,2,True,408-259-1662,Capitol Avenue Apartments,3100,
451,1585 Marburg Way # 4,San Jose,False,1,2,True,408-926-3999,Ann Darling Apartments,3950,
452,5822 Charlotte Drive,San Jose,True,1,2,True,408-226-5822,Anton La Moraga Apartments,4850,
453,2760 McKee Road,San Jose,False,1,2,True,408-251-7570,Arbor Terraces,4900,
454,1058 South 5th Street,San Jose,False,1,2,True,877-259-1439,Art Ark Apartments,4250,
455,5480 Lean Avenue,San Jose,False,1,2,True,408-840-2195,Blossom Hill Apartments,2750,
456,1000 Blossom River Way,San Jose,False,1,2,True,408-979-9442,Blossom River Apartments,4400,
457,44 North Jackson Avenue # A5,San Jose,False,1,2,True,408-251-4540,Boxer'S Mayfair Village Senior Apartments,3900,
458,416 Boynton Avenue,San Jose,False,1,2,True,408-246-5509,Boynton Brooks Apartments,4000,
459,1405 Phelps Avenue,San Jose,False,1,2,True,408-866-6111,Campbell House Apartments,2800,
460,260 North Capitol Avenue # 109,San Jose,True,1,2,True,408-259-1662,Capitol Avenue Apartments,3100,
461,5822 Charlotte Drive,,True,1,2,True,408-226-5822,Anton La Moraga Apartments,4150,2019-03-02
462,2605 Haste Street,Berkeley,True,1,2,False,510-996-4167,Casa Bonita,2650,
463,1260 Hopkins Street,Berkeley,False,3,2,True,510-526-3267,Hopkins Park Apartments,4950,
464,1425 Oregon Street,Berkeley,True,2,2,True,510-848-8554,Oregon Park Senior Apartments,3850,
465,1615 Russell Street # 101A,Berkeley,False,2,2,True,510-540-0382,Rosewood Manor Apartments,2850,
466,2017 Stuart Street,Berkeley,False,3,2,True,510-841-4595,Savo Island Cooperative Homes,4000,
467,1260 Hopkins Street,,False,3,2,True,510-526-3267,Hopkins Park Apartments,4950,2019-03-11
468,1901 Shore Line Drive,Alameda,False,3,1,False,510-863-1139,1901 Shoreline Apartments,4900,
469,547-549 Buena Vista Avenue,Alameda,True,3,1,True,510-814-1040,Alameda Park Apartments,4300,
470,459 Neptune Gardens Avenue,Alameda,False,3,1,True,510-769-1496,Breakers At Bayport,4850,
471,544 Central Avenue,Alameda,False,1,1,False,510-521-3927,Del Coronado,1800,
472,333 Willow Street # 100,Alameda,False,1,1,True,510-522-5300,Franciscan Apartments,2800,
473,559 Buena Vista Avenue,Alameda,False,1,1,True,510-521-2697,Garden Court Apartments,2550,
474,564 Central Avenue,Alameda,False,1,1,True,510-865-1139,Marine View Apartments,2400,
475,2149 Otis Drive,Alameda,False,1,1,False,510-522-1615,Otis Terrace Apartments,1900,
476,1901 Shore Line Drive,,False,3,1,False,510-863-1139,1901 Shoreline Apartments,4050,2019-03-03
477,135 Freeway Drive,Napa,True,2,1,False,707-253-8954,Bristol Apartments,3950,
478,234 Soscol Avenue,Napa,False,3,1,True,707-258-1370,Cadillac Flats Apartments,5200,
479,3025 Browns Valley Road,Napa,False,3,1,False,707-257-2051,Charter Oaks Apartments,4700,
480,601 River Glen Drive,Napa,False,2,1,True,707-253-0288,Glen View Apartments,3500,
481,3663 Solano Avenue,Napa,False,2,1,False,707-266-6934,Hawthorn Village,4000,
482,613 Cabot Way,Napa,True,3,1,False,707-265-9373,Marina Park Townhomes,5100,
483,790 Lincoln Avenue,Napa,True,1,1,True,707-255-3119,Napa Park Homes,1600,
484,2020 Kathleen Drive,Napa,False,3,1,False,707-255-0507,Olive Tree Apartments,4000,
485,2052 Wilkins Avenue,Napa,False,1,1,True,707-224-4877,Park Sienna Apartments,2500,
486,2211 Marin Street,Napa,False,2,1,False,707-927-5105,Rose Garden Apartments,3150,
487,135 Freeway Drive,,True,2,1,False,707-253-8954,Bristol Apartments,3950,2019-03-06
488,5 Hutchins Way,Novato,False,2,1,True,415-382-0801,Bay Vista,2950,
489,1518 Hill Road,Novato,False,3,1,True,415-897-0311,Hill Valley Apartments,4950,
490,450 Entrada Drive,Novato,False,2,1,True,415-883-9600,La Casa Novato Apartments,2850,
491,1515 Novato Boulevard # 29,Novato,False,1,1,True,415-897-0323,Otavon Apartments,1600,
492,707 Continental Circle,Mountain View,False,2,1,True,833-278-0054,Americana,3950,
493,2290 California Street,Mountain View,False,2,1,True,650-965-8290,Arbors At Mountain View,4100,
