,airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
193,Delta Airlines,2019-03-01,Heathrow International Airport,London,0,Hartsfield-Jackson International Airport,Atlanta,07:34,17:30,2,242,False,Economy,,,
194,Delta Airlines,2019-03-08,McCarran International Airport,Las Vegas,1,Seattle-Tacoma International Airport,Seattle,14:35,08:45,1,229,False,Economy,,,
195,Alaska Airlines,2019-03-08,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,12:40,10:10,4,142,False,Economy,,,
196,American Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,1,Sky Harbor International Airport,Phoenix,14:47,08:40,1,224,False,Economy,,,
197,Delta Airlines,2019-03-13,Seattle-Tacoma International Airport,Seattle,1,Sky Harbor International Airport,Phoenix,17:06,11:55,1,246,False,Economy,,,
198,Delta Airlines,2019-03-08,SAN International Airport,San Diego,0,SFO International Airport,San Francisco,23:25,21:45,1,106,False,Economy,,,
199,American Airlines,2019-03-01,McCarran International Airport,Las Vegas,1,KLIA International Airport,Kuala Lumpur,21:35,13:45,1,365,False,Economy,,,
200,United Airlines,2019-03-01,PHL International Airport,Philadelphia,1,Heathrow International Airport,London,10:56,00:25,1,273,False,Economy,,,
201,Delta Airlines,2019-03-11,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,15:16,12:50,1,187,False,Economy,,,
202,Southwest Airlines,2019-03-05,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,19:25,16:55,1,116,False,Economy,,,
203,Delta Airlines,2019-03-12,SAN International Airport,San Diego,1,Kingsford Smith International Airport,Sydney,08:34,17:50,1,255,False,Economy,,,
204,United Airlines,2019-03-08,Seattle-Tacoma International Airport,Seattle,0,PDX International Airport,Portland,23:43,22:45,1,67,False,Economy,,,
205,Delta Airlines,2019-03-09,PHL International Airport,Philadelphia,0,JFK International Airport,New York,19:46,18:55,3,60,False,Economy,,,
206,United Airlines,2019-03-13,Dulles International Airport,Washington,0,Toronto Pearson International Airport,Toronto,00:50,23:25,1,87,False,Economy,,,
207,Southwest Airlines,2019-03-02,SFO International Airport,San Francisco,0,JFK International Airport,New York,16:56,13:30,2,191,True,Economy,,,
208,American Airlines,2019-03-02,JFK International Airport,New York,0,O'Hare International Airport,Chicago,15:49,12:30,1,134,False,Economy,,,
209,Delta Airlines,2019-03-13,LAX International Airport,Los Angeles,0,JFK International Airport,New York,10:40,07:30,2,190,False,Economy,,,
210,American Airlines,2019-03-07,Sky Harbor International Airport,Phoenix,0,SAN International Airport,San Diego,16:35,15:15,1,92,False,Economy,,,
211,Alaska Airlines,2019-03-09,Charles de Gaulle International Airport,Paris,0,SFO International Airport,San Francisco,20:13,22:05,1,277,False,Economy,,,
212,Delta Airlines,2019-03-09,Charles de Gaulle International Airport,Paris,0,O'Hare International Airport,Chicago,11:36,18:40,1,220,False,Economy,,,
213,American Airlines,2019-03-12,Charles de Gaulle International Airport,Paris,1,Sky Harbor International Airport,Phoenix,11:18,07:35,1,630,False,Premium Economy,,,
214,United Airlines,2019-03-13,SAN International Airport,San Diego,1,Seattle-Tacoma International Airport,Seattle,16:19,12:30,1,186,False,Economy,,,
215,American Airlines,2019-03-12,SFO International Airport,San Francisco,1,SAN International Airport,San Diego,13:30,09:50,1,144,True,Economy,,,
216,Alaska Airlines,2019-03-10,LAX International Airport,Los Angeles,1,Seattle-Tacoma International Airport,Seattle,17:15,12:00,1,197,False,Economy,,,
217,Delta Airlines,2019-03-07,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,08:53,07:55,1,113,False,Premium Economy,,,
218,American Airlines,2019-03-14,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,14:06,11:40,1,192,False,Economy,,,
219,Southwest Airlines,2019-03-09,Hartsfield-Jackson International Airport,Atlanta,1,McCarran International Airport,Las Vegas,01:24,14:35,1,229,False,Economy,,,
220,Southwest Airlines,2019-03-12,Benito Juarez International Airport,Mexico City,1,PHL International Airport,Philadelphia,23:16,17:20,1,351,False,Premium Economy,,,
221,Delta Airlines,2019-03-04,LAX International Airport,Los Angeles,1,KLIA International Airport,Kuala Lumpur,08:35,00:15,1,391,False,Economy,,,
222,American Airlines,2019-03-13,Kingsford Smith International Airport,Sydney,0,SFO International Airport,San Francisco,16:01,16:20,2,214,False,Economy,,,
223,American Airlines,2019-03-07,PHL International Airport,Philadelphia,1,Dulles International Airport,Washington,11:36,08:00,1,219,True,Premium Economy,,,
224,Delta Airlines,2019-03-01,SAN International Airport,San Diego,1,JFK International Airport,New York,12:34,07:30,4,224,False,Economy,,,
225,Southwest Airlines,2019-03-12,SAN International Airport,San Diego,0,LAX International Airport,Los Angeles,16:19,15:25,4,56,False,Economy,,,
226,Delta Airlines,2019-03-03,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,11:42,03:55,2,241,True,Economy,,,
227,Air Canada,2019-03-06,Hartsfield-Jackson International Airport,Atlanta,0,YVR International Airport,Vancouver,22:16,13:35,1,199,True,Economy,,,
228,Southwest Airlines,2019-03-13,Sky Harbor International Airport,Phoenix,0,McCarran International Airport,Las Vegas,19:39,18:25,3,86,False,Economy,,,
229,American Airlines,2019-03-10,JFK International Airport,New York,1,KLIA International Airport,Kuala Lumpur,05:25,13:45,1,478,False,Economy,,,
230,Delta Airlines,2019-03-01,JFK International Airport,New York,0,Charles de Gaulle International Airport,Paris,12:47,10:00,1,243,False,Economy,,,
231,Delta Airlines,2019-03-01,O'Hare International Airport,Chicago,1,SAN International Airport,San Diego,04:57,19:55,1,239,False,Economy,,,
232,Air Canada,2019-03-12,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,01:18,16:45,2,204,False,Economy,,,
233,Alaska Airlines,2019-03-12,Heathrow International Airport,London,1,SFO International Airport,San Francisco,03:14,04:30,1,402,False,Economy,,,
234,Air France,2019-03-05,Seattle-Tacoma International Airport,Seattle,1,Charles de Gaulle International Airport,Paris,22:56,13:25,1,357,False,Economy,,,
235,Delta Airlines,2019-03-05,Seattle-Tacoma International Airport,Seattle,1,Charles de Gaulle International Airport,Paris,22:56,11:20,1,348,False,Economy,,,
236,American Airlines,2019-03-04,LAX International Airport,Los Angeles,0,Dulles International Airport,Washington,12:30,09:45,4,184,True,Economy,,,
237,Delta Airlines,2019-03-04,LAX International Airport,Los Angeles,0,Dulles International Airport,Washington,12:45,10:00,4,185,False,Economy,,,
238,Southwest Airlines,2019-03-04,LAX International Airport,Los Angeles,0,Dulles International Airport,Washington,17:35,14:50,4,190,False,Economy,,,
239,United Airlines,2019-03-04,LAX International Airport,Los Angeles,1,Dulles International Airport,Washington,00:32,20:40,4,243,False,Economy,,,
240,American Airlines,2019-03-02,Heathrow International Airport,London,1,PHL International Airport,Philadelphia,03:14,10:10,1,314,False,Economy,,,
241,Delta Airlines,2019-03-02,Heathrow International Airport,London,1,PHL International Airport,Philadelphia,10:14,14:20,1,343,False,Economy,,,
242,Southwest Airlines,2019-03-02,Heathrow International Airport,London,1,PHL International Airport,Philadelphia,01:37,07:45,1,283,False,Economy,,,
243,United Airlines,2019-03-02,Heathrow International Airport,London,1,PHL International Airport,Philadelphia,03:14,11:30,1,321,False,Economy,,,
244,American Airlines,2019-03-05,Seattle-Tacoma International Airport,Seattle,1,Toronto Pearson International Airport,Toronto,18:05,10:05,1,366,False,Premium Economy,,,
245,Delta Airlines,2019-03-05,Seattle-Tacoma International Airport,Seattle,1,Toronto Pearson International Airport,Toronto,09:37,02:10,1,523,False,Premium Economy,,,
246,American Airlines,2019-03-03,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,11:34,09:35,1,177,True,Economy,,,
247,Delta Airlines,2019-03-03,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,00:19,22:20,1,194,True,Economy,,,
248,Southwest Airlines,2019-03-03,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,15:29,13:30,1,173,False,Economy,,,
249,United Airlines,2019-03-03,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,10:34,08:35,1,189,True,Economy,,,
250,American Airlines,2019-03-03,LAX International Airport,Los Angeles,0,Hartsfield-Jackson International Airport,Atlanta,11:34,09:35,1,276,True,Premium Economy,,,
251,American Airlines,2019-03-14,SFO International Airport,San Francisco,0,O'Hare International Airport,Chicago,09:52,07:05,1,191,False,Economy,,,
252,American Airlines,2019-03-14,SFO International Airport,San Francisco,0,O'Hare International Airport,Chicago,09:52,07:05,1,267,False,Premium Economy,,,
253,American Airlines,2019-03-08,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,11:18,08:15,1,432,False,Economy,,,
254,Delta Airlines,2019-03-08,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,11:18,08:45,1,426,False,Economy,,,
255,Southwest Airlines,2019-03-08,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,07:58,05:25,1,384,False,Economy,,,
256,United Airlines,2019-03-08,Charles de Gaulle International Airport,Paris,1,Seattle-Tacoma International Airport,Seattle,11:18,10:10,1,429,False,Economy,,,
257,American Airlines,2019-03-04,Toronto Pearson International Airport,Toronto,1,Hartsfield-Jackson International Airport,Atlanta,20:28,15:25,4,204,False,Economy,,,
258,Delta Airlines,2019-03-04,Toronto Pearson International Airport,Toronto,1,Hartsfield-Jackson International Airport,Atlanta,20:28,15:40,4,188,False,Economy,,,
259,Southwest Airlines,2019-03-04,Toronto Pearson International Airport,Toronto,1,Hartsfield-Jackson International Airport,Atlanta,12:33,04:35,4,222,False,Economy,,,
260,United Airlines,2019-03-04,Toronto Pearson International Airport,Toronto,1,Hartsfield-Jackson International Airport,Atlanta,12:33,06:15,4,222,False,Economy,,,
261,Delta Airlines,2019-03-12,JFK International Airport,New York,0,PHL International Airport,Philadelphia,17:31,16:40,2,57,False,Economy,,,
262,Southwest Airlines,2019-03-12,JFK International Airport,New York,0,PHL International Airport,Philadelphia,08:36,07:45,2,73,False,Economy,,,
263,American Airlines,2019-03-03,SAN International Airport,San Diego,1,Benito Juarez International Airport,Mexico City,12:34,08:40,2,348,False,Premium Economy,,,
264,Delta Airlines,2019-03-03,SAN International Airport,San Diego,1,Benito Juarez International Airport,Mexico City,00:05,16:40,2,411,True,Premium Economy,,,
265,American Airlines,2019-03-01,Jomo Kenyatta International Airport,Nairobi,1,Hartsfield-Jackson International Airport,Atlanta,17:57,15:25,1,438,False,Economy,,,
266,Delta Airlines,2019-03-01,Jomo Kenyatta International Airport,Nairobi,1,Hartsfield-Jackson International Airport,Atlanta,17:57,14:10,1,448,False,Economy,,,
267,Southwest Airlines,2019-03-01,Jomo Kenyatta International Airport,Nairobi,1,Hartsfield-Jackson International Airport,Atlanta,17:57,13:25,1,423,False,Economy,,,
268,United Airlines,2019-03-01,Jomo Kenyatta International Airport,Nairobi,1,Hartsfield-Jackson International Airport,Atlanta,17:57,12:50,1,426,False,Economy,,,
269,American Airlines,2019-03-09,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,00:36,22:25,2,120,False,Economy,,,
270,American Airlines,2019-03-12,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,09:34,08:20,1,98,False,Economy,,,
271,Delta Airlines,2019-03-12,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,21:04,19:50,1,82,False,Economy,,,
272,Southwest Airlines,2019-03-12,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,16:24,15:10,1,85,True,Economy,,,
273,United Airlines,2019-03-12,SAN International Airport,San Diego,0,McCarran International Airport,Las Vegas,10:49,09:35,1,86,False,Economy,,,
274,American Airlines,2019-03-05,Kingsford Smith International Airport,Sydney,1,JFK International Airport,New York,07:22,04:05,1,376,True,Economy,,,
275,Delta Airlines,2019-03-05,Kingsford Smith International Airport,Sydney,1,JFK International Airport,New York,13:32,07:30,1,412,False,Economy,,,
276,Southwest Airlines,2019-03-05,Kingsford Smith International Airport,Sydney,1,JFK International Airport,New York,13:32,06:50,1,408,False,Economy,,,
277,United Airlines,2019-03-01,PHL International Airport,Philadelphia,1,Indira Gandhi International Airport,Delhi,19:26,15:40,4,292,True,Economy,,,
278,American Airlines,2019-03-03,YVR International Airport,Vancouver,1,PDX International Airport,Portland,15:32,10:45,1,216,True,Economy,,,
279,American Airlines,2019-03-11,Charles de Gaulle International Airport,Paris,0,LAX International Airport,Los Angeles,07:58,09:40,4,267,False,Economy,,,
280,American Airlines,2019-03-11,Charles de Gaulle International Airport,Paris,0,LAX International Airport,Los Angeles,07:58,09:40,4,430,False,Premium Economy,,,
281,Delta Airlines,2019-03-14,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,09:56,07:45,3,117,True,Economy,,,
282,United Airlines,2019-03-14,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,19:06,16:55,3,116,True,Economy,,,
283,American Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,00:07,21:35,1,295,False,Premium Economy,,,
284,Southwest Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,21:52,19:20,1,318,True,Premium Economy,,,
285,United Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,13:27,10:55,1,290,False,Premium Economy,,,
286,United Airlines,2019-03-14,Seattle-Tacoma International Airport,Seattle,0,Hartsfield-Jackson International Airport,Atlanta,19:52,17:20,1,187,True,Economy,,,
287,United Airlines,2019-03-14,O'Hare International Airport,Chicago,0,Dulles International Airport,Washington,14:28,13:30,1,117,True,Economy,,,
288,United Airlines,2019-03-14,O'Hare International Airport,Chicago,0,Dulles International Airport,Washington,14:28,13:30,2,117,True,Economy,,,
289,Alaska Airlines,2019-03-11,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,00:21,15:55,1,185,False,Economy,,,
290,American Airlines,2019-03-11,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,22:44,13:20,1,286,False,Economy,,,
291,Delta Airlines,2019-03-11,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:31,10:05,1,186,False,Economy,,,
292,Southwest Airlines,2019-03-11,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,17:19,06:45,1,272,False,Economy,,,
293,United Airlines,2019-03-11,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:41,10:15,1,207,False,Economy,,,
294,American Airlines,2019-03-13,Hartsfield-Jackson International Airport,Atlanta,0,Heathrow International Airport,London,02:39,20:35,2,210,True,Economy,,,
295,British Airways,2019-03-13,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,21:27,09:15,2,339,False,Economy,,,
296,Delta Airlines,2019-03-13,Hartsfield-Jackson International Airport,Atlanta,1,Heathrow International Airport,London,20:21,08:00,2,303,False,Economy,,,
