,location,number_of_rooms,phone_number,place_name,price_per_night,smoking_allowed,star_rating,street_address,check_in_date,stay_length
250,Paris,1,+33 1 42 85 50 00,Avalon Hotel Paris Gare Du Nord,102,False,3,"131 Boulevard de Magenta, 75010",,
251,Paris,3,+33 1 45 38 52 59,Best Western Bretagne Montparnasse,444,True,4,"33 Rue Raymond Losserand, 75014",,
252,Paris,1,+33 1 40 43 02 33,Bob Hotel By Elegancia,84,True,4,"30 Rue Pernety, 75014",,
253,Paris,2,+33 1 44 30 10 00,Brach Paris,290,True,5,"1-7 Rue Jean Richepin, 75016",,
254,Paris,2,+33 1 83 96 88 88,Buddha-Bar Hotel Paris,210,True,5,"4 Rue d'Anjou, 75008",,
255,San Francisco,3,+1 415-788-5604,Hi San Francisco Downtown Hostel,261,True,3,312 Mason Street,,
256,San Francisco,1,+1 877-828-4478,Hotel G,90,True,3,386 Geary Street,,
257,San Francisco,3,+1 415-495-2100,Hotel Griffon,288,True,3,"1206, 155 Steuart Street",,
258,San Francisco,3,+1 844-617-6555,Hotel Zephyr,189,True,3,250 Beach Street,,
259,San Francisco,2,+1 888-822-8666,Kimpton Buchanan Hotel,204,True,3,1800 Sutter Street,,
260,San Francisco,3,+1 415-885-2987,Nob Hill Hotel,351,True,3,835 Hyde Street,,
261,San Francisco,2,+1 415-397-3510,The Inn At Union Square,216,True,3,440 Post Street,,
262,San Francisco,1,+1 415-626-6103,Bei Hotel San Francisco,351,True,3,50 8th Street,2019-03-02,12
263,New York,1,+1 646-490-7348,Central Park West Hostel,30,True,1,201 West 87th Street,,
264,New York,2,+1 212-647-0010,Chelsea International Hostel,68,True,1,251 West 20th Street,,
265,New York,1,+1 212-912-2504,Vanderbilt Ymca,32,True,1,224 East 47th Street,,
266,New York,1,+1 646-490-7348,Central Park West Hostel,30,True,1,201 West 87th Street,2019-03-08,5
267,San Diego,3,+1 858-539-8666,Bahia Resort Hotel,225,False,3,998 West Mission Bay Drive,,
268,San Diego,2,+1 619-233-7500,Best Western Plus Bayside Inn,234,True,3,555 West Ash Street,,
269,San Diego,2,+1 619-298-4707,Best Western Plus Hacienda Hotel Old Town,198,False,3,4041 Harney Street,,
270,San Diego,2,+1 858-483-6110,Capri By The Sea By All Seasons Resort Lodging,192,False,3,4767 Ocean Boulevard,,
271,San Diego,3,+1 619-881-6200,Comfort Inn & Suites San Diego - Zoo Seaworld Area,189,False,3,2485 Hotel Circle Place,,
272,San Diego,3,+1 858-573-0700,Courtyard By Marriott San Diego Central,333,False,3,8651 Spectrum Center Boulevard,,
273,San Diego,3,+1 619-233-7500,Best Western Plus Bayside Inn,333,True,3,555 West Ash Street,2019-03-04,9
274,Las Vegas,1,+1 702-256-3766,Best Western Plus Las Vegas West,117,False,3,8669 West Sahara Avenue,,
275,Las Vegas,2,+1 702-638-1800,Budget Suites Of America,44,True,1,2219 North Rancho Drive,,
276,Las Vegas,3,+1 702-360-5700,Hampton Inn Las Vegas/Summerlin,279,True,3,7100 Cascade Valley Court,,
277,Las Vegas,1,+1 702-360-1200,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,72,True,2,7101 Cascade Valley Court,,
278,Las Vegas,1,+1 702-768-9823,Oasis At Gold Spike,63,False,3,217 Las Vegas Boulevard North,,
279,Las Vegas,1,+1 702-489-7500,Thunderbird Boutique Hotel,56,False,2,1215 South Las Vegas Boulevard,,
280,San Diego,3,+1 858-539-8666,Bahia Resort Hotel,189,False,3,998 West Mission Bay Drive,,
281,San Diego,2,+1 619-275-5700,Best Western Mission Bay,140,False,2,2575 Clairemont Drive,,
282,San Diego,3,+1 619-233-7500,Best Western Plus Bayside Inn,198,True,3,555 West Ash Street,,
283,San Diego,3,+1 619-298-4707,Best Western Plus Hacienda Hotel Old Town,342,False,3,4041 Harney Street,,
284,San Diego,3,+1 619-222-0561,Best Western Plus Island Palms Hotel & Marina,189,False,3,2051 Shelter Island Drive,,
285,San Diego,1,+1 858-578-6600,Best Western San Diego/Miramar Hotel,60,False,2,9310 Kearny Mesa Road,,
286,San Diego,2,+1 619-291-1300,Best Western Seven Seas,216,False,3,411 Hotel Circle South,,
287,San Diego,3,+1 619-224-3254,Best Western Yacht Harbor Hotel,120,False,2,5005 North Harbor Drive,,
288,San Diego,1,+1 858-488-4700,Blue Sea Beach Hotel,117,False,3,707 Pacific Beach Drive,,
289,San Diego,2,+1 858-483-6110,Capri By The Sea By All Seasons Resort Lodging,186,False,3,4767 Ocean Boulevard,,
290,Vancouver,2,+1 604-254-1000,Atrium Inn Vancouver,228,False,3,2889 East Hastings Street,,
291,Vancouver,1,+1 604-669-7070,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,72,False,3,1100 Granville Street,,
292,Vancouver,2,+1 604-682-1831,Best Western Plus Sands,222,False,3,1755 Davie Street,,
293,Vancouver,3,+1 604-688-1411,Blue Horizon Hotel,189,False,3,1225 Robson Street,,
294,Vancouver,3,+1 604-263-1555,Coast Vancouver Airport Hotel,225,False,3,1041 Southwest Marine Drive,,
295,Vancouver,3,+1 604-681-4335,Days Inn By Wyndham Vancouver Downtown,198,False,3,921 West Pender Street,,
296,Vancouver,1,+1 604-669-9888,Gec Granville Suites Hotel,63,True,3,718 Drake Street,,
297,Vancouver,3,+1 604-602-1008,Hampton Inn & Suites,207,False,3,111 Robson Street,,
298,Vancouver,1,+1 604-685-5335,Hi Vancouver Central,72,False,3,1025 Granville Street,,
299,Vancouver,3,+1 604-684-2151,Holiday Inn Hotel & Suites Vancouver Downtown,207,False,3,1110 Howe Street,,
300,San Francisco,3,+1 415-626-6103,Bei Hotel San Francisco,279,True,3,50 8th Street,,
301,San Francisco,1,+1 415-673-2600,Beresford Arms Hotel,87,False,3,701 Post Street,,
302,San Francisco,1,+1 415-362-2004,Chancellor Hotel On Union Square,102,False,3,433 Powell Street,,
303,San Francisco,3,+1 415-421-3154,Cornell Hotel De France,297,False,3,715 Bush Street,,
304,San Francisco,2,+1 415-947-0700,Courtyard By Marriott San Francisco Downtown,222,False,3,299 2nd Street,,
305,San Francisco,1,+1 415-346-3800,Courtyard By Marriott San Francisco Union Square,60,False,3,761 Post Street,,
306,San Francisco,2,+1 415-771-3000,Cova Hotel,138,False,3,655 Ellis Street,,
307,San Francisco,3,+1 800-654-1100,Executive Hotel Vintage Court San Francisco,252,False,3,650 Bush Street,,
308,San Francisco,3,+1 415-546-3110,Hampton Inn San Francisco Downtown/Convention Center,180,False,3,942 Mission Street,,
309,San Francisco,3,+1 415-781-7800,Handlery Union Square Hotel,198,False,3,351 Geary Street,,
310,Fresno,2,+1 559-268-1000,Doubletree By Hilton Hotel Fresno Convention Center,222,False,3,2233 Ventura Street,,
311,Fresno,3,+1 559-442-1110,La Quinta Inn By Wyndham Fresno Yosemite,156,True,2,2926 Tulare Street,,
312,Fresno,2,+1 559-375-7760,Piccadilly Inn Airport,126,True,3,5115 East McKinley Avenue,,
313,Fresno,2,+1 559-233-6650,Radisson Hotel Fresno Conference Center,222,False,3,1055 Van Ness Avenue,,
314,Fresno,1,+1 888-287-9400,Springhill Suites By Marriott Fresno,87,False,3,6844 North Fresno Street,,
315,Seattle,2,+1 206-448-4721,Ace Hotel Seattle,136,False,2,2423 1st Avenue,,
316,Seattle,2,+1 866-525-4704,Belltown Inn,186,False,2,2301 3rd Avenue,,
317,Seattle,2,+1 800-615-3107,Days Inn By Wyndham Seattle North Of Downtown,84,False,2,9100 Aurora Avenue North,,
318,Seattle,2,+1 206-365-8100,Extended Stay America - Seattle - Northgate,124,True,2,13300 Stone Avenue North,,
319,Seattle,2,+1 206-340-1222,Green Tortoise Hostel Seattle,174,False,2,105 Pike Street,,
320,Seattle,2,+1 206-522-6991,Hampton Inn & Suites By Hilton Seattle/Northgate,144,True,2,9550 1st Avenue Northeast,,
321,Seattle,2,+1 206-441-7222,Holiday Inn Express & Suites Seattle-City Center,132,False,2,226 7th Avenue North,,
322,Seattle,2,+1 206-282-7357,Inn At Queen Anne,198,False,2,505 1st Avenue North,,
323,Seattle,2,+1 206-728-7666,Quality Inn & Suites Seattle Center,88,False,2,618 John Street,,
324,Seattle,2,+1 206-583-6453,The Inn At Virginia Mason,156,False,2,1006 Spring Street,,
325,Long Beach,3,+1 562-599-5555,Best Western Of Long Beach,168,False,2,1725 Long Beach Boulevard,,
326,Long Beach,2,+1 562-429-5803,Courtyard By Marriott Long Beach Airport,168,False,3,3841 North Lakewood Boulevard,,
327,Long Beach,2,+1 562-435-8511,Courtyard By Marriott Long Beach Downtown,186,False,3,500 East First Street,,
328,Long Beach,3,+1 562-425-0012,Hampton Inn Long Beach Airport,222,False,2,3771 North Lakewood Boulevard,,
329,Long Beach,3,+1 562-590-8858,Holiday Inn Long Beach Downtown Area,288,False,3,1133 Atlantic Avenue,,
330,Long Beach,3,+1 562-425-0010,Homewood Suites By Hilton Long Beach Airport,324,True,3,3771 North Lakewood Boulevard,,
331,Long Beach,2,+1 562-597-5171,Hotel Current Long Beach,186,False,3,5325 Pacific Coast Highway,,
332,Long Beach,1,+1 562-432-1234,Hyatt Centric The Pike Long Beach,144,False,4,285 Bay Street,,
333,Long Beach,2,+1 562-491-1234,Hyatt Regency Long Beach,256,False,4,200 South Pine Avenue,,
334,Long Beach,2,+1 800-228-9290,Long Beach Marriott,120,False,3,4700 Airport Plaza Drive,,
335,Los Angeles,2,+1 323-852-7000,Ac Hotel By Marriott Beverly Hills,120,False,2,6399 Wilshire Boulevard,,
336,Los Angeles,2,+1 800-224-7835,Airtel Plaza Hotel,216,True,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States",,
337,Los Angeles,3,+1 323-469-2500,Banana Bungalow - Hollywood Hostel,72,True,1,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA",,
338,Los Angeles,2,+1 818-765-2900,Best Western Burbank Airport Inn,156,False,3,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States",,
339,Los Angeles,3,+1 323-851-1800,Best Western Hollywood Plaza Inn,162,False,2,"2011 North Highland Avenue, Hollywood, California 90068, United States",,
340,Los Angeles,3,+1 310-834-3400,Best Western Los Angeles Worldport Hotel,186,False,2,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States",,
341,Los Angeles,1,+1 213-617-3077,Best Western Plus Dragon Gate Inn,62,False,2,818 North Hill Street,,
342,Los Angeles,3,+1 323-464-5181,Best Western Plus Hollywood Hills Hotel,216,False,2,"6141 Franklin Avenue, Hollywood, California 90028, United States",,
343,Los Angeles,1,+1 310-514-1414,Best Western Plus San Pedro Hotel & Suites,69,False,3,"111 South Gaffey Street, San Pedro, California 90731, United States",,
344,Los Angeles,2,+1 310-553-6561,Beverly Hills Marriott,176,False,4,1150 South Beverly Drive,,
345,Anaheim,1,+1 714-772-5050,Anaheim Desert Inn And Suites,64,False,2,1600 South Harbor Boulevard,,
346,Anaheim,1,+1 714-778-1700,Anaheim Majestic Garden Hotel,93,False,3,900 South Disneyland Drive,,
347,Anaheim,1,+1 800-341-6301,Anaheim Portofino Inn & Suites,132,False,3,1831 South Harbor Boulevard,,
348,Anaheim,1,+1 714-774-3860,Anaheim Rv Park,80,True,2,200 West Midway Drive,,
349,Anaheim,1,+1 714-634-2106,Ayres Hotel Anaheim,198,True,3,2550 East Katella Avenue,,
350,Anaheim,1,+1 714-774-1050,Best Western Plus Anaheim Inn,117,False,3,1630 South Harbor Boulevard,,
351,Anaheim,1,+1 714-776-4800,Best Western Plus Park Place Inn - Mini Suites,168,False,3,1544 South Harbor Boulevard,,
352,Anaheim,1,+1 714-776-0140,Best Western Plus Pavilions,84,False,1,1176 West Katella Avenue,,
353,Anaheim,1,+1 714-750-6100,Best Western Plus Raffles Inn & Suites,42,False,2,2040 South Harbor Boulevard,,
354,Anaheim,1,+1 714-778-1880,Best Western Plus Stovall'S Inn,66,False,3,1110 West Katella Avenue,,
355,Los Angeles,2,+1 323-469-2500,Banana Bungalow - Hollywood Hostel,72,True,1,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA",,
356,Los Angeles,2,+1 323-851-1800,Best Western Hollywood Plaza Inn,162,False,2,"2011 North Highland Avenue, Hollywood, California 90068, United States",,
357,Los Angeles,2,+1 310-834-3400,Best Western Los Angeles Worldport Hotel,186,False,2,"1402 West Pacific Coast Highway, Wilmington, California 90744, United States",,
358,Los Angeles,2,+1 213-617-3077,Best Western Plus Dragon Gate Inn,222,False,2,818 North Hill Street,,
359,Los Angeles,2,+1 323-464-5181,Best Western Plus Hollywood Hills Hotel,216,False,2,"6141 Franklin Avenue, Hollywood, California 90028, United States",,
360,Los Angeles,2,+1 310-514-1414,Best Western Plus San Pedro Hotel & Suites,297,False,3,"111 South Gaffey Street, San Pedro, California 90731, United States",,
361,Los Angeles,2,+1 310-642-7500,Crowne Plaza Los Angeles Airport,192,False,4,5985 West Century Boulevard,,
362,Los Angeles,2,+1 213-624-0000,Hilton Checkers Los Angeles,208,True,4,535 South Grand Avenue,,
363,Los Angeles,2,+1 310-410-4000,Hilton Los Angeles Airport,456,True,4,5711 West Century Boulevard,,
364,Los Angeles,2,+1 818-595-1000,Hilton Woodland Hills/Los Angeles,232,False,4,"6360 Canoga Avenue, Woodland Hills, California 91367, United States",,
365,Los Angeles,2,+1 310-284-6500,Intercontinental Los Angeles Century City,184,False,4,2151 Avenue of the Stars,,
366,Los Angeles,2,+1 213-688-7777,Intercontinental Los Angeles Downtown,192,False,4,900 Wilshire Boulevard,,
367,Los Angeles,2,+1 213-279-3532,Kimpton Everly Hotel,312,True,4,1800 Argyle Avenue,,
368,Los Angeles,2,+1 310-475-8711,Kimpton Hotel Palomar Los Angeles Beverly Hills,184,False,4,10740 Wilshire Boulevard,,
369,Los Angeles,2,+1 323-852-6000,Kimpton Hotel Wilshire,408,False,4,6317 Wilshire Boulevard,,
370,Sacramento,1,+1 916-920-5300,Fairfield Inn By Marriott Sacramento Cal Expo,140,False,2,1780 Tribute Road,,
371,Sacramento,1,+1 916-448-8100,La Quinta Inn By Wyndham Sacramento Downtown,162,False,2,200 Jibboom Street,,
372,Sacramento,1,+1 916-497-0955,Surestay Plus Hotel By Best Western Sacramento North,72,False,2,350 Bercut Drive,,
373,San Francisco,1,+1 800-576-0767,Travelodge By Wyndham San Francisco Central,210,True,2,1707 Market Street,,
374,San Francisco,3,+1 415-673-3277,Amsterdam Hostel San Francisco,99,False,1,749 Taylor Street,,
375,San Francisco,3,+1 415-563-0800,Argonaut Hotel,396,False,4,495 Jefferson Street,,
376,San Francisco,2,+1 415-621-8212,Beck'S Motor Lodge,156,False,2,2222 Market Street,,
377,San Francisco,1,+1 415-552-7100,Casa Loma Hotel,42,False,2,610 Fillmore Street,,
378,San Francisco,3,+1 415-563-5600,Chelsea,228,False,2,2095 Lombard Street,,
379,San Francisco,3,+1 415-928-5000,Comfort Inn By The Bay,168,False,2,2775 Van Ness Avenue,,
380,Portland,1,+1 503-200-5678,Aloft Portland Airport At Cascade Station,93,False,3,9920 Northeast Cascades Parkway,,
381,Portland,3,+1 503-251-9991,Best Western Plus Portland Airport Hotel & Suites,168,False,2,11938 Northeast Airport Way,,
382,Portland,2,+1 971-351-0230,Canopy By Hilton Portland Pearl District,176,False,4,425 Northwest 9th Avenue,,
383,Portland,3,+1 503-252-6397,Comfort Inn & Suites Portland Airport,228,True,2,5019 Northeast 102nd Avenue,,
384,Portland,3,+1 503-255-2700,"Country Inn & Suites By Radisson, Portland International Airport, Or",297,False,3,7025 Northeast Alderwood Road,,
385,Portland,3,+1 503-252-3200,Courtyard By Marriott Portland Airport,315,False,3,11550 Northeast Airport Way,,
386,Portland,2,+1 503-505-5000,Courtyard By Marriott Portland City Center,144,False,3,550 Southwest Oak Street,,
387,Portland,2,+1 503-234-3200,Courtyard By Marriott Portland Downtown/Convention Center,234,False,3,435 Northeast Wasco Street,,
388,Portland,3,+1 503-233-2401,Crowne Plaza Portland-Downtown Conv Ctr,288,False,3,1441 Northeast 2nd Avenue,,
389,Portland,1,+1 877-628-4408,Dossier,88,False,4,750 Southwest Alder Street,,
390,Sacramento,2,+1 916-441-1314,Best Western Plus Sutter House,69,False,1,1100 H Street,,
391,Sacramento,2,+1 916-455-6800,Courtyard By Marriott Sacramento Midtown,207,False,3,4422 Y Street,,
392,Sacramento,2,+1 916-929-8855,Doubletree By Hilton Hotel Sacramento,192,False,3,2001 Point West Way,,
393,Sacramento,2,+1 916-326-5000,Embassy Suites By Hilton Sacramento Riverfront Promenade,210,False,3,100 Capitol Mall,,
394,Sacramento,2,+1 916-920-5300,Fairfield Inn By Marriott Sacramento Cal Expo,140,False,2,1780 Tribute Road,,
395,Sacramento,2,+1 916-263-9000,Four Points By Sheraton Sacramento International Airport,186,False,3,4900 Duckhorn Drive,,
396,Sacramento,2,+1 916-568-5400,Hilton Garden Inn Sacramento/South Natomas,180,False,3,2540 Venture Oaks Way,,
397,Sacramento,2,+1 916-922-4700,Hilton Sacramento Arden West,270,False,3,2200 Harvard Street,,
398,Sacramento,2,+1 916-444-4436,Holiday Inn Express Sacramento Convention Center,234,False,3,728 16th Street,,
399,Sacramento,2,+1 916-446-0100,Holiday Inn Sacramento Downtown - Arena,204,False,3,300 J Street,,
400,Anaheim,2,+1 800-341-6301,Anaheim Portofino Inn & Suites,132,False,3,1831 South Harbor Boulevard,,
401,Anaheim,2,+1 714-774-3860,Anaheim Rv Park,80,True,2,200 West Midway Drive,,
402,Anaheim,3,+1 714-634-2106,Ayres Hotel Anaheim,198,True,3,2550 East Katella Avenue,,
403,Anaheim,2,+1 714-776-4800,Best Western Plus Park Place Inn - Mini Suites,168,False,3,1544 South Harbor Boulevard,,
404,Anaheim,3,+1 714-776-0140,Best Western Plus Pavilions,84,False,1,1176 West Katella Avenue,,
405,San Francisco,1,+1 415-885-2500,Hotel Spero,80,False,4,405 Taylor Street,,
406,San Francisco,2,+1 415-200-4977,Hotel Via,208,True,4,138 King Street,,
407,San Francisco,1,+1 415-348-1111,Hotel Zelos San Francisco,96,False,4,12 4th Street,,
408,San Francisco,3,+1 415-563-0303,Hotel Zeppelin San Francisco,408,False,4,545 Post Street,,
409,San Francisco,1,+1 415-561-1100,Hotel Zoe Fisherman'S Wharf,148,True,4,425 North Point Street,,
410,San Francisco,3,+1 415-563-1234,Hyatt Centric Fishermans Wharf San Francisco,468,False,4,555 North Point Street,,
411,San Francisco,2,+1 415-392-8000,Parc 55 San Francisco - A Hilton Hotel,224,False,4,55 Cyril Magnin Street,,
412,San Francisco,1,+1 800-228-8408,Pier 2620 Hotel Fisherman'S Wharf,88,False,4,2620 Jones Street,,
413,San Francisco,3,+1 415-292-0100,The Marker San Francisco,324,False,4,501 Geary Street,,
414,San Francisco,1,+1 415-563-0800,Argonaut Hotel,396,False,4,495 Jefferson Street,,
415,San Francisco,1,+1 415-200-4977,Hotel Via,208,True,4,138 King Street,,
416,San Francisco,1,+1 415-563-0303,Hotel Zeppelin San Francisco,408,False,4,545 Post Street,,
417,San Francisco,1,+1 415-563-1234,Hyatt Centric Fishermans Wharf San Francisco,468,False,4,555 North Point Street,,
418,San Francisco,1,+1 415-392-8000,Parc 55 San Francisco - A Hilton Hotel,224,False,4,55 Cyril Magnin Street,,
419,San Francisco,1,+1 415-292-0100,The Marker San Francisco,324,False,4,501 Geary Street,,
420,Los Angeles,3,+1 800-947-7666,Beverly Laurel Motor Hotel,216,True,2,8018 Beverly Boulevard,,
421,Los Angeles,1,+1 323-938-3617,Dunes Inn - Wilshire,46,True,2,4300 Wilshire Boulevard,,
422,Los Angeles,1,+1 323-952-6900,Hampton Inn & Suites Los Angeles/Hollywood,66,False,2,1133 Vine Street,,
423,Los Angeles,1,+1 818-821-8031,Holiday Inn Express North Hollywood - Burbank Area,46,False,2,"11350 Burbank Boulevard, North Hollywood, CA 91601, USA",,
424,Los Angeles,2,+1 800-537-8483,Hollywood Celebrity Hotel,108,True,2,1775 Orchid Avenue,,
425,San Francisco,2,+1 415-673-3277,Amsterdam Hostel San Francisco,99,False,1,749 Taylor Street,,
426,San Francisco,2,+1 415-563-0800,Argonaut Hotel,396,False,4,495 Jefferson Street,,
427,San Francisco,2,+1 415-626-6103,Bei Hotel San Francisco,279,True,3,50 8th Street,,
428,San Francisco,2,+1 415-673-2600,Beresford Arms Hotel,144,False,3,701 Post Street,,
429,San Francisco,2,+1 415-552-7100,Casa Loma Hotel,162,False,2,610 Fillmore Street,,
430,San Francisco,2,+1 415-362-2004,Chancellor Hotel On Union Square,306,False,3,433 Powell Street,,
431,San Francisco,2,+1 415-563-5600,Chelsea,228,False,2,2095 Lombard Street,,
432,San Francisco,2,+1 415-928-5000,Comfort Inn By The Bay,168,False,2,2775 Van Ness Avenue,,
433,San Francisco,2,+1 415-421-3154,Cornell Hotel De France,297,False,3,715 Bush Street,,
434,Vancouver,3,+1 604-254-1000,Atrium Inn Vancouver,234,False,3,2889 East Hastings Street,,
435,Vancouver,3,+1 604-678-8899,Auberge Vancouver Hotel,264,True,4,837 West Hastings Street,,
436,Vancouver,3,+1 604-669-7070,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,324,False,3,1100 Granville Street,,
437,Vancouver,3,+1 604-682-1831,Best Western Plus Sands,234,False,3,1755 Davie Street,,
438,Vancouver,3,+1 604-697-0202,Coast Coal Harbour Vancouver Hotel By Apa,288,False,4,1180 West Hastings Street,,
439,Vancouver,3,+1 844-254-5048,Delta Hotels By Marriott Vancouver Downtown Suites,312,False,4,550 West Hastings Street,,
440,Vancouver,3,+1 604-563-4693,Exchange Hotel Vancouver,276,True,4,475 Howe Street,,
441,Sacramento,1,+1 916-441-1314,Best Western Plus Sutter House,28,False,1,1100 H Street,,
442,Sacramento,1,+1 916-455-6800,Courtyard By Marriott Sacramento Midtown,99,False,3,4422 Y Street,,
443,Sacramento,1,+1 916-929-8855,Doubletree By Hilton Hotel Sacramento,78,False,3,2001 Point West Way,,
444,Sacramento,1,+1 916-263-9000,Four Points By Sheraton Sacramento International Airport,99,False,3,4900 Duckhorn Drive,,
