,car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
258,Buick Regal Sportback,Sedan,Los Angeles,2019-03-14,LAX International Airport,14:00,34.00,2019-03-13,
259,Dodge Charger,Sedan,Los Angeles,2019-03-14,Union Station,14:00,30.00,2019-03-13,
260,Fiat Panda,Hatchback,Los Angeles,2019-03-14,LAX International Airport,14:00,29.00,2019-03-13,
261,GMC Terrain,SUV,Los Angeles,2019-03-14,LAX International Airport,14:00,45.00,2019-03-13,
262,Hyundai Ioniq,Sedan,Los Angeles,2019-03-14,LAX International Airport,14:00,38.00,2019-03-13,
263,Kia Ceed,Hatchback,Los Angeles,2019-03-14,LAX International Airport,14:00,31.00,2019-03-13,
264,Lexus GS,Sedan,Los Angeles,2019-03-14,LAX International Airport,14:00,28.00,2019-03-13,
265,Mazda 3,Hatchback,Los Angeles,2019-03-14,LAX International Airport,14:00,27.00,2019-03-13,
266,Mitsubishi Outlander,SUV,Los Angeles,2019-03-14,Union Station,14:00,42.00,2019-03-13,
267,Hyundai Ioniq,Sedan,,2019-03-14,LAX International Airport,14:00,38.00,2019-03-13,False
268,Audi A8,Sedan,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,34.00,2019-03-02,
269,Buick Regal Sportback,Sedan,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,30.00,2019-03-02,
270,Mazda CX-5,SUV,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,48.00,2019-03-02,
271,Mitsubishi Outlander,SUV,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,42.00,2019-03-02,
272,Nissan Qashqai,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,28.00,2019-03-02,
273,Renault Clio,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,26.00,2019-03-02,
274,Subaru Impreza,Sedan,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,36.00,2019-03-02,
275,Vauxhaull Astra,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,31.00,2019-03-02,
276,Nissan Qashqai,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,27.00,2019-03-01,
277,Renault Clio,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,29.00,2019-03-01,
278,Vauxhaull Astra,Hatchback,Toronto,2019-03-06,Toronto Pearson International Airport,14:00,28.00,2019-03-01,
279,Renault Clio,Hatchback,,2019-03-06,Toronto Pearson International Airport,14:00,47.00,2019-03-01,True
280,SEAT Cordoba,Sedan,Cape Town,2019-03-14,Cape Town International Airport,18:30,31.00,2019-03-10,
281,Skoda Octavia,Sedan,Cape Town,2019-03-14,Cape Town International Airport,18:30,38.00,2019-03-10,
282,SEAT Cordoba,Sedan,,2019-03-14,Cape Town International Airport,18:30,31.00,2019-03-10,False
283,Nissan Qashqai,Hatchback,San Diego,2019-03-12,Santa Fe Depot,19:30,23.00,2019-03-09,
284,Peugeot 208,Hatchback,San Diego,2019-03-12,SAN International Airport,19:30,28.00,2019-03-09,
285,Renault Clio,Hatchback,San Diego,2019-03-12,Santa Fe Depot,19:30,23.00,2019-03-09,
286,SEAT Leon,Hatchback,San Diego,2019-03-12,SAN International Airport,19:30,29.00,2019-03-09,
287,Nissan Qashqai,Hatchback,,2019-03-12,Santa Fe Depot,19:30,37.00,2019-03-09,True
288,Buick Regal Sportback,Sedan,Philadelphia,2019-03-03,PHL International Airport,14:00,34.00,2019-03-01,
289,Citroen C5,SUV,Philadelphia,2019-03-03,PHL International Airport,14:00,46.00,2019-03-01,
290,Dodge Charger,Sedan,Philadelphia,2019-03-03,Intercity Terminal,14:00,30.00,2019-03-01,
291,Fiat Panda,Hatchback,Philadelphia,2019-03-03,Intercity Terminal,14:00,30.00,2019-03-01,
292,GMC Terrain,SUV,Philadelphia,2019-03-03,PHL International Airport,14:00,45.00,2019-03-01,
293,Hyundai Ioniq,Sedan,Philadelphia,2019-03-03,30th Street Station,14:00,31.00,2019-03-01,
294,Kia Ceed,Hatchback,Philadelphia,2019-03-03,PHL International Airport,14:00,26.00,2019-03-01,
295,Lexus GS,Sedan,Philadelphia,2019-03-03,30th Street Station,14:00,27.00,2019-03-01,
296,Mitsubishi Outlander,SUV,Philadelphia,2019-03-03,Intercity Terminal,14:00,38.00,2019-03-01,
297,Renault Clio,Hatchback,Philadelphia,2019-03-03,PHL International Airport,14:00,29.00,2019-03-01,
298,Skoda Octavia,Sedan,,2019-03-03,PHL International Airport,14:00,34.00,2019-03-01,False
299,Alfa Romeo Stelvio,SUV,Las Vegas,2019-03-13,Union Plaza,16:30,44.00,2019-03-06,
300,Buick Regal Sportback,Sedan,Las Vegas,2019-03-13,McCarran International Airport,16:30,29.00,2019-03-06,
301,Dodge Charger,Sedan,Las Vegas,2019-03-13,Union Plaza,16:30,34.00,2019-03-06,
302,Fiat Panda,Hatchback,Las Vegas,2019-03-13,Union Plaza,16:30,25.00,2019-03-06,
303,SEAT Cordoba,Sedan,Las Vegas,2019-03-13,Union Plaza,16:30,29.00,2019-03-06,
304,Skoda Kodiaq,SUV,Las Vegas,2019-03-13,McCarran International Airport,16:30,42.00,2019-03-06,
305,Alfa Romeo Stelvio,SUV,,2019-03-13,Union Plaza,16:30,66.00,2019-03-06,True
306,Alfa Romeo Stelvio,SUV,Las Vegas,2019-03-03,Union Plaza,14:00,41.00,2019-03-02,
307,Buick Regal Sportback,Sedan,Las Vegas,2019-03-03,McCarran International Airport,14:00,35.00,2019-03-02,
308,Dodge Charger,Sedan,Las Vegas,2019-03-03,McCarran International Airport,14:00,33.00,2019-03-02,
309,Fiat Panda,Hatchback,Las Vegas,2019-03-03,Union Plaza,14:00,24.00,2019-03-02,
310,Ford Focus,Hatchback,Las Vegas,2019-03-03,McCarran International Airport,14:00,27.00,2019-03-02,
311,Hyundai Ioniq,Sedan,Las Vegas,2019-03-03,McCarran International Airport,14:00,33.00,2019-03-02,
312,Jaguar F-Pace,SUV,Las Vegas,2019-03-03,McCarran International Airport,14:00,42.00,2019-03-02,
313,Mazda 3,Hatchback,Las Vegas,2019-03-03,McCarran International Airport,14:00,26.00,2019-03-02,
314,Renault Clio,Hatchback,Las Vegas,2019-03-03,Union Plaza,14:00,24.00,2019-03-02,
315,SEAT Cordoba,Sedan,Las Vegas,2019-03-03,McCarran International Airport,14:00,37.00,2019-03-02,
316,Skoda Kodiaq,SUV,Las Vegas,2019-03-03,McCarran International Airport,14:00,41.00,2019-03-02,
317,Suzuki Grand Vitara,SUV,Las Vegas,2019-03-03,McCarran International Airport,14:00,48.00,2019-03-02,
318,Jaguar F-Pace,SUV,,2019-03-03,McCarran International Airport,14:00,42.00,2019-03-02,False
319,Audi A8,Sedan,New York,2019-03-14,JFK International Airport,19:30,29.00,2019-03-11,
320,Citroen C5,SUV,New York,2019-03-14,JFK International Airport,19:30,42.00,2019-03-11,
321,Ford Focus,Hatchback,New York,2019-03-14,JFK International Airport,19:30,25.00,2019-03-11,
322,Lexus GS,Sedan,New York,2019-03-14,JFK International Airport,19:30,38.00,2019-03-11,
323,Nissan Qashqai,Hatchback,New York,2019-03-14,JFK International Airport,19:30,26.00,2019-03-11,
324,SEAT Leon,Hatchback,New York,2019-03-14,JFK International Airport,19:30,27.00,2019-03-11,
325,Audi A8,Sedan,,2019-03-14,JFK International Airport,19:30,43.00,2019-03-11,True
326,Alfa Romeo Stelvio,SUV,Washington,2019-03-08,Dulles International Airport,13:30,44.00,2019-03-05,
327,Buick Regal Sportback,Sedan,Washington,2019-03-08,Union Station,13:30,30.00,2019-03-05,
328,Dodge Charger,Sedan,Washington,2019-03-08,Union Station,13:30,32.00,2019-03-05,
329,Hyundai Ioniq,Sedan,Washington,2019-03-08,Dulles International Airport,13:30,30.00,2019-03-05,
330,Kia Ceed,Hatchback,Washington,2019-03-08,Dulles International Airport,13:30,28.00,2019-03-05,
331,Mitsubishi Outlander,SUV,Washington,2019-03-08,Union Station,13:30,39.00,2019-03-05,
332,Nissan Qashqai,Hatchback,Washington,2019-03-08,Dulles International Airport,13:30,29.00,2019-03-05,
333,Renault Clio,Hatchback,Washington,2019-03-08,Union Station,13:30,25.00,2019-03-05,
334,SEAT Cordoba,Sedan,Washington,2019-03-08,Dulles International Airport,13:30,31.00,2019-03-05,
335,SEAT Leon,Hatchback,Washington,2019-03-08,Union Station,13:30,28.00,2019-03-05,
336,Suzuki Grand Vitara,SUV,,2019-03-08,Dulles International Airport,13:30,57.00,2019-03-05,True
337,Mazda 3,Hatchback,Warsaw,2019-03-13,Warsaw Chopin Airport,13:30,31.00,2019-03-07,
338,Nissan Qashqai,Hatchback,Warsaw,2019-03-13,Warsaw Chopin Airport,13:30,30.00,2019-03-07,
339,Vauxhaull Astra,Hatchback,Warsaw,2019-03-13,Warsaw Chopin Airport,13:30,31.00,2019-03-07,
340,Nissan Qashqai,Hatchback,,2019-03-13,Warsaw Chopin Airport,13:30,50.00,2019-03-07,True
341,Kia Ceed,Hatchback,Philadelphia,2019-03-04,PHL International Airport,18:00,24.00,2019-03-01,
342,Renault Clio,Hatchback,Philadelphia,2019-03-04,PHL International Airport,18:00,31.00,2019-03-01,
343,SEAT Leon,Hatchback,Philadelphia,2019-03-04,30th Street Station,18:00,24.00,2019-03-01,
344,Kia Ceed,Hatchback,,2019-03-04,PHL International Airport,18:00,38.00,2019-03-01,True
345,Mazda 3,Hatchback,Atlanta,2019-03-10,Peachtree Station,15:00,22.00,2019-03-04,
346,Peugeot 208,Hatchback,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,28.00,2019-03-04,
347,SEAT Leon,Hatchback,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,30.00,2019-03-04,
348,Vauxhaull Astra,Hatchback,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,15:00,30.00,2019-03-04,
349,Mazda 3,Hatchback,,2019-03-10,Peachtree Station,15:00,42.00,2019-03-04,True
350,Alfa Romeo Stelvio,SUV,Washington,2019-03-07,Dulles International Airport,17:00,46.00,2019-03-03,
351,Buick Regal Sportback,Sedan,Washington,2019-03-07,Union Station,17:00,28.00,2019-03-03,
352,Dodge Charger,Sedan,Washington,2019-03-07,Union Station,17:00,29.00,2019-03-03,
353,Hyundai Ioniq,Sedan,Washington,2019-03-07,Dulles International Airport,17:00,35.00,2019-03-03,
354,Kia Ceed,Hatchback,Washington,2019-03-07,Dulles International Airport,17:00,28.00,2019-03-03,
355,Mitsubishi Outlander,SUV,Washington,2019-03-07,Union Station,17:00,40.00,2019-03-03,
356,Nissan Qashqai,Hatchback,Washington,2019-03-07,Dulles International Airport,17:00,26.00,2019-03-03,
357,Renault Clio,Hatchback,Washington,2019-03-07,Union Station,17:00,21.00,2019-03-03,
358,SEAT Cordoba,Sedan,Washington,2019-03-07,Dulles International Airport,17:00,36.00,2019-03-03,
359,SEAT Leon,Hatchback,Washington,2019-03-07,Union Station,17:00,28.00,2019-03-03,
360,Alfa Romeo Stelvio,SUV,Washington,2019-03-04,Dulles International Airport,17:00,42.00,2019-03-03,
361,Buick Regal Sportback,Sedan,Washington,2019-03-04,Union Station,17:00,29.00,2019-03-03,
362,Dodge Charger,Sedan,Washington,2019-03-04,Union Station,17:00,29.00,2019-03-03,
363,Hyundai Ioniq,Sedan,Washington,2019-03-04,Dulles International Airport,17:00,36.00,2019-03-03,
364,Kia Ceed,Hatchback,Washington,2019-03-04,Dulles International Airport,17:00,28.00,2019-03-03,
365,Mitsubishi Outlander,SUV,Washington,2019-03-04,Union Station,17:00,43.00,2019-03-03,
366,Nissan Qashqai,Hatchback,Washington,2019-03-04,Dulles International Airport,17:00,29.00,2019-03-03,
367,Renault Clio,Hatchback,Washington,2019-03-04,Union Station,17:00,24.00,2019-03-03,
368,SEAT Cordoba,Sedan,Washington,2019-03-04,Dulles International Airport,17:00,29.00,2019-03-03,
369,SEAT Leon,Hatchback,Washington,2019-03-04,Union Station,17:00,24.00,2019-03-03,
370,Dodge Charger,Sedan,,2019-03-04,Union Station,17:00,33.00,2019-03-03,False
371,Audi A8,Sedan,Anaheim,2019-03-10,Anaheim Intermodal Center,17:00,28.00,2019-03-06,
372,Citroen C5,SUV,Anaheim,2019-03-10,John Wayne Airport,17:00,39.00,2019-03-06,
373,Dacia Duster,SUV,Anaheim,2019-03-10,John Wayne Airport,17:00,38.00,2019-03-06,
374,Dodge Charger,Sedan,Anaheim,2019-03-10,John Wayne Airport,17:00,34.00,2019-03-06,
375,Ford Focus,Hatchback,Anaheim,2019-03-10,Anaheim Intermodal Center,17:00,25.00,2019-03-06,
376,Kia Ceed,Hatchback,Anaheim,2019-03-10,John Wayne Airport,17:00,27.00,2019-03-06,
377,Lexus GS,Sedan,Anaheim,2019-03-10,John Wayne Airport,17:00,36.00,2019-03-06,
378,Mazda CX-5,SUV,Anaheim,2019-03-10,Anaheim Intermodal Center,17:00,39.00,2019-03-06,
379,Nissan Qashqai,Hatchback,Anaheim,2019-03-10,Anaheim Intermodal Center,17:00,25.00,2019-03-06,
380,Renault Clio,Hatchback,Anaheim,2019-03-10,John Wayne Airport,17:00,27.00,2019-03-06,
381,Dodge Charger,Sedan,,2019-03-10,Anaheim Intermodal Center,17:00,46.00,2019-03-06,True
382,Fiat Panda,Hatchback,Sacramento,2019-03-14,SMF International Airport,12:00,32.00,2019-03-13,
383,Kia Ceed,Hatchback,Sacramento,2019-03-14,Sacramento Valley Station,12:00,26.00,2019-03-13,
384,Nissan Qashqai,Hatchback,Sacramento,2019-03-14,Sacramento Valley Station,12:00,24.00,2019-03-13,
385,Renault Clio,Hatchback,Sacramento,2019-03-14,SMF International Airport,12:00,25.00,2019-03-13,
386,SEAT Leon,Hatchback,Sacramento,2019-03-14,Sacramento Valley Station,12:00,29.00,2019-03-13,
387,Vauxhaull Astra,Hatchback,Sacramento,2019-03-14,SMF International Airport,12:00,28.00,2019-03-13,
388,Fiat Panda,Hatchback,,2019-03-14,SMF International Airport,12:00,32.00,2019-03-13,False
389,Buick Regal Sportback,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,33.00,2019-03-10,
390,Mazda 3,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,29.00,2019-03-10,
391,Nissan Qashqai,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,29.00,2019-03-10,
392,SEAT Cordoba,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,31.00,2019-03-10,
393,Skoda Kodiaq,SUV,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,46.00,2019-03-10,
394,Vauxhaull Astra,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,27.00,2019-03-10,
395,Volvo S90,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,12:00,40.00,2019-03-10,
396,Nissan Qashqai,Hatchback,,2019-03-11,Warsaw Chopin Airport,12:00,29.00,2019-03-10,False
397,Buick Regal Sportback,Sedan,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,34.00,2019-03-03,
398,Mazda 3,Hatchback,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,32.00,2019-03-03,
399,Nissan Qashqai,Hatchback,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,27.00,2019-03-03,
400,SEAT Cordoba,Sedan,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,33.00,2019-03-03,
401,Skoda Kodiaq,SUV,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,41.00,2019-03-03,
402,Vauxhaull Astra,Hatchback,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,24.00,2019-03-03,
403,Volvo S90,Sedan,Warsaw,2019-03-04,Warsaw Chopin Airport,14:00,30.00,2019-03-03,
404,Buick Regal Sportback,Sedan,,2019-03-04,Warsaw Chopin Airport,14:00,34.00,2019-03-03,False
405,Audi A8,Sedan,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,21.00,2019-03-03,
406,Dodge Charger,Sedan,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,27.00,2019-03-03,
407,Jaguar F-Pace,SUV,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,35.00,2019-03-03,
408,Kia Ceed,Hatchback,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,21.00,2019-03-03,
409,Mazda 3,Hatchback,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,16.00,2019-03-03,
410,SEAT Leon,Hatchback,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,17.00,2019-03-03,
411,Subaru Impreza,Sedan,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,24.00,2019-03-03,
412,Vauxhaull Astra,Hatchback,Mexico City,2019-03-06,Benito Juarez International Airport,18:30,19.00,2019-03-03,
413,Audi A8,Sedan,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,23.00,2019-03-03,
414,Dodge Charger,Sedan,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,25.00,2019-03-03,
415,Jaguar F-Pace,SUV,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,32.00,2019-03-03,
416,Kia Ceed,Hatchback,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,16.00,2019-03-03,
417,Mazda 3,Hatchback,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,17.00,2019-03-03,
418,SEAT Leon,Hatchback,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,18.00,2019-03-03,
419,Subaru Impreza,Sedan,Mexico City,2019-03-04,Benito Juarez International Airport,18:30,23.00,2019-03-03,
420,Subaru Impreza,Sedan,,2019-03-04,Benito Juarez International Airport,18:30,23.00,2019-03-03,False
421,Kia Ceed,Hatchback,Paris,2019-03-09,Orly International Airport,10:30,31.00,2019-03-02,
422,Mazda CX-5,SUV,Paris,2019-03-09,Orly International Airport,10:30,45.00,2019-03-02,
423,Mazda CX-5,SUV,,2019-03-09,Orly International Airport,10:30,67.00,2019-03-02,True
424,Audi A8,Sedan,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,29.00,2019-03-02,
425,Buick Regal Sportback,Sedan,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,27.00,2019-03-02,
426,Mazda CX-5,SUV,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,42.00,2019-03-02,
427,Mitsubishi Outlander,SUV,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,48.00,2019-03-02,
428,Nissan Qashqai,Hatchback,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,29.00,2019-03-02,
429,Renault Clio,Hatchback,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,30.00,2019-03-02,
430,Subaru Impreza,Sedan,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,35.00,2019-03-02,
431,Vauxhaull Astra,Hatchback,Toronto,2019-03-04,Toronto Pearson International Airport,20:00,27.00,2019-03-02,
432,Alfa Romeo Stelvio,SUV,San Diego,2019-03-04,Santa Fe Depot,15:30,42.00,2019-03-02,
433,Audi A8,Sedan,San Diego,2019-03-04,SAN International Airport,15:30,34.00,2019-03-02,
434,Buick Regal Sportback,Sedan,San Diego,2019-03-04,SAN International Airport,15:30,34.00,2019-03-02,
435,Jaguar F-Pace,SUV,San Diego,2019-03-04,SAN International Airport,15:30,45.00,2019-03-02,
436,Mazda CX-5,SUV,San Diego,2019-03-04,Santa Fe Depot,15:30,44.00,2019-03-02,
437,Mitsubishi Outlander,SUV,San Diego,2019-03-04,Santa Fe Depot,15:30,40.00,2019-03-02,
438,Nissan Qashqai,Hatchback,San Diego,2019-03-04,Santa Fe Depot,15:30,29.00,2019-03-02,
439,Peugeot 208,Hatchback,San Diego,2019-03-04,SAN International Airport,15:30,27.00,2019-03-02,
440,Renault Clio,Hatchback,San Diego,2019-03-04,Santa Fe Depot,15:30,26.00,2019-03-02,
441,Alfa Romeo Stelvio,SUV,San Diego,2019-03-02,Santa Fe Depot,15:30,32.00,2019-03-01,
442,Audi A8,Sedan,San Diego,2019-03-02,SAN International Airport,15:30,39.00,2019-03-01,
443,Buick Regal Sportback,Sedan,San Diego,2019-03-02,SAN International Airport,15:30,35.00,2019-03-01,
444,Jaguar F-Pace,SUV,San Diego,2019-03-02,SAN International Airport,15:30,50.00,2019-03-01,
445,Mazda CX-5,SUV,San Diego,2019-03-02,Santa Fe Depot,15:30,44.00,2019-03-01,
446,Mitsubishi Outlander,SUV,San Diego,2019-03-02,Santa Fe Depot,15:30,34.00,2019-03-01,
447,Nissan Qashqai,Hatchback,San Diego,2019-03-02,Santa Fe Depot,15:30,27.00,2019-03-01,
448,Peugeot 208,Hatchback,San Diego,2019-03-02,SAN International Airport,15:30,26.00,2019-03-01,
449,Renault Clio,Hatchback,San Diego,2019-03-02,Santa Fe Depot,15:30,25.00,2019-03-01,
450,SEAT Leon,Hatchback,San Diego,2019-03-02,SAN International Airport,15:30,29.00,2019-03-01,
451,Audi A8,Sedan,,2019-03-02,SAN International Airport,15:30,49.00,2019-03-01,True
452,Alfa Romeo Stelvio,SUV,Long Beach,2019-03-12,Downtown Station,12:30,36.00,2019-03-08,
453,Lexus GS,Sedan,Long Beach,2019-03-12,Downtown Station,12:30,28.00,2019-03-08,
454,Mazda 3,Hatchback,Long Beach,2019-03-12,Downtown Station,12:30,24.00,2019-03-08,
455,SEAT Cordoba,Sedan,Long Beach,2019-03-12,Downtown Station,12:30,33.00,2019-03-08,
456,Skoda Octavia,Sedan,Long Beach,2019-03-12,Downtown Station,12:30,27.00,2019-03-08,
457,Audi A8,Sedan,Long Beach,2019-03-12,LGB Airport,13:00,32.00,2019-03-08,
458,Dodge Charger,Sedan,Long Beach,2019-03-12,LGB Airport,13:00,32.00,2019-03-08,
459,Nissan Qashqai,Hatchback,Long Beach,2019-03-12,LGB Airport,13:00,32.00,2019-03-08,
460,Peugeot 208,Hatchback,Long Beach,2019-03-12,LGB Airport,13:00,33.00,2019-03-08,
461,Renault Clio,Hatchback,Long Beach,2019-03-12,LGB Airport,13:00,28.00,2019-03-08,
462,Alfa Romeo Stelvio,SUV,,2019-03-12,Downtown Station,12:30,36.00,2019-03-08,False
463,Buick Regal Sportback,Sedan,Phoenix,2019-03-06,Phoenix Union Station,18:00,25.00,2019-03-04,
464,Hyundai Ioniq,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,18:00,32.00,2019-03-04,
465,Lexus GS,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,18:00,41.00,2019-03-04,
466,Skoda Octavia,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,18:00,34.00,2019-03-04,
467,Subaru Impreza,Sedan,Phoenix,2019-03-06,Sky Harbor International Airport,18:00,31.00,2019-03-04,
468,Subaru Impreza,Sedan,,2019-03-06,Phoenix Union Station,18:00,29.00,2019-03-04,False
469,Buick Regal Sportback,Sedan,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,31.00,2019-03-11,
470,Citroen C5,SUV,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,49.00,2019-03-11,
471,Lexus GS,Sedan,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,34.00,2019-03-11,
472,Peugeot 208,Hatchback,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,29.00,2019-03-11,
473,Renault Clio,Hatchback,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,26.00,2019-03-11,
474,Skoda Kodiaq,SUV,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,42.00,2019-03-11,
475,Suzuki Grand Vitara,SUV,Delhi,2019-03-12,Indira Gandhi International Airport,13:30,46.00,2019-03-11,
