,fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
287,24,Los Angeles,Union Station,2019-03-05,14:20,San Diego,Santa Fe Depot,0,3
288,23,Los Angeles,Union Station,2019-03-05,15:00,San Diego,Santa Fe Depot,0,3
289,24,Los Angeles,Union Station,2019-03-05,16:40,San Diego,Santa Fe Depot,0,3
290,28,Los Angeles,Union Station,2019-03-05,16:50,San Diego,Santa Fe Depot,0,3
291,25,Los Angeles,Union Station,2019-03-05,18:10,San Diego,Santa Fe Depot,0,3
292,35,Las Vegas,Union Plaza,2019-03-05,14:00,Long Beach,Downtown Station,0,3
293,35,Las Vegas,Union Plaza,2019-03-05,15:50,Long Beach,Downtown Station,0,3
294,35,Las Vegas,Union Plaza,2019-03-05,18:00,Long Beach,Downtown Station,0,3
295,41,Las Vegas,Union Plaza,2019-03-05,18:50,Long Beach,Downtown Station,0,3
296,20,San Francisco,Salesforce Transit Center,2019-03-05,07:20,Sacramento,Sacramento Valley Station,0,1
297,24,San Francisco,Salesforce Transit Center,2019-03-05,09:40,Sacramento,Sacramento Valley Station,0,1
298,24,San Francisco,Salesforce Transit Center,2019-03-05,10:00,Sacramento,Sacramento Valley Station,0,1
299,23,San Francisco,Salesforce Transit Center,2019-03-05,11:40,Sacramento,Sacramento Valley Station,0,1
300,21,San Francisco,Salesforce Transit Center,2019-03-05,12:30,Sacramento,Sacramento Valley Station,0,1
301,24,San Francisco,Salesforce Transit Center,2019-03-05,13:20,Sacramento,Sacramento Valley Station,0,1
302,23,San Francisco,Salesforce Transit Center,2019-03-05,14:10,Sacramento,Sacramento Valley Station,0,1
303,21,San Francisco,Salesforce Transit Center,2019-03-05,16:40,Sacramento,Sacramento Valley Station,0,1
304,24,San Francisco,Salesforce Transit Center,2019-03-05,17:30,Sacramento,Sacramento Valley Station,0,1
305,17,San Francisco,Salesforce Transit Center,2019-03-05,18:10,Sacramento,Sacramento Valley Station,0,1
306,69,San Diego,Santa Fe Depot,2019-03-13,07:40,Sacramento,Sacramento Valley Station,1,1
307,68,San Diego,Santa Fe Depot,2019-03-13,08:30,Sacramento,Sacramento Valley Station,1,1
308,75,San Diego,Santa Fe Depot,2019-03-13,09:50,Sacramento,Sacramento Valley Station,1,1
309,70,San Diego,Santa Fe Depot,2019-03-13,10:00,Sacramento,Sacramento Valley Station,1,1
310,65,San Diego,Santa Fe Depot,2019-03-13,11:40,Sacramento,Sacramento Valley Station,1,1
311,76,San Diego,Santa Fe Depot,2019-03-13,14:00,Sacramento,Sacramento Valley Station,1,1
312,73,San Diego,Santa Fe Depot,2019-03-07,07:40,Sacramento,Sacramento Valley Station,1,1
313,74,San Diego,Santa Fe Depot,2019-03-07,08:30,Sacramento,Sacramento Valley Station,1,1
314,73,San Diego,Santa Fe Depot,2019-03-07,09:50,Sacramento,Sacramento Valley Station,1,1
315,71,San Diego,Santa Fe Depot,2019-03-07,10:00,Sacramento,Sacramento Valley Station,1,1
316,66,San Diego,Santa Fe Depot,2019-03-07,11:40,Sacramento,Sacramento Valley Station,1,1
317,79,San Diego,Santa Fe Depot,2019-03-07,14:00,Sacramento,Sacramento Valley Station,1,1
318,11,Los Angeles,Union Station,2019-03-06,07:00,Anaheim,Anaheim Intermodal Center,0,1
319,10,Los Angeles,Union Station,2019-03-06,11:10,Anaheim,Anaheim Intermodal Center,0,1
320,10,Los Angeles,Union Station,2019-03-06,13:30,Anaheim,Anaheim Intermodal Center,0,1
321,13,Los Angeles,Union Station,2019-03-06,13:50,Anaheim,Anaheim Intermodal Center,0,1
322,12,Los Angeles,Union Station,2019-03-06,15:00,Anaheim,Anaheim Intermodal Center,0,1
323,13,Los Angeles,Union Station,2019-03-06,15:40,Anaheim,Anaheim Intermodal Center,0,1
324,12,Los Angeles,Union Station,2019-03-06,15:50,Anaheim,Anaheim Intermodal Center,0,1
325,14,Los Angeles,Union Station,2019-03-06,17:30,Anaheim,Anaheim Intermodal Center,0,1
326,14,Los Angeles,Union Station,2019-03-06,18:30,Anaheim,Anaheim Intermodal Center,0,1
327,13,Los Angeles,Union Station,2019-03-06,19:10,Anaheim,Anaheim Intermodal Center,0,1
328,39,Anaheim,Anaheim Intermodal Center,2019-03-13,12:30,Las Vegas,Union Plaza,0,1
329,41,Anaheim,Anaheim Intermodal Center,2019-03-13,14:50,Las Vegas,Union Plaza,0,1
330,36,Anaheim,Anaheim Intermodal Center,2019-03-13,16:20,Las Vegas,Union Plaza,0,1
331,36,Anaheim,Anaheim Intermodal Center,2019-03-13,17:20,Las Vegas,Union Plaza,0,1
332,45,San Francisco,Salesforce Transit Center,2019-03-12,07:50,Long Beach,Downtown Station,0,1
333,43,San Francisco,Salesforce Transit Center,2019-03-12,08:50,Long Beach,Downtown Station,0,1
334,49,San Francisco,Salesforce Transit Center,2019-03-12,09:10,Long Beach,Downtown Station,0,1
335,45,San Francisco,Salesforce Transit Center,2019-03-12,10:30,Long Beach,Downtown Station,0,1
336,49,San Francisco,Salesforce Transit Center,2019-03-12,15:20,Long Beach,Downtown Station,0,1
337,51,San Francisco,Salesforce Transit Center,2019-03-12,16:30,Long Beach,Downtown Station,0,1
338,55,San Francisco,Salesforce Transit Center,2019-03-12,17:00,Long Beach,Downtown Station,0,1
339,20,Long Beach,Downtown Station,2019-03-14,07:00,San Diego,Santa Fe Depot,0,1
340,26,Long Beach,Downtown Station,2019-03-14,08:40,San Diego,Santa Fe Depot,0,1
341,26,Long Beach,Downtown Station,2019-03-14,10:30,San Diego,Santa Fe Depot,0,1
342,25,Long Beach,Downtown Station,2019-03-14,11:30,San Diego,Santa Fe Depot,0,1
343,24,Long Beach,Downtown Station,2019-03-14,11:40,San Diego,Santa Fe Depot,0,1
344,23,Long Beach,Downtown Station,2019-03-14,11:50,San Diego,Santa Fe Depot,0,1
345,30,Long Beach,Downtown Station,2019-03-14,13:00,San Diego,Santa Fe Depot,0,1
346,24,Long Beach,Downtown Station,2019-03-14,15:40,San Diego,Santa Fe Depot,0,1
347,23,Long Beach,Downtown Station,2019-03-14,15:50,San Diego,Santa Fe Depot,0,1
348,24,Long Beach,Downtown Station,2019-03-14,19:40,San Diego,Santa Fe Depot,0,1
349,74,Sacramento,Sacramento Valley Station,2019-03-14,10:20,San Diego,Santa Fe Depot,1,2
350,73,Sacramento,Sacramento Valley Station,2019-03-14,10:50,San Diego,Santa Fe Depot,1,2
351,72,Sacramento,Sacramento Valley Station,2019-03-14,11:00,San Diego,Santa Fe Depot,1,2
352,66,Sacramento,Sacramento Valley Station,2019-03-14,12:50,San Diego,Santa Fe Depot,1,2
353,75,Sacramento,Sacramento Valley Station,2019-03-14,13:00,San Diego,Santa Fe Depot,1,2
354,73,Sacramento,Sacramento Valley Station,2019-03-14,13:20,San Diego,Santa Fe Depot,1,2
355,64,Sacramento,Sacramento Valley Station,2019-03-14,13:30,San Diego,Santa Fe Depot,1,2
356,62,Sacramento,Sacramento Valley Station,2019-03-14,19:50,San Diego,Santa Fe Depot,1,2
357,37,Fresno,Fresno Station,2019-03-14,09:00,Los Angeles,Union Station,0,1
358,35,Fresno,Fresno Station,2019-03-14,09:50,Los Angeles,Union Station,0,1
359,33,Fresno,Fresno Station,2019-03-14,13:00,Los Angeles,Union Station,0,1
360,37,Fresno,Fresno Station,2019-03-14,13:10,Los Angeles,Union Station,0,1
361,37,Fresno,Fresno Station,2019-03-14,13:30,Los Angeles,Union Station,0,1
362,34,Fresno,Fresno Station,2019-03-14,14:00,Los Angeles,Union Station,0,1
363,35,Fresno,Fresno Station,2019-03-14,15:40,Los Angeles,Union Station,0,1
364,37,Fresno,Fresno Station,2019-03-14,16:00,Los Angeles,Union Station,0,1
365,39,Fresno,Fresno Station,2019-03-14,19:20,Los Angeles,Union Station,0,1
366,26,San Diego,Santa Fe Depot,2019-03-03,06:10,Los Angeles,Union Station,0,1
367,29,San Diego,Santa Fe Depot,2019-03-03,06:50,Los Angeles,Union Station,0,1
368,29,San Diego,Santa Fe Depot,2019-03-03,08:30,Los Angeles,Union Station,0,1
369,26,San Diego,Santa Fe Depot,2019-03-03,09:50,Los Angeles,Union Station,0,1
370,27,San Diego,Santa Fe Depot,2019-03-03,10:00,Los Angeles,Union Station,0,1
371,29,San Diego,Santa Fe Depot,2019-03-03,12:40,Los Angeles,Union Station,0,1
372,29,San Diego,Santa Fe Depot,2019-03-03,12:50,Los Angeles,Union Station,0,1
373,24,San Diego,Santa Fe Depot,2019-03-03,13:30,Los Angeles,Union Station,0,1
374,25,San Diego,Santa Fe Depot,2019-03-03,14:10,Los Angeles,Union Station,0,1
375,28,San Diego,Santa Fe Depot,2019-03-03,16:30,Los Angeles,Union Station,0,1
376,48,Los Angeles,Union Station,2019-03-08,06:20,San Francisco,Salesforce Transit Center,0,3
377,53,Los Angeles,Union Station,2019-03-08,08:20,San Francisco,Salesforce Transit Center,0,3
378,43,Los Angeles,Union Station,2019-03-08,08:30,San Francisco,Salesforce Transit Center,0,3
379,38,Los Angeles,Union Station,2019-03-08,09:50,San Francisco,Salesforce Transit Center,0,3
380,50,Los Angeles,Union Station,2019-03-08,13:30,San Francisco,Salesforce Transit Center,0,3
381,39,Los Angeles,Union Station,2019-03-08,14:20,San Francisco,Salesforce Transit Center,0,3
382,45,Los Angeles,Union Station,2019-03-08,14:40,San Francisco,Salesforce Transit Center,0,3
383,47,Los Angeles,Union Station,2019-03-08,16:10,San Francisco,Salesforce Transit Center,0,3
384,46,Los Angeles,Union Station,2019-03-08,19:00,San Francisco,Salesforce Transit Center,0,3
385,45,Los Angeles,Union Station,2019-03-08,19:40,San Francisco,Salesforce Transit Center,0,3
386,34,New York,Port Authority Station,2019-03-01,06:00,Washington,Union Station,0,4
387,43,New York,Port Authority Station,2019-03-01,09:40,Washington,Union Station,0,4
388,39,New York,Port Authority Station,2019-03-01,11:10,Washington,Union Station,0,4
389,41,New York,Port Authority Station,2019-03-01,12:40,Washington,Union Station,0,4
390,35,New York,Port Authority Station,2019-03-01,12:50,Washington,Union Station,0,4
391,36,New York,Port Authority Station,2019-03-01,13:10,Washington,Union Station,0,4
392,32,New York,Port Authority Station,2019-03-01,14:30,Washington,Union Station,0,4
393,36,New York,Port Authority Station,2019-03-01,17:10,Washington,Union Station,0,4
394,47,Long Beach,Downtown Station,2019-03-01,06:50,San Francisco,Salesforce Transit Center,0,1
395,43,Long Beach,Downtown Station,2019-03-01,07:00,San Francisco,Salesforce Transit Center,0,1
396,48,Long Beach,Downtown Station,2019-03-01,08:30,San Francisco,Salesforce Transit Center,0,1
397,46,Long Beach,Downtown Station,2019-03-01,10:20,San Francisco,Salesforce Transit Center,0,1
398,44,Long Beach,Downtown Station,2019-03-01,10:30,San Francisco,Salesforce Transit Center,0,1
399,51,Long Beach,Downtown Station,2019-03-01,19:00,San Francisco,Salesforce Transit Center,0,1
400,49,Long Beach,Downtown Station,2019-03-01,19:30,San Francisco,Salesforce Transit Center,0,1
401,45,Long Beach,Downtown Station,2019-03-02,06:50,San Francisco,Salesforce Transit Center,0,1
402,49,Long Beach,Downtown Station,2019-03-02,07:00,San Francisco,Salesforce Transit Center,0,1
403,50,Long Beach,Downtown Station,2019-03-02,08:30,San Francisco,Salesforce Transit Center,0,1
404,48,Long Beach,Downtown Station,2019-03-02,10:20,San Francisco,Salesforce Transit Center,0,1
405,47,Long Beach,Downtown Station,2019-03-02,10:30,San Francisco,Salesforce Transit Center,0,1
406,49,Long Beach,Downtown Station,2019-03-02,19:00,San Francisco,Salesforce Transit Center,0,1
407,54,Long Beach,Downtown Station,2019-03-02,19:30,San Francisco,Salesforce Transit Center,0,1
408,22,Sacramento,Sacramento Valley Station,2019-03-13,07:40,San Francisco,Salesforce Transit Center,0,1
409,23,Sacramento,Sacramento Valley Station,2019-03-13,08:30,San Francisco,Salesforce Transit Center,0,1
410,21,Sacramento,Sacramento Valley Station,2019-03-13,10:20,San Francisco,Salesforce Transit Center,0,1
411,24,Sacramento,Sacramento Valley Station,2019-03-13,10:50,San Francisco,Salesforce Transit Center,0,1
412,21,Sacramento,Sacramento Valley Station,2019-03-13,11:00,San Francisco,Salesforce Transit Center,0,1
413,24,Sacramento,Sacramento Valley Station,2019-03-13,12:50,San Francisco,Salesforce Transit Center,0,1
414,22,Sacramento,Sacramento Valley Station,2019-03-13,13:00,San Francisco,Salesforce Transit Center,0,1
415,21,Sacramento,Sacramento Valley Station,2019-03-13,13:20,San Francisco,Salesforce Transit Center,0,1
416,21,Sacramento,Sacramento Valley Station,2019-03-13,17:50,San Francisco,Salesforce Transit Center,0,1
417,24,Sacramento,Sacramento Valley Station,2019-03-13,18:00,San Francisco,Salesforce Transit Center,0,1
418,31,Washington,Union Station,2019-03-11,08:10,New York,Port Authority Station,0,1
419,36,Washington,Union Station,2019-03-11,08:20,New York,Port Authority Station,0,1
420,38,Washington,Union Station,2019-03-11,11:10,New York,Port Authority Station,0,1
421,38,Washington,Union Station,2019-03-11,12:00,New York,Port Authority Station,0,1
422,35,Washington,Union Station,2019-03-11,12:30,New York,Port Authority Station,0,1
423,33,Washington,Union Station,2019-03-11,13:40,New York,Port Authority Station,0,1
424,38,Washington,Union Station,2019-03-11,14:00,New York,Port Authority Station,0,1
425,41,Washington,Union Station,2019-03-11,19:30,New York,Port Authority Station,0,1
426,31,Washington,Union Station,2019-03-11,08:10,New York,Port Authority Station,0,4
427,25,Anaheim,Anaheim Intermodal Center,2019-03-07,06:00,San Diego,Santa Fe Depot,0,4
428,24,Anaheim,Anaheim Intermodal Center,2019-03-07,07:30,San Diego,Santa Fe Depot,0,4
429,22,Anaheim,Anaheim Intermodal Center,2019-03-07,09:20,San Diego,Santa Fe Depot,0,4
430,24,Anaheim,Anaheim Intermodal Center,2019-03-07,09:40,San Diego,Santa Fe Depot,0,4
431,26,Anaheim,Anaheim Intermodal Center,2019-03-07,14:20,San Diego,Santa Fe Depot,0,4
432,22,Anaheim,Anaheim Intermodal Center,2019-03-07,14:50,San Diego,Santa Fe Depot,0,4
433,26,Anaheim,Anaheim Intermodal Center,2019-03-07,17:50,San Diego,Santa Fe Depot,0,4
434,22,Anaheim,Anaheim Intermodal Center,2019-03-07,19:10,San Diego,Santa Fe Depot,0,4
435,22,Anaheim,Anaheim Intermodal Center,2019-03-07,19:40,San Diego,Santa Fe Depot,0,4
436,28,Los Angeles,Union Station,2019-03-07,07:40,San Diego,Santa Fe Depot,0,3
437,26,Los Angeles,Union Station,2019-03-07,07:50,San Diego,Santa Fe Depot,0,3
438,29,Los Angeles,Union Station,2019-03-07,09:20,San Diego,Santa Fe Depot,0,3
439,27,Los Angeles,Union Station,2019-03-07,10:50,San Diego,Santa Fe Depot,0,3
440,27,Los Angeles,Union Station,2019-03-07,11:20,San Diego,Santa Fe Depot,0,3
441,29,Los Angeles,Union Station,2019-03-07,14:20,San Diego,Santa Fe Depot,0,3
442,25,Los Angeles,Union Station,2019-03-07,15:00,San Diego,Santa Fe Depot,0,3
443,27,Los Angeles,Union Station,2019-03-07,16:40,San Diego,Santa Fe Depot,0,3
444,30,Los Angeles,Union Station,2019-03-07,16:50,San Diego,Santa Fe Depot,0,3
445,29,Los Angeles,Union Station,2019-03-07,18:10,San Diego,Santa Fe Depot,0,3
446,28,Washington,Union Station,2019-03-10,07:10,Philadelphia,Intercity Terminal,0,1
447,26,Washington,Union Station,2019-03-10,07:50,Philadelphia,Intercity Terminal,0,1
448,25,Washington,Union Station,2019-03-10,08:40,Philadelphia,Intercity Terminal,0,1
449,31,Washington,Union Station,2019-03-10,09:00,Philadelphia,Intercity Terminal,0,1
450,25,Washington,Union Station,2019-03-10,12:00,Philadelphia,Intercity Terminal,0,1
451,31,Washington,Union Station,2019-03-10,14:10,Philadelphia,Intercity Terminal,0,1
452,25,Washington,Union Station,2019-03-10,15:30,Philadelphia,Intercity Terminal,0,1
453,30,Washington,Union Station,2019-03-10,17:40,Philadelphia,Intercity Terminal,0,1
454,28,Washington,Union Station,2019-03-10,07:10,Philadelphia,Intercity Terminal,0,3
455,26,Washington,Union Station,2019-03-10,07:50,Philadelphia,Intercity Terminal,0,3
456,25,Washington,Union Station,2019-03-10,08:40,Philadelphia,Intercity Terminal,0,3
457,31,Washington,Union Station,2019-03-10,09:00,Philadelphia,Intercity Terminal,0,3
458,25,Washington,Union Station,2019-03-10,12:00,Philadelphia,Intercity Terminal,0,3
459,31,Washington,Union Station,2019-03-10,14:10,Philadelphia,Intercity Terminal,0,3
460,25,Washington,Union Station,2019-03-10,15:30,Philadelphia,Intercity Terminal,0,3
461,30,Washington,Union Station,2019-03-10,17:40,Philadelphia,Intercity Terminal,0,3
462,44,San Francisco,Salesforce Transit Center,2019-03-09,07:00,Los Angeles,Union Station,0,1
463,50,San Francisco,Salesforce Transit Center,2019-03-09,07:40,Los Angeles,Union Station,0,1
464,42,San Francisco,Salesforce Transit Center,2019-03-09,08:40,Los Angeles,Union Station,0,1
465,53,San Francisco,Salesforce Transit Center,2019-03-09,08:50,Los Angeles,Union Station,0,1
466,41,San Francisco,Salesforce Transit Center,2019-03-09,10:40,Los Angeles,Union Station,0,1
467,58,San Francisco,Salesforce Transit Center,2019-03-09,11:10,Los Angeles,Union Station,0,1
468,48,San Francisco,Salesforce Transit Center,2019-03-09,13:10,Los Angeles,Union Station,0,1
469,52,San Francisco,Salesforce Transit Center,2019-03-09,14:10,Los Angeles,Union Station,0,1
470,53,San Francisco,Salesforce Transit Center,2019-03-09,16:20,Los Angeles,Union Station,0,1
471,43,San Francisco,Salesforce Transit Center,2019-03-09,17:50,Los Angeles,Union Station,0,1
472,44,San Francisco,Salesforce Transit Center,2019-03-09,07:00,Los Angeles,Union Station,0,3
473,35,Anaheim,Anaheim Intermodal Center,2019-03-12,06:40,Fresno,Fresno Station,0,2
474,43,Anaheim,Anaheim Intermodal Center,2019-03-12,08:20,Fresno,Fresno Station,0,2
475,40,Anaheim,Anaheim Intermodal Center,2019-03-12,14:20,Fresno,Fresno Station,0,2
476,38,Anaheim,Anaheim Intermodal Center,2019-03-12,15:10,Fresno,Fresno Station,0,2
477,37,Anaheim,Anaheim Intermodal Center,2019-03-11,12:30,Las Vegas,Union Plaza,0,2
478,31,Anaheim,Anaheim Intermodal Center,2019-03-11,14:50,Las Vegas,Union Plaza,0,2
479,29,Anaheim,Anaheim Intermodal Center,2019-03-11,16:20,Las Vegas,Union Plaza,0,2
480,29,Anaheim,Anaheim Intermodal Center,2019-03-11,17:20,Las Vegas,Union Plaza,0,2
481,37,Anaheim,Anaheim Intermodal Center,2019-03-11,12:30,Las Vegas,Union Plaza,0,3
482,31,Anaheim,Anaheim Intermodal Center,2019-03-11,14:50,Las Vegas,Union Plaza,0,3
483,29,Anaheim,Anaheim Intermodal Center,2019-03-11,16:20,Las Vegas,Union Plaza,0,3
484,40,Anaheim,Anaheim Intermodal Center,2019-03-02,06:40,Fresno,Fresno Station,0,1
485,36,Anaheim,Anaheim Intermodal Center,2019-03-02,08:20,Fresno,Fresno Station,0,1
486,36,Anaheim,Anaheim Intermodal Center,2019-03-02,14:20,Fresno,Fresno Station,0,1
487,37,Anaheim,Anaheim Intermodal Center,2019-03-02,15:10,Fresno,Fresno Station,0,1
488,40,Anaheim,Anaheim Intermodal Center,2019-03-02,06:40,Fresno,Fresno Station,0,4
489,36,Anaheim,Anaheim Intermodal Center,2019-03-02,08:20,Fresno,Fresno Station,0,4
490,36,Anaheim,Anaheim Intermodal Center,2019-03-02,14:20,Fresno,Fresno Station,0,4
491,43,Fresno,Fresno Station,2019-03-08,07:20,Las Vegas,Union Plaza,0,1
492,40,Fresno,Fresno Station,2019-03-08,08:50,Las Vegas,Union Plaza,0,1
493,44,Fresno,Fresno Station,2019-03-08,09:10,Las Vegas,Union Plaza,0,1
494,38,Fresno,Fresno Station,2019-03-08,11:50,Las Vegas,Union Plaza,0,1
495,43,Fresno,Fresno Station,2019-03-08,12:00,Las Vegas,Union Plaza,0,1
496,40,Fresno,Fresno Station,2019-03-08,12:40,Las Vegas,Union Plaza,0,1
497,41,Fresno,Fresno Station,2019-03-08,14:30,Las Vegas,Union Plaza,0,1
498,43,Fresno,Fresno Station,2019-03-08,15:00,Las Vegas,Union Plaza,0,1
499,43,Fresno,Fresno Station,2019-03-08,17:30,Las Vegas,Union Plaza,0,1
500,39,Fresno,Fresno Station,2019-03-08,18:50,Las Vegas,Union Plaza,0,1
501,43,Fresno,Fresno Station,2019-03-08,07:20,Las Vegas,Union Plaza,0,3
502,40,Fresno,Fresno Station,2019-03-08,08:50,Las Vegas,Union Plaza,0,3
503,44,Fresno,Fresno Station,2019-03-08,09:10,Las Vegas,Union Plaza,0,3
504,38,Fresno,Fresno Station,2019-03-08,11:50,Las Vegas,Union Plaza,0,3
505,43,Fresno,Fresno Station,2019-03-08,12:00,Las Vegas,Union Plaza,0,3
506,40,Fresno,Fresno Station,2019-03-08,12:40,Las Vegas,Union Plaza,0,3
507,41,Fresno,Fresno Station,2019-03-08,14:30,Las Vegas,Union Plaza,0,3
508,43,Fresno,Fresno Station,2019-03-08,15:00,Las Vegas,Union Plaza,0,3
509,43,Fresno,Fresno Station,2019-03-08,17:30,Las Vegas,Union Plaza,0,3
510,39,Fresno,Fresno Station,2019-03-08,18:50,Las Vegas,Union Plaza,0,3
