,check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
231,,London,False,Abc Hyde Park Hotel,,1,+44 20 7706 4660,270,2,121 Sussex Gardens
232,,London,False,Accommodation London Bridge,,1,+44 20 7403 4299,351,2,58 Great Dover Street
233,,London,False,Ace Hotel London,,1,+44 20 7613 9800,408,2,100 Shoreditch High Street
234,,London,False,Airways Hotel London Victoria,,1,+44 20 7834 0205,222,2,29-31 Saint George's Drive
235,,London,False,Amba Hotel Charing Cross,,1,+44 871 376 9012,168,2,Strand
236,,London,False,Amba Hotel Marble Arch,,1,+44 800 330 8523,200,2,Bryanston Street
237,,London,False,Ambassadors Bloomsbury Hotel,,1,+44 20 7388 9930,140,2,12 Upper Woburn Place
238,,London,False,Ambassadors Hotel,,1,+44 20 7373 1075,189,2,16 Collingham Road
239,,London,False,Apex City Of London Hotel,,1,+44 20 7702 2020,192,2,1 Seething Lane
240,2019-03-05,London,False,Abc Hyde Park Hotel,4,1,+44 20 7706 4660,270,2,121 Sussex Gardens
241,,Paris,False,Ac Hotel By Marriott Paris Porte Maillot,,2,+33 1 84 82 49 09,184,4,"6 Rue Gustave Charpentier, 75017"
242,,Paris,False,Amastan Paris,,1,+33 1 49 52 99 70,124,4,"34 Rue Jean Mermoz, 75008"
243,,Paris,False,Best Western Bretagne Montparnasse,,3,+33 1 45 38 52 59,348,4,"33 Rue Raymond Losserand, 75014"
244,,Paris,False,Bob Hotel By Elegancia,,1,+33 1 40 43 02 33,80,4,"30 Rue Pernety, 75014"
245,,Paris,False,Brach Paris,,2,+33 1 44 30 10 00,260,4,"1-7 Rue Jean Richepin, 75016"
246,,Paris,False,Buddha-Bar Hotel Paris,,1,+33 1 83 96 88 88,170,4,"4 Rue d'Anjou, 75008"
247,,Paris,False,C.O.Q Hotel Paris,,3,+33 1 45 86 35 99,384,4,"15 Rue Edouard Manet, 75013"
248,,Paris,False,Declic Hotel Paris,,1,+33 1 46 06 17 66,96,4,"17 Rue Duhesme, 75018"
249,,Paris,False,First Hotel,,1,+33 1 43 06 93 26,132,4,"2 Boulevard Garibaldi, 75015"
250,,Paris,False,Grand Hotel Saint Michel,,1,+33 1 46 33 33 02,148,4,"19 Rue Cujas, 75005"
251,,Paris,False,Ac Hotel By Marriott Paris Porte Maillot,,1,+33 1 84 82 49 09,184,4,"6 Rue Gustave Charpentier, 75017"
252,,Paris,False,Best Western Bretagne Montparnasse,,1,+33 1 45 38 52 59,348,4,"33 Rue Raymond Losserand, 75014"
253,,Paris,False,Brach Paris,,1,+33 1 44 30 10 00,260,4,"1-7 Rue Jean Richepin, 75016"
254,,Paris,False,C.O.Q Hotel Paris,,1,+33 1 45 86 35 99,384,4,"15 Rue Edouard Manet, 75013"
255,2019-03-01,Paris,False,Best Western Bretagne Montparnasse,2,1,+33 1 45 38 52 59,348,4,"33 Rue Raymond Losserand, 75014"
256,,London,False,45 Park Lane,,2,+44 20 7493 4545,525,2,45 Park Lane
257,,London,False,Abc Hyde Park Hotel,,2,+44 20 7706 4660,270,2,121 Sussex Gardens
258,,London,False,Accommodation London Bridge,,2,+44 20 7403 4299,351,2,58 Great Dover Street
259,,London,False,Ace Hotel London,,2,+44 20 7613 9800,408,2,100 Shoreditch High Street
260,,London,False,Airways Hotel London Victoria,,2,+44 20 7834 0205,222,2,29-31 Saint George's Drive
261,,London,False,Amba Hotel Charing Cross,,2,+44 871 376 9012,168,2,Strand
262,,London,False,Amba Hotel Marble Arch,,2,+44 800 330 8523,200,2,Bryanston Street
263,,London,False,Ambassadors Bloomsbury Hotel,,2,+44 20 7388 9930,264,2,12 Upper Woburn Place
264,2019-03-02,London,False,Accommodation London Bridge,2,2,+44 20 7403 4299,252,2,58 Great Dover Street
265,,Las Vegas,True,Best Western Plus Las Vegas West,,1,+1 702-256-3766,105,3,8669 West Sahara Avenue
266,,Las Vegas,True,Budget Suites Of America,,1,+1 702-638-1800,23,1,2219 North Rancho Drive
267,,Las Vegas,True,Hampton Inn Las Vegas/Summerlin,,3,+1 702-360-5700,252,3,7100 Cascade Valley Court
268,,Las Vegas,True,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,,2,+1 702-360-1200,92,2,7101 Cascade Valley Court
269,,Las Vegas,True,Oasis At Gold Spike,,1,+1 702-768-9823,108,3,217 Las Vegas Boulevard North
270,,Las Vegas,True,Thunderbird Boutique Hotel,,1,+1 702-489-7500,40,2,1215 South Las Vegas Boulevard
271,2019-03-04,Las Vegas,True,Best Western Plus Las Vegas West,1,2,+1 702-256-3766,138,3,8669 West Sahara Avenue
272,,New York,True,1 Hotel Brooklyn Bridge,,1,+1 833-625-6111,80,2,"60 Furman Street, Brooklyn"
273,,New York,True,1 Hotel Central Park,,1,+1 212-703-2001,150,2,1414 6th Avenue
274,,New York,True,11 Howard,,2,+1 212-235-1111,168,2,11 Howard Street
275,,New York,True,6 Columbus Hotel,,2,+1 212-204-3000,208,2,308 West 58th Street
276,,New York,True,Ac Hotel New York Times Square,,2,+1 212-398-2700,272,2,260 West 40th Street
277,,New York,True,Ace Hotel,,3,+1 212-991-0551,468,2,20 West 29th Street
278,,New York,True,Adria Hotel & Conference Center,,2,+1 718-631-5900,156,2,"221-17 Northern Boulevard, Bayside"
279,,New York,True,Aka Central Park,,1,+1 646-744-3100,152,2,42 West 58th Street
280,,New York,True,Aka Times Square,,1,+1 212-764-5700,80,2,123 West 44th Street
281,,New York,True,Aka Wall Street,,3,+1 212-252-9090,312,2,84 William Street
282,2019-03-04,New York,True,11 Howard,2,1,+1 212-235-1111,198,2,11 Howard Street
283,,Paris,False,Aparthotel Adagio Access Paris La Villette,,2,+33 1 44 72 42 00,156,3,"28bis Avenue Corentin Cariou, 75019"
284,,Paris,False,Aparthotel Adagio Paris Montmartre,,2,+33 1 42 57 14 55,174,3,"10 Place Charles Dullin, 75018"
285,,Paris,False,Austin'S Saint Lazare HoTel,,1,+33 1 48 74 48 71,111,3,"26 Rue d'Amsterdam, 75009"
286,,Paris,False,Avalon Hotel Paris Gare Du Nord,,3,+33 1 42 85 50 00,180,3,"131 Boulevard de Magenta, 75010"
287,,Paris,False,Brach Paris,,2,+33 1 44 30 10 00,260,5,"1-7 Rue Jean Richepin, 75016"
288,,Paris,False,Buddha-Bar Hotel Paris,,1,+33 1 83 96 88 88,170,5,"4 Rue d'Anjou, 75008"
289,,Paris,False,Ac Hotel By Marriott Paris Porte Maillot,,3,+33 1 84 82 49 09,276,2,"6 Rue Gustave Charpentier, 75017"
290,,Paris,False,Amastan Paris,,3,+33 1 49 52 99 70,432,2,"34 Rue Jean Mermoz, 75008"
291,,Paris,False,Aparthotel Adagio Access Paris La Villette,,3,+33 1 44 72 42 00,306,2,"28bis Avenue Corentin Cariou, 75019"
292,,Paris,False,Aparthotel Adagio Paris Montmartre,,3,+33 1 42 57 14 55,198,2,"10 Place Charles Dullin, 75018"
293,,Paris,False,Austin'S Saint Lazare HoTel,,3,+33 1 48 74 48 71,234,2,"26 Rue d'Amsterdam, 75009"
294,,Paris,False,Avalon Hotel Paris Gare Du Nord,,3,+33 1 42 85 50 00,180,2,"131 Boulevard de Magenta, 75010"
295,,Paris,False,Best Western Bretagne Montparnasse,,3,+33 1 45 38 52 59,348,2,"33 Rue Raymond Losserand, 75014"
296,,Paris,False,Bob Hotel By Elegancia,,3,+33 1 40 43 02 33,420,2,"30 Rue Pernety, 75014"
297,,Paris,False,Brach Paris,,3,+33 1 44 30 10 00,390,2,"1-7 Rue Jean Richepin, 75016"
298,,Paris,False,Buddha-Bar Hotel Paris,,3,+33 1 83 96 88 88,585,2,"4 Rue d'Anjou, 75008"
299,2019-03-03,Paris,False,Aparthotel Adagio Access Paris La Villette,1,3,+33 1 44 72 42 00,306,2,"28bis Avenue Corentin Cariou, 75019"
300,,London,False,45 Park Lane,,2,+44 20 7493 4545,525,5,45 Park Lane
301,,London,False,Abc Hyde Park Hotel,,2,+44 20 7706 4660,270,3,121 Sussex Gardens
302,,London,False,Accommodation London Bridge,,2,+44 20 7403 4299,351,3,58 Great Dover Street
303,,London,False,Ace Hotel London,,2,+44 20 7613 9800,408,4,100 Shoreditch High Street
304,,London,False,Ambassadors Bloomsbury Hotel,,2,+44 20 7388 9930,264,4,12 Upper Woburn Place
305,,London,False,Ambassadors Hotel,,2,+44 20 7373 1075,189,3,16 Collingham Road
306,2019-03-03,London,False,45 Park Lane,4,2,+44 20 7493 4545,525,5,45 Park Lane
307,,London,False,45 Park Lane,,1,+44 20 7493 4545,190,1,45 Park Lane
308,,London,False,Abc Hyde Park Hotel,,1,+44 20 7706 4660,270,1,121 Sussex Gardens
309,,London,False,Accommodation London Bridge,,1,+44 20 7403 4299,351,1,58 Great Dover Street
310,,London,False,Ace Hotel London,,1,+44 20 7613 9800,408,1,100 Shoreditch High Street
311,,London,False,Airways Hotel London Victoria,,1,+44 20 7834 0205,222,1,29-31 Saint George's Drive
312,,London,False,Amba Hotel Charing Cross,,1,+44 871 376 9012,168,1,Strand
313,,London,False,Amba Hotel Marble Arch,,1,+44 800 330 8523,200,1,Bryanston Street
314,2019-03-02,London,False,Abercorn House,1,1,+44 20 8563 8692,30,1,28-30 Bute Gardens
315,,Kuala Lumpur,False,Alila Bangsar,,1,+60 3-2268 3888,465,5,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
316,,Kuala Lumpur,False,Aloft Kuala Lumpur Sentral,,1,+60 3-2723 1188,256,4,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
317,,Kuala Lumpur,False,Ancasa Hotel & Spa Kuala Lumpur,,1,+60 3-2026 6060,279,3,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan"
318,,Kuala Lumpur,False,Citin Hotel Masjid Jamek,,1,+60 3-2693 2999,288,3,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan"
319,,Kuala Lumpur,False,Cititel Mid Valley,,1,+60 3-2296 1188,243,3,"Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, Wilayah Persekutuan"
320,,Kuala Lumpur,False,Container Hotel,,1,+60 12-702 2851,148,2,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan"
321,2019-03-01,Kuala Lumpur,False,Aloft Kuala Lumpur Sentral,1,1,+60 3-2723 1188,336,4,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
322,,London,False,Abc Hyde Park Hotel,,3,+44 20 7706 4660,270,2,121 Sussex Gardens
323,,London,False,Accommodation London Bridge,,3,+44 20 7403 4299,351,2,58 Great Dover Street
324,,London,False,Ace Hotel London,,3,+44 20 7613 9800,408,2,100 Shoreditch High Street
325,,London,False,Ambassadors Hotel,,3,+44 20 7373 1075,189,2,16 Collingham Road
326,,London,False,Apex City Of London Hotel,,2,+44 20 7702 2020,192,2,1 Seething Lane
327,2019-03-06,London,False,Accommodation London Bridge,1,1,+44 20 7403 4299,351,2,58 Great Dover Street
328,2019-03-01,San Diego,True,Bahia Resort Hotel,4,1,+1 858-539-8666,270,3,998 West Mission Bay Drive
329,,Toronto,False,Best Western Plus Toronto North York Hotel & Suites,,3,+1 416-663-9500,198,3,50 Norfinch Drive
330,,Toronto,False,Best Western Primrose Hotel Downtown-Toronto,,3,+1 800-780-7234,189,3,111 Carlton Street
331,,Toronto,False,Bisha Hotel Toronto,,1,+1 416-551-2800,92,4,80 Blue Jays Way
332,,Toronto,False,Bond Place Hotel Toronto,,1,+1 800-268-9390,111,3,65 Dundas Street East
333,,Toronto,False,Cambridge Suites Toronto,,2,+1 800-463-1990,264,4,15 Richmond Street East
334,,Toronto,False,Courtyard By Marriott Toronto Downtown,,1,+1 416-924-0611,87,3,475 Yonge Street
335,,Toronto,False,Days Inn By Wyndham Toronto East Beaches,,1,+1 647-693-6842,68,2,1684 Queen Street East
336,,Toronto,False,Doubletree By Hilton Hotel Toronto Downtown,,3,+1 416-977-5000,384,4,108 Chestnut Street
337,,Toronto,False,Embassy Suites By Hilton Toronto Airport,,1,+1 416-674-8442,114,3,262 Carlingview Drive
338,,Toronto,False,Executive Hotel Cosmopolitan Toronto,,2,+1 855-958-3488,272,4,8 Colborne Street
339,2019-03-02,Toronto,False,Best Western Primrose Hotel Downtown-Toronto,2,1,+1 800-780-7234,186,3,111 Carlton Street
340,,Los Angeles,True,Beverly Hills Marriott,,1,+1 310-553-6561,140,2,1150 South Beverly Drive
341,,Los Angeles,True,Courtyard By Marriott Los Angeles Century City/Beverly Hills,,2,+1 310-556-2777,126,2,10320 West Olympic Boulevard
342,,Los Angeles,True,Courtyard By Marriott Los Angeles L.A. Live,,2,+1 213-443-9222,144,2,901 West Olympic Boulevard
343,,Los Angeles,True,Courtyard By Marriott Los Angeles Lax/Century Boulevard,,2,+1 310-649-1400,234,2,6161 West Century Boulevard
344,,Los Angeles,True,Crowne Plaza Los Angeles Airport,,2,+1 310-642-7500,288,2,5985 West Century Boulevard
345,,Los Angeles,True,Embassy Suites By Hilton Los Angeles International Airport North,,2,+1 310-215-1000,228,2,9801 Airport Boulevard
346,2019-03-01,Los Angeles,True,Beverly Hills Marriott,4,1,+1 310-553-6561,140,2,1150 South Beverly Drive
347,,Chicago,True,Ac Hotel By Marriott Chicago Downtown,,1,+1 312-981-6600,216,1,630 North Rush Street
348,,Chicago,True,Ace Hotel Chicago,,1,+1 312-764-1919,112,1,311 North Morgan Street
349,,Chicago,True,Acme Hotel Company Chicago,,1,+1 312-894-0800,150,1,15 East Ohio Street
350,,Chicago,True,Aloft Chicago Downtown River North,,1,+1 312-661-1000,315,1,515 North Clark Street
351,,Chicago,True,Aloft Chicago Mag Mile,,1,+1 312-429-6600,78,1,243 East Ontario Street
352,,Chicago,True,Ambassador Chicago,,1,+1 888-506-3471,296,1,1301 North State Parkway
353,,Chicago,True,Best Western Grant Park Hotel,,1,+1 312-922-2900,138,1,1100 South Michigan Avenue
354,,Chicago,True,Best Western Plus Hawthorne Terrace Hotel,,1,+1 773-244-3434,234,1,3434 N Broadway Ave
355,,Chicago,True,Best Western River North Hotel,,1,+1 312-467-0800,180,1,125 West Ohio Street
356,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,1,+1 312-787-6000,360,1,166 East Superior Street
357,,Chicago,True,Ac Hotel By Marriott Chicago Downtown,,3,+1 312-981-6600,216,1,630 North Rush Street
358,,Chicago,True,Ace Hotel Chicago,,3,+1 312-764-1919,300,1,311 North Morgan Street
359,,Chicago,True,Acme Hotel Company Chicago,,3,+1 312-894-0800,207,1,15 East Ohio Street
360,,Chicago,True,Aloft Chicago Downtown River North,,3,+1 312-661-1000,315,1,515 North Clark Street
361,,Chicago,True,Aloft Chicago Mag Mile,,3,+1 312-429-6600,252,1,243 East Ontario Street
362,,Chicago,True,Ambassador Chicago,,3,+1 888-506-3471,420,1,1301 North State Parkway
363,,Chicago,True,Best Western Grant Park Hotel,,3,+1 312-922-2900,138,1,1100 South Michigan Avenue
364,,Chicago,True,Best Western Plus Hawthorne Terrace Hotel,,3,+1 773-244-3434,234,1,3434 N Broadway Ave
365,,Chicago,True,Best Western River North Hotel,,3,+1 312-467-0800,180,1,125 West Ohio Street
366,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,3,+1 312-787-6000,360,1,166 East Superior Street
367,2019-03-03,Chicago,True,Ace Hotel Chicago,2,3,+1 312-764-1919,348,1,311 North Morgan Street
368,,London,False,Ace Hotel London,,1,+44 20 7613 9800,408,3,100 Shoreditch High Street
369,,London,False,Amba Hotel Charing Cross,,1,+44 871 376 9012,168,3,Strand
370,,London,False,Amba Hotel Marble Arch,,1,+44 800 330 8523,200,3,Bryanston Street
371,,London,False,Apex City Of London Hotel,,1,+44 20 7702 2020,192,3,1 Seething Lane
372,2019-03-05,London,False,Accommodation London Bridge,3,1,+44 20 7403 4299,270,3,58 Great Dover Street
373,2019-03-03,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,1,1,+1 323-852-7000,138,2,6399 Wilshire Boulevard
374,2019-03-03,Phoenix,True,Arizona Grand Resort & Spa,4,1,+1 602-426-2638,208,4,8000 Arizona Grand Parkway
375,,Delhi,False,Aloft New Delhi Aerocity,,3,+91 11 4565 0000,420,4,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
376,,Delhi,False,Andaz Delhi - A Concept By Hyatt,,3,+91 11 4903 1234,390,5,"Asset, Street Number 1, New Delhi"
377,,Delhi,False,Bloomrooms @ New Delhi Railway Station,,3,+91 11 4122 5666,279,3,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
378,,Delhi,False,Crowne Plaza New Delhi Mayur Vihar Noida,,3,+91 11 4110 2222,408,4,"13 B, District Centre, Mayur Vihar, New Delhi"
379,,Delhi,False,Crowne Plaza New Delhi Okhla,,3,+91 11 4646 2000,330,5,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
380,,Delhi,False,"Four Points By Sheraton New Delhi, Airport Highway",,3,+91 11 6604 0000,372,4,"Plot no 9, National Highway - 8, Samalka, New Delhi"
381,,Delhi,False,Haveli Dharampura,,3,+91 11 2326 1000,420,4,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
382,2019-03-01,Delhi,False,Andaz Delhi - A Concept By Hyatt,4,3,+91 11 4903 1234,390,5,"Asset, Street Number 1, New Delhi"
383,2019-03-01,London,False,Abercorn House,4,1,+44 20 8563 8692,58,1,28-30 Bute Gardens
384,,New York,True,1 Hotel Brooklyn Bridge,,1,+1 833-625-6111,80,1,"60 Furman Street, Brooklyn"
385,,New York,True,1 Hotel Central Park,,1,+1 212-703-2001,150,1,1414 6th Avenue
386,,New York,True,11 Howard,,2,+1 212-235-1111,168,1,11 Howard Street
387,,New York,True,6 Columbus Hotel,,2,+1 212-204-3000,208,1,308 West 58th Street
388,,New York,True,Ac Hotel New York Times Square,,2,+1 212-398-2700,272,1,260 West 40th Street
389,,New York,True,Ace Hotel,,3,+1 212-991-0551,468,1,20 West 29th Street
390,,New York,True,Adria Hotel & Conference Center,,2,+1 718-631-5900,156,1,"221-17 Northern Boulevard, Bayside"
391,,New York,True,Aka Central Park,,1,+1 646-744-3100,152,1,42 West 58th Street
392,,New York,True,Aka Times Square,,1,+1 212-764-5700,80,1,123 West 44th Street
393,,New York,True,Aka Wall Street,,3,+1 212-252-9090,312,1,84 William Street
394,,New York,True,11 Howard,,1,+1 212-235-1111,168,1,11 Howard Street
395,,New York,True,6 Columbus Hotel,,1,+1 212-204-3000,208,1,308 West 58th Street
396,,New York,True,Ac Hotel New York Times Square,,1,+1 212-398-2700,272,1,260 West 40th Street
397,,New York,True,Ace Hotel,,1,+1 212-991-0551,468,1,20 West 29th Street
398,,New York,True,Adria Hotel & Conference Center,,1,+1 718-631-5900,156,1,"221-17 Northern Boulevard, Bayside"
399,2019-03-04,New York,True,11 Howard,2,1,+1 212-235-1111,198,1,11 Howard Street
400,2019-03-03,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,1,2,+1 323-852-7000,138,2,6399 Wilshire Boulevard
401,,Anaheim,True,Anaheim Desert Inn And Suites,,3,+1 714-772-5050,144,2,1600 South Harbor Boulevard
402,,Anaheim,True,Anaheim Majestic Garden Hotel,,2,+1 714-778-1700,180,3,900 South Disneyland Drive
403,,Anaheim,True,Anaheim Portofino Inn & Suites,,3,+1 800-341-6301,180,3,1831 South Harbor Boulevard
404,,Anaheim,False,Anaheim Rv Park,,3,+1 714-774-3860,144,2,200 West Midway Drive
405,,Anaheim,True,Ayres Hotel Anaheim,,1,+1 714-634-2106,78,3,2550 East Katella Avenue
406,,Anaheim,True,Best Western Plus Anaheim Inn,,3,+1 714-774-1050,324,3,1630 South Harbor Boulevard
407,,Anaheim,True,Best Western Plus Park Place Inn - Mini Suites,,3,+1 714-776-4800,324,3,1544 South Harbor Boulevard
408,,Anaheim,True,Best Western Plus Pavilions,,2,+1 714-776-0140,52,1,1176 West Katella Avenue
409,,Anaheim,True,Best Western Plus Raffles Inn & Suites,,2,+1 714-750-6100,128,2,2040 South Harbor Boulevard
410,,Anaheim,True,Best Western Plus Stovall'S Inn,,2,+1 714-778-1880,216,3,1110 West Katella Avenue
411,2019-03-04,London,False,45 Park Lane,2,3,+44 20 7493 4545,525,5,45 Park Lane
412,,San Diego,True,Bahia Resort Hotel,,1,+1 858-539-8666,270,2,998 West Mission Bay Drive
413,,San Diego,True,Best Western Plus Bayside Inn,,1,+1 619-233-7500,69,2,555 West Ash Street
414,,San Diego,True,Best Western Plus Hacienda Hotel Old Town,,1,+1 619-298-4707,105,2,4041 Harney Street
415,,San Diego,True,Best Western Plus Island Palms Hotel & Marina,,1,+1 619-222-0561,150,2,2051 Shelter Island Drive
416,,San Diego,True,Best Western San Diego/Miramar Hotel,,1,+1 858-578-6600,120,2,9310 Kearny Mesa Road
417,,San Diego,True,Best Western Seven Seas,,1,+1 619-291-1300,315,2,411 Hotel Circle South
418,,San Diego,True,Best Western Yacht Harbor Hotel,,1,+1 619-224-3254,156,2,5005 North Harbor Drive
419,,San Diego,True,Blue Sea Beach Hotel,,1,+1 858-488-4700,270,2,707 Pacific Beach Drive
420,,San Diego,True,Bahia Resort Hotel,,1,+1 858-539-8666,270,1,998 West Mission Bay Drive
421,,San Diego,True,Best Western Mission Bay,,1,+1 619-275-5700,64,1,2575 Clairemont Drive
422,,San Diego,True,Best Western Plus Bayside Inn,,1,+1 619-233-7500,69,1,555 West Ash Street
423,,San Diego,True,Best Western Plus Hacienda Hotel Old Town,,1,+1 619-298-4707,105,1,4041 Harney Street
424,,San Diego,True,Best Western Plus Island Palms Hotel & Marina,,1,+1 619-222-0561,150,1,2051 Shelter Island Drive
425,,San Diego,True,Best Western San Diego/Miramar Hotel,,1,+1 858-578-6600,120,1,9310 Kearny Mesa Road
426,,San Diego,True,Best Western Seven Seas,,1,+1 619-291-1300,315,1,411 Hotel Circle South
427,,San Diego,True,Best Western Yacht Harbor Hotel,,1,+1 619-224-3254,156,1,5005 North Harbor Drive
428,2019-03-02,San Diego,True,Best Western Plus Bayside Inn,1,1,+1 619-233-7500,69,1,555 West Ash Street
429,2019-03-11,San Francisco,True,Beck'S Motor Lodge,2,1,+1 415-621-8212,50,2,2222 Market Street
430,2019-03-01,London,False,Abercorn House,2,1,+44 20 8563 8692,58,1,28-30 Bute Gardens
431,,Seattle,True,Ace Hotel Seattle,,2,+1 206-448-4721,88,2,2423 1st Avenue
432,,Seattle,True,Belltown Inn,,2,+1 866-525-4704,132,2,2301 3rd Avenue
433,,Seattle,True,Best Western Plus Pioneer Square Hotel Downtown,,2,+1 206-340-1234,132,3,77 Yesler Way
434,,Seattle,True,Courtyard By Marriott Seattle Downtown/Lake Union,,3,+1 206-213-0100,216,3,925 Westlake Avenue North
435,,Seattle,True,Crowne Plaza Seattle Downtown,,1,+1 206-464-1980,80,4,1113 6th Avenue
436,,Seattle,True,Days Inn By Wyndham Seattle North Of Downtown,,2,+1 800-615-3107,112,2,9100 Aurora Avenue North
437,,Seattle,True,Embassy Suites By Hilton Seattle Downtown Pioneer Square,,1,+1 206-859-4400,84,3,255 South King Street
438,,Seattle,True,Even Hotel Seattle Downtown - Lake Union,,3,+1 206-596-2302,243,3,527 Fairview Avenue North
439,,Seattle,True,Extended Stay America - Seattle - Northgate,,3,+1 206-365-8100,204,2,13300 Stone Avenue North
440,,Seattle,True,Four Points By Sheraton Downtown Seattle Center,,3,+1 206-282-2600,243,3,601 Roy Street
