,average_rating,check_in_date,check_out_date,hotel_name,location,number_of_rooms,pets_welcome,phone_number,price,street_address
219,4.60,,,Devonshire Club,London,3,True,+44 20 3750 4545,4680,5 Devonshire Square
220,4.30,2019-03-01,2019-03-14,Ace Hotel London,London,3,True,+44 20 7613 9800,4836,100 Shoreditch High Street
221,4.50,,,1 Hotel Brooklyn Bridge,New York,3,True,+1 833-625-6111,4884,"60 Furman Street, Brooklyn"
222,4.50,,,1 Hotel Central Park,New York,2,True,+1 212-703-2001,1944,1414 6th Avenue
223,4.00,,,6 Columbus Hotel,New York,2,True,+1 212-204-3000,3536,308 West 58th Street
224,4.30,,,Ace Hotel,New York,3,True,+1 212-991-0551,3960,20 West 29th Street
225,3.90,,,Adria Hotel & Conference Center,New York,3,False,+1 718-631-5900,684,"221-17 Northern Boulevard, Bayside"
226,4.40,,,Aka Central Park,New York,3,False,+1 646-744-3100,2352,42 West 58th Street
227,4.40,,,Aka Times Square,New York,3,True,+1 212-764-5700,1728,123 West 44th Street
228,4.30,2019-03-04,2019-03-07,11 Howard,New York,1,False,+1 212-235-1111,324,11 Howard Street
229,4.50,,,1 Hotel Brooklyn Bridge,New York,2,True,+1 833-625-6111,4884,"60 Furman Street, Brooklyn"
230,4.30,,,11 Howard,New York,2,False,+1 212-235-1111,3168,11 Howard Street
231,4.50,,,Ac Hotel New York Times Square,New York,2,False,+1 212-398-2700,2592,260 West 40th Street
232,4.30,,,Ace Hotel,New York,2,True,+1 212-991-0551,3960,20 West 29th Street
233,3.90,,,Adria Hotel & Conference Center,New York,2,False,+1 718-631-5900,684,"221-17 Northern Boulevard, Bayside"
234,4.40,,,Aka Central Park,New York,2,False,+1 646-744-3100,2352,42 West 58th Street
235,4.40,,,Aka Times Square,New York,2,True,+1 212-764-5700,1728,123 West 44th Street
236,4.60,,,Aka Wall Street,New York,2,False,+1 212-252-9090,2088,84 William Street
237,4.50,2019-03-02,2019-03-12,1 Hotel Central Park,New York,2,True,+1 212-703-2001,2960,1414 6th Avenue
238,3.90,,,Best Western Plus Toronto North York Hotel & Suites,Toronto,1,False,+1 416-663-9500,198,50 Norfinch Drive
239,3.00,,,Best Western Primrose Hotel Downtown-Toronto,Toronto,1,True,+1 800-780-7234,228,111 Carlton Street
240,4.40,,,Bisha Hotel Toronto,Toronto,1,True,+1 416-551-2800,440,80 Blue Jays Way
241,3.70,,,Bond Place Hotel Toronto,Toronto,1,False,+1 800-268-9390,2232,65 Dundas Street East
242,4.10,,,Cambridge Suites Toronto,Toronto,1,False,+1 800-463-1990,1776,15 Richmond Street East
243,4.10,,,Courtyard By Marriott Toronto Downtown,Toronto,1,False,+1 416-924-0611,2340,475 Yonge Street
244,3.40,,,Days Inn By Wyndham Toronto East Beaches,Toronto,1,False,+1 647-693-6842,1980,1684 Queen Street East
245,4.20,,,Doubletree By Hilton Hotel Toronto Downtown,Toronto,1,False,+1 416-977-5000,1056,108 Chestnut Street
246,4.40,,,Embassy Suites By Hilton Toronto Airport,Toronto,1,True,+1 416-674-8442,480,262 Carlingview Drive
247,3.90,,,Executive Hotel Cosmopolitan Toronto,Toronto,1,False,+1 855-958-3488,2106,8 Colborne Street
248,4.20,,,Aliz Hotel Times Square,New York,2,True,+1 646-609-5122,5460,310 West 40th Street
249,4.20,,,Aloft Harlem,New York,2,True,+1 212-749-4000,2808,2296 Frederick Douglass Boulevard
250,4.20,,,Aloft Long Island City-Manhattan View,New York,2,True,+1 718-433-9305,1872,"27-45 Jackson Avenue, Long Island City"
251,4.10,,,Aloft Manhattan Downtown - Financial District,New York,2,True,+1 212-513-0003,3456,49-53 Ann Street
252,4.50,2019-03-03,2019-03-12,1 Hotel Central Park,New York,2,True,+1 212-703-2001,1944,1414 6th Avenue
253,4.30,2019-03-02,2019-03-05,Ac Hotel By Marriott Paris Porte Maillot,Paris,3,True,+33 1 84 82 49 09,1008,"6 Rue Gustave Charpentier, 75017"
254,4.70,,,45 Park Lane,London,1,True,+44 20 7493 4545,1344,45 Park Lane
255,3.20,,,Abc Hyde Park Hotel,London,1,False,+44 20 7706 4660,960,121 Sussex Gardens
256,4.10,,,Accommodation London Bridge,London,1,False,+44 20 7403 4299,1520,58 Great Dover Street
257,4.30,,,Ace Hotel London,London,1,True,+44 20 7613 9800,1400,100 Shoreditch High Street
258,3.70,,,Airways Hotel London Victoria,London,1,False,+44 20 7834 0205,2592,29-31 Saint George's Drive
259,4.50,,,Amba Hotel Charing Cross,London,1,False,+44 871 376 9012,2480,Strand
260,3.90,,,Ambassadors Bloomsbury Hotel,London,1,False,+44 20 7388 9930,720,12 Upper Woburn Place
261,3.00,,,Ambassadors Hotel,London,1,False,+44 20 7373 1075,198,16 Collingham Road
262,4.70,2019-03-02,2019-03-12,45 Park Lane,London,1,True,+44 20 7493 4545,2720,45 Park Lane
263,4.70,2019-03-01,2019-03-07,45 Park Lane,London,1,True,+44 20 7493 4545,1344,45 Park Lane
264,4.40,,,Ac Hotel By Marriott Beverly Hills,Los Angeles,3,False,+1 323-852-7000,1320,6399 Wilshire Boulevard
265,4.10,,,Best Western Plus Dragon Gate Inn,Los Angeles,1,True,+1 213-617-3077,432,818 North Hill Street
266,4.20,,,Beverly Hills Marriott,Los Angeles,1,False,+1 310-553-6561,1188,1150 South Beverly Drive
267,4.10,,,Beverly Laurel Motor Hotel,Los Angeles,3,False,+1 800-947-7666,2376,8018 Beverly Boulevard
268,4.20,,,Courtyard By Marriott Los Angeles Century City/Beverly Hills,Los Angeles,3,False,+1 310-556-2777,2640,10320 West Olympic Boulevard
269,4.40,,,Courtyard By Marriott Los Angeles L.A. Live,Los Angeles,1,False,+1 213-443-9222,1040,901 West Olympic Boulevard
270,4.20,,,Courtyard By Marriott Los Angeles Lax/Century Boulevard,Los Angeles,1,False,+1 310-649-1400,304,6161 West Century Boulevard
271,4.10,,,Crowne Plaza Los Angeles Airport,Los Angeles,2,False,+1 310-642-7500,1600,5985 West Century Boulevard
272,3.60,,,Dunes Inn - Wilshire,Los Angeles,2,False,+1 323-938-3617,630,4300 Wilshire Boulevard
273,4.30,,,Embassy Suites By Hilton Los Angeles International Airport North,Los Angeles,1,False,+1 310-215-1000,756,9801 Airport Boulevard
274,4.10,2019-03-02,2019-03-06,Best Western Plus Dragon Gate Inn,Los Angeles,1,True,+1 213-617-3077,432,818 North Hill Street
275,4.00,,,Aloft Atlanta Downtown,Atlanta,1,True,+1 678-515-0300,456,300 Ted Turner Drive Northwest
276,3.90,,,Crowne Plaza Atlanta - Midtown,Atlanta,1,True,+1 404-877-9000,2178,590 West Peachtree Street Northwest
277,4.20,,,Home2 Suites By Hilton Atlanta Downtown,Atlanta,1,True,+1 404-965-7992,3840,87 Walton Street Northwest
278,4.40,,,Hotel Indigo Atlanta Downtown,Atlanta,1,True,+1 404-523-7600,2736,230 Peachtree Street
279,4.30,,,Hyatt Centric Midtown Atlanta,Atlanta,1,True,+1 404-443-1234,3848,125 10th Street Northeast
280,4.30,,,Hyatt House Atlanta/Downtown,Atlanta,1,True,+1 404-332-5522,3120,431 Marietta Street NorthWest
281,4.10,,,Hyatt Place Atlanta/Buckhead,Atlanta,1,True,+1 404-869-6161,1200,3242 Peachtree Road Northeast
282,4.20,,,Hyatt Place Atlanta/Downtown,Atlanta,1,True,+1 404-577-1980,1320,330 Peachtree Street Northeast
283,3.50,,,Amsterdam Hostel San Francisco,San Francisco,2,False,+1 415-673-3277,522,749 Taylor Street
284,4.40,,,Argonaut Hotel,San Francisco,2,True,+1 415-563-0800,324,495 Jefferson Street
285,4.40,,,Beck'S Motor Lodge,San Francisco,2,False,+1 415-621-8212,672,2222 Market Street
286,2.60,,,Bei Hotel San Francisco,San Francisco,2,True,+1 415-626-6103,468,50 8th Street
287,4.30,,,Chancellor Hotel On Union Square,San Francisco,2,False,+1 415-362-2004,2448,433 Powell Street
288,4.10,,,Chelsea,San Francisco,2,False,+1 415-563-5600,4884,2095 Lombard Street
289,3.90,,,Comfort Inn By The Bay,San Francisco,2,False,+1 415-928-5000,450,2775 Van Ness Avenue
290,3.50,2019-03-04,2019-03-06,Amsterdam Hostel San Francisco,San Francisco,2,False,+1 415-673-3277,456,749 Taylor Street
291,3.50,2019-03-06,2019-03-14,Abercorn House,London,1,False,+44 20 8563 8692,552,28-30 Bute Gardens
292,4.30,2019-03-02,2019-03-05,11 Howard,New York,1,False,+1 212-235-1111,432,11 Howard Street
293,4.60,2019-03-01,2019-03-05,Amastan Paris,Paris,1,False,+33 1 49 52 99 70,1056,"34 Rue Jean Mermoz, 75008"
294,4.50,,,1 Hotel Central Park,New York,3,True,+1 212-703-2001,1980,1414 6th Avenue
295,4.30,,,11 Howard,New York,3,False,+1 212-235-1111,552,11 Howard Street
296,4.00,,,6 Columbus Hotel,New York,3,True,+1 212-204-3000,4212,308 West 58th Street
297,4.50,,,Ac Hotel New York Times Square,New York,3,False,+1 212-398-2700,4356,260 West 40th Street
298,4.60,,,Aka Wall Street,New York,3,False,+1 212-252-9090,2088,84 William Street
299,4.30,2019-03-09,2019-03-11,11 Howard,New York,3,False,+1 212-235-1111,552,11 Howard Street
300,4.40,,,Aloft Kuala Lumpur Sentral,Kuala Lumpur,2,False,+60 3-2723 1188,5616,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
301,3.90,,,Ancasa Hotel & Spa Kuala Lumpur,Kuala Lumpur,2,False,+60 3-2026 6060,1260,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan"
302,3.70,,,Citin Hotel Masjid Jamek,Kuala Lumpur,2,False,+60 3-2693 2999,3159,"33, Jalan Melayu, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan"
303,4.20,,,Concorde Hotel Kuala Lumpur,Kuala Lumpur,2,False,+60 3-2144 2200,2268,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan"
304,4.40,2019-03-01,2019-03-14,Aloft Kuala Lumpur Sentral,Kuala Lumpur,2,False,+60 3-2723 1188,3744,"No. 5, Jalan Stesen Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan"
305,4.30,2019-03-04,2019-03-13,11 Howard,New York,1,False,+1 212-235-1111,2016,11 Howard Street
306,4.50,2019-03-07,2019-03-13,1 Hotel Brooklyn Bridge,New York,2,True,+1 833-625-6111,1344,"60 Furman Street, Brooklyn"
307,3.50,2019-03-06,2019-03-14,Abercorn House,London,2,False,+44 20 8563 8692,2808,28-30 Bute Gardens
308,4.30,,,Aloft Portland Airport At Cascade Station,Portland,2,True,+1 503-200-5678,184,9920 Northeast Cascades Parkway
309,4.70,,,Canopy By Hilton Portland Pearl District,Portland,2,True,+1 971-351-0230,3648,425 Northwest 9th Avenue
310,4.30,,,Courtyard By Marriott Portland City Center,Portland,3,True,+1 503-505-5000,1488,550 Southwest Oak Street
311,4.50,,,Dossier,Portland,3,True,+1 877-628-4408,936,750 Southwest Alder Street
312,4.20,,,Doubletree By Hilton Hotel Portland,Portland,2,True,+1 503-281-6111,528,1000 Northeast Multnomah Street
313,3.80,,,Holiday Inn Portland-Airport (I-205),Portland,2,True,+1 503-256-5000,1638,8439 Northeast Columbia Boulevard
314,4.60,,,Hyatt House Portland/Downtown,Portland,2,True,+1 503-241-2775,2304,2080 Southwest River Drive
315,4.40,,,Hyatt Place Portland Airport /Cascade Station,Portland,2,True,+1 503-288-2808,2600,9750 Northeast Cascades Parkway
316,4.60,,,Kimpton Hotel Monaco Portland,Portland,1,True,+1 503-222-0001,160,506 Southwest Washington Street
317,4.50,,,Kimpton Riverplace Hotel,Portland,2,True,+1 888-869-3108,304,1510 Southwest Harbor Way
318,4.20,,,Citadines Trafalgar Square London (Apart Hotel London),London,1,True,+44 20 7766 3700,540,18-21 Northumberland Avenue
319,4.10,,,De Vere Devonport House,London,1,True,+44 871 222 4796,736,King William Walk
320,4.30,,,Dorset Square Hotel,London,3,True,+44 20 7723 7874,3348,39-40 Dorset Square
321,4.30,2019-03-06,2019-03-11,Ace Hotel London,London,1,True,+44 20 7613 9800,1400,100 Shoreditch High Street
322,4.30,,,Bahia Resort Hotel,San Diego,3,True,+1 858-539-8666,4896,998 West Mission Bay Drive
323,3.80,,,Best Western Mission Bay,San Diego,3,True,+1 619-275-5700,3240,2575 Clairemont Drive
324,4.30,,,Best Western Plus Bayside Inn,San Diego,3,False,+1 619-233-7500,1620,555 West Ash Street
325,4.50,,,Best Western Plus Island Palms Hotel & Marina,San Diego,3,False,+1 619-222-0561,1116,2051 Shelter Island Drive
326,3.70,,,Best Western Seven Seas,San Diego,3,False,+1 619-291-1300,2079,411 Hotel Circle South
327,4.00,,,Best Western Yacht Harbor Hotel,San Diego,3,False,+1 619-224-3254,1392,5005 North Harbor Drive
328,4.40,,,Blue Sea Beach Hotel,San Diego,3,False,+1 858-488-4700,5772,707 Pacific Beach Drive
329,3.80,2019-03-02,2019-03-14,Best Western Mission Bay,San Diego,3,True,+1 619-275-5700,3240,2575 Clairemont Drive
330,3.70,,,Atrium Inn Vancouver,Vancouver,2,True,+1 604-254-1000,198,2889 East Hastings Street
331,4.10,,,Auberge Vancouver Hotel,Vancouver,2,False,+1 604-678-8899,2760,837 West Hastings Street
332,4.10,,,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,Vancouver,2,True,+1 604-669-7070,2232,1100 Granville Street
333,4.00,,,Best Western Plus Sands,Vancouver,2,True,+1 604-682-1831,1512,1755 Davie Street
334,4.30,,,Coast Coal Harbour Vancouver Hotel By Apa,Vancouver,2,True,+1 604-697-0202,3024,1180 West Hastings Street
335,3.50,,,Coast Vancouver Airport Hotel,Vancouver,2,False,+1 604-263-1555,918,1041 Southwest Marine Drive
336,3.20,,,Days Inn By Wyndham Vancouver Downtown,Vancouver,2,False,+1 604-681-4335,621,921 West Pender Street
337,3.70,2019-03-07,2019-03-12,Atrium Inn Vancouver,Vancouver,2,True,+1 604-254-1000,1485,2889 East Hastings Street
338,3.70,,,Four Points By Sheraton Los Angeles International Airport,Los Angeles,1,True,+1 310-645-4600,1155,9750 Airport Boulevard
339,4.60,,,Four Seasons Hotel Los Angeles At Beverly Hills,Los Angeles,1,True,+1 310-273-2222,3828,300 Doheny Drive
340,4.30,,,Freehand Los Angeles,Los Angeles,1,True,+1 213-612-0021,800,416 West 8th Street
341,4.50,,,Hotel Indigo Los Angeles Downtown,Los Angeles,1,True,+1 213-232-8800,2100,899 Francisco Street
342,4.50,,,Intercontinental Los Angeles Downtown,Los Angeles,1,True,+1 213-688-7777,920,900 Wilshire Boulevard
343,4.60,,,Kimpton Everly Hotel,Los Angeles,1,True,+1 213-279-3532,1352,1800 Argyle Avenue
344,4.40,,,Kimpton Hotel Palomar Los Angeles Beverly Hills,Los Angeles,1,True,+1 310-475-8711,2640,10740 Wilshire Boulevard
345,4.20,,,Kimpton Hotel Wilshire,Los Angeles,1,True,+1 323-852-6000,1440,6317 Wilshire Boulevard
346,3.70,,,La Quinta Inn & Suites By Wyndham Lax,Los Angeles,1,True,+1 310-645-2200,324,5249 West Century Boulevard
347,4.60,2019-03-07,2019-03-08,Four Seasons Hotel Los Angeles At Beverly Hills,Los Angeles,1,True,+1 310-273-2222,444,300 Doheny Drive
348,4.50,2019-03-02,2019-03-13,1 Hotel Central Park,New York,3,True,+1 212-703-2001,4488,1414 6th Avenue
349,4.10,,,Doubletree By Hilton Hotel Sacramento,Sacramento,1,True,+1 916-929-8855,1728,2001 Point West Way
350,4.20,,,Hilton Sacramento Arden West,Sacramento,1,True,+1 916-922-4700,300,2200 Harvard Street
351,3.80,,,Holiday Inn Express Sacramento Convention Center,Sacramento,1,True,+1 916-444-4436,756,728 16th Street
352,4.50,,,Kimpton Sawyer Hotel,Sacramento,1,True,+1 916-545-7100,1620,500 J Street
353,3.50,,,La Quinta Inn By Wyndham Sacramento Downtown,Sacramento,1,True,+1 916-448-8100,528,200 Jibboom Street
354,4.40,,,Residence Inn By Marriott Sacramento Downtown At Capitol Park,Sacramento,1,True,+1 916-443-0500,1116,1121 15th Street
355,4.30,,,Sheraton Grand Sacramento Hotel,Sacramento,1,True,+1 916-447-1700,312,"13th And, J Street"
356,3.40,,,Surestay Plus Hotel By Best Western Sacramento North,Sacramento,1,True,+1 916-497-0955,720,350 Bercut Drive
357,4.40,,,"The Citizen Hotel, Autograph Collection",Sacramento,1,True,+1 916-447-2700,1260,926 J Street
358,4.50,,,The Westin Sacramento,Sacramento,1,True,+1 916-443-8400,4320,4800 Riverside Boulevard
359,4.20,2019-03-03,2019-03-07,Hilton Sacramento Arden West,Sacramento,1,True,+1 916-922-4700,736,2200 Harvard Street
360,4.70,2019-03-10,2019-03-12,45 Park Lane,London,1,True,+44 20 7493 4545,168,45 Park Lane
361,3.50,2019-03-02,2019-03-09,Abercorn House,London,2,False,+44 20 8563 8692,1092,28-30 Bute Gardens
362,4.70,2019-03-02,2019-03-13,45 Park Lane,London,1,True,+44 20 7493 4545,2552,45 Park Lane
363,4.30,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,2,True,+33 1 84 82 49 09,1008,"6 Rue Gustave Charpentier, 75017"
364,3.70,,,Austin'S Saint Lazare HoTel,Paris,2,False,+33 1 48 74 48 71,3267,"26 Rue d'Amsterdam, 75009"
365,3.70,,,Avalon Hotel Paris Gare Du Nord,Paris,2,True,+33 1 42 85 50 00,918,"131 Boulevard de Magenta, 75010"
366,3.60,,,Best Western Bretagne Montparnasse,Paris,2,False,+33 1 45 38 52 59,1260,"33 Rue Raymond Losserand, 75014"
367,4.40,,,Bob Hotel By Elegancia,Paris,2,False,+33 1 40 43 02 33,1440,"30 Rue Pernety, 75014"
368,4.60,2019-03-02,2019-03-04,Amastan Paris,Paris,2,False,+33 1 49 52 99 70,528,"34 Rue Jean Mermoz, 75008"
369,4.20,,,Best Western Plus Hacienda Hotel Old Town,San Diego,2,False,+1 619-298-4707,720,4041 Harney Street
370,3.90,,,Best Western San Diego/Miramar Hotel,San Diego,2,False,+1 858-578-6600,4212,9310 Kearny Mesa Road
371,4.00,,,Best Western Yacht Harbor Hotel,San Diego,2,False,+1 619-224-3254,1392,5005 North Harbor Drive
372,4.40,,,Blue Sea Beach Hotel,San Diego,2,False,+1 858-488-4700,5772,707 Pacific Beach Drive
373,4.30,,,Capri By The Sea By All Seasons Resort Lodging,San Diego,2,False,+1 858-483-6110,1104,4767 Ocean Boulevard
374,3.80,2019-03-02,2019-03-14,Best Western Mission Bay,San Diego,2,True,+1 619-275-5700,3240,2575 Clairemont Drive
375,4.50,2019-03-02,2019-03-05,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,420,"60 Furman Street, Brooklyn"
376,4.60,,,Four Seasons Hotel Los Angeles At Beverly Hills,Los Angeles,3,True,+1 310-273-2222,3828,300 Doheny Drive
377,4.50,,,Hotel Indigo Los Angeles Downtown,Los Angeles,3,True,+1 213-232-8800,2100,899 Francisco Street
378,4.40,,,Kimpton Hotel Palomar Los Angeles Beverly Hills,Los Angeles,3,True,+1 310-475-8711,2640,10740 Wilshire Boulevard
379,4.20,,,Kimpton Hotel Wilshire,Los Angeles,2,True,+1 323-852-6000,1440,6317 Wilshire Boulevard
380,3.70,,,La Quinta Inn & Suites By Wyndham Lax,Los Angeles,3,True,+1 310-645-2200,324,5249 West Century Boulevard
381,3.70,2019-03-01,2019-03-12,Four Points By Sheraton Los Angeles International Airport,Los Angeles,1,True,+1 310-645-4600,1155,9750 Airport Boulevard
382,3.20,2019-03-03,2019-03-11,Abc Hyde Park Hotel,London,2,False,+44 20 7706 4660,960,121 Sussex Gardens
383,3.90,,,Aloft Chicago Mag Mile,Chicago,1,True,+1 312-429-6600,819,243 East Ontario Street
384,3.90,,,Best Western Grant Park Hotel,Chicago,3,False,+1 312-922-2900,207,1100 South Michigan Avenue
385,4.10,,,Best Western River North Hotel,Chicago,3,False,+1 312-467-0800,744,125 West Ohio Street
386,4.20,,,Cambria Hotel Chicago Magnificent Mile,Chicago,1,False,+1 312-787-6000,1300,166 East Superior Street
387,4.50,2019-03-06,2019-03-12,Acme Hotel Company Chicago,Chicago,2,False,+1 312-894-0800,1440,15 East Ohio Street
388,4.20,,,Azure Hotel Nairobi Westlands,Nairobi,3,False,+254 709 716000,4560,Lantana Road
389,4.40,,,Crowne Plaza Nairobi,Nairobi,1,False,+254 719 096000,1056,"Kenya Road, Upper Hill"
390,4.40,,,Crowne Plaza Nairobi Airport,Nairobi,1,False,+254 709 222444,480,First Freight Lane Jomo Kenyatta International Airport
391,4.40,,,Doubletree By Hilton Nairobi Hurlingham,Nairobi,3,False,+254 709 090000,1872,Ngong Lane Ngong Road
392,4.50,,,Dusitd2 Nairobi,Nairobi,3,False,+254 787 657000,2520,14 Riverside Westlands
393,4.40,,,Eka Hotel Nairobi,Nairobi,3,False,+254 719 045000,4752,"Eka Hotel, Along Mombasa Road"
394,4.50,,,Four Points By Sheraton Nairobi Airport,Nairobi,2,False,+254 709 760000,320,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
395,4.70,,,Hemingways Nairobi,Nairobi,1,False,+254 711 032000,240,Mbagathi Ridge
396,4.50,,,Hilton Garden Inn Nairobi Airport,Nairobi,2,False,+254 20 4075000,1480,Jomo Kenyatta International Airport Mombasa Road
397,4.40,,,Intercontinental Hotel,Nairobi,1,False,+254 20 3200000,144,City Hall Way
398,4.30,2019-03-04,2019-03-09,Best Western Plus Bayside Inn,San Diego,3,False,+1 619-233-7500,1620,555 West Ash Street
399,3.50,2019-03-01,2019-03-14,Abercorn House,London,1,False,+44 20 8563 8692,1092,28-30 Bute Gardens
400,4.40,,,Ac Hotel By Marriott Beverly Hills,Los Angeles,2,False,+1 323-852-7000,1320,6399 Wilshire Boulevard
401,4.10,,,Best Western Plus Dragon Gate Inn,Los Angeles,2,True,+1 213-617-3077,4080,818 North Hill Street
402,4.20,,,Beverly Hills Marriott,Los Angeles,2,False,+1 310-553-6561,1152,1150 South Beverly Drive
403,4.10,,,Beverly Laurel Motor Hotel,Los Angeles,2,False,+1 800-947-7666,2376,8018 Beverly Boulevard
404,4.20,,,Courtyard By Marriott Los Angeles Century City/Beverly Hills,Los Angeles,2,False,+1 310-556-2777,2640,10320 West Olympic Boulevard
405,4.40,,,Courtyard By Marriott Los Angeles L.A. Live,Los Angeles,2,False,+1 213-443-9222,2432,901 West Olympic Boulevard
406,4.20,,,Courtyard By Marriott Los Angeles Lax/Century Boulevard,Los Angeles,2,False,+1 310-649-1400,2160,6161 West Century Boulevard
407,4.30,,,Embassy Suites By Hilton Los Angeles International Airport North,Los Angeles,2,False,+1 310-215-1000,792,9801 Airport Boulevard
408,4.20,2019-03-03,2019-03-07,Beverly Hills Marriott,Los Angeles,2,False,+1 310-553-6561,1152,1150 South Beverly Drive
409,3.00,,,Best Western Primrose Hotel Downtown-Toronto,Toronto,2,True,+1 800-780-7234,228,111 Carlton Street
410,3.70,,,Bond Place Hotel Toronto,Toronto,3,False,+1 800-268-9390,2232,65 Dundas Street East
411,4.10,,,Cambridge Suites Toronto,Toronto,2,False,+1 800-463-1990,1776,15 Richmond Street East
412,4.10,,,Courtyard By Marriott Toronto Downtown,Toronto,3,False,+1 416-924-0611,2340,475 Yonge Street
413,3.40,,,Days Inn By Wyndham Toronto East Beaches,Toronto,2,False,+1 647-693-6842,1980,1684 Queen Street East
414,3.90,,,Executive Hotel Cosmopolitan Toronto,Toronto,3,False,+1 855-958-3488,2106,8 Colborne Street
415,3.90,2019-03-03,2019-03-06,Best Western Plus Toronto North York Hotel & Suites,Toronto,1,False,+1 416-663-9500,198,50 Norfinch Drive
